date,OT,光伏数据,季节标签数据,特殊气象标签数据,节假日标签数据
2023/11/1 18:00,2748.19198,0 ,3 ,0 ,0 
2023/11/1 18:30,2729.02622,0 ,3 ,0 ,0 
2023/11/1 19:00,2663.56995,0 ,3 ,0 ,0 
2023/11/1 19:30,2624.82006,0 ,3 ,0 ,0 
2023/11/1 20:00,2580.23904,0 ,3 ,0 ,0 
2023/11/1 20:30,2553.27661,0 ,3 ,0 ,0 
2023/11/1 21:00,2520.80353,0 ,3 ,0 ,0 
2023/11/1 21:30,2493.80057,0 ,3 ,0 ,0 
2023/11/1 22:00,2479.14655,0 ,3 ,0 ,0 
2023/11/1 22:30,2618.01874,0 ,3 ,0 ,0 
2023/11/1 23:00,2670.09363,0 ,3 ,0 ,0 
2023/11/1 23:30,2618.17443,0 ,3 ,0 ,0 
2023/11/2 0:00,2565.83902,0 ,3 ,0 ,0 
2023/11/2 0:30,2536.55123,0 ,3 ,0 ,0 
2023/11/2 1:00,2513.30903,0 ,3 ,0 ,0 
2023/11/2 1:30,2508.9972,0 ,3 ,0 ,0 
2023/11/2 2:00,2491.43074,0 ,3 ,0 ,0 
2023/11/2 2:30,2490.92546,0 ,3 ,0 ,0 
2023/11/2 3:00,2437.69864,0 ,3 ,0 ,0 
2023/11/2 3:30,2416.42725,0 ,3 ,0 ,0 
2023/11/2 4:00,2409.79243,0 ,3 ,0 ,0 
2023/11/2 4:30,2431.55355,0 ,3 ,0 ,0 
2023/11/2 5:00,2423.40409,0 ,3 ,0 ,0 
2023/11/2 5:30,2421.08843,0 ,3 ,0 ,0 
2023/11/2 6:00,2490.35445,0 ,3 ,0 ,0 
2023/11/2 6:30,2504.45507,0 ,3 ,0 ,0 
2023/11/2 7:00,2550.55922,0 ,3 ,0 ,0 
2023/11/2 7:30,2610.70436,0 ,3 ,0 ,0 
2023/11/2 8:00,2738.17836,0 ,3 ,0 ,0 
2023/11/2 8:30,2770.73459,0 ,3 ,0 ,0 
2023/11/2 9:00,2755.04547,0 ,3 ,0 ,0 
2023/11/2 9:30,2724.49699,0 ,3 ,0 ,0 
2023/11/2 10:00,2707.12815,0 ,3 ,0 ,0 
2023/11/2 10:30,2688.9301,0 ,3 ,0 ,0 
2023/11/2 11:00,2656.47977,0 ,3 ,0 ,0 
2023/11/2 11:30,2585.12616,0 ,3 ,0 ,0 
2023/11/2 12:00,2502.23199,0 ,3 ,0 ,0 
2023/11/2 12:30,2529.50393,0 ,3 ,0 ,0 
2023/11/2 13:00,2714.51079,0 ,3 ,0 ,0 
2023/11/2 13:30,2772.5595,0 ,3 ,0 ,0 
2023/11/2 14:00,2819.93229,0 ,3 ,0 ,0 
2023/11/2 14:30,2812.99664,0 ,3 ,0 ,0 
2023/11/2 15:00,2897.39755,0 ,3 ,0 ,0 
2023/11/2 15:30,2946.71878,0 ,3 ,0 ,0 
2023/11/2 16:00,3004.04331,0 ,3 ,0 ,0 
2023/11/2 16:30,3026.62424,0 ,3 ,0 ,0 
2023/11/2 17:00,2984.48079,0 ,3 ,0 ,0 
2023/11/2 17:30,2888.00711,0 ,3 ,0 ,0 
2023/11/2 18:00,2884.79057,0 ,3 ,0 ,0 
2023/11/2 18:30,2871.28086,0 ,3 ,0 ,0 
2023/11/2 19:00,2836.16379,0 ,3 ,0 ,0 
2023/11/2 19:30,2760.37211,0 ,3 ,0 ,0 
2023/11/2 20:00,2704.18976,0 ,3 ,0 ,0 
2023/11/2 20:30,2659.72479,0 ,3 ,0 ,0 
2023/11/2 21:00,2649.18156,0 ,3 ,0 ,0 
2023/11/2 21:30,2673.92783,0 ,3 ,0 ,0 
2023/11/2 22:00,2625.40284,0 ,3 ,0 ,0 
2023/11/2 22:30,2782.82297,0 ,3 ,0 ,0 
2023/11/2 23:00,2819.49279,0 ,3 ,0 ,0 
2023/11/2 23:30,2769.04134,0 ,3 ,0 ,0 
2023/11/3 0:00,2707.95723,0 ,3 ,0 ,0 
2023/11/3 0:30,2664.86391,0 ,3 ,0 ,0 
2023/11/3 1:00,2679.61301,0 ,3 ,0 ,0 
2023/11/3 1:30,2682.45192,0 ,3 ,0 ,0 
2023/11/3 2:00,2619.7861,0 ,3 ,0 ,0 
2023/11/3 2:30,2597.13993,0 ,3 ,0 ,0 
2023/11/3 3:00,2603.08688,0 ,3 ,0 ,0 
2023/11/3 3:30,2598.44148,0 ,3 ,0 ,0 
2023/11/3 4:00,2566.72992,0 ,3 ,0 ,0 
2023/11/3 4:30,2549.68463,0 ,3 ,0 ,0 
2023/11/3 5:00,2530.78062,0 ,3 ,0 ,0 
2023/11/3 5:30,2556.07984,0 ,3 ,0 ,0 
2023/11/3 6:00,2573.35228,0 ,3 ,0 ,0 
2023/11/3 6:30,2605.86726,0 ,3 ,0 ,0 
2023/11/3 7:00,2660.5691,0 ,3 ,0 ,0 
2023/11/3 7:30,2730.51442,0 ,3 ,0 ,0 
2023/11/3 8:00,2792.54211,0 ,3 ,0 ,0 
2023/11/3 8:30,2849.91601,0 ,3 ,0 ,0 
2023/11/3 9:00,2838.7172,0 ,3 ,0 ,0 
2023/11/3 9:30,2772.46963,0 ,3 ,0 ,0 
2023/11/3 10:00,2803.72964,0 ,3 ,0 ,0 
2023/11/3 10:30,2788.79596,0 ,3 ,0 ,0 
2023/11/3 11:00,2723.55287,0 ,3 ,0 ,0 
2023/11/3 11:30,2698.33699,0 ,3 ,0 ,0 
2023/11/3 12:00,2613.04949,0 ,3 ,0 ,0 
2023/11/3 12:30,2699.21833,0 ,3 ,0 ,0 
2023/11/3 13:00,2809.27809,0 ,3 ,0 ,0 
2023/11/3 13:30,2885.14567,0 ,3 ,0 ,0 
2023/11/3 14:00,2914.89779,0 ,3 ,0 ,0 
2023/11/3 14:30,2936.04515,0 ,3 ,0 ,0 
2023/11/3 15:00,3019.01212,0 ,3 ,0 ,0 
2023/11/3 15:30,3082.74178,0 ,3 ,0 ,0 
2023/11/3 16:00,3115.00975,0 ,3 ,0 ,0 
2023/11/3 16:30,3119.00068,0 ,3 ,0 ,0 
2023/11/3 17:00,3078.33076,0 ,3 ,0 ,0 
2023/11/3 17:30,2992.19944,0 ,3 ,0 ,0 
2023/11/3 18:00,2984.4316,0 ,3 ,0 ,0 
2023/11/3 18:30,2917.52148,0 ,3 ,0 ,0 
2023/11/3 19:00,2900.61198,0 ,3 ,0 ,0 
2023/11/3 19:30,2819.92555,0 ,3 ,0 ,0 
2023/11/3 20:00,2795.12771,0 ,3 ,0 ,0 
2023/11/3 20:30,2763.38609,0 ,3 ,0 ,0 
2023/11/3 21:00,2744.20606,0 ,3 ,0 ,0 
2023/11/3 21:30,2691.43709,0 ,3 ,0 ,0 
2023/11/3 22:00,2700.08038,0 ,3 ,0 ,0 
2023/11/3 22:30,2869.81506,0 ,3 ,0 ,0 
2023/11/3 23:00,2894.83784,0 ,3 ,0 ,0 
2023/11/3 23:30,2821.53401,0 ,3 ,0 ,0 
2023/11/4 0:00,2773.34753,0 ,3 ,0 ,0 
2023/11/4 0:30,2777.40622,0 ,3 ,0 ,0 
2023/11/4 1:00,2719.37115,0 ,3 ,0 ,0 
2023/11/4 1:30,2730.57015,0 ,3 ,0 ,0 
2023/11/4 2:00,2723.70982,0 ,3 ,0 ,0 
2023/11/4 2:30,2672.21295,0 ,3 ,0 ,0 
2023/11/4 3:00,2642.11609,0 ,3 ,0 ,0 
2023/11/4 3:30,2661.31417,0 ,3 ,0 ,0 
2023/11/4 4:00,2632.60429,0 ,3 ,0 ,0 
2023/11/4 4:30,2582.31053,0 ,3 ,0 ,0 
2023/11/4 5:00,2595.32917,0 ,3 ,0 ,0 
2023/11/4 5:30,2593.14717,0 ,3 ,0 ,0 
2023/11/4 6:00,2600.6886,0 ,3 ,0 ,0 
2023/11/4 6:30,2658.60765,0 ,3 ,0 ,0 
2023/11/4 7:00,2729.61015,0 ,3 ,0 ,0 
2023/11/4 7:30,2751.93402,0 ,3 ,0 ,0 
2023/11/4 8:00,2861.31873,0 ,3 ,0 ,0 
2023/11/4 8:30,2895.51402,0 ,3 ,0 ,0 
2023/11/4 9:00,2895.46562,0 ,3 ,0 ,0 
2023/11/4 9:30,2879.67712,0 ,3 ,0 ,0 
2023/11/4 10:00,2866.81902,0 ,3 ,0 ,0 
2023/11/4 10:30,2840.78189,0 ,3 ,0 ,0 
2023/11/4 11:00,2796.92442,0 ,3 ,0 ,0 
2023/11/4 11:30,2732.42565,0 ,3 ,0 ,0 
2023/11/4 12:00,2653.64198,0 ,3 ,0 ,0 
2023/11/4 12:30,2724.69966,0 ,3 ,0 ,0 
2023/11/4 13:00,2878.19617,0 ,3 ,0 ,0 
2023/11/4 13:30,2929.77604,0 ,3 ,0 ,0 
2023/11/4 14:00,3000.63399,0 ,3 ,0 ,0 
2023/11/4 14:30,3001.31704,0 ,3 ,0 ,0 
2023/11/4 15:00,3051.3104,0 ,3 ,0 ,0 
2023/11/4 15:30,3030.97447,0 ,3 ,0 ,0 
2023/11/4 16:00,3099.3208,0 ,3 ,0 ,0 
2023/11/4 16:30,3115.48607,0 ,3 ,0 ,0 
2023/11/4 17:00,3055.09264,0 ,3 ,0 ,0 
2023/11/4 17:30,2928.75289,0 ,3 ,0 ,0 
2023/11/4 18:00,2884.46959,0 ,3 ,0 ,0 
2023/11/4 18:30,2906.58703,0 ,3 ,0 ,0 
2023/11/4 19:00,2832.08996,0 ,3 ,0 ,0 
2023/11/4 19:30,2769.87322,0 ,3 ,0 ,0 
2023/11/4 20:00,2717.64469,0 ,3 ,0 ,0 
2023/11/4 20:30,2738.52104,0 ,3 ,0 ,0 
2023/11/4 21:00,2688.388,0 ,3 ,0 ,0 
2023/11/4 21:30,2655.13531,0 ,3 ,0 ,0 
2023/11/4 22:00,2666.1471,0 ,3 ,0 ,0 
2023/11/4 22:30,2823.09819,0 ,3 ,0 ,0 
2023/11/4 23:00,2857.43441,0 ,3 ,0 ,0 
2023/11/4 23:30,2768.33906,0 ,3 ,0 ,0 
2023/11/5 0:00,2753.80776,0 ,3 ,0 ,0 
2023/11/5 0:30,2679.82849,0 ,3 ,0 ,0 
2023/11/5 1:00,2673.72125,0 ,3 ,0 ,0 
2023/11/5 1:30,2680.33976,0 ,3 ,0 ,0 
2023/11/5 2:00,2631.35191,0 ,3 ,0 ,0 
2023/11/5 2:30,2616.95205,0 ,3 ,0 ,0 
2023/11/5 3:00,2615.82729,0 ,3 ,0 ,0 
2023/11/5 3:30,2578.48677,0 ,3 ,0 ,0 
2023/11/5 4:00,2593.07168,0 ,3 ,0 ,0 
2023/11/5 4:30,2547.25479,0 ,3 ,0 ,0 
2023/11/5 5:00,2532.31126,0 ,3 ,0 ,0 
2023/11/5 5:30,2542.036,0 ,3 ,0 ,0 
2023/11/5 6:00,2579.71548,0 ,3 ,0 ,0 
2023/11/5 6:30,2613.42658,0 ,3 ,0 ,0 
2023/11/5 7:00,2601.73825,0 ,3 ,0 ,0 
2023/11/5 7:30,2643.99358,0 ,3 ,0 ,0 
2023/11/5 8:00,2681.33771,0 ,3 ,0 ,0 
2023/11/5 8:30,2667.79908,0 ,3 ,0 ,0 
2023/11/5 9:00,2669.20164,0 ,3 ,0 ,0 
2023/11/5 9:30,2621.46453,0 ,3 ,0 ,0 
2023/11/5 10:00,2613.00387,0 ,3 ,0 ,0 
2023/11/5 10:30,2579.33067,0 ,3 ,0 ,0 
2023/11/5 11:00,2567.91386,0 ,3 ,0 ,0 
2023/11/5 11:30,2486.58728,0 ,3 ,0 ,0 
2023/11/5 12:00,2468.09199,0 ,3 ,0 ,0 
2023/11/5 12:30,2481.82735,0 ,3 ,0 ,0 
2023/11/5 13:00,2583.94904,0 ,3 ,0 ,0 
2023/11/5 13:30,2614.31659,0 ,3 ,0 ,0 
2023/11/5 14:00,2648.5506,0 ,3 ,0 ,0 
2023/11/5 14:30,2639.06271,0 ,3 ,0 ,0 
2023/11/5 15:00,2730.07982,0 ,3 ,0 ,0 
2023/11/5 15:30,2757.85589,0 ,3 ,0 ,0 
2023/11/5 16:00,2783.71,0 ,3 ,0 ,0 
2023/11/5 16:30,2849.93323,0 ,3 ,0 ,0 
2023/11/5 17:00,2795.66607,0 ,3 ,0 ,0 
2023/11/5 17:30,2714.46116,0 ,3 ,0 ,0 
2023/11/5 18:00,2724.45037,0 ,3 ,0 ,0 
2023/11/5 18:30,2673.32512,0 ,3 ,0 ,0 
2023/11/5 19:00,2642.9964,0 ,3 ,0 ,0 
2023/11/5 19:30,2603.40213,0 ,3 ,0 ,0 
2023/11/5 20:00,2550.42966,0 ,3 ,0 ,0 
2023/11/5 20:30,2540.54212,0 ,3 ,0 ,0 
2023/11/5 21:00,2520.68411,0 ,3 ,0 ,0 
2023/11/5 21:30,2537.82423,0 ,3 ,0 ,0 
2023/11/5 22:00,2528.95245,0 ,3 ,0 ,0 
2023/11/5 22:30,2673.01565,0 ,3 ,0 ,0 
2023/11/5 23:00,2713.02092,0 ,3 ,0 ,0 
2023/11/5 23:30,2669.67058,0 ,3 ,0 ,0 
2023/11/6 0:00,2590.67504,0 ,3 ,0 ,0 
2023/11/6 0:30,2578.52029,0 ,3 ,0 ,0 
2023/11/6 1:00,2546.05923,0 ,3 ,0 ,0 
2023/11/6 1:30,2529.50494,0 ,3 ,0 ,0 
2023/11/6 2:00,2526.9959,0 ,3 ,0 ,0 
2023/11/6 2:30,2493.62342,0 ,3 ,0 ,0 
2023/11/6 3:00,2464.61539,0 ,3 ,0 ,0 
2023/11/6 3:30,2453.65285,0 ,3 ,0 ,0 
2023/11/6 4:00,2467.71033,0 ,3 ,0 ,0 
2023/11/6 4:30,2462.94332,0 ,3 ,0 ,0 
2023/11/6 5:00,2439.81127,0 ,3 ,0 ,0 
2023/11/6 5:30,2478.5996,0 ,3 ,0 ,0 
2023/11/6 6:00,2478.0039,0 ,3 ,0 ,0 
2023/11/6 6:30,2525.37985,0 ,3 ,0 ,0 
2023/11/6 7:00,2603.27879,0 ,3 ,0 ,0 
2023/11/6 7:30,2721.07225,0 ,3 ,0 ,0 
2023/11/6 8:00,2865.02963,0 ,3 ,0 ,0 
2023/11/6 8:30,2942.86485,0 ,3 ,0 ,0 
2023/11/6 9:00,2972.98315,0 ,3 ,0 ,0 
2023/11/6 9:30,2956.94694,0 ,3 ,0 ,0 
2023/11/6 10:00,2893.46136,0 ,3 ,0 ,0 
2023/11/6 10:30,2864.19497,0 ,3 ,0 ,0 
2023/11/6 11:00,2789.98273,0 ,3 ,0 ,0 
2023/11/6 11:30,2717.9103,0 ,3 ,0 ,0 
2023/11/6 12:00,2596.00547,0 ,3 ,0 ,0 
2023/11/6 12:30,2663.97981,0 ,3 ,0 ,0 
2023/11/6 13:00,2816.82125,0 ,3 ,0 ,0 
2023/11/6 13:30,2862.42863,0 ,3 ,0 ,0 
2023/11/6 14:00,2878.03255,0 ,3 ,0 ,0 
2023/11/6 14:30,2901.37898,0 ,3 ,0 ,0 
2023/11/6 15:00,2979.19474,0 ,3 ,0 ,0 
2023/11/6 15:30,2992.76176,0 ,3 ,0 ,0 
2023/11/6 16:00,3035.9704,0 ,3 ,0 ,0 
2023/11/6 16:30,3081.31453,0 ,3 ,0 ,0 
2023/11/6 17:00,2984.26943,0 ,3 ,0 ,0 
2023/11/6 17:30,2891.49986,0 ,3 ,0 ,0 
2023/11/6 18:00,2899.65788,0 ,3 ,0 ,0 
2023/11/6 18:30,2861.37671,0 ,3 ,0 ,0 
2023/11/6 19:00,2813.04099,0 ,3 ,0 ,0 
2023/11/6 19:30,2780.16308,0 ,3 ,0 ,0 
2023/11/6 20:00,2724.15137,0 ,3 ,0 ,0 
2023/11/6 20:30,2712.80394,0 ,3 ,0 ,0 
2023/11/6 21:00,2667.2542,0 ,3 ,0 ,0 
2023/11/6 21:30,2604.89636,0 ,3 ,0 ,0 
2023/11/6 22:00,2630.85101,0 ,3 ,0 ,0 
2023/11/6 22:30,2790.50448,0 ,3 ,0 ,0 
2023/11/6 23:00,2816.62847,0 ,3 ,0 ,0 
2023/11/6 23:30,2756.56512,0 ,3 ,0 ,0 
2023/11/7 0:00,2738.1581,0 ,3 ,0 ,0 
2023/11/7 0:30,2675.02328,0 ,3 ,0 ,0 
2023/11/7 1:00,2660.07384,0 ,3 ,0 ,0 
2023/11/7 1:30,2677.55983,0 ,3 ,0 ,0 
2023/11/7 2:00,2642.07265,0 ,3 ,0 ,0 
2023/11/7 2:30,2629.04903,0 ,3 ,0 ,0 
2023/11/7 3:00,2598.85663,0 ,3 ,0 ,0 
2023/11/7 3:30,2578.57384,0 ,3 ,0 ,0 
2023/11/7 4:00,2572.10526,0 ,3 ,0 ,0 
2023/11/7 4:30,2544.53663,0 ,3 ,0 ,0 
2023/11/7 5:00,2537.6599,0 ,3 ,0 ,0 
2023/11/7 5:30,2543.55941,0 ,3 ,0 ,0 
2023/11/7 6:00,2580.38042,0 ,3 ,0 ,0 
2023/11/7 6:30,2622.94285,0 ,3 ,0 ,0 
2023/11/7 7:00,2646.62893,0 ,3 ,0 ,0 
2023/11/7 7:30,2738.85384,0 ,3 ,0 ,0 
2023/11/7 8:00,2819.44413,0 ,3 ,0 ,0 
2023/11/7 8:30,2836.69275,0 ,3 ,0 ,0 
2023/11/7 9:00,2809.59932,0 ,3 ,0 ,0 
2023/11/7 9:30,2810.81195,0 ,3 ,0 ,0 
2023/11/7 10:00,2767.32297,0 ,3 ,0 ,0 
2023/11/7 10:30,2736.37406,0 ,3 ,0 ,0 
2023/11/7 11:00,2692.72472,0 ,3 ,0 ,0 
2023/11/7 11:30,2604.53855,0 ,3 ,0 ,0 
2023/11/7 12:00,2522.77098,0 ,3 ,0 ,0 
2023/11/7 12:30,2622.19531,0 ,3 ,0 ,0 
2023/11/7 13:00,2750.83801,0 ,3 ,0 ,0 
2023/11/7 13:30,2771.17644,0 ,3 ,0 ,0 
2023/11/7 14:00,2823.78794,0 ,3 ,0 ,0 
2023/11/7 14:30,2821.03383,0 ,3 ,0 ,0 
2023/11/7 15:00,2893.43021,0 ,3 ,0 ,0 
2023/11/7 15:30,2926.17996,0 ,3 ,0 ,0 
2023/11/7 16:00,2973.45509,0 ,3 ,0 ,0 
2023/11/7 16:30,3012.32641,0 ,3 ,0 ,0 
2023/11/7 17:00,2961.72829,0 ,3 ,0 ,0 
2023/11/7 17:30,2888.43019,0 ,3 ,0 ,0 
2023/11/7 18:00,2858.13866,0 ,3 ,0 ,0 
2023/11/7 18:30,2890.13304,0 ,3 ,0 ,0 
2023/11/7 19:00,2809.78137,0 ,3 ,0 ,0 
2023/11/7 19:30,2734.82612,0 ,3 ,0 ,0 
2023/11/7 20:00,2714.14557,0 ,3 ,0 ,0 
2023/11/7 20:30,2664.03043,0 ,3 ,0 ,0 
2023/11/7 21:00,2658.63866,0 ,3 ,0 ,0 
2023/11/7 21:30,2610.30304,0 ,3 ,0 ,0 
2023/11/7 22:00,2617.11974,0 ,3 ,0 ,0 
2023/11/7 22:30,2797.59425,0 ,3 ,0 ,0 
2023/11/7 23:00,2830.73899,0 ,3 ,0 ,0 
2023/11/7 23:30,2787.10944,0 ,3 ,0 ,0 
2023/11/8 0:00,2743.36657,0 ,3 ,0 ,0 
2023/11/8 0:30,2705.94669,0 ,3 ,0 ,0 
2023/11/8 1:00,2700.42001,0 ,3 ,0 ,0 
2023/11/8 1:30,2715.07123,0 ,3 ,0 ,0 
2023/11/8 2:00,2651.64157,0 ,3 ,0 ,0 
2023/11/8 2:30,2671.73968,0 ,3 ,0 ,0 
2023/11/8 3:00,2606.5768,0 ,3 ,0 ,0 
2023/11/8 3:30,2599.64411,0 ,3 ,0 ,0 
2023/11/8 4:00,2577.07502,0 ,3 ,0 ,0 
2023/11/8 4:30,2595.36476,0 ,3 ,0 ,0 
2023/11/8 5:00,2565.57227,0 ,3 ,0 ,0 
2023/11/8 5:30,2596.68681,0 ,3 ,0 ,0 
2023/11/8 6:00,2585.72422,0 ,3 ,0 ,0 
2023/11/8 6:30,2617.71753,0 ,3 ,0 ,0 
2023/11/8 7:00,2669.86802,0 ,3 ,0 ,0 
2023/11/8 7:30,2763.92496,0 ,3 ,0 ,0 
2023/11/8 8:00,2944.32427,0 ,3 ,0 ,0 
2023/11/8 8:30,2997.27223,0 ,3 ,0 ,0 
2023/11/8 9:00,3046.43444,0 ,3 ,0 ,0 
2023/11/8 9:30,3059.53415,0 ,3 ,0 ,0 
2023/11/8 10:00,3012.40357,0 ,3 ,0 ,0 
2023/11/8 10:30,2976.04488,0 ,3 ,0 ,0 
2023/11/8 11:00,2932.59093,0 ,3 ,0 ,0 
2023/11/8 11:30,2848.6195,0 ,3 ,0 ,0 
2023/11/8 12:00,2774.80619,0 ,3 ,0 ,0 
2023/11/8 12:30,2825.71182,0 ,3 ,0 ,0 
2023/11/8 13:00,3010.46765,0 ,3 ,0 ,0 
2023/11/8 13:30,3054.93886,0 ,3 ,0 ,0 
2023/11/8 14:00,3069.0791,0 ,3 ,0 ,0 
2023/11/8 14:30,3078.85045,0 ,3 ,0 ,0 
2023/11/8 15:00,3080.07959,0 ,3 ,0 ,0 
2023/11/8 15:30,3063.39837,0 ,3 ,0 ,0 
2023/11/8 16:00,3086.3113,0 ,3 ,0 ,0 
2023/11/8 16:30,3108.98797,0 ,3 ,0 ,0 
2023/11/8 17:00,2983.53442,0 ,3 ,0 ,0 
2023/11/8 17:30,2903.12267,0 ,3 ,0 ,0 
2023/11/8 18:00,2912.66309,0 ,3 ,0 ,0 
2023/11/8 18:30,2878.59914,0 ,3 ,0 ,0 
2023/11/8 19:00,2809.80778,0 ,3 ,0 ,0 
2023/11/8 19:30,2779.88145,0 ,3 ,0 ,0 
2023/11/8 20:00,2684.15192,0 ,3 ,0 ,0 
2023/11/8 20:30,2697.78594,0 ,3 ,0 ,0 
2023/11/8 21:00,2625.03624,0 ,3 ,0 ,0 
2023/11/8 21:30,2666.09855,0 ,3 ,0 ,0 
2023/11/8 22:00,2637.93434,0 ,3 ,0 ,0 
2023/11/8 22:30,2826.01998,0 ,3 ,0 ,0 
2023/11/8 23:00,2855.69661,0 ,3 ,0 ,0 
2023/11/8 23:30,2815.33017,0 ,3 ,0 ,0 
2023/11/9 0:00,2769.47165,0 ,3 ,0 ,0 
2023/11/9 0:30,2687.71479,0 ,3 ,0 ,0 
2023/11/9 1:00,2735.21369,0 ,3 ,0 ,0 
2023/11/9 1:30,2687.46304,0 ,3 ,0 ,0 
2023/11/9 2:00,2670.44662,0 ,3 ,0 ,0 
2023/11/9 2:30,2656.80918,0 ,3 ,0 ,0 
2023/11/9 3:00,2617.6699,0 ,3 ,0 ,0 
2023/11/9 3:30,2587.36312,0 ,3 ,0 ,0 
2023/11/9 4:00,2595.98675,0 ,3 ,0 ,0 
2023/11/9 4:30,2568.01047,0 ,3 ,0 ,0 
2023/11/9 5:00,2582.82717,0 ,3 ,0 ,0 
2023/11/9 5:30,2564.56428,0 ,3 ,0 ,0 
2023/11/9 6:00,2620.93153,0 ,3 ,0 ,0 
2023/11/9 6:30,2634.90634,0 ,3 ,0 ,0 
2023/11/9 7:00,2657.84888,0 ,3 ,0 ,0 
2023/11/9 7:30,2800.31711,0 ,3 ,0 ,0 
2023/11/9 8:00,2920.22557,0 ,3 ,0 ,0 
2023/11/9 8:30,2987.409,0 ,3 ,0 ,0 
2023/11/9 9:00,2978.22956,0 ,3 ,0 ,0 
2023/11/9 9:30,2958.33099,0 ,3 ,0 ,0 
2023/11/9 10:00,2969.67513,0 ,3 ,0 ,0 
2023/11/9 10:30,2952.9822,0 ,3 ,0 ,0 
2023/11/9 11:00,2910.1603,0 ,3 ,0 ,0 
2023/11/9 11:30,2842.68169,0 ,3 ,0 ,0 
2023/11/9 12:00,2773.91112,0 ,3 ,0 ,0 
2023/11/9 12:30,2901.88547,0 ,3 ,0 ,0 
2023/11/9 13:00,3073.61181,0 ,3 ,0 ,0 
2023/11/9 13:30,3139.43863,0 ,3 ,0 ,0 
2023/11/9 14:00,3152.96391,0 ,3 ,0 ,0 
2023/11/9 14:30,3190.46575,0 ,3 ,0 ,0 
2023/11/9 15:00,3211.09021,0 ,3 ,0 ,0 
2023/11/9 15:30,3178.33548,0 ,3 ,0 ,0 
2023/11/9 16:00,3202.42991,0 ,3 ,0 ,0 
2023/11/9 16:30,3164.38638,0 ,3 ,0 ,0 
2023/11/9 17:00,3048.8428,0 ,3 ,0 ,0 
2023/11/9 17:30,2964.01007,0 ,3 ,0 ,0 
2023/11/9 18:00,2920.37532,0 ,3 ,0 ,0 
2023/11/9 18:30,2893.5637,0 ,3 ,0 ,0 
2023/11/9 19:00,2867.22902,0 ,3 ,0 ,0 
2023/11/9 19:30,2800.41691,0 ,3 ,0 ,0 
2023/11/9 20:00,2715.84066,0 ,3 ,0 ,0 
2023/11/9 20:30,2699.97319,0 ,3 ,0 ,0 
2023/11/9 21:00,2685.88435,0 ,3 ,0 ,0 
2023/11/9 21:30,2653.62634,0 ,3 ,0 ,0 
2023/11/9 22:00,2655.51011,0 ,3 ,0 ,0 
2023/11/9 22:30,2834.12553,0 ,3 ,0 ,0 
2023/11/9 23:00,2867.13751,0 ,3 ,0 ,0 
2023/11/9 23:30,2816.8661,0 ,3 ,0 ,0 
2023/11/10 0:00,2775.90564,0 ,3 ,0 ,0 
2023/11/10 0:30,2746.19522,0 ,3 ,0 ,0 
2023/11/10 1:00,2717.81751,0 ,3 ,0 ,0 
2023/11/10 1:30,2682.96413,0 ,3 ,0 ,0 
