date_time,Raw_Data,Mean_Python,Triangular_Python,Gaussian_Python
2017-03-14 23:16:00,101,98.2,99.44444444444444,100.23715841630498
2017-03-14 23:26:00,108,97.4,98.99999999999999,99.80014531016839
2017-03-14 23:36:00,87,99.0,97.1111111111111,96.15041345403988
2017-03-14 23:46:00,97,99.2,97.66666666666667,96.65081224277812
2017-03-14 23:56:00,102,98.4,99.44444444444444,100.07064039083848
2017-03-15 00:06:00,102,106.2,104.55555555555554,103.52368769044968
2017-03-15 00:16:00,104,110.2,109.66666666666667,109.48340237011074
2017-03-15 00:26:00,126,112.2,114.88888888888887,116.35918838501331
2017-03-15 00:36:00,117,114.0,115.77777777777777,116.94152036156972
2017-03-15 00:46:00,112,119.2,116.44444444444444,114.7204432736015
2017-03-15 00:56:00,111,116.8,116.44444444444444,116.37442500101145
2017-03-15 01:06:00,130,117.6,119.22222222222221,119.98175854704647
2017-03-15 01:16:00,114,115.8,117.55555555555554,118.85378928237935
2017-03-15 01:26:00,121,113.4,114.0,114.18661355077379
2017-03-15 01:36:00,103,107.0,106.77777777777777,106.74575089534312
2017-03-15 01:46:00,99,107.0,103.77777777777777,101.74868535434648
2017-03-15 01:56:00,98,105.0,103.77777777777777,103.13221913594853
2017-03-15 02:06:00,114,104.4,106.55555555555554,107.78000264999889
2017-03-15 02:16:00,111,106.6,107.66666666666667,108.28354768027913
2017-03-15 02:26:00,100,109.4,107.55555555555554,106.5449339803586
2017-03-15 02:36:00,110,106.4,107.1111111111111,107.50150241847768
2017-03-15 02:46:00,112,102.4,104.99999999999999,106.53885327981327
2017-03-15 02:56:00,99,98.4,99.22222222222223,99.78509723361903
2017-03-15 03:06:00,91,92.0,91.22222222222221,90.70330545038743
2017-03-15 03:16:00,80,86.0,84.33333333333333,83.3420744535716
2017-03-15 03:26:00,78,82.6,81.22222222222221,80.39151568936332
2017-03-15 03:36:00,82,82.4,81.77777777777777,81.3501267392849
2017-03-15 03:46:00,82,82.6,83.22222222222221,83.68116731327764
2017-03-15 03:56:00,90,83.8,84.66666666666667,85.08573560225003
2017-03-15 04:06:00,81,83.0,83.44444444444444,83.8214387349395
2017-03-15 04:16:00,84,82.6,82.22222222222221,81.91116529107018
2017-03-15 04:26:00,78,80.6,80.33333333333333,80.22605415877408
2017-03-15 04:36:00,80,82.0,80.88888888888889,80.16546153058925
2017-03-15 04:46:00,80,83.4,82.77777777777777,82.44400889697265
2017-03-15 04:56:00,88,85.8,86.22222222222221,86.45206118268595
2017-03-15 05:06:00,91,86.8,88.22222222222221,89.09688699464314
2017-03-15 05:16:00,90,86.4,87.55555555555554,88.26035304829205
2017-03-15 05:26:00,85,86.8,85.77777777777777,85.11097284603959
2017-03-15 05:36:00,78,86.4,84.77777777777777,83.89306524270322
2017-03-15 05:46:00,90,87.8,87.33333333333331,86.93435992305724
2017-03-15 05:56:00,89,94.2,92.88888888888887,92.12411971537303
2017-03-15 06:06:00,97,102.0,101.1111111111111,100.63876900318415
2017-03-15 06:16:00,117,103.8,107.44444444444444,109.60949367065174
2017-03-15 06:26:00,117,102.0,106.66666666666667,109.49852082461214
2017-03-15 06:36:00,99,96.6,97.55555555555554,98.15642312795067
2017-03-15 06:46:00,80,87.0,84.88888888888889,83.61451787631981
2017-03-15 06:56:00,70,76.8,74.77777777777777,73.56002919177018
2017-03-15 07:06:00,69,69.8,69.22222222222221,68.83852942329139
2017-03-15 07:16:00,66,67.2,66.77777777777777,66.51664476475143
2017-03-15 07:26:00,64,66.8,66.1111111111111,65.71140487096295
2017-03-15 07:36:00,67,66.2,66.33333333333333,66.40261994689425
2017-03-15 07:46:00,68,67.4,67.33333333333333,67.26739597399029
2017-03-15 07:56:00,66,69.2,68.66666666666667,68.38952021242301
2017-03-15 08:06:00,72,69.2,69.88888888888889,70.28859512903703
2017-03-15 08:16:00,73,69.6,70.33333333333333,70.74570376048092
2017-03-15 08:26:00,67,75.0,72.44444444444444,70.88696129906803
2017-03-15 08:36:00,70,78.0,76.66666666666667,75.97380053105752
2017-03-15 08:46:00,93,83.8,84.66666666666667,84.9918534445623
2017-03-15 08:56:00,87,87.6,89.66666666666667,91.14743186017432
2017-03-15 09:06:00,102,87.8,90.66666666666667,92.25021101591403
2017-03-15 09:16:00,86,83.6,84.77777777777777,85.53584844285787
2017-03-15 09:26:00,71,79.4,77.44444444444444,76.32392727034245
2017-03-15 09:36:00,72,72.6,71.55555555555556,70.83547745147379
2017-03-15 09:46:00,66,68.0,68.0,68.06258810512514
2017-03-15 09:56:00,68,67.0,66.66666666666667,66.39956797507666
2017-03-15 10:06:00,63,65.8,65.44444444444444,65.28054284332373
2017-03-15 10:16:00,66,65.2,65.22222222222221,65.21290728944065
2017-03-15 10:26:00,66,64.4,64.77777777777779,64.9949525512421
2017-03-15 10:36:00,63,65.0,64.55555555555556,64.30373747531078
2017-03-15 10:46:00,64,64.2,64.22222222222221,64.24420134200322
2017-03-15 10:56:00,66,64.0,64.22222222222221,64.31683720978202
2017-03-15 11:06:00,62,68.2,66.22222222222221,65.01713782321406
2017-03-15 11:16:00,65,74.4,71.99999999999999,70.59637069309066
2017-03-15 11:26:00,84,77.0,79.22222222222221,80.57519478113377
2017-03-15 11:36:00,95,80.2,83.77777777777777,85.84559559207946
2017-03-15 11:46:00,79,80.4,81.44444444444444,82.22711065365137
2017-03-15 11:56:00,78,76.6,75.99999999999999,75.531739976163
2017-03-15 12:06:00,66,70.2,69.55555555555554,69.23110160753198
2017-03-15 12:16:00,65,67.4,66.22222222222221,65.46415155714212
2017-03-15 12:26:00,63,65.2,64.66666666666666,64.35822615986042
2017-03-15 12:36:00,65,64.8,64.88888888888889,64.94551131545035
2017-03-15 12:46:00,67,64.6,65.1111111111111,65.39757249813634
2017-03-15 12:56:00,64,64.2,64.44444444444444,64.6236266569104
2017-03-15 13:06:00,64,63.4,63.333333333333336,63.26739597399029
2017-03-15 13:16:00,61,65.6,63.888888888888886,62.82237771700256
2017-03-15 13:26:00,61,70.0,67.88888888888889,66.67710598144497
2017-03-15 13:36:00,78,76.0,75.88888888888889,75.74769923742124
2017-03-15 13:46:00,86,84.6,85.22222222222221,85.6185792081525
2017-03-15 13:56:00,94,94.4,94.44444444444444,94.48840268400645
2017-03-15 14:06:00,104,96.6,99.44444444444444,101.22506804184883
2017-03-15 14:16:00,110,96.2,99.33333333333333,101.11803901482769
2017-03-15 14:26:00,89,91.2,92.0,92.6347780493035
2017-03-15 14:36:00,84,83.6,82.66666666666667,81.99389605636482
2017-03-15 14:46:00,69,76.4,74.44444444444444,73.29263321777987
2017-03-15 14:56:00,66,74.0,71.66666666666666,70.26638661397521
2017-03-15 15:06:00,74,74.6,73.77777777777777,73.21490276638096
2017-03-15 15:16:00,77,76.8,77.66666666666666,78.27349991762549
2017-03-15 15:26:00,87,77.4,79.77777777777777,81.15942796490609
2017-03-15 15:36:00,80,76.2,77.44444444444444,78.20586436374242
2017-03-15 15:46:00,69,73.0,72.33333333333333,71.98690026552876
2017-03-15 15:56:00,68,68.0,67.33333333333333,66.86172405527846
2017-03-15 16:06:00,61,66.2,64.77777777777776,63.93440705791944
2017-03-15 16:16:00,62,64.4,64.22222222222221,64.17156547422444
2017-03-15 16:26:00,71,64.0,64.88888888888889,65.29864289169069
2017-03-15 16:36:00,60,68.8,66.77777777777779,65.62261729689531
2017-03-15 16:46:00,66,69.8,69.55555555555556,69.50154955333987
2017-03-15 16:56:00,85,70.0,72.55555555555556,73.89398033299392
2017-03-15 17:06:00,67,72.4,72.55555555555556,72.83458560427293
2017-03-15 17:16:00,72,79.0,75.33333333333333,72.95854067196954
2017-03-15 17:26:00,72,79.2,78.99999999999999,79.08383439503409
2017-03-15 17:36:00,99,81.4,84.77777777777777,86.61648946148779
2017-03-15 17:46:00,86,83.2,85.0,86.18572170357294
2017-03-15 17:56:00,78,82.0,81.44444444444444,81.17661292298234
2017-03-15 18:06:00,81,80.6,78.77777777777777,77.47619479673607
2017-03-15 18:16:00,66,81.6,79.22222222222221,78.02833635046935
2017-03-15 18:26:00,92,87.2,86.33333333333333,85.57002981956163
2017-03-15 18:36:00,91,95.6,95.33333333333333,95.28864226389922
2017-03-15 18:46:00,106,104.4,105.33333333333333,105.94351583851004
2017-03-15 18:56:00,123,108.0,111.33333333333333,113.22196893516907
2017-03-15 19:06:00,110,113.0,113.1111111111111,113.2835948151413
2017-03-15 19:16:00,110,115.6,113.77777777777777,112.66395911211154
2017-03-15 19:26:00,116,111.2,113.0,114.1231335984478
2017-03-15 19:36:00,119,110.6,112.0,112.72750944238959
2017-03-15 19:46:00,101,109.6,108.44444444444444,107.8961172145208
2017-03-15 19:56:00,107,103.6,104.22222222222223,104.55599110302734
2017-03-15 20:06:00,105,100.6,100.66666666666667,100.57613376319681
2017-03-15 20:16:00,86,100.4,98.1111111111111,96.94255361335712
2017-03-15 20:26:00,104,98.0,98.22222222222223,98.1916609995317
2017-03-15 20:36:00,100,100.2,100.0,99.86477602709604
2017-03-15 20:46:00,95,105.0,103.44444444444444,102.6569633212755
2017-03-15 20:56:00,116,105.0,106.8888888888889,107.88088059852267
2017-03-15 21:06:00,110,109.4,109.66666666666667,109.83653394635105
2017-03-15 21:16:00,104,112.6,111.44444444444444,110.8961172145208
2017-03-15 21:26:00,122,108.0,111.0,112.68412501537087
2017-03-15 21:36:00,111,103.6,106.1111111111111,107.65593006948808
2017-03-15 21:46:00,93,102.0,99.44444444444444,97.91825535163059
2017-03-15 21:56:00,88,98.2,95.1111111111111,93.24518745892846
2017-03-15 22:06:00,96,92.6,94.0,94.88397970520246
2017-03-15 22:16:00,103,90.0,92.77777777777777,94.33599375302626
2017-03-15 22:26:00,83,91.6,89.66666666666667,88.56812861234567
2017-03-15 22:36:00,80,92.4,89.0,86.98283893369609
2017-03-15 22:46:00,96,93.0,93.0,92.90611784231227
2017-03-15 22:56:00,100,99.4,99.88888888888887,100.21595926125825
2017-03-15 23:06:00,106,106.4,106.55555555555554,106.67811534146006
2017-03-15 23:16:00,115,108.4,110.33333333333331,111.49445949277947
2017-03-15 23:26:00,115,109.6,110.99999999999999,111.82139160007732
2017-03-15 23:36:00,106,113.4,111.1111111111111,109.72349524541909
2017-03-15 23:46:00,106,115.6,113.44444444444444,112.21999735000108
2017-03-15 23:56:00,125,114.8,117.33333333333333,118.80624925380357
2017-03-16 00:06:00,126,115.8,118.55555555555554,120.18567456871075
2017-03-16 00:16:00,111,116.6,115.77777777777777,115.37137302919386
2017-03-16 00:26:00,111,112.0,111.44444444444444,111.08273076529463
2017-03-16 00:36:00,110,106.2,107.1111111111111,107.63672639138164
2017-03-16 00:46:00,102,105.8,104.44444444444444,103.60442297880397
2017-03-16 00:56:00,97,102.4,101.88888888888887,101.69630965955139
2017-03-16 01:06:00,109,97.2,99.44444444444444,100.66292586032412
2017-03-16 01:16:00,94,91.8,93.33333333333333,94.34918775722187
2017-03-16 01:26:00,84,88.8,86.77777777777777,85.49744108664501
2017-03-16 01:36:00,75,84.4,81.99999999999999,80.59637069309066
2017-03-16 01:46:00,82,83.4,82.55555555555556,82.00199547694031
2017-03-16 01:56:00,87,84.6,85.33333333333333,85.7769978130435
2017-03-16 02:06:00,89,85.8,87.1111111111111,87.93846838975212
2017-03-16 02:16:00,90,85.4,86.33333333333333,86.8496336808223
2017-03-16 02:26:00,81,83.4,83.22222222222221,83.17156547422444
2017-03-16 02:36:00,80,84.4,82.22222222222221,80.81932574518495
2017-03-16 02:46:00,77,84.6,83.44444444444444,82.86482316195824
2017-03-16 02:56:00,94,86.4,87.55555555555554,88.13517683804174
2017-03-16 03:06:00,91,87.2,89.1111111111111,90.34414030846396
2017-03-16 03:16:00,90,88.8,88.77777777777777,88.72450460543418
2017-03-16 03:26:00,84,88.6,87.33333333333333,86.58122834681691
2017-03-16 03:36:00,85,88.8,87.8888888888889,87.36327360861834
2017-03-16 03:46:00,93,87.4,88.8888888888889,89.76690291552767
2017-03-16 03:56:00,92,87.8,88.77777777777777,89.33803636482877
2017-03-16 04:06:00,83,89.8,88.1111111111111,87.12916716413093
2017-03-16 04:16:00,86,89.4,88.55555555555554,88.06458358206547
2017-03-16 04:26:00,95,93.0,92.44444444444444,91.98884860760688
2017-03-16 04:36:00,91,101.6,99.44444444444444,98.25129140256364
2017-03-16 04:46:00,110,99.4,103.77777777777777,106.54296174650814
2017-03-16 04:56:00,126,96.0,101.88888888888887,105.115949268163
2017-03-16 05:06:00,75,92.2,90.55555555555554,89.93051037376316
2017-03-16 05:16:00,78,86.8,81.88888888888889,78.69008820310198
2017-03-16 05:26:00,72,79.0,77.77777777777777,77.13221913594853
2017-03-16 05:36:00,83,85.0,83.33333333333333,82.2168982433213
2017-03-16 05:46:00,87,89.2,89.77777777777777,90.25535273439633
2017-03-16 05:56:00,105,90.0,93.99999999999999,96.3602448798906
2017-03-16 06:06:00,99,86.8,90.33333333333333,92.45107506576073
2017-03-16 06:16:00,76,83.6,81.77777777777777,80.7265472172367
2017-03-16 06:26:00,67,77.8,74.44444444444444,72.40865351257739
2017-03-16 06:36:00,71,72.8,72.1111111111111,71.68011081840037
2017-03-16 06:46:00,76,72.8,73.44444444444444,73.80019244503058
2017-03-16 06:56:00,74,73.2,73.99999999999999,74.54089589161579
2017-03-16 07:06:00,76,73.0,73.33333333333333,73.47525581467303
2017-03-16 07:16:00,69,76.0,73.77777777777777,72.42480521886623
2017-03-16 07:26:00,70,77.2,76.22222222222221,75.75584579285895
2017-03-16 07:36:00,91,76.6,79.44444444444444,81.00600967391081
2017-03-16 07:46:00,80,77.6,79.1111111111111,80.10498641521863
2017-03-16 07:56:00,73,77.2,76.22222222222221,75.66196363517122
2017-03-16 08:06:00,74,71.6,71.88888888888887,72.01814718322915
2017-03-16 08:16:00,68,68.8,68.55555555555556,68.40766739565215
2017-03-16 08:26:00,63,68.2,66.77777777777779,65.93440705791943
2017-03-16 08:36:00,66,68.6,67.55555555555556,66.89806555659895
2017-03-16 08:46:00,70,72.6,71.66666666666667,71.08777821405253
2017-03-16 08:56:00,76,84.2,81.22222222222221,79.3723120112569
2017-03-16 09:06:00,88,90.8,91.88888888888887,92.74680739022037
2017-03-16 09:16:00,121,91.0,98.22222222222223,102.39250115760609
2017-03-16 09:26:00,99,91.4,94.1111111111111,95.79115404239202
2017-03-16 09:36:00,71,88.6,84.66666666666666,82.43494725124422
2017-03-16 09:46:00,78,85.4,80.88888888888887,77.92924209634728
2017-03-16 09:56:00,74,81.0,81.77777777777777,82.54704697011316
2017-03-16 10:06:00,105,80.8,84.99999999999999,87.21382237973135
2017-03-16 10:16:00,77,79.2,80.55555555555556,81.58334133657145
2017-03-16 10:26:00,70,77.4,74.88888888888887,73.3440699305119
2017-03-16 10:36:00,70,71.4,70.22222222222221,69.43285750457954
2017-03-16 10:46:00,65,68.6,68.66666666666667,68.82648618369741
2017-03-16 10:56:00,75,67.2,68.22222222222221,68.70126283858492
2017-03-16 11:06:00,63,66.0,66.0,66.09388215768772
2017-03-16 11:16:00,63,65.6,64.55555555555556,63.89806555659893
2017-03-16 11:26:00,64,64.0,63.77777777777778,63.62057468509282
2017-03-16 11:36:00,63,66.8,65.66666666666666,64.98384829371118
2017-03-16 11:46:00,67,72.6,70.77777777777776,69.66395911211153
2017-03-16 11:56:00,77,81.2,79.88888888888889,79.09282566281044
2017-03-16 12:06:00,92,87.8,89.66666666666667,90.85573762445749
2017-03-16 12:16:00,107,91.4,95.44444444444444,97.81735351133449
2017-03-16 12:26:00,96,89.4,92.33333333333333,94.20187340986178
2017-03-16 12:36:00,85,84.6,83.99999999999999,83.56303402872557
2017-03-16 12:46:00,67,76.4,74.33333333333333,73.16550866545143
2017-03-16 12:56:00,68,70.2,68.88888888888889,68.0302375576853
2017-03-16 13:06:00,66,65.2,65.66666666666667,65.97175791925503
2017-03-16 13:16:00,65,65.2,64.66666666666667,64.29563805473526
2017-03-16 13:26:00,60,65.0,64.11111111111111,63.638769003184144
2017-03-16 13:36:00,67,66.4,65.88888888888889,65.50854534417593
2017-03-16 13:46:00,67,70.0,69.33333333333333,68.95560621296617
2017-03-16 13:56:00,73,76.8,75.55555555555556,74.79413563625756
2017-03-16 14:06:00,83,79.4,81.1111111111111,82.20891633556002
2017-03-16 14:16:00,94,81.4,84.22222222222221,85.82439643703273
2017-03-16 14:26:00,80,81.4,81.99999999999999,82.46826002383699
2017-03-16 14:36:00,77,79.2,78.1111111111111,77.40966287259246
2017-03-16 14:46:00,73,73.2,73.44444444444444,73.62362665691042
2017-03-16 14:56:00,72,70.4,70.33333333333333,70.23610192142772
2017-03-16 15:06:00,64,68.6,67.66666666666666,67.15036631917769
2017-03-16 15:16:00,66,71.8,69.22222222222221,67.58017185193964
2017-03-16 15:26:00,68,72.2,72.44444444444443,72.7488028671607
2017-03-16 15:36:00,89,73.2,76.22222222222221,77.86573825224895
2017-03-16 15:46:00,74,73.6,74.88888888888889,75.78814920543662
2017-03-16 15:56:00,69,75.2,72.88888888888889,71.4479998508533
2017-03-16 16:06:00,68,78.0,74.55555555555554,72.43184814456446
2017-03-16 16:16:00,76,81.2,80.99999999999999,81.02124628990893
2017-03-16 16:26:00,103,85.6,88.88888888888887,90.67097814603746
2017-03-16 16:36:00,90,86.2,89.44444444444444,91.62069219790705
2017-03-16 16:46:00,91,85.8,85.77777777777777,85.59932839518387
2017-03-16 16:56:00,71,79.8,78.44444444444444,77.76089324161687
2017-03-16 17:06:00,74,75.2,74.22222222222221,73.56808147748349
2017-03-16 17:16:00,73,73.2,72.55555555555556,72.10592539728168
2017-03-16 17:26:00,67,72.8,72.44444444444444,72.37442500101145
2017-03-16 17:36:00,81,73.0,73.66666666666667,73.88792352422092
2017-03-16 17:46:00,69,75.8,74.77777777777777,74.26744310885248
2017-03-16 17:56:00,75,76.8,76.66666666666667,76.62867410566831
2017-03-16 18:06:00,87,76.0,77.88888888888889,78.8808805985227
2017-03-16 18:16:00,72,80.2,78.77777777777777,78.02828921560716
2017-03-16 18:26:00,77,83.2,81.33333333333333,80.20685048066765
2017-03-16 18:36:00,90,88.0,87.44444444444444,86.9888486076069
2017-03-16 18:46:00,90,94.4,94.77777777777777,95.18271686661754
2017-03-16 18:56:00,111,99.8,101.66666666666667,102.63667925651946
2017-03-16 19:06:00,104,99.4,102.22222222222221,104.07474885753334
2017-03-16 19:16:00,104,99.8,99.8888888888889,99.82033510520004
2017-03-16 19:26:00,88,95.0,94.1111111111111,93.7013571083093
2017-03-16 19:36:00,92,91.0,90.44444444444444,90.02014266016947
2017-03-16 19:46:00,87,88.0,87.77777777777777,87.65186873765538
2017-03-16 19:56:00,84,91.4,89.0,87.5337825879655
2017-03-16 20:06:00,89,96.8,94.55555555555556,93.21189792942556
2017-03-16 20:16:00,105,102.6,103.44444444444444,103.96671047049709
2017-03-16 20:26:00,119,106.0,109.8888888888889,112.23312032756216
2017-03-16 20:36:00,116,112.4,112.66666666666664,112.74265178866334
2017-03-16 20:46:00,101,118.2,114.44444444444444,112.32596988214493
2017-03-16 20:56:00,121,118.8,119.0,119.07263586777879
2017-03-16 21:06:00,134,117.6,122.1111111111111,124.7891114305895
2017-03-16 21:16:00,122,119.2,120.44444444444444,121.23715841630498
2017-03-16 21:26:00,110,118.4,115.88888888888887,114.3753639830745
2017-03-16 21:36:00,109,119.6,115.8888888888889,113.59531419821337
2017-03-16 21:46:00,117,118.2,119.33333333333331,120.17262196910171
2017-03-16 21:56:00,140,114.2,120.33333333333333,123.8647521353237
2017-03-16 22:06:00,115,111.8,113.22222222222221,114.12818104720571
2017-03-16 22:16:00,90,110.0,104.66666666666667,101.51967349347917
2017-03-16 22:26:00,97,100.2,99.22222222222221,98.63066958260863
2017-03-16 22:36:00,108,94.0,97.1111111111111,98.87383767282446
2017-03-16 22:46:00,91,96.0,94.88888888888887,94.25934368827697
2017-03-16 22:56:00,84,96.0,93.22222222222221,91.63271219441116
2017-03-16 23:06:00,100,93.0,94.0,94.48835554914427
2017-03-16 23:16:00,97,94.6,95.55555555555554,96.15642312795069
2017-03-16 23:26:00,93,98.0,96.8888888888889,96.25934368827696
2017-03-16 23:36:00,99,100.0,99.1111111111111,98.51359279293385
2017-03-16 23:46:00,101,103.4,103.1111111111111,102.98185281677084
2017-03-16 23:56:00,110,110.8,109.88888888888887,109.2693914509306
2017-03-17 00:06:00,114,115.2,115.99999999999999,116.60348399674095
2017-03-17 00:16:00,130,121.0,122.22222222222221,122.80519275892628
2017-03-17 00:26:00,121,117.6,121.1111111111111,123.48852019682067
2017-03-17 00:36:00,130,115.2,116.66666666666667,117.24105510046125
2017-03-17 00:46:00,93,106.0,105.33333333333333,105.26854673859195
2017-03-17 00:56:00,102,97.6,96.55555555555554,95.67900718866089
2017-03-17 01:06:00,84,91.0,89.33333333333333,88.37336850613417
2017-03-17 01:16:00,79,90.4,87.88888888888887,86.46924614076221
2017-03-17 01:26:00,97,88.2,89.33333333333333,89.85968144347594
2017-03-17 01:36:00,90,92.4,92.22222222222221,92.17156547422442
2017-03-17 01:46:00,91,96.0,95.22222222222221,94.82848166063775
2017-03-17 01:56:00,105,93.2,96.0,97.61148914759207
2017-03-17 02:06:00,97,92.2,93.66666666666664,94.55399562608702
2017-03-17 02:16:00,83,90.4,88.88888888888887,88.05148384759423
2017-03-17 02:26:00,85,88.6,86.44444444444444,85.0322330346256
2017-03-17 02:36:00,82,85.8,86.0,86.26040018315423
2017-03-17 02:46:00,96,88.0,88.55555555555554,88.69821086676734
2017-03-17 02:56:00,83,90.4,89.77777777777777,89.56918510722295
2017-03-17 03:06:00,94,91.4,91.66666666666667,91.77394584122591
2017-03-17 03:16:00,97,93.4,93.55555555555554,93.55293913120974
2017-03-17 03:26:00,87,91.4,92.66666666666667,93.70041812624626
2017-03-17 03:36:00,106,85.2,88.66666666666667,90.46811861925042
2017-03-17 03:46:00,73,91.2,85.66666666666667,82.32186141545009
2017-03-17 03:56:00,63,96.4,89.77777777777777,86.13834697135606
2017-03-17 04:06:00,127,97.6,101.99999999999999,104.19257608982242
2017-03-17 04:16:00,113,102.6,108.66666666666667,112.63285295031524
2017-03-17 04:26:00,112,105.4,106.8888888888889,107.7356088629651
2017-03-17 04:36:00,98,94.8,95.44444444444444,95.80019244503056
2017-03-17 04:46:00,77,90.6,86.55555555555556,84.12005838354034
2017-03-17 04:56:00,74,84.2,81.99999999999999,80.76288871855718
2017-03-17 05:06:00,92,80.2,82.1111111111111,83.09378788796334
2017-03-17 05:16:00,80,84.2,83.44444444444444,83.0413889500784
2017-03-17 05:26:00,78,87.8,85.77777777777777,84.65391134945789
2017-03-17 05:36:00,97,88.0,89.33333333333333,89.99490541637988
2017-03-17 05:46:00,92,89.0,91.0,92.3209456764769
2017-03-17 05:56:00,93,100.2,96.0,93.25417872670482
2017-03-17 06:06:00,85,101.8,100.66666666666667,100.39067097702464
2017-03-17 06:16:00,134,101.4,107.22222222222221,110.32075713702812
2017-03-17 06:26:00,105,97.0,102.1111111111111,105.47642982236452
2017-03-17 06:36:00,90,93.4,91.44444444444444,90.16745700752956
2017-03-17 06:46:00,71,80.6,78.0,76.46114672018669
2017-03-17 06:56:00,67,75.0,72.22222222222221,70.50753598416085
2017-03-17 07:06:00,70,70.8,70.88888888888887,70.97680536801293
2017-03-17 07:16:00,77,70.6,71.77777777777779,72.41067223260757
2017-03-17 07:26:00,69,74.2,72.88888888888889,72.12411971537301
2017-03-17 07:36:00,70,78.4,76.22222222222221,74.94450195543526
2017-03-17 07:46:00,85,80.0,81.22222222222221,81.93036896917661
2017-03-17 07:56:00,91,82.0,84.66666666666667,86.27145730582298
2017-03-17 08:06:00,85,81.8,83.22222222222221,84.12818104720571
2017-03-17 08:16:00,79,78.8,78.44444444444444,78.18666068563599
2017-03-17 08:26:00,69,74.4,73.22222222222221,72.55803371482985
2017-03-17 08:36:00,70,71.4,70.55555555555556,70.00199547694031
2017-03-17 08:46:00,69,70.4,69.99999999999999,69.76084610675468
2017-03-17 08:56:00,70,70.6,70.66666666666666,70.73260402600968
2017-03-17 09:06:00,74,71.6,71.77777777777777,71.82843452577556
