season,week,regime,judges_save,celebrity_name,judge_total,judge_percent,judge_rank,prior_p0,p_est,fan_rank,combined_metric,eliminated_this_week,in_bottom2,judge_choice_match,p_min,p_max,p_width,certainty_score
2,2,rank,0,Tia Carrere,22.0,0.11,6,0.11054264476257361,0.11054264521081245,6,12.0,0,,,,,,
2,3,rank,0,Drew Lachey,27.0,0.14835164835164835,1,0.1337511536488629,0.1337511531743514,1,2.0,0,,,,,,
2,3,rank,0,George Hamilton,22.0,0.12087912087912088,5,0.12316974304055074,0.12316974272674888,5,10.0,0,,,,,,
2,3,rank,0,Giselle Fernandez,22.0,0.12087912087912088,6,0.12316974304055074,0.10795292962536104,8,14.0,1,,,,,,
2,3,rank,0,Jerry Rice,19.0,0.1043956043956044,7,0.11722707657805337,0.1172270765138459,7,14.0,0,,,,,,
2,3,rank,0,Lisa Rinna,25.0,0.13736263736263737,4,0.12941366485902364,0.12941366491755502,4,8.0,0,,,,,,
2,3,rank,0,Master P,14.0,0.07692307692307693,8,0.10795292979244187,0.12316974321942785,6,14.0,0,,,,,,
2,3,rank,0,Stacy Keibler,27.0,0.14835164835164835,2,0.1337511536488629,0.13375115397685833,2,4.0,0,,,,,,
2,3,rank,0,Tia Carrere,26.0,0.14285714285714285,3,0.13156453539165378,0.1315645358458516,3,6.0,0,,,,,,
2,4,rank,0,Drew Lachey,28.0,0.17721518987341772,1,0.15731816744208627,0.15731816697593665,1,2.0,0,,,,,,
2,4,rank,0,George Hamilton,21.0,0.13291139240506328,6,0.1377387681103423,0.13773876783994718,6,12.0,0,,,,,,
2,4,rank,0,Jerry Rice,24.0,0.1518987341772152,5,0.14581240989147218,0.1458124097510401,5,10.0,0,,,,,,
2,4,rank,0,Lisa Rinna,26.0,0.16455696202531644,2,0.15145606991613356,0.15145606992172214,2,4.0,0,,,,,,
2,4,rank,0,Master P,8.0,0.05063291139240506,7,0.10761106354064706,0.10761106365222886,7,14.0,1,,,,,,
2,4,rank,0,Stacy Keibler,26.0,0.16455696202531644,3,0.15145606991613356,0.15145607022463428,3,6.0,0,,,,,,
2,4,rank,0,Tia Carrere,25.0,0.15822784810126583,4,0.14860745118318508,0.14860745163449088,4,8.0,0,,,,,,
2,5,rank,0,Drew Lachey,27.0,0.17880794701986755,2,0.1726030641182137,0.17260306368786119,2,4.0,0,,,,,,
2,5,rank,0,George Hamilton,24.0,0.15894039735099338,4,0.16261604698646515,0.1626160467436294,4,8.0,0,,,,,,
2,5,rank,0,Jerry Rice,23.0,0.152317880794702,5,0.1594171469701525,0.15941714689151087,5,10.0,0,,,,,,
2,5,rank,0,Lisa Rinna,25.0,0.16556291390728478,3,0.16587913684376324,0.165879136927813,3,6.0,0,,,,,,
2,5,rank,0,Stacy Keibler,30.0,0.1986754966887417,1,0.1832034309964245,0.18320343127245575,1,2.0,0,,,,,,
2,5,rank,0,Tia Carrere,22.0,0.1456953642384106,6,0.15628117408498096,0.15628117447672984,6,12.0,1,,,,,,
2,6,rank,0,Drew Lachey,30.0,0.22556390977443608,1,0.21540355404777395,0.21540355361322575,1,2.0,0,,,,,,
2,6,rank,0,George Hamilton,23.0,0.17293233082706766,4,0.18394163891767717,0.1839416387305408,5,9.0,1,,,,,,
2,6,rank,0,Jerry Rice,23.0,0.17293233082706766,5,0.18394163891767717,0.18394163891448245,4,9.0,0,,,,,,
2,6,rank,0,Lisa Rinna,27.0,0.20300751879699247,3,0.2013096140690978,0.20130961426691113,3,6.0,0,,,,,,
2,6,rank,0,Stacy Keibler,30.0,0.22556390977443608,2,0.21540355404777395,0.21540355447483994,2,4.0,0,,,,,,
2,7,rank,0,Drew Lachey,27.5,0.2696078431372549,1,0.26420460533132833,0.2642046049405041,1,2.0,0,,,,,,
2,7,rank,0,Jerry Rice,20.5,0.20098039215686275,4,0.21504374450083516,0.2565470447135585,3,7.0,0,,,,,,
2,7,rank,0,Lisa Rinna,26.5,0.25980392156862747,3,0.25654704483650825,0.21504374461281953,4,7.0,1,,,,,,
2,7,rank,0,Stacy Keibler,27.5,0.2696078431372549,2,0.26420460533132833,0.2642046057331179,2,4.0,0,,,,,,
2,8,rank,0,Drew Lachey,28.9998,0.34387291318097685,1,0.3438121652054386,0.34381216486301974,1,2.0,0,,,,,,
2,8,rank,0,Jerry Rice,26.666600000000003,0.31620636785880724,3,0.3164280358654421,0.31642803586672436,3,6.0,0,,,,,,
2,8,rank,0,Stacy Keibler,28.6665,0.33992071896021603,2,0.33975979892911934,0.33975979927025596,2,4.0,0,,,,,,
3,1,percent,0,Emmitt Smith,24.0,0.11320754716981132,2,0.14225783139729026,0.14225783139729026,2,0.2554653785671016,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Harry Hamlin,17.0,0.08018867924528301,8,0.037539693759217306,0.037539693759217306,8,0.11772837300450031,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Jerry Springer,16.0,0.07547169811320754,9,0.08495709299367919,0.08495709299367919,7,0.16042879110688674,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Joey Lawrence,21.0,0.09905660377358491,5,0.126884228286376,0.126884228286376,5,0.2259408320599609,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Mario Lopez,26.0,0.12264150943396226,1,0.14262004589497768,0.14262004589497768,1,0.2652615553289399,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Monique Coleman,19.0,0.08962264150943396,6,0.11184899470672717,0.11184899470672717,6,0.20147163621616113,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Sara Evans,15.0,0.07075471698113207,10,0.024943677196531965,0.024943677196531965,11,0.09569839417766404,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Shanna Moakler,18.0,0.08490566037735849,7,0.03736259559804612,0.03736259559804612,9,0.12226825597540461,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Tucker Carlson,12.0,0.05660377358490566,11,0.03185706213794475,0.03185706213794475,10,0.0884608357228504,1,,,0.0,0.12521349914236704,0.12521349914236704,7.986295571593628
3,1,percent,0,Vivica A. Fox,22.0,0.10377358490566038,3,0.12774369192842097,0.12774369192842097,4,0.23151727683408135,0,,,0.0,1.0,1.0,0.9999990000010001
3,1,percent,0,Willa Ford,22.0,0.10377358490566038,4,0.1319850861007886,0.1319850861007886,3,0.23575867100644898,0,,,0.0,1.0,1.0,0.9999990000010001
3,2,percent,0,Emmitt Smith,24.0,0.10434782608695652,3,0.14724467925693766,0.14724467925693766,2,0.25159250534389416,0,,,0.0,0.9739090434782609,0.9739090434782609,1.0267888771621663
3,2,percent,0,Harry Hamlin,21.0,0.09130434782608696,7,0.05281454580407392,0.05281454580407392,8,0.1441188936301609,0,,,0.0043488260869565245,0.9782578695652174,0.9739090434782609,1.0267888771621663
3,2,percent,0,Jerry Springer,19.0,0.08260869565217391,10,0.0622953493544612,0.0622953493544612,7,0.14490404500663512,0,,,0.013044478260869572,0.9869535217391304,0.9739090434782609,1.0267888771621663
3,2,percent,0,Joey Lawrence,29.0,0.12608695652173912,1,0.14852750893830116,0.14852750893830116,1,0.2746144654600403,0,,,0.0,0.9739090434782609,0.9739090434782609,1.0267888771621663
3,2,percent,0,Mario Lopez,21.0,0.09130434782608696,8,0.10014639279425701,0.10014639279425701,6,0.19145074062034395,0,,,0.0043488260869565245,0.9782578695652174,0.9739090434782609,1.0267888771621663
3,2,percent,0,Monique Coleman,26.0,0.11304347826086956,2,0.14577246459241097,0.14577246459241097,3,0.2588159428532805,0,,,0.0,0.9739090434782609,0.9739090434782609,1.0267888771621663
3,2,percent,0,Sara Evans,21.0,0.09130434782608696,9,0.033856879288938,0.04603549875975685,9,0.1373398465858438,0,,,0.0043488260869565245,0.9782578695652174,0.9739090434782609,1.0267888771621663
3,2,percent,0,Shanna Moakler,22.0,0.09565217391304348,6,0.053865292143619174,0.04168667267280032,10,0.1373388465858438,1,,,0.0,0.10434692608695655,0.10434692608695655,9.583324149314354
3,2,percent,0,Vivica A. Fox,24.0,0.10434782608695652,4,0.12447884028847361,0.12447884028847361,5,0.22882666637543014,0,,,0.0,0.9739090434782609,0.9739090434782609,1.0267888771621663
3,2,percent,0,Willa Ford,23.0,0.1,5,0.13099804753852734,0.13099804753852734,4,0.23099804753852735,0,,,0.0,0.9739090434782609,0.9739090434782609,1.0267888771621663
3,3,percent,0,Emmitt Smith,19.0,0.09178743961352658,9,0.06883289617245432,0.09044686189031606,6,0.18223430150384262,0,,,0.0144937536231884,0.9951650821256038,0.9806713285024155,1.0197085927030283
3,3,percent,0,Harry Hamlin,22.0,0.10628019323671498,4,0.09756707398498939,0.07595310826712764,9,0.18223330150384262,1,,,0.0,0.11594114009661836,0.11594114009661836,8.62499173438292
3,3,percent,0,Jerry Springer,21.0,0.10144927536231885,8,0.08455205555947498,0.08455205555947498,7,0.18600133092179383,0,,,0.004831917874396129,0.9855032463768115,0.9806713285024155,1.0197085927030283
3,3,percent,0,Joey Lawrence,22.0,0.10628019323671498,5,0.13163601341601025,0.13163601341601025,3,0.23791620665272523,0,,,1e-06,0.9806723285024155,0.9806713285024155,1.0197085927030283
3,3,percent,0,Mario Lopez,22.0,0.10628019323671498,6,0.11190660005561337,0.11190660005561337,5,0.21818679329232835,0,,,1e-06,0.9806723285024155,0.9806713285024155,1.0197085927030283
3,3,percent,0,Monique Coleman,27.0,0.13043478260869565,1,0.15265591441852083,0.15265591441852083,1,0.28309069702721645,0,,,0.0,0.9806713285024155,0.9806713285024155,1.0197085927030283
3,3,percent,0,Sara Evans,25.0,0.12077294685990338,3,0.13025234659893364,0.13025234659893364,4,0.251025293458837,0,,,0.0,0.9806713285024155,0.9806713285024155,1.0197085927030283
3,3,percent,0,Vivica A. Fox,27.0,0.13043478260869565,2,0.13870224374744838,0.13870224374744838,2,0.269137026356144,0,,,0.0,0.9806713285024155,0.9806713285024155,1.0197085927030283
3,3,percent,0,Willa Ford,22.0,0.10628019323671498,7,0.08389485604655486,0.08389485604655486,8,0.19017504928326984,0,,,1e-06,0.9806723285024155,0.9806713285024155,1.0197085927030283
3,4,percent,0,Emmitt Smith,24.0,0.12121212121212122,4,0.1607030245081078,0.1607030245081078,4,0.281915145720229,0,,,1e-06,0.9696939696969696,0.9696929696969696,1.0312531904395579
3,4,percent,0,Jerry Springer,22.0,0.1111111111111111,7,0.10028029101591271,0.10028029101591271,6,0.21139140212702381,0,,,0.01010201010101011,0.9797949797979797,0.9696929696969696,1.0312531904395579
3,4,percent,0,Joey Lawrence,27.0,0.13636363636363635,3,0.16440615431989658,0.16440615431989658,3,0.30076979068353293,0,,,0.0,0.9696929696969696,0.9696929696969696,1.0312531904395579
3,4,percent,0,Mario Lopez,29.0,0.14646464646464646,1,0.18400874491410368,0.18400874491410368,1,0.33047339137875015,0,,,0.0,0.9696929696969696,0.9696929696969696,1.0312531904395579
3,4,percent,0,Monique Coleman,24.0,0.12121212121212122,5,0.12616691577504996,0.12616691577504996,5,0.24737903698717117,0,,,1e-06,0.9696939696969696,0.9696929696969696,1.0312531904395579
3,4,percent,0,Sara Evans,20.0,0.10101010101010101,8,0.030179196709247152,0.05598807761538123,7,0.15699817862548224,0,,,0.020203020202020208,0.9898959898989899,0.9696929696969696,1.0312531904395579
3,4,percent,0,Vivica A. Fox,24.0,0.12121212121212122,6,0.061593938319495126,0.03578505741336103,8,0.15699717862548224,1,,,0.0,0.1287870037878788,0.1287870037878788,7.764698346028075
3,4,percent,0,Willa Ford,28.0,0.1414141414141414,2,0.17266173443818697,0.17266173443818697,2,0.3140758758523284,0,,,0.0,0.9696929696969696,0.9696929696969696,1.0312531904395579
3,5,percent,0,Emmitt Smith,27.0,0.14917127071823205,1,0.22482167741848,0.22482167741848003,1,0.3739929481367121,0,,,1e-06,0.9723716906077348,0.9723706906077347,1.0284133214275268
3,5,percent,0,Jerry Springer,24.0,0.13259668508287292,6,0.11640900676564488,0.1389526441482212,4,0.2715493292310941,0,,,0.01657558563535913,0.9889462762430938,0.9723706906077347,1.0284133214275268
3,5,percent,0,Joey Lawrence,25.0,0.13812154696132597,5,0.12749813351239403,0.13342778226976815,5,0.2715493292310941,0,,,0.011050723756906076,0.9834214143646408,0.9723706906077347,1.0284133214275268
3,5,percent,0,Mario Lopez,27.0,0.14917127071823205,2,0.21038049987379873,0.21038049987379875,2,0.3595517705920308,0,,,1e-06,0.9723716906077348,0.9723706906077347,1.0284133214275268
3,5,percent,0,Monique Coleman,27.0,0.14917127071823205,3,0.17004033777686975,0.17004033777686978,3,0.31921160849510183,0,,,1e-06,0.9723716906077348,0.9723706906077347,1.0284133214275268
3,5,percent,0,Willa Ford,27.0,0.14917127071823205,4,0.1508503446528125,0.12237705851286208,6,0.2715483292310941,1,,,0.0,0.1620617817679558,0.1620617817679558,6.170448199709522
3,6,percent,0,Emmitt Smith,25.0,0.211864406779661,2,0.27381959287314794,0.27381959287314794,2,0.48568399965280895,0,,,,,,
3,6,percent,0,Jerry Springer,18.0,0.15254237288135594,5,0.1359375024754668,0.1359375024754668,4,0.28847987535682273,0,,,,,,
3,6,percent,0,Joey Lawrence,24.0,0.2033898305084746,3,0.18303094914810455,0.18303094914810455,3,0.38642077965657917,0,,,,,,
3,6,percent,0,Mario Lopez,28.0,0.23728813559322035,1,0.2838111681168698,0.2838111681168698,1,0.5210993037100902,0,,,,,,
3,6,percent,0,Monique Coleman,23.0,0.19491525423728814,4,0.12340078738641094,0.12340078738641094,5,0.3183160416236991,0,,,,,,
3,7,percent,0,Emmitt Smith,28.5,0.2111111111111111,1,0.33453225738241565,0.33453225738241565,1,0.5456433684935268,0,,,0.0,1.0,1.0,0.9999990000010001
3,7,percent,0,Jerry Springer,23.0,0.17037037037037037,5,0.1119815952177071,0.1119815952177071,4,0.28235196558807746,1,,,0.0,0.22962882962962966,0.22962882962962966,4.354834916756685
3,7,percent,0,Joey Lawrence,28.5,0.2111111111111111,2,0.23812133133812963,0.23812133133812963,2,0.44923244244924077,0,,,0.0,1.0,1.0,0.9999990000010001
3,7,percent,0,Mario Lopez,28.0,0.2074074074074074,3,0.20861780077964373,0.20861780077964373,3,0.41602520818705113,0,,,0.0,1.0,1.0,0.9999990000010001
3,7,percent,0,Monique Coleman,27.0,0.2,4,0.10674701528210379,0.10674701528210379,5,0.3067470152821038,0,,,0.0,1.0,1.0,0.9999990000010001
3,8,percent,0,Emmitt Smith,27.0,0.24770642201834864,2,0.3427968067503411,0.3427968067503411,2,0.5905032287686898,0,,,0.0,1.0,1.0,0.9999990000010001
3,8,percent,0,Joey Lawrence,27.0,0.24770642201834864,3,0.18977502166325264,0.18977502166325264,3,0.43748144368160125,0,,,0.0,1.0,1.0,0.9999990000010001
3,8,percent,0,Mario Lopez,28.5,0.26146788990825687,1,0.36593203471930874,0.36593203471930874,1,0.6273999246275657,0,,,0.0,1.0,1.0,0.9999990000010001
3,8,percent,0,Monique Coleman,26.5,0.24311926605504589,4,0.1014961368670976,0.1014961368670976,4,0.3446154029221435,1,,,0.0,0.2568799839449541,0.2568799839449541,3.8928533542766472
3,9,percent,0,Emmitt Smith,29.5,0.3333333333333333,1,0.5214110520665478,0.5214110520665478,1,0.8547443853998811,0,,,,,,
3,9,percent,0,Joey Lawrence,29.5,0.3333333333333333,2,0.2739381955667725,0.2739381955667725,2,0.6072715289001058,0,,,,,,
3,9,percent,0,Mario Lopez,29.5,0.3333333333333333,3,0.20465075236667965,0.20465075236667965,3,0.537984085700013,0,,,,,,
3,10,percent,0,Emmitt Smith,29.666600000000003,0.5,1,0.6613539117853112,0.6613539117853112,1,1.1613539117853113,0,,,,,,
3,10,percent,0,Mario Lopez,29.666600000000003,0.5,2,0.3386460882146888,0.3386460882146888,2,0.8386460882146888,0,,,,,,
4,1,percent,0,Apolo Anton Ohno,21.0,0.10194174757281553,3,0.14715299005715438,0.14715299005715438,3,0.24909473762996992,0,,,,,,
4,1,percent,0,Billy Ray Cyrus,13.0,0.06310679611650485,11,0.023643747974438176,0.023643747974438176,11,0.08675054409094303,0,,,,,,
4,1,percent,0,Clyde Drexler,16.0,0.07766990291262135,9,0.05486019285955532,0.05486019285955532,8,0.13253009577217667,0,,,,,,
4,1,percent,0,Heather Mills,18.0,0.08737864077669903,7,0.07698391277668634,0.07698391277668634,6,0.16436255355338536,0,,,,,,
4,1,percent,0,Ian Ziering,21.0,0.10194174757281553,4,0.1430262262923373,0.1430262262923373,4,0.24496797386515284,0,,,,,,
4,1,percent,0,Joey Fatone,24.0,0.11650485436893204,1,0.14754207186931032,0.14754207186931032,1,0.26404692623824233,0,,,,,,
4,1,percent,0,John Ratzenberger,17.0,0.0825242718446602,8,0.07628456260513622,0.07628456260513622,7,0.15880883444979643,0,,,,,,
4,1,percent,0,Laila Ali,23.0,0.11165048543689321,2,0.14739296512041025,0.14739296512041025,2,0.2590434505573035,0,,,,,,
4,1,percent,0,Leeza Gibbons,15.0,0.07281553398058252,10,0.03898059491746664,0.03898059491746664,10,0.11179612889804916,0,,,,,,
4,1,percent,0,Paulina Porizkova,19.0,0.09223300970873786,5,0.05179233206831408,0.05179233206831408,9,0.14402534177705195,0,,,,,,
4,1,percent,0,Shandi Finnessey,19.0,0.09223300970873786,6,0.09234040345919105,0.09234040345919105,5,0.1845734131679289,0,,,,,,
4,2,percent,0,Apolo Anton Ohno,26.0,0.10612244897959183,2,0.13412714031980064,0.13412714031980064,2,0.24024958929939247,0,,,0.0,0.9836684693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Billy Ray Cyrus,21.0,0.08571428571428572,6,0.10513620946213308,0.10513620946213308,6,0.19085049517641878,0,,,1e-06,0.9836694693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Clyde Drexler,18.0,0.07346938775510205,11,0.02846660886671844,0.02846660886671844,10,0.10193599662182048,0,,,0.012245897959183667,0.9959143673469387,0.9836684693877551,1.0166016442722463
4,2,percent,0,Heather Mills,24.0,0.09795918367346938,3,0.12616962911524496,0.12616962911524496,5,0.22412881278871433,0,,,0.0,0.9836684693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Ian Ziering,22.0,0.08979591836734693,5,0.1283264172218904,0.1283264172218904,3,0.21812233558923733,0,,,0.0,0.9836684693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Joey Fatone,24.0,0.09795918367346938,4,0.12791777374916524,0.12791777374916524,4,0.22587695742263464,0,,,0.0,0.9836684693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,John Ratzenberger,21.0,0.08571428571428572,7,0.09717047204399351,0.09717047204399351,7,0.18288475775827923,0,,,1e-06,0.9836694693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Laila Ali,27.0,0.11020408163265306,1,0.13429221890842163,0.13429221890842163,1,0.24449630054107468,0,,,0.0,0.9836684693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Leeza Gibbons,21.0,0.08571428571428572,8,0.07812808175490173,0.07812808175490173,8,0.16384236746918746,0,,,1e-06,0.9836694693877551,0.9836684693877551,1.0166016442722463
4,2,percent,0,Paulina Porizkova,21.0,0.08571428571428572,9,0.011122948559896154,0.011122948559896154,11,0.09683723427418187,1,,,0.0,0.09610298701298702,0.09610298701298702,10.405395562463656
4,2,percent,0,Shandi Finnessey,20.0,0.08163265306122448,10,0.02914249999783432,0.02914249999783432,9,0.1107751530590588,0,,,0.004082632653061232,0.9877511020408163,0.9836684693877551,1.0166016442722463
4,3,percent,0,Apolo Anton Ohno,23.0,0.10550458715596331,5,0.13356091653135224,0.13356091653135224,4,0.23906550368731555,0,,,0.0,0.9724730642201834,0.9724730642201834,1.0283050590165501
4,3,percent,0,Billy Ray Cyrus,21.0,0.0963302752293578,6,0.10024768863971478,0.10024768863971478,7,0.1965779638690726,0,,,1e-06,0.9724740642201835,0.9724730642201834,1.0283050590165501
4,3,percent,0,Clyde Drexler,16.0,0.07339449541284404,10,0.029227181155702834,0.047465536302541286,8,0.12086003171538533,0,,,0.022936779816513764,0.9954098440366972,0.9724730642201834,1.0283050590165501
4,3,percent,0,Heather Mills,24.0,0.11009174311926606,1,0.13779213173140148,0.13779213173140148,2,0.24788387485066754,0,,,0.0,0.9724730642201834,0.9724730642201834,1.0283050590165501
4,3,percent,0,Ian Ziering,24.0,0.11009174311926606,2,0.14019316775405233,0.14019316775405233,1,0.2502849108733184,0,,,0.0,0.9724730642201834,0.9724730642201834,1.0283050590165501
4,3,percent,0,Joey Fatone,24.0,0.11009174311926606,3,0.13419310113559688,0.13419310113559688,3,0.24428484425486294,0,,,0.0,0.9724730642201834,0.9724730642201834,1.0283050590165501
4,3,percent,0,John Ratzenberger,20.0,0.09174311926605505,9,0.047228757632847215,0.047228757632847215,9,0.13897187689890228,0,,,0.004588155963302753,0.9770612201834862,0.9724730642201834,1.0283050590165501
4,3,percent,0,Laila Ali,21.0,0.0963302752293578,7,0.10848522016021502,0.10848522016021502,6,0.20481549538957283,0,,,1e-06,0.9724740642201835,0.9724730642201834,1.0283050590165501
4,3,percent,0,Leeza Gibbons,24.0,0.11009174311926606,4,0.12630472362625123,0.12630472362625123,5,0.2363964667455173,0,,,0.0,0.9724730642201834,0.9724730642201834,1.0283050590165501
4,3,percent,0,Shandi Finnessey,21.0,0.0963302752293578,8,0.04276711163286598,0.024528756486027523,10,0.12085903171538533,1,,,0.0,0.10366882477064225,0.10366882477064225,9.646008394558269
4,4,percent,0,Apolo Anton Ohno,26.0,0.1368421052631579,2,0.1648510199340266,0.16485101993402662,1,0.3016931251971845,0,,,0.0,0.9947348421052631,0.9947348421052631,1.0052920159020267
4,4,percent,0,Billy Ray Cyrus,21.0,0.11052631578947368,5,0.11410931781856322,0.11410931781856319,6,0.22463563360803687,0,,,0.0,0.9947348421052631,0.9947348421052631,1.0052920159020267
4,4,percent,0,Clyde Drexler,15.0,0.07894736842105263,9,0.02956779658182249,0.046119283858334574,8,0.1250666522793872,0,,,0.005264157894736845,0.999999,0.9947348421052631,1.0052920159020267
