formatted_log_date,scene_name,推荐vt,推荐人均vt
2026-01-23,FM-一键起播,6041.383333,24.658707
2026-01-23,视频推荐,26761.366667,26.681323
2026-01-23,FM-精选推荐,801.733333,12.527083
2026-01-23,FM-金刚位,952.416667,22.676587
2026-01-23,大盘,34556.9,29.816135
2026-01-24,FM-精选推荐,853.916667,15.248512
2026-01-24,大盘,28083.1,26.075302
2026-01-24,FM-金刚位,553.983333,19.102874
2026-01-24,视频推荐,22179.416667,23.595124
2026-01-24,FM-一键起播,4495.783333,20.813812
2026-01-25,FM-一键起播,3120.216667,17.144048
2026-01-25,大盘,26828.283333,26.536383
2026-01-25,视频推荐,22077.816667,24.918529
2026-01-25,FM-精选推荐,891.683333,22.863675
2026-01-25,FM-金刚位,738.566667,19.435965
2026-01-26,FM-精选推荐,1043.733333,17.110383
2026-01-26,FM-一键起播,6177.866667,29.278989
2026-01-26,FM-金刚位,1166.016667,25.911481
2026-01-26,视频推荐,22129.516667,29.003298
2026-01-26,大盘,30517.133333,33.134781
