formatted_log_date,scene_name,推荐vt,推荐人均vt
2026-01-13,FM-金刚位,330012.616667,22.26956
2026-01-13,FM-一键起播,1705304.633333,11.207902
2026-01-13,FM-2.0,1.233333,0.616667
2026-01-13,视频推荐,1566115.35,24.624455
2026-01-13,大盘,4190825.966667,21.995853
2026-01-13,FM-精选推荐,589392.133333,18.950297
2026-01-14,FM-金刚位,327322.533333,22.013756
2026-01-14,视频推荐,1581199.783333,24.754595
2026-01-14,FM-一键起播,1723932.883333,11.432371
2026-01-14,FM-精选推荐,581121.5,18.791318
2026-01-14,大盘,4213576.783333,22.113174
2026-01-14,FM-2.0,0.083333,0.083333
2026-01-15,FM-精选推荐,576507.15,18.851192
2026-01-15,FM-2.0,0.783333,0.391667
2026-01-15,视频推荐,1581901.5,24.876185
2026-01-15,大盘,4195846.45,22.256417
2026-01-15,FM-一键起播,1704368.35,11.464875
2026-01-15,FM-金刚位,333068.666667,22.744378
2026-01-16,大盘,5126169.833333,22.508078
2026-01-16,FM-精选推荐,754342.1,19.583637
2026-01-16,FM-金刚位,386789.283333,22.869348
2026-01-16,视频推荐,2002631.2,26.185031
2026-01-16,FM-一键起播,1982392.183333,10.530524
2026-01-16,FM-2.0,15.066667,5.022222
2026-01-17,FM-2.0,29.266667,9.755556
2026-01-17,FM-一键起播,1510464.866667,8.180372
2026-01-17,FM-金刚位,331434.633333,20.187272
2026-01-17,大盘,4755543.216667,21.372556
2026-01-17,FM-精选推荐,794784.933333,19.370352
2026-01-17,视频推荐,2118829.516667,27.386735
2026-01-18,FM-精选推荐,690095.983333,18.940469
2026-01-18,FM-一键起播,1361357.566667,8.169747
2026-01-18,大盘,4265521.05,20.900708
2026-01-18,FM-金刚位,306119.116667,20.751025
2026-01-18,FM-2.0,0.016667,0.016667
2026-01-18,视频推荐,1907948.366667,26.566807
2026-01-19,FM-金刚位,309534.55,22.842192
2026-01-19,FM-一键起播,1755031.8,11.516561
2026-01-19,视频推荐,1671157.9,26.336526
2026-01-19,大盘,4351856.55,22.993942
2026-01-19,FM-精选推荐,616132.3,20.36801
2026-01-20,FM-金刚位,297527.983333,22.862147
2026-01-20,FM-一键起播,1628828.4,11.274119
2026-01-20,大盘,4156947.883333,22.76445
2026-01-20,FM-精选推荐,597630.45,19.841648
2026-01-20,视频推荐,1632956.6,25.856331
2026-01-20,FM-2.0,4.45,2.225
2026-01-21,视频推荐,1713297.616667,25.665458
2026-01-21,FM-精选推荐,627431.816667,19.378936
2026-01-21,大盘,4421839.5,22.317532
2026-01-21,FM-一键起播,1764895.3,10.927806
2026-01-21,FM-金刚位,316184.916667,22.716066
2026-01-21,FM-2.0,29.85,29.85
2026-01-22,FM-金刚位,327742.066667,23.245767
2026-01-22,FM-精选推荐,625780.1,19.501998
2026-01-22,大盘,4453007.683333,22.763211
2026-01-22,视频推荐,1728132.366667,25.812669
2026-01-22,FM-一键起播,1771353.15,11.372689
2026-01-23,大盘,5194626.116667,23.350307
2026-01-23,FM-一键起播,1988258.55,11.118895
2026-01-23,FM-精选推荐,762119.9,19.950783
2026-01-23,FM-金刚位,383282.483333,23.955155
2026-01-23,FM-2.0,0,0
2026-01-23,视频推荐,2060965.183333,26.862417
2026-01-24,1.x-为你推荐,0,0
2026-01-24,FM-金刚位,316910.133333,20.477522
2026-01-24,FM-2.0,4,4
2026-01-24,大盘,4522144.116667,21.116516
2026-01-24,视频推荐,1951690.516667,27.07222
2026-01-24,FM-精选推荐,765480.5,19.581513
2026-01-24,FM-一键起播,1488058.966667,8.401939
2026-01-25,FM-一键起播,1330589.15,8.207636
2026-01-25,FM-精选推荐,697311.55,19.438339
2026-01-25,视频推荐,1779424.383333,26.485836
2026-01-25,FM-金刚位,314918.166667,21.556449
2026-01-25,大盘,4122243.25,20.770631
2026-01-26,FM-金刚位,319202.316667,22.827885
2026-01-26,FM-精选推荐,636260.833333,20.021424
2026-01-26,视频推荐,1617965.483333,25.744924
2026-01-26,FM-一键起播,1864876.366667,11.310027
2026-01-26,FM-2.0,13.3,13.3
2026-01-26,大盘,4438318.3,22.369992
