season,week,regime,judges_save,n_active,n_elim,constraint_applied,consistency_type,consistency_strict,consistency_tie,thr,assignment_feasible,assignment_cost,bottom_gap,judge_choice_match,opt_success,lp_feasible,min_margin,objective
6,10,percent,0,3,0,0,percent_bottomk,,,,,,0.005809929873640152,,1.0,True,,0.0
7,1,percent,0,13,2,1,percent_bottomk,1.0,1.0,,,,0.02216626811975568,,1.0,True,1.000000000001e-06,0.00012287950361471658
7,2,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,0.001418102012775791
7,3,percent,0,9,0,0,percent_bottomk,,,,,,0.05469497699526642,,1.0,True,,0.0
7,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.015667834787896878,,1.0,True,0.015667834787896878,0.0
7,5,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.013801488679898,,1.0,True,0.013801488679898,0.0
7,6,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.07669864217570493,,1.0,True,0.07669864217570493,0.0
7,7,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0004897405820108177
7,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.05791543143590289,,1.0,True,0.05791543143590289,0.0
7,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.015675494657081845,,1.0,True,0.015675494657081845,0.0
7,10,percent,0,3,0,0,percent_bottomk,,,,,,0.10195433788003372,,1.0,True,,0.0
8,1,percent,0,13,0,0,percent_bottomk,,,,,,0.0012280833878420827,,1.0,True,,0.0
8,2,percent,0,13,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.00029742022432809376
8,3,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,0.0012767484410802221
8,4,percent,0,11,2,1,percent_bottomk,1.0,1.0,,,,0.05166067235185813,,1.0,True,0.005708061972639622,0.0
8,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0018774631732267097
8,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0004898965464989374
8,7,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.01897470978302568,,1.0,True,0.01897470978302568,0.0
8,8,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.001959300633382959
8,9,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.010284917729742748
8,10,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.16559248449358954,,1.0,True,0.16559248449358954,0.0
8,11,percent,0,3,0,0,percent_bottomk,,,,,,0.15972117732715596,,1.0,True,,0.0
9,1,percent,0,16,2,1,percent_bottomk,1.0,1.0,,,,0.013244919930340188,,1.0,True,0.0039398585811908915,0.0
9,2,percent,0,14,1,1,percent_bottomk,1.0,1.0,,,,0.01638858873949825,,1.0,True,0.01638858873949825,0.0
9,3,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.000496930579126266
9,4,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,2.725642665919577e-05
9,5,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.005735939427507206,,1.0,True,0.005735939427507206,0.0
9,6,percent,0,9,2,1,percent_bottomk,1.0,1.0,,,,0.009832715800937086,,1.0,True,1.000000000001e-06,0.00033771448677439946
9,7,percent,0,7,2,1,percent_bottomk,1.0,1.0,,,,0.026110856766412255,,1.0,True,0.014166679832202766,0.0
9,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.0027650546753188844
9,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.01040767607196539
9,10,percent,0,3,0,0,percent_bottomk,,,,,,0.07859928279188466,,1.0,True,,0.0
10,1,percent,0,11,0,0,percent_bottomk,,,,,,0.05440330068550382,,1.0,True,,0.0
10,2,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,9.999999999593667e-07,,1.0,True,9.999999999593667e-07,0.006110204129243054
10,3,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.047167470807989706,,1.0,True,0.047167470807989706,0.0
10,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0012636285319922234
10,5,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.029740054871402438,,1.0,True,0.029740054871402438,0.0
10,6,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.010441849961213417,,1.0,True,0.010441849961213417,0.0
10,7,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,7.54914376668554e-05
10,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.10232609110766877,,1.0,True,0.10232609110766877,0.0
10,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.11621394776750993,,1.0,True,0.11621394776750993,0.0
10,10,percent,0,3,0,0,percent_bottomk,,,,,,0.35801064649374936,,1.0,True,,0.0
11,1,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,8.378182377476684e-05
11,2,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.07391349403379995,,1.0,True,0.07391349403379995,0.0
11,3,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.02684064575867845,,1.0,True,0.02684064575867845,0.0
11,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.013189271996969565,,1.0,True,0.013189271996969565,0.0
11,5,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.001198875720747233
11,6,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.023819477450817812
11,7,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.00877847203329148
11,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.005760312932330203,,1.0,True,0.005760312932330203,0.0
11,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.0020090670152921155
11,10,percent,0,3,0,0,percent_bottomk,,,,,,0.2204443338599008,,1.0,True,,0.0
12,1,percent,0,11,0,0,percent_bottomk,,,,,,0.018554216333999354,,1.0,True,,0.0
12,2,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,0.0005723165044127348
12,3,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.01935419026935284,,1.0,True,0.01935419026935284,0.0
12,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.0050870415838687455,,1.0,True,0.0050870415838687455,0.0
12,5,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.030768451841166555,,1.0,True,0.030768451841166555,0.0
12,6,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.00349904876601409,,1.0,True,0.00349904876601409,0.0
12,7,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.006795638236859345
12,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,1.3677654734432633e-05
12,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.09207482859724336,,1.0,True,0.09207482859724336,0.0
12,10,percent,0,3,0,0,percent_bottomk,,,,,,0.256984038628466,,1.0,True,,0.0
13,1,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,2.3986744945292122e-05
13,2,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0022533354219090654
13,3,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.0032917872151029507
13,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.0003937486002194732
13,5,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.06753296822350993,,1.0,True,0.06753296822350993,0.0
13,6,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.021659194790742076,,1.0,True,0.021659194790742076,0.0
13,7,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,8.492815982634525e-06
13,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.1118810549614963,,1.0,True,0.1118810549614963,0.0
13,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.09826989639913669,,1.0,True,0.09826989639913669,0.0
13,10,percent,0,3,0,0,percent_bottomk,,,,,,0.016679077593723335,,1.0,True,,0.0
14,1,percent,0,12,0,0,percent_bottomk,,,,,,0.008642604456824104,,1.0,True,,0.0
14,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,0.036268285850354326,,1.0,True,0.036268285850354326,0.0
14,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,1.3671912318221764e-05
14,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0002875498247971106
14,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.033511495759252954,,1.0,True,0.033511495759252954,0.0
14,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.03491493353413436,,1.0,True,0.03491493353413436,0.0
14,7,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0013631676983847487
14,8,percent,0,6,2,1,percent_bottomk,1.0,1.0,,,,0.11241435156673715,,1.0,True,1.0000000000842668e-06,0.003917331015287518
14,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.07577339314186508
14,10,percent,0,3,0,0,percent_bottomk,,,,,,0.052680974127119584,,1.0,True,,0.0
15,1,percent,0,13,1,1,percent_bottomk,1.0,1.0,,,,0.021470046943296184,,1.0,True,0.021470046943296184,0.0
15,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0012980332221677162
15,3,percent,0,11,2,1,percent_bottomk,1.0,1.0,,,,0.021978610779384095,,1.0,True,1.000000000001e-06,0.0028920716637238874
15,4,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0003661182686958102
15,5,percent,0,8,0,0,percent_bottomk,,,,,,0.006292206573780407,,1.0,True,,0.0
15,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.011041586530869608
15,7,percent,0,7,0,0,percent_bottomk,,,,,,0.05327247364710408,,1.0,True,,0.0
15,8,percent,0,7,2,1,percent_bottomk,1.0,1.0,,,,0.10450704591748608,,1.0,True,1.0000000000287557e-06,0.0005945230243353221
15,9,percent,0,5,2,1,percent_bottomk,1.0,1.0,,,,0.051654394244974144,,1.0,True,9.999999999732445e-07,0.003555129602431129
15,10,percent,0,3,0,0,percent_bottomk,,,,,,0.09509702532934483,,1.0,True,,0.0
16,1,percent,0,12,0,0,percent_bottomk,,,,,,0.011951276444632133,,1.0,True,,0.0
16,2,percent,0,11,0,0,percent_bottomk,,,,,,0.015791078839405795,,1.0,True,,0.0
16,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.053097392943240826,,1.0,True,0.053097392943240826,0.0
16,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.024386369639138983,,1.0,True,0.024386369639138983,0.0
16,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.014912791757652116,,1.0,True,0.014912791757652116,0.0
16,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.01783959255958742,,1.0,True,0.01783959255958742,0.0
16,7,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.057595128360538705,,1.0,True,0.057595128360538705,0.0
16,8,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,0.0426394297047947,,1.0,True,0.0426394297047947,0.0
16,9,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.07864775599890766,,1.0,True,0.07864775599890766,0.0
16,10,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.00023802883087466098
17,1,percent,0,12,0,0,percent_bottomk,,,,,,0.03905954479090361,,1.0,True,,0.0
17,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0006204987868657615
17,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.002753854055887933,,1.0,True,0.002753854055887933,0.0
17,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.042074964207442764,,1.0,True,0.042074964207442764,0.0
17,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.012654305219455448
17,6,percent,0,8,0,0,percent_bottomk,,,,,,0.06061565032527233,,1.0,True,,0.0
17,7,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.0016156329291477697
17,8,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0035913987806396306
17,9,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.019736510150620612
17,10,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.00039951252703012346
17,11,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.19979552797296418,,1.0,True,0.19979552797296418,0.0
18,1,percent,0,12,0,0,percent_bottomk,,,,,,0.02020827727085915,,1.0,True,,0.0
18,2,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.0018901036898665013,,1.0,True,0.0018901036898665013,0.0
18,3,percent,0,9,0,0,percent_bottomk,,,,,,0.010108493551437503,,1.0,True,,0.0
18,4,percent,0,9,0,0,percent_bottomk,,,,,,0.018901748180216976,,1.0,True,,0.0
18,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.015813582990543418,,1.0,True,0.015813582990543418,0.0
18,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,6.042266169367127e-05
18,7,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.05519837717191636,,1.0,True,0.05519837717191636,0.0
18,8,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.006102119067939032
18,9,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.016835233835847507
18,10,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.010529987034029352
19,1,percent,0,13,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,7.766323657068752e-05
19,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.00017678278493231392
19,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.014515633229797625,,1.0,True,0.014515633229797625,0.0
19,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0010081228928680531
19,5,percent,0,9,0,0,percent_bottomk,,,,,,0.021845506937879816,,1.0,True,,0.0
19,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,9.99999999945489e-07,,1.0,True,9.99999999945489e-07,0.005015671134073319
19,7,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.019957818574022124,,1.0,True,0.019957818574022124,0.0
19,8,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.027893936886080994,,1.0,True,0.027893936886080994,0.0
19,9,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.00013914153181289018
19,10,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.09103058509895706,,1.0,True,0.09103058509895706,0.0
19,11,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.015330851897073061,,1.0,True,0.015330851897073061,0.0
20,1,percent,0,12,0,0,percent_bottomk,,,,,,0.0053836561766413965,,1.0,True,,0.0
20,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.006309534276253635
20,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,3.2149984019576573e-06
20,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.0035498703966006673
20,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.001479777913402788
20,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.02892843381972479,,1.0,True,0.02892843381972479,0.0
20,7,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.013442098630896735
20,8,percent,0,6,2,1,percent_bottomk,1.0,1.0,,,,0.055069151223019946,,1.0,True,0.06437447452298467,0.0
20,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,9.99999999806711e-07,,1.0,True,9.99999999806711e-07,0.005005758700406652
20,10,percent,0,3,0,0,percent_bottomk,,,,,,0.042420750566140364,,1.0,True,,0.0
21,1,percent,0,13,0,0,percent_bottomk,,,,,,0.00642558817699751,,1.0,True,,0.0
21,2,percent,0,12,2,1,percent_bottomk,1.0,1.0,,,,0.02713462191198948,,1.0,True,1.000000000001e-06,0.000232081750630798
21,3,percent,0,10,0,0,percent_bottomk,,,,,,0.00969566823232329,,1.0,True,,0.0
21,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.030723219349839834,,1.0,True,0.030723219349839834,0.0
21,5,percent,0,9,0,0,percent_bottomk,,,,,,0.031200584359679304,,1.0,True,,0.0
21,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.04844622147056395,,1.0,True,0.04844622147056395,0.0
21,7,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0029388385476438713
21,8,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,0.06912694493626023,,1.0,True,0.06912694493626023,0.0
21,9,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.008742902313724314
21,10,percent,0,4,0,0,percent_bottomk,,,,,,0.12728346621883518,,1.0,True,,0.0
21,11,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.002592481190808747
22,1,percent,0,12,0,0,percent_bottomk,,,,,,0.029054736816865365,,1.0,True,,0.0
22,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,0.03264837606682208,,1.0,True,0.03264837606682208,0.0
22,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.024816716795426297,,1.0,True,0.024816716795426297,0.0
22,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,0.0009142331482618797
22,5,percent,0,9,0,0,percent_bottomk,,,,,,0.02200261713690993,,1.0,True,,0.0
22,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.022836806590787795,,1.0,True,0.022836806590787795,0.0
22,7,percent,0,8,2,1,percent_bottomk,1.0,1.0,,,,0.0,,1.0,True,1.000000000001e-06,0.0007589224660385346
22,8,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.007626330133597408
22,9,percent,0,5,2,1,percent_bottomk,1.0,1.0,,,,0.11416630292957897,,1.0,True,1.0000000000842668e-06,0.03086299616795765
22,10,percent,0,3,0,0,percent_bottomk,,,,,,0.2142350921209527,,1.0,True,,0.0
