formatted_log_date,scene_name,推荐vt,推荐人均vt
2026-01-10,大盘,3681397.916667,30.737486
2026-01-10,FM-精选推荐,263831.333333,19.680093
2026-01-10,视频推荐,3208679.616667,33.513114
2026-01-11,视频推荐,2920418.883333,31.879866
2026-01-11,大盘,3357318.233333,29.346418
2026-01-11,FM-金刚位,44850.383333,17.976106
2026-01-11,FM-一键起播,148378.25,5.888493
2026-01-11,FM-精选推荐,243670.716667,19.554668
2026-01-12,大盘,1834770,22.621878
2026-01-12,FM-一键起播,180861.833333,9.015594
2026-01-12,FM-金刚位,40596.683333,18.890965
2026-01-12,FM-精选推荐,162716.616667,19.251848
2026-01-12,视频推荐,1450594.866667,23.143236
2026-01-13,FM-金刚位,37076.266667,17.447655
2026-01-13,FM-精选推荐,166269.9,19.410448
2026-01-13,大盘,1847319.416667,22.623747
2026-01-13,视频推荐,1475687.783333,23.229301
2026-01-13,FM-一键起播,168285.466667,8.651319
2026-01-14,FM-一键起播,173296.616667,8.798122
2026-01-14,FM-精选推荐,158528.15,18.738552
2026-01-14,FM-金刚位,40063.766667,18.522315
2026-01-14,视频推荐,1506971.3,23.381659
2026-01-14,大盘,1878859.833333,22.719257
2026-01-15,FM-精选推荐,162585.383333,18.964818
2026-01-15,大盘,1908567.283333,23.045598
2026-01-15,FM-一键起播,175252.366667,8.935521
2026-01-15,FM-金刚位,41906.4,19.75785
2026-01-15,视频推荐,1528823.133333,23.677355
2026-01-16,FM-一键起播,204847.316667,8.441047
2026-01-16,FM-金刚位,47753.233333,19.18571
2026-01-16,大盘,2703172.45,25.780592
2026-01-16,视频推荐,2230795.083333,27.010801
2026-01-16,FM-精选推荐,219776.816667,19.876713
2026-01-17,FM-一键起播,165838.5,6.309725
2026-01-17,FM-精选推荐,265407.566667,20.240034
2026-01-17,FM-金刚位,40054.866667,15.628118
2026-01-17,视频推荐,3153957.166667,33.12667
2026-01-17,大盘,3625258.1,30.510504
2026-01-18,大盘,3209248.433333,28.891846
2026-01-18,视频推荐,2788681.9,31.249237
2026-01-18,FM-精选推荐,231354.366667,19.564851
2026-01-18,FM-一键起播,149035.566667,6.169457
2026-01-18,FM-金刚位,40176.6,17.422637
2026-01-19,FM-一键起播,187499.1,9.09704
2026-01-19,视频推荐,1617902.4,24.79164
2026-01-19,FM-金刚位,38646.9,19.449874
2026-01-19,大盘,2019821.833333,24.002351
2026-01-19,FM-精选推荐,175773.433333,19.774264
2026-01-20,FM-精选推荐,170587.483333,19.113444
2026-01-20,FM-一键起播,176563.75,9.02032
2026-01-20,视频推荐,1685247.383333,25.355792
2026-01-20,大盘,2070605.683333,24.405432
2026-01-20,FM-金刚位,38207.066667,18.439704
2026-01-21,视频推荐,1730674.883333,25.100433
2026-01-21,大盘,2127871.633333,24.249802
2026-01-21,FM-精选推荐,175941.45,19.344854
2026-01-21,FM-金刚位,39471.983333,19.207778
2026-01-21,FM-一键起播,181783.316667,9.001402
2026-01-22,FM-一键起播,178596.766667,8.899136
2026-01-22,大盘,2125596.383333,24.350415
2026-01-22,视频推荐,1725803.75,25.146126
2026-01-22,FM-精选推荐,179859.733333,19.843307
2026-01-22,FM-金刚位,41336.133333,19.590585
2026-01-23,FM-一键起播,197595.45,8.266554
2026-01-23,大盘,2851012.333333,26.809339
2026-01-23,FM-精选推荐,229365.766667,20.303246
2026-01-23,FM-金刚位,47212.183333,19.452898
2026-01-23,视频推荐,2376838.933333,28.197681
2026-01-24,视频推荐,2982189.016667,33.163807
2026-01-24,大盘,3430186.333333,30.333619
2026-01-24,FM-一键起播,153514.933333,6.088963
2026-01-24,FM-金刚位,44442.35,18.34187
2026-01-24,FM-精选推荐,250040.033333,19.909231
2026-01-25,视频推荐,2661267.516667,31.578749
2026-01-25,FM-金刚位,38087.433333,16.646605
2026-01-25,FM-一键起播,141777.633333,6.134904
2026-01-25,大盘,3072805.616667,29.097711
2026-01-25,FM-精选推荐,231673.033333,19.882684
2026-01-26,FM-精选推荐,177964.35,19.297804
2026-01-26,大盘,2107971.45,24.796455
2026-01-26,视频推荐,1703058.666667,25.881171
2026-01-26,FM-金刚位,40034.3,19.009639
2026-01-26,FM-一键起播,186914.133333,9.080554
