Transaction_ID,Customer_Age,Gender,Annual_Income,Credit_Score,Purchase_Category,BNPL_Provider,Purchase_Amount,Repayment_Status
22ddfa42-1d12-4123-aaf5-a226acc7d4f3,53,Male,37065,568,Home & Furniture,Affirm,281,Defaulted
d6b5fab6-3bac-4c35-8710-aa2d03f732b5,31,Male,36128,567,Groceries,Sezzle,190,Paid On Time
f4e27af9-3ea1-4549-990e-ceeccaf2c843,48,Female,110250,523,Electronics,Affirm,1435,Paid On Time
79099521-aec5-4380-8c15-3a87f4d61140,32,Female,34060,842,Groceries,Sezzle,253,Late Payment
1f7548c1-89a7-46a6-92c6-7ca9841a151a,25,Female,33091,314,Travel,Sezzle,2343,Paid On Time
ba1c5fdd-7f79-42ab-a1bd-8dfa351f5503,31,Female,57498,475,Home & Furniture,Affirm,75,Paid On Time
bc64729b-e292-45c5-a242-737e0fbade31,40,Male,45918,678,Fashion,Klarna,128,Late Payment
784e9b14-7b1b-4fed-b37c-3ec2997e9bb0,57,Male,72311,606,Groceries,Klarna,275,Late Payment
4e786829-d6c4-43b0-aff8-48948bb49392,38,Female,60894,817,Travel,Affirm,373,Paid On Time
dd128faf-7575-45ca-9d26-60762d0da5fb,33,Female,91163,316,Beauty,Sezzle,148,Late Payment
78696ee0-e4a9-4b27-a6a0-4d04d5a981cb,62,Female,74670,583,Groceries,Sezzle,86,Paid On Time
65bea0f1-14aa-41c1-95f6-b6c9734d8269,35,Female,72024,509,Travel,Afterpay,1263,Late Payment
dd2a2588-9323-4901-9be2-0442b22df30e,64,Male,77729,521,Groceries,Affirm,165,Paid On Time
d32169bd-7374-4a2d-a7dc-06f2c5f84db8,41,Male,53052,794,Travel,Affirm,2204,Paid On Time
8643d959-ca90-4780-9a52-7769651419e3,43,Female,22901,813,Electronics,Sezzle,426,Paid On Time
06a9ffd2-ffb8-4e6b-9654-86215606404e,42,Male,114248,755,Home & Furniture,Affirm,116,Paid On Time
c2346703-ccbc-45cf-abd5-c5bc5c1de247,62,Female,79642,572,Electronics,Sezzle,997,Paid On Time
7a3960e8-24d8-42db-8409-95208f8f7051,58,Male,20138,759,Beauty,Klarna,200,Paid On Time
9baa1633-e30e-4ac0-8b68-892718fb0d3e,46,Male,44158,541,Electronics,Affirm,1403,Paid On Time
8b01291c-bbb3-4df7-b886-c8faf1e70544,32,Male,95133,762,Electronics,Sezzle,1557,Paid On Time
19db33de-ac05-4352-bae4-37dbe28c38a6,62,Female,81395,678,Beauty,Sezzle,118,Paid On Time
65dd3bde-f84c-4732-982e-f37a5532e9e8,18,Female,97674,804,Groceries,Afterpay,204,Paid On Time
433e5538-161e-48f4-b682-fb664ed16df8,42,Male,38126,550,Groceries,Sezzle,139,Paid On Time
7cb9324e-8c2a-4677-a77b-eddd1058403d,24,Female,117378,417,Travel,Klarna,401,Paid On Time
2b8cd30e-f375-4515-9040-be7714e3c2db,26,Female,117744,413,Groceries,Klarna,136,Paid On Time
effc6542-eccf-4557-a1a5-fc32daa5044f,41,Male,61715,400,Home & Furniture,Afterpay,63,Paid On Time
4d8d0b59-a3b9-4743-99cd-b10086c41447,18,Male,46654,757,Fashion,Affirm,100,Paid On Time
93bd4e4d-b64f-4aaa-b26c-33aa0452222b,61,Male,57596,440,Groceries,Sezzle,91,Late Payment
283b8c66-22df-46da-ba4c-325f6839b3b9,25,Male,111933,643,Home & Furniture,Klarna,230,Paid On Time
f250b7f1-6f1b-4574-b15e-2243b96bd629,41,Female,116700,679,Travel,Sezzle,1078,Paid On Time
70670caf-5f8d-4849-9d9e-7e63439cfc7a,28,Male,116708,365,Home & Furniture,Klarna,69,Paid On Time
bd544c6d-d10c-40d8-99e9-00aad3ea888f,34,Male,48252,803,Fashion,Sezzle,219,Paid On Time
52e2b7f6-0d18-4391-8842-f7c8f257cbbe,25,Male,48179,435,Electronics,Afterpay,955,Defaulted
c9d49108-d5bf-442e-a052-1d6b390206d9,52,Male,103400,465,Beauty,Afterpay,164,Paid On Time
3f30641d-0dd1-4b23-8962-99dd1b507a4a,52,Non-Binary,94996,401,Beauty,Affirm,206,Paid On Time
85ccaf74-bcf4-4eb5-b8fc-eb7603498374,50,Male,67972,677,Fashion,Sezzle,43,Paid On Time
79d4377d-eb5b-4987-b5a1-bfdf3c01a25d,22,Female,92822,500,Home & Furniture,Klarna,123,Paid On Time
eb9b8d5b-4c11-42fe-b1d2-8d5d73c1e918,59,Male,74315,544,Beauty,Affirm,135,Defaulted
4f60d044-4cd6-42da-861b-c72ee29414d8,56,Female,51249,763,Groceries,Affirm,227,Paid On Time
ca2b795e-1760-44c2-9787-d6a38e218353,58,Female,31472,663,Electronics,Klarna,687,Paid On Time
5ee5e9a8-b737-4b8c-9149-6d5b3a091894,45,Male,31856,661,Home & Furniture,Afterpay,46,Paid On Time
f14487f3-002f-4d27-8795-fde58364636c,24,Female,110553,495,Electronics,Afterpay,1067,Paid On Time
a1f59f76-1f14-4ca5-a531-53ba4dbaf947,26,Male,54556,471,Fashion,Klarna,160,Late Payment
7d70695d-d812-4494-9bd0-bae621fc97f0,25,Male,34149,740,Home & Furniture,Sezzle,234,Paid On Time
7ccbe2ac-3fe6-4b15-ad90-df20426442ac,29,Male,51413,627,Beauty,Klarna,29,Paid On Time
e1f8c875-4675-47cb-b739-9547c98f38dc,51,Male,35341,394,Fashion,Sezzle,185,Paid On Time
ac4799af-3b9d-45de-88b2-59ea952960fe,50,Male,25385,491,Groceries,Sezzle,212,Paid On Time
0bb59c7c-98f2-4363-a5e7-f492431a7944,40,Male,118651,391,Groceries,Klarna,95,Late Payment
415c8140-d23e-4c08-b8c9-e2bac91bfdab,41,Male,88196,303,Home & Furniture,Klarna,46,Paid On Time
49e0439f-6838-4f37-b5e4-f1f0c626d513,54,Female,29004,489,Fashion,Sezzle,23,Late Payment
1612819d-8752-4400-9bfe-ac6be37b56b1,52,Male,68310,469,Home & Furniture,Afterpay,215,Defaulted
f8f14bbd-ad6d-4753-a529-882d160e0145,61,Male,81376,623,Electronics,Affirm,254,Paid On Time
17b48b38-74fe-4430-922c-c6f5403f1271,57,Female,67400,537,Groceries,Affirm,220,Paid On Time
ede241a2-201b-442a-8ec6-ebfcbfaf7e1d,39,Male,95331,527,Beauty,Afterpay,161,Defaulted
9ca635fb-6df3-4c9a-bdd6-0f38a562bab2,44,Male,105732,456,Beauty,Afterpay,89,Paid On Time
291307ff-c58e-45bf-af8f-69744b5a9084,52,Male,38942,357,Fashion,Sezzle,287,Late Payment
acd01abb-ec2d-475f-a919-d5d9bec9b765,18,Female,46547,652,Travel,Sezzle,1903,Paid On Time
01c49df2-b038-4571-89c5-e5e255dcb08c,52,Male,80527,667,Electronics,Afterpay,1839,Paid On Time
4a0e2ffe-0fff-4083-8fa9-45e9fb9cc847,54,Female,107685,531,Electronics,Afterpay,664,Paid On Time
08518628-e462-4d8e-9d49-292ad684c93c,64,Male,92728,553,Home & Furniture,Afterpay,111,Paid On Time
93fa7934-55d4-43b2-833f-0e5a60c3536e,31,Male,72288,376,Travel,Afterpay,1882,Late Payment
3c6f2154-cca4-45f2-84a7-f44da4c5d0fa,20,Male,80131,347,Groceries,Afterpay,60,Paid On Time
1e907a5b-d87e-4c64-b17a-2ead1a631e87,18,Non-Binary,102173,461,Travel,Afterpay,1301,Defaulted
1bc2231b-914e-49c6-8ee2-42ee336be48d,22,Female,115465,616,Travel,Affirm,645,Paid On Time
a89818ff-9cc2-4ecb-9c47-fafa344f7f9d,43,Male,84770,762,Electronics,Afterpay,1282,Paid On Time
49494beb-2dca-43e2-a872-c1b96b8219d4,31,Male,22155,740,Home & Furniture,Affirm,298,Paid On Time
8623d34b-1e1b-4654-ac17-24234bf85982,56,Female,58695,815,Fashion,Affirm,267,Paid On Time
716683e1-2d40-477b-9ce3-2a78cdb69308,44,Male,28255,533,Fashion,Affirm,143,Late Payment
d67a9ed9-7ac8-4d8d-80b3-e41660be7bed,26,Female,44665,405,Beauty,Sezzle,135,Defaulted
e625183b-14ff-4e1f-8e24-803f4cc27f1e,32,Female,110107,499,Travel,Klarna,950,Paid On Time
7c6354b3-4803-47c2-9d17-464bbb8dfa69,32,Male,20545,436,Groceries,Afterpay,132,Late Payment
4b9a6bce-76cd-499f-9548-11f444377b44,43,Male,117997,673,Electronics,Affirm,1394,Late Payment
b15c70e6-f97e-4ebb-8aa2-223d0b0a89a9,59,Female,42295,606,Travel,Sezzle,1050,Paid On Time
5a74a7ed-1db0-48fc-b3be-c55bbb791bf8,30,Female,34845,426,Beauty,Afterpay,147,Defaulted
441256ec-19a3-4932-b261-6280bc93b599,49,Female,83141,420,Beauty,Afterpay,157,Paid On Time
3d6529e4-eb12-4652-abab-7837c1c974af,56,Male,74452,720,Home & Furniture,Klarna,28,Paid On Time
3c3a20d0-9848-430d-b01a-58502af1271e,49,Female,90071,325,Travel,Sezzle,1692,Paid On Time
7f408dc9-7730-4673-a712-944ea1d8a0e0,21,Male,80432,740,Groceries,Afterpay,115,Paid On Time
db64dd90-d79b-4977-bbae-c5b1d662c159,47,Male,49152,846,Groceries,Klarna,80,Paid On Time
bdee8845-cefd-40c4-b581-73cf694b50fa,54,Female,59147,704,Beauty,Afterpay,156,Paid On Time
9ef708e5-2e81-4331-95db-d0b36cc83282,40,Female,35595,590,Groceries,Sezzle,272,Paid On Time
d2294305-5a41-403e-b93f-4e8507d9c8c8,56,Male,98478,332,Travel,Afterpay,2970,Paid On Time
f58ebb04-6042-4049-962b-bbd5e5c77e89,62,Female,34690,445,Electronics,Klarna,1902,Paid On Time
132a8edd-8898-4492-b28b-e41a8860f770,32,Female,92717,662,Electronics,Klarna,1327,Paid On Time
657537d4-8e20-4e4f-a3ef-d3a4e71a3ada,60,Male,70876,378,Beauty,Sezzle,59,Paid On Time
7c96b442-0296-4b19-8127-4e1b4026d4fa,46,Female,73184,356,Travel,Klarna,868,Defaulted
b3c5d131-6adb-46ab-be6d-d7d0c50b01b9,53,Female,99205,455,Beauty,Klarna,219,Paid On Time
0e0679c6-0f20-473f-beb9-afd24d6cacc4,30,Female,57612,636,Electronics,Klarna,753,Paid On Time
258edc90-07b7-456b-a066-be38849c2558,49,Female,41156,583,Fashion,Sezzle,52,Paid On Time
6b40e6b4-dc60-4b4b-97f0-3241398646e8,24,Male,52331,350,Electronics,Klarna,207,Paid On Time
3898ba0f-de1d-4e47-8793-4b016baa8a9c,39,Female,76692,315,Electronics,Sezzle,590,Paid On Time
c80b8caf-7ebc-444e-9e7b-f644b9478d75,45,Male,78594,764,Beauty,Klarna,268,Paid On Time
e4e336c6-37b2-4450-b9b8-f1d4f6714048,19,Male,33855,535,Beauty,Klarna,262,Defaulted
b8606a97-ff24-49be-a65d-d7d96a8fe7a1,59,Female,60449,789,Beauty,Klarna,272,Paid On Time
5dbc299d-34a0-4c2e-8bfc-08519a8defb2,62,Female,108928,728,Travel,Affirm,1352,Paid On Time
ffcc3320-309e-4cc2-8941-a357e2060dbe,23,Male,59313,830,Fashion,Affirm,213,Paid On Time
f0c14232-61b3-4b83-8888-eae1b687922d,45,Male,57998,364,Beauty,Afterpay,265,Paid On Time
f0692374-53e1-461b-8493-9bdf83b6c450,45,Female,95001,356,Electronics,Sezzle,543,Paid On Time
e7c492f4-7536-4283-aee7-8ed584fc8310,61,Male,45743,727,Beauty,Sezzle,103,Paid On Time
812cf498-14d3-4c80-9430-11847fb0f4fd,61,Male,114553,569,Electronics,Klarna,720,Late Payment
306a16b0-5195-40dd-8f4e-f65336f480c3,37,Male,83748,624,Electronics,Klarna,849,Paid On Time
668e1d0f-f5db-4014-b3b1-f593052e6f12,47,Female,47791,450,Travel,Klarna,2321,Paid On Time
6b3ded0e-e970-4442-a9ce-0fd12d254abf,28,Male,28299,619,Beauty,Sezzle,81,Late Payment
3b9fa9df-b849-4d35-918d-6b744987cb1f,45,Female,58223,351,Travel,Klarna,2714,Paid On Time
b59476bb-169e-47af-8b60-845598bdb4d3,42,Female,97620,485,Beauty,Afterpay,156,Defaulted
5ba8e389-375f-4c96-92f9-3359c652a935,56,Female,107355,512,Beauty,Klarna,34,Paid On Time
ec96f0aa-124d-470b-97d8-f3f463a0fef9,50,Male,22255,720,Beauty,Affirm,292,Paid On Time
1a8444f9-7aa3-4e7f-891e-357ed77c9b5b,18,Male,77862,387,Groceries,Sezzle,21,Late Payment
0d85f09b-8dcc-466a-8ae2-e4843243325b,44,Male,69883,833,Fashion,Klarna,53,Paid On Time
d061206f-5b88-4d8a-aec5-e7b8b35fcad5,30,Male,50337,410,Fashion,Sezzle,263,Defaulted
957b6a59-11da-4326-91a0-cfd2788b46a6,58,Female,32146,718,Electronics,Klarna,610,Paid On Time
6e435a41-843c-40d5-bb1b-602f50994ca5,20,Male,87426,467,Electronics,Affirm,394,Defaulted
724b891b-6562-4b06-8c92-919d3682ddf5,56,Female,77374,689,Groceries,Affirm,218,Paid On Time
0ad1bde0-62e6-4367-9fb2-7275d51d4717,23,Female,62216,721,Fashion,Sezzle,109,Late Payment
46d5c33e-b409-464a-80ee-c99c771d7c7a,25,Male,63978,618,Travel,Afterpay,1446,Paid On Time
e7fa5a14-1d25-4894-8971-93fc2f41f021,44,Male,85596,508,Home & Furniture,Afterpay,159,Defaulted
053999c3-21bf-4a7d-a0a3-a14cdc06241a,26,Female,77437,527,Fashion,Sezzle,35,Paid On Time
03a97374-7957-49c8-bd0a-69a175d404b4,54,Female,81021,518,Fashion,Klarna,108,Paid On Time
6130cd8c-cdb3-4cf6-b114-ca963b64d4f0,50,Non-Binary,21824,656,Home & Furniture,Afterpay,266,Paid On Time
284c18e4-a505-462f-bba2-a3b27593be4f,59,Male,54955,381,Groceries,Klarna,150,Defaulted
5be5a6f4-767d-49ac-ba0e-819407141dd5,61,Female,71657,449,Beauty,Affirm,266,Defaulted
d35b906a-0aee-4795-82ff-62c695b16db2,41,Male,94934,781,Travel,Sezzle,2739,Paid On Time
4f1ccc67-096b-4c77-a2b2-a84bfa051774,32,Male,86539,472,Groceries,Sezzle,126,Late Payment
822efc11-951b-42e9-afaf-0d9ae4b27b24,49,Male,58637,322,Groceries,Sezzle,37,Paid On Time
81c490eb-5f19-46ca-9449-1fa8288a2c0b,49,Male,69450,792,Fashion,Sezzle,163,Paid On Time
7b5316f2-7e00-4524-b8ff-173639812dfa,41,Female,77961,505,Electronics,Afterpay,1020,Paid On Time
2564d33f-b756-4276-917a-07f38f661156,58,Male,53264,408,Beauty,Klarna,169,Paid On Time
fe5c6577-ac84-4975-af8e-ece528f4943a,29,Female,60416,844,Fashion,Klarna,68,Paid On Time
2eb95351-a496-4ace-af3f-1c8bcab704e1,56,Female,81029,798,Beauty,Afterpay,135,Paid On Time
8f1d4356-2fd6-44c6-83f3-a674e702e1a4,19,Female,85758,491,Electronics,Sezzle,1115,Paid On Time
1decaa3f-c3cb-427f-9f5a-3eccb5dfa008,20,Male,33572,826,Electronics,Affirm,602,Paid On Time
76464e46-c84a-42af-a336-de820728731f,54,Female,46580,746,Groceries,Afterpay,276,Paid On Time
cf78183a-0316-46b2-a95c-0ec3d1ccaba4,34,Male,116785,535,Beauty,Affirm,261,Late Payment
2c2708ae-c5e0-4417-b5ff-eec3ddb2ec56,19,Female,103075,745,Home & Furniture,Klarna,141,Defaulted
37bd67c5-d574-40b1-98ba-df91560448d4,19,Female,117332,840,Home & Furniture,Klarna,186,Paid On Time
e19f7a18-f51b-4f0a-a860-ed8f6fa35af0,45,Male,79027,322,Beauty,Klarna,188,Paid On Time
a3176b27-fad0-4a8c-acc9-3872358be75a,40,Male,84751,609,Beauty,Klarna,250,Late Payment
dc0ddf96-a45b-4c21-8f35-b96a1d2265c8,54,Female,50261,406,Beauty,Klarna,298,Paid On Time
c1c6cad2-cc37-4b0e-9177-392562a3c1bc,49,Female,118331,432,Home & Furniture,Afterpay,35,Paid On Time
bedeb09b-a484-4a77-a22f-3eb595870514,50,Male,34574,771,Fashion,Sezzle,281,Paid On Time
8737bc36-effb-48a1-a952-e0b045992f14,18,Female,28268,607,Beauty,Afterpay,286,Paid On Time
2580408b-05cb-4c41-ae1d-9a3b59de2716,36,Male,94641,441,Electronics,Afterpay,1490,Paid On Time
fa869dd1-3b39-4953-a804-696c409bb3c1,19,Female,53184,627,Fashion,Sezzle,213,Paid On Time
a9e073af-afe9-425a-86c8-541a7ccba6b4,61,Male,92484,495,Fashion,Afterpay,155,Paid On Time
286fef36-0619-456e-aff4-cedd19ff9ac8,43,Female,63235,348,Groceries,Afterpay,238,Defaulted
f76008ee-22d2-4478-b9c0-48e7952ce1a9,49,Female,97960,424,Electronics,Affirm,1832,Paid On Time
a94232c6-ce1e-4f6c-9d8c-10d5d85826c6,23,Female,36921,704,Home & Furniture,Klarna,53,Paid On Time
f9439faa-f9af-40de-b366-b260643c2af6,49,Female,96800,563,Fashion,Afterpay,251,Paid On Time
0fe25847-1f7f-45fe-a8cc-a12b1d35acd3,21,Male,83640,376,Groceries,Afterpay,278,Paid On Time
00c61df7-8d00-4b1d-95d0-e25bbd5388e3,28,Male,99959,680,Electronics,Sezzle,1477,Late Payment
1ed1a793-2256-4b86-b49a-e408b55bbf49,34,Male,40125,343,Travel,Affirm,2961,Paid On Time
1dd3e68b-45e6-4c0b-bc50-af98a3b7e5c3,55,Male,84041,643,Fashion,Sezzle,39,Paid On Time
7d2eeb45-4fed-45f7-930d-bb7458b40688,41,Male,34571,716,Travel,Sezzle,999,Paid On Time
7408a450-79b2-4dd0-b5e5-c1087a40b391,22,Female,69402,695,Travel,Affirm,2127,Late Payment
69d3391b-3e45-4d52-a584-e6c38c3a791b,51,Female,31662,730,Electronics,Sezzle,1733,Paid On Time
a1869958-c235-4059-b1e7-a600a633902d,23,Male,48378,786,Fashion,Sezzle,247,Paid On Time
df18e6d5-3fc0-4a50-b42c-f305ce0cf786,39,Male,67425,675,Home & Furniture,Sezzle,183,Paid On Time
f2803246-2856-43f2-ae89-3ebc665b3ceb,28,Male,106793,445,Home & Furniture,Klarna,62,Paid On Time
3d46b094-9ed0-45f1-9f06-82da627a713f,33,Female,107193,603,Groceries,Sezzle,99,Paid On Time
8007e671-3ec3-4500-9cbb-b4217bbeef0c,50,Female,46119,829,Fashion,Sezzle,53,Paid On Time
2436f39a-933a-4178-a67b-411e51704347,26,Male,87257,452,Beauty,Sezzle,92,Defaulted
55cf63b4-5ac6-4142-a08a-4499eeb31aab,23,Female,33376,388,Groceries,Sezzle,48,Late Payment
8cdcc211-0d67-4d32-ab84-5d5005a4b7b0,33,Male,48927,326,Fashion,Affirm,172,Paid On Time
0e445d23-2748-411e-a4b7-f7a9f273ced0,46,Male,48814,497,Fashion,Affirm,32,Paid On Time
ffd3fa63-00c7-4272-90c1-67a7eb2d998e,20,Male,114403,640,Fashion,Affirm,228,Paid On Time
078335f2-0951-4052-a129-acd820236d22,37,Female,71650,345,Travel,Klarna,2828,Paid On Time
baec40ab-bd31-4fc6-9052-2a738423331e,53,Male,100876,412,Fashion,Afterpay,37,Paid On Time
13032788-dc7b-4156-8067-55fc92cee3d3,36,Male,35913,459,Travel,Klarna,2762,Defaulted
ff8a351d-26b1-44d5-87b8-c3d977164ef1,43,Male,101025,457,Fashion,Sezzle,111,Late Payment
8e71ad56-a4dc-4f44-93cc-f1d5fdf8364c,20,Male,76722,426,Fashion,Afterpay,120,Paid On Time
32e71623-5f62-44a8-b597-6d2997b1c082,36,Female,81330,587,Electronics,Sezzle,1027,Paid On Time
f47f6c4e-ab20-4e36-b3fc-be3522d1fdc9,37,Male,36744,314,Beauty,Affirm,40,Paid On Time
