Timestamp,ID,Protocol,Direction,NumField,MessageType,Message,HexData,Empty,TimeIndex,TimeSeconds,MessageCategory
12:35:01,847942,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,46,45301,Other
12:35:01,847942,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,47,45301,Signaling
12:35:02,848044,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,48,45302,Other
12:35:02,848044,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,49,45302,Signaling
12:35:02,848146,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,50,45302,Other
12:35:02,848146,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,51,45302,Signaling
12:35:04,848248,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,52,45304,Other
12:35:04,848248,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,53,45304,Signaling
12:35:04,848350,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,54,45304,Other
12:35:04,848350,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,55,45304,Signaling
12:35:04,848452,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,56,45304,Other
12:35:04,848452,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,57,45304,Signaling
12:35:04,848554,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,58,45304,Other
12:35:04,848554,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,59,45304,Signaling
12:35:05,848656,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,60,45305,Other
12:35:05,848656,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,61,45305,Signaling
12:35:05,848758,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,62,45305,Other
12:35:05,848758,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,63,45305,Signaling
12:35:06,848860,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,64,45306,Other
12:35:06,848860,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,65,45306,Signaling
12:35:06,848962,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,66,45306,Other
12:35:06,848962,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,67,45306,Signaling
12:35:07,849064,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x25 0x06 0x21 0x00 0x05 0xF4 0x0B 0x92 0x7D 0x12 0x9B 0x33 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,68,45307,Other
12:35:07,849064,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,69,45307,Signaling
12:35:07,849166,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,70,45307,Other
12:35:07,849166,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,71,45307,Signaling
12:35:08,849268,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,72,45308,Other
12:35:08,849268,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,73,45308,Signaling
12:35:08,849370,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,74,45308,Other
12:35:08,849370,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,75,45308,Signaling
12:35:09,849472,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,76,45309,Other
12:35:09,849472,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,77,45309,Signaling
12:35:09,849574,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,78,45309,Other
12:35:09,849574,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,79,45309,Signaling
12:35:09,849676,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,80,45309,Other
12:35:09,849676,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,81,45309,Signaling
12:35:10,849778,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,82,45310,Other
12:35:10,849778,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,83,45310,Signaling
12:35:10,849880,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x25 0x06 0x21 0x00 0x05 0xF4 0x0B 0x92 0x7D 0x12 0x9B 0x33 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,84,45310,Other
12:35:10,849880,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,85,45310,Signaling
12:35:11,849982,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,86,45311,Other
12:35:11,849982,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,87,45311,Signaling
12:35:11,850084,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,88,45311,Other
12:35:11,850084,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,89,45311,Signaling
12:35:12,850186,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,90,45312,Other
12:35:12,850186,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,91,45312,Signaling
12:35:12,850288,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,92,45312,Other
12:35:12,850288,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,93,45312,Signaling
12:35:13,850390,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,94,45313,Other
12:35:13,850390,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,95,45313,Signaling
12:35:13,850492,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,96,45313,Other
12:35:13,850492,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,97,45313,Signaling
12:35:14,850594,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,98,45314,Other
12:35:14,850594,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,99,45314,Signaling
12:35:14,850696,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,100,45314,Other
12:35:14,850696,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,101,45314,Signaling
12:35:15,850798,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,102,45315,Other
12:35:15,850798,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,103,45315,Signaling
12:35:15,850900,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,104,45315,Other
12:35:15,850900,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,105,45315,Signaling
12:35:16,851002,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,106,45316,Other
12:35:16,851002,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,107,45316,Signaling
12:35:16,851104,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,108,45316,Other
12:35:16,851104,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,109,45316,Signaling
12:35:17,851206,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,110,45317,Other
12:35:17,851206,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,111,45317,Signaling
12:35:17,851308,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,112,45317,Other
12:35:17,851308,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,113,45317,Signaling
12:35:17,851410,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,114,45317,Other
12:35:17,851410,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,115,45317,Signaling
12:35:18,851512,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,116,45318,Other
12:35:18,851512,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,117,45318,Signaling
12:35:18,851549,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_2",  0x59 0x06 0x1A 0x9F 0xAB 0x50 0x24 0x40 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0xFF 0xA9 0xDF 0xFF, ,118,45318,Other
12:35:18,851549,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_2, , , ,119,45318,Other
12:35:18,851600,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_3",  0x49 0x06 0x1B 0x2B 0xDF 0x05 0xF5 0x61 0x00 0x68 0xD0 0x00 0x01 0x64 0x40 0x06 0xA9 0xDF 0xFF 0x3C 0x2B 0x2B 0x2B, ,120,45318,Other
12:35:18,851600,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_3, , , ,121,45318,Other
12:35:18,851614,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,122,45318,Other
12:35:18,851614,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,123,45318,Signaling
12:35:19,851651,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_4",  0x31 0x06 0x1C 0x05 0xF5 0x61 0x00 0x68 0x40 0x06 0xA9 0xDF 0xFF 0x01 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,124,45319,Other
