SHIPMENT_ID,CARRIER_ID,EMAIL_COUNT,UNIQUE_EMAIL_COUNT,PHONE_COUNT,UNIQUE_PHONE_COUNT,TOTAL_ROWS
73119,34064,5,2,5,4,5
73261,35821,1,1,1,1,1
72774,21116,1,1,1,1,1
72703,34064,1,1,1,1,1
72949,36229,1,1,1,1,1
73261,36217,1,1,1,1,1
72537,37870,1,1,1,1,1
72949,36695,0,0,1,1,1
73137,35822,3,1,3,2,3
72496,35915,1,1,1,1,1
73325,37998,2,1,2,1,2
72686,30048,1,1,0,0,1
73480,36429,1,1,1,1,1
73247,36457,1,1,1,1,1
73253,37177,0,0,1,1,1
73130,21116,2,1,2,1,2
72917,21384,1,1,1,1,1
72926,22077,1,1,1,1,1
72916,33763,1,1,1,1,1
73514,36276,3,1,3,2,3
73046,32782,1,1,1,1,1
73129,20750,1,1,1,1,1
73132,36026,2,1,2,1,2
72883,35778,1,1,1,1,1
72776,21637,1,1,1,1,1
73037,22089,1,1,0,0,1
73044,22421,1,1,1,1,1
72688,36458,1,1,1,1,1
72757,36090,1,1,1,1,1
73539,34495,1,1,1,1,1
73022,24694,1,1,1,1,1
73253,37065,1,1,0,0,1
73203,34064,1,1,1,1,1
72563,22197,1,1,0,0,1
72735,33906,1,1,1,1,1
73476,36688,1,1,1,1,1
72770,20952,1,1,1,1,1
73504,35862,1,1,1,1,1
72765,24694,1,1,1,1,1
73027,36452,1,1,1,1,1
73392,21384,1,1,1,1,1
73340,37636,1,1,1,1,1
72702,34064,1,1,1,1,1
72949,36503,0,0,1,1,1
72802,21384,1,1,1,1,1
72345,35778,1,1,1,1,1
72754,37789,1,1,1,1,1
72683,36807,1,1,1,1,1
73209,34901,1,1,1,1,1
72754,36934,3,1,3,1,3
72437,430,0,0,1,1,1
73247,37198,1,1,0,0,1
73203,20910,1,1,1,1,1
72777,21241,1,1,1,1,1
73261,34887,1,1,1,1,1
73131,26724,1,1,1,1,1
73139,32935,2,1,2,1,2
73389,22486,1,1,1,1,1
73332,34536,1,1,1,1,1
73224,35381,2,1,2,2,2
73539,21570,1,1,1,1,1
73261,22717,1,1,1,1,1
72596,35808,1,1,1,1,1
72864,36026,1,1,1,1,1
72345,35812,0,0,1,1,1
72949,21384,2,1,2,1,2
72493,20760,1,1,1,1,1
72505,35880,1,1,1,1,1
73148,37489,0,0,1,1,1
72721,23451,1,1,1,1,1
72597,23451,1,1,1,1,1
73389,37741,0,0,1,1,1
73179,21384,2,1,2,1,2
73328,21743,2,1,2,1,2
73487,25153,1,1,1,1,1
72864,21116,2,1,2,1,2
73346,36238,1,1,1,1,1
73250,35880,1,1,1,1,1
72702,36501,1,1,1,1,1
73016,37951,0,0,1,1,1
72926,27902,1,1,1,1,1
72510,22183,1,1,1,1,1
72686,35817,0,0,1,1,1
73389,28557,1,1,1,1,1
72720,33906,2,1,2,1,2
73019,20750,1,1,1,1,1
73022,36485,2,1,2,1,2
73039,37894,0,0,1,1,1
72949,36691,0,0,2,1,2
73137,22486,1,1,1,1,1
73583,20183,1,1,1,1,1
73546,37782,3,1,3,1,3
73118,30048,1,1,0,0,1
73537,34495,1,1,1,1,1
72745,36120,2,1,2,1,2
72596,33763,1,1,1,1,1
72935,35628,1,1,1,1,1
73325,38030,1,1,1,1,1
73275,33906,1,1,1,1,1
72714,36468,1,1,1,1,1
72306,28621,1,1,1,1,1
72535,33901,1,1,1,1,1
72878,36485,2,1,2,1,2
73247,33763,2,1,2,1,2
73581,21958,1,1,1,1,1
72754,22486,2,1,2,1,2
72762,37522,0,0,1,1,1
72721,26655,1,1,0,0,1
72738,21333,1,1,1,1,1
73019,34064,1,1,1,1,1
72496,35788,1,1,1,1,1
72769,34718,1,1,1,1,1
72493,23235,0,0,1,1,1
72758,34008,1,1,1,1,1
73017,36289,1,1,1,1,1
72065,22067,1,1,1,1,1
72345,21388,2,1,2,1,2
73261,21652,1,1,1,1,1
73119,34205,3,1,3,1,3
73027,20995,1,1,1,1,1
72554,36026,1,1,1,1,1
73021,34064,1,1,1,1,1
73247,37201,0,0,1,1,1
73015,37482,0,0,1,1,1
72878,36813,1,1,1,1,1
72538,37829,1,1,0,0,1
73019,20755,1,1,1,1,1
73275,37508,2,1,2,1,2
72554,21498,1,1,0,0,1
72949,20739,1,1,1,1,1
72710,21384,1,1,1,1,1
73375,21949,1,1,1,1,1
72736,21958,2,1,2,1,2
72585,22955,1,1,1,1,1
73261,30555,1,1,1,1,1
72539,22175,1,1,1,1,1
73476,37760,1,1,1,1,1
72949,23409,1,1,1,1,1
72822,37897,1,1,0,0,1
72712,22525,1,1,1,1,1
72391,30555,1,1,1,1,1
72777,34064,1,1,1,1,1
73432,33455,1,1,1,1,1
73021,36957,2,1,2,1,2
72721,35821,2,1,2,1,2
72779,36468,2,1,2,1,2
72683,24674,1,1,1,1,1
72761,21299,3,1,3,1,3
73538,34495,1,1,1,1,1
71970,21468,1,1,1,1,1
72892,36291,1,1,0,0,1
72065,23232,1,1,1,1,1
72773,22175,1,1,1,1,1
73176,36389,1,1,1,1,1
73538,38029,1,1,1,1,1
72617,21388,2,1,2,1,2
72688,36818,0,0,1,1,1
73027,36458,0,0,1,1,1
72535,21884,1,1,1,1,1
72761,21116,1,1,1,1,1
72773,37491,1,1,1,1,1
72535,35672,1,1,1,1,1
72496,21129,2,1,2,2,2
73209,33074,1,1,1,1,1
72917,36304,1,1,1,1,1
73325,33193,1,1,1,1,1
73275,36452,1,1,1,1,1
73039,37628,1,1,1,1,1
72535,34530,1,1,1,1,1
72949,35773,1,1,1,1,1
72494,36486,0,0,1,1,1
73392,26214,1,1,1,1,1
73325,34059,1,1,1,1,1
72780,36860,1,1,0,0,1
73022,35778,1,1,1,1,1
73360,34064,1,1,1,1,1
72949,35592,1,1,1,1,1
72746,36026,0,0,1,1,1
72491,24693,1,1,1,1,1
73392,22398,1,1,1,1,1
73285,30787,1,1,0,0,1
72693,35880,0,0,1,1,1
73325,24693,1,1,1,1,1
72924,37724,1,1,1,1,1
72924,36468,2,1,2,1,2
73261,33455,3,1,3,1,3
72688,21514,1,1,1,1,1
72455,21064,1,1,1,1,1
72949,35845,1,1,1,1,1
72683,21503,1,1,1,1,1
72822,34887,1,1,1,1,1
73514,23333,1,1,1,1,1
72391,20856,2,1,2,1,2
73332,24713,2,1,2,1,2
72348,35105,1,1,1,1,1
72491,36165,1,1,1,1,1
72949,27902,3,1,3,2,3
73037,23237,1,1,1,1,1
73037,36917,1,1,1,1,1
72720,35956,0,0,1,1,1
73275,35920,1,1,1,1,1
73139,34064,1,1,1,1,1
73139,22486,1,1,1,1,1
72754,33523,2,1,2,1,2
72836,21468,1,1,1,1,1
73478,37908,0,0,1,1,1
73515,37732,1,1,1,1,1
73325,37000,1,1,1,1,1
72391,35814,1,1,1,1,1
73511,21858,1,1,1,1,1
73130,20750,2,2,2,1,2
72743,36120,1,1,1,1,1
73032,33074,1,1,1,1,1
73044,35678,1,1,1,1,1
73253,21384,2,1,2,1,2
73016,35788,1,1,1,1,1
73261,24694,1,1,1,1,1
73261,21672,1,1,1,1,1
73389,21241,1,1,1,1,1
73275,22486,2,2,2,1,2
72493,35912,0,0,2,1,2
73021,33523,1,1,1,1,1
73343,430,1,1,0,0,1
72712,36485,3,1,3,1,3
72391,35728,1,1,1,1,1
73328,27482,1,1,1,1,1
73225,21064,2,1,2,1,2
73021,36026,2,1,2,1,2
73261,21019,1,1,1,1,1
72418,35828,0,0,1,1,1
72721,22486,1,1,1,1,1
72949,36461,1,1,1,1,1
72949,36688,1,1,0,0,1
73203,21116,3,1,3,1,3
73140,37793,1,1,2,1,2
72721,25153,1,1,1,1,1
71998,35592,0,0,1,1,1
72949,22269,1,1,1,1,1
73207,24694,1,1,1,1,1
72930,25023,1,1,0,0,1
72306,23232,1,1,1,1,1
73468,33160,1,1,1,1,1
72735,21064,1,1,1,1,1
73022,33523,1,1,1,1,1
72683,21198,1,1,1,1,1
72746,36090,0,0,1,1,1
72438,37004,0,0,1,1,1
73328,37596,1,1,1,1,1
73325,36507,3,1,3,1,3
73549,34064,1,1,1,1,1
73133,37821,1,1,1,1,1
73550,20755,1,1,1,1,1
72617,22486,1,1,1,1,1
72721,35816,1,1,1,1,1
72617,35812,1,1,1,1,1
72535,33763,1,1,1,1,1
73250,20856,1,1,1,1,1
73362,21333,1,1,1,1,1
73176,37000,1,1,1,1,1
73139,24694,1,1,1,1,1
73324,37445,0,0,1,1,1
73022,34064,1,1,1,1,1
72765,35820,1,1,1,1,1
72772,36132,1,1,0,0,1
73303,37782,0,0,1,1,1
73257,33763,1,1,1,1,1
73019,33074,2,1,2,1,2
72883,35820,1,1,1,1,1
72754,36202,1,1,1,1,1
72065,35997,3,1,3,1,3
72773,37593,0,0,1,1,1
72924,33763,1,1,1,1,1
73254,38013,1,1,1,1,1
72924,34530,2,1,2,1,2
73130,20755,1,1,1,1,1
72632,21384,2,1,2,1,2
73417,34530,1,1,1,1,1
73514,21936,2,1,2,1,2
72916,37419,1,1,1,1,1
73275,33188,2,2,1,1,2
72884,22426,1,1,1,1,1
73253,36217,1,1,1,1,1
73139,37145,2,1,2,1,2
72802,34530,1,1,1,1,1
73014,24674,1,1,1,1,1
73542,34495,1,1,1,1,1
72743,34064,3,1,3,1,3
72702,21241,1,1,1,1,1
73016,22077,1,1,1,1,1
72841,36120,1,1,1,1,1
72418,30048,1,1,0,0,1
72714,34151,1,1,1,1,1
73360,22486,1,1,1,1,1
72504,23333,1,1,1,1,1
73141,34773,1,1,1,1,1
72693,22288,1,1,1,1,1
72861,35593,1,1,1,1,1
73360,20755,1,1,1,1,1
72557,35912,1,1,1,1,1
72306,36171,1,1,0,0,1
72745,35778,1,1,1,1,1
72460,21714,1,1,1,1,1
72065,36151,1,1,1,1,1
73139,37615,1,1,1,1,1
72761,37845,0,0,1,1,1
73325,20750,1,1,1,1,1
73211,37426,1,1,1,1,1
73131,34205,3,1,3,1,3
72065,22717,1,1,1,1,1
73257,22077,1,1,1,1,1
72917,20882,1,1,1,1,1
73325,21632,1,1,1,1,1
73254,37419,1,1,1,1,1
73014,36979,1,1,1,1,1
73014,36165,1,1,1,1,1
72924,37415,1,1,0,0,1
72822,21468,2,2,2,1,2
72721,21384,1,1,1,1,1
73140,36304,1,1,1,1,1
73140,34746,1,1,1,1,1
73549,21116,1,1,1,1,1
73130,37972,1,1,2,1,2
72723,21413,1,1,1,1,1
73389,37606,2,1,2,1,2
73148,20856,1,1,1,1,1
73468,37759,1,1,0,0,1
73261,21384,3,1,3,1,3
73261,37363,1,1,0,0,1
73247,37041,2,1,2,1,2
73545,34495,1,1,1,1,1
72711,36926,1,1,1,1,1
73253,35774,1,1,1,1,1
72563,36497,2,1,2,1,2
72631,36223,0,0,1,1,1
72491,37325,1,1,1,1,1
72391,24674,1,1,1,1,1
73511,37917,1,1,2,1,2
72631,21222,1,1,1,1,1
72688,33904,1,1,1,1,1
72883,36507,1,1,1,1,1
73191,28621,1,1,1,1,1
73344,28357,1,1,0,0,1
72348,24674,1,1,1,1,1
72754,36026,2,1,2,1,2
73389,37532,1,1,1,1,1
73366,430,1,1,0,0,1
72437,20752,1,1,1,1,1
73275,20882,2,1,2,1,2
72727,35011,1,1,1,1,1
72496,21328,1,1,1,1,1
73487,37915,1,1,1,1,1
72949,20882,1,1,1,1,1
73247,37196,2,1,0,0,2
73468,20731,1,1,1,1,1
72505,35845,0,0,1,1,1
73119,37000,1,1,1,1,1
72883,34064,2,1,2,2,2
72348,33608,1,1,1,1,1
73179,37136,1,1,0,0,1
72822,21465,1,1,1,1,1
72916,22233,1,1,1,1,1
73129,34205,1,1,1,1,1
73362,22426,1,1,1,1,1
73332,35819,1,1,1,1,1
73130,37145,2,1,2,1,2
72876,33395,1,1,1,1,1
73018,24694,1,1,1,1,1
71970,21637,1,1,1,1,1
73014,35788,1,1,1,1,1
72306,21617,1,1,1,1,1
72926,36832,1,1,1,1,1
72926,36326,1,1,1,1,1
73247,37177,0,0,2,1,2
73328,34064,3,1,3,2,3
73285,36110,1,1,1,1,1
71998,37854,0,0,2,1,2
72538,36251,1,1,1,1,1
73550,21388,1,1,1,1,1
72765,34064,1,1,1,1,1
73341,33704,1,1,1,1,1
72924,37555,1,1,1,1,1
73325,30048,1,1,0,0,1
72909,34151,1,1,1,1,1
72735,20912,1,1,1,1,1
72754,33074,3,1,3,1,3
73375,37861,2,1,2,1,2
72779,21064,1,1,1,1,1
72535,31227,1,1,1,1,1
72493,21129,1,1,1,1,1
73250,21198,1,1,1,1,1
72509,21384,1,1,1,1,1
72563,24694,1,1,1,1,1
72757,36471,1,1,1,1,1
73328,37812,1,1,1,1,1
73349,22557,1,1,1,1,1
73332,33704,1,1,1,1,1
73325,20755,2,2,2,1,2
72757,34064,2,1,2,2,2
73019,36026,2,1,2,1,2
72884,23398,1,1,0,0,1
73207,21707,1,1,1,1,1
72930,36468,1,1,1,1,1
72538,37799,1,1,1,1,1
73332,21672,2,1,2,1,2
73214,24694,1,1,1,1,1
72769,20756,1,1,1,1,1
72931,20860,1,1,1,1,1
73375,37854,1,1,1,1,1
72065,22197,2,1,2,1,2
73261,37325,2,1,0,0,2
73275,22557,1,1,1,1,1
73332,26214,1,1,1,1,1
73324,35593,1,1,0,0,1
72557,34530,1,1,1,1,1
72348,21958,1,1,1,1,1
72593,35886,0,0,1,1,1
72413,36501,1,1,1,1,1
73480,37803,0,0,1,1,1
72949,35880,1,1,1,1,1
72554,24204,1,1,1,1,1
72694,22211,1,1,1,1,1
72504,36165,1,1,1,1,1
73203,36974,2,1,2,1,2
73203,37632,1,1,1,1,1
73254,36468,1,1,1,1,1
73228,21514,1,1,1,1,1
73247,37122,1,1,0,0,1
72065,36110,1,1,1,1,1
73018,35778,1,1,1,1,1
72924,36303,1,1,1,1,1
72726,36465,1,1,1,1,1
72693,35872,0,0,2,1,2
73119,30048,1,1,0,0,1
73037,21222,1,1,1,1,1
73328,23401,1,1,1,1,1
73285,22486,1,1,1,1,1
73537,26368,1,1,1,1,1
73544,34495,1,1,1,1,1
72721,21392,1,1,1,1,1
73323,37547,1,1,1,1,1
72714,36412,1,1,0,0,1
73328,21714,1,1,1,1,1
72592,22089,1,1,0,0,1
73253,37000,1,1,1,1,1
72924,21129,1,1,1,1,1
72949,20755,1,1,1,1,1
72348,30021,1,1,1,1,1
72644,36206,1,1,1,1,1
73323,20867,1,1,1,1,1
73309,37000,2,1,2,1,2
72930,34530,2,1,2,1,2
73275,33041,2,1,2,2,2
73275,35872,2,1,2,1,2
72496,21333,1,1,1,1,1
72496,22240,1,1,1,1,1
73389,36110,1,1,1,1,1
72494,20952,1,1,1,1,1
72592,34327,1,1,1,1,1
73203,34137,1,1,1,1,1
73502,21858,1,1,1,1,1
73581,32056,1,1,1,1,1
73550,38032,0,0,1,1,1
72723,35773,0,0,2,1,2
73048,37790,1,1,1,1,1
73275,22304,2,2,2,1,2
72493,22240,1,1,1,1,1
72776,36041,1,1,1,1,1
73140,33509,1,1,0,0,1
73285,37612,0,0,1,1,1
72949,30787,1,1,0,0,1
73392,20856,1,1,1,1,1
73191,37595,0,0,1,1,1
73332,37760,1,1,1,1,1
72864,33074,1,1,1,1,1
73581,20756,1,1,1,1,1
73514,34064,1,1,1,1,1
73360,21116,1,1,1,1,1
72683,34064,3,1,3,2,3
72557,35938,1,1,1,1,1
72494,36485,2,1,2,1,2
73176,21384,2,1,2,1,2
73325,21402,1,1,1,1,1
72916,37418,1,1,1,1,1
73261,36693,1,1,1,1,1
73275,35773,1,1,1,1,1
72916,35672,1,1,1,1,1
72757,33074,1,1,1,1,1
73018,37812,1,1,1,1,1
72761,36501,1,1,1,1,1
73544,37782,3,1,3,1,3
73130,22426,1,1,1,1,1
73261,27902,1,1,1,1,1
73247,37112,0,0,1,1,1
73022,20755,1,1,1,1,1
73360,37500,1,1,1,1,1
72065,21129,1,1,1,1,1
72884,35808,1,1,1,1,1
72496,34530,1,1,1,1,1
73230,35788,1,1,1,1,1
73225,20910,1,1,1,1,1
73515,33041,1,1,1,1,1
73118,34205,3,1,3,1,3
72949,35105,1,1,1,1,1
72801,33074,1,1,1,1,1
73203,32558,1,1,0,0,1
73139,37628,1,1,1,1,1
72754,34008,1,1,1,1,1
73026,35788,1,1,1,1,1
