date,open,high,low,close,volume,dividends,stock_splits,price_range,price_change,price_change_pct,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,volatility_5d,volatility_10d,volatility_20d,volatility_50d,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,volume_sma_20,volume_ratio,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,return_252d,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_5,volume_lag_5,close_lag_10,volume_lag_10,target_return_1d,target_direction,year,month,day,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end
1980-12-29,0.12320071458816528,0.12362847112859167,0.12320071458816528,0.12320071458816528,93161600,0.0,0.0,0.00042775654042638556,0.0,0.014083277050635834,0.11259181648492814,0.11392979747412377,0.10189736187458039,0.1073267519333208,,0.10279295303990546,,0.09999805746547394,,0.09914892802597824,,0.09875563290726361,0.009581732856524094,0.01322938777839175,,,,0.004189699843430178,0.0010047405323556668,0.003184959311074511,,,,,,,0.014083277050635834,0.2743345099959811,0.2521735074188902,,,,,0.1214897409081459,55574400.0,0.11122282594442368,48003200.0,0.10566206276416779,46950400.0,0.0966784730553627,48630400.0,0.09838949143886566,469033600.0,-0.024304233501776795,0,1980,12,29,0,4,0,0,0,0
1980-12-30,0.12063416067815802,0.12063416067815802,0.12020641565322875,0.12020641565322876,68880000,0.0,0.0,0.00042774502492927413,-0.00042774502492926025,-0.024304233501776795,0.11635635197162628,0.11602200353382544,0.10459236055612564,0.10966850897330406,,0.10445137805069817,,0.10079054210028784,,0.09956590797899312,,0.09896907353160159,0.0075620910315431665,0.01399633228348352,,,,0.005021674356807004,0.0018081272972459345,0.00321354705956107,,,,,,,-0.024304233501776795,0.18565775699348053,0.28898797810854737,,,,,0.12320071458816528,93161600.0,0.1214897409081459,55574400.0,0.11122282594442368,48003200.0,0.101383738219738,37363200.0,0.09325642883777618,175884800.0,-0.02846763248805373,0,1980,12,30,1,4,0,0,0,0
1980-12-31,0.11721218017194716,0.11721218017194716,0.11678442358970642,0.11678442358970642,35750400,0.0,0.0,0.0004277565822407431,-0.0004277565822407431,-0.02846763248805373,0.11858082413673401,0.11627614355245244,0.10762963891029358,0.11096231163083176,,0.10562595381631801,,0.10141775313908857,,0.09990686868415576,,0.09914634069635886,0.004738536817102133,0.012862231797533716,,,,0.005343299758438835,0.002515161789484515,0.0028281379689543205,,,,,,,-0.02846763248805373,0.10526352159490937,0.3514894929062611,,,,,0.12020641565322876,68880000.0,0.12320071458816528,93161600.0,0.1214897409081459,55574400.0,0.10566206276416779,46950400.0,0.08641164004802704,105728000.0,0.010988584035001914,1,1980,12,31,2,4,0,1,0,1
1981-01-02,0.11806771904230118,0.11892323247581674,0.11806771904230118,0.11806771904230118,21660800,0.0,0.0,0.000855513433515559,0.0,0.010988584035001914,0.11994980275630951,0.11687333538240202,0.11058137491345406,0.11225420388746254,,0.10681088383784022,,0.10207069297843026,,0.10026648948332695,,0.09933461311771152,0.0025771860528368035,0.011287850904366601,,,67.42468834474872,0.005636764314244105,0.0031394822944364334,0.002497282019807672,,,,,,,0.010988584035001914,0.06154216133024515,0.33333981207280283,,,,,0.11678442358970642,35750400.0,0.12020641565322876,68880000.0,0.12320071458816528,93161600.0,0.11122282594442368,48003200.0,0.08855035901069641,86441600.0,-0.021737979467249535,0,1981,1,2,4,1,0,0,0,0
1981-01-05,0.1159289105497281,0.1159289105497281,0.11550116539001465,0.11550116539001465,35728000,0.0,0.0,0.00042774515971345795,-0.00042774515971345795,-0.021737979467249535,0.11875208765268326,0.11641594538493957,0.11301972791552543,0.1128445605242902,,0.10763852969995208,,0.10259737817104142,,0.10056816623395443,,0.09949547433435135,0.003033723346062869,0.009022513384839104,,,64.493295961624,0.005597710733974734,0.0036311279823440937,0.0019665827516306402,,,,,,,-0.021737979467249535,-0.04929284953088353,0.2676049474054838,,,,,0.11806771904230118,21660800.0,0.11678442358970642,35750400.0,0.12020641565322876,68880000.0,0.1214897409081459,55574400.0,0.09111763536930084,73449600.0,-0.04444771564278449,0,1981,1,5,0,1,0,0,0,0
1981-01-06,0.1107951592439004,0.1107951592439004,0.11036740243434906,0.11036740243434906,45158400,0.0,0.0,0.000427756809551344,-0.000427756809551344,-0.04444771564278449,0.11618542522192002,0.1143997644014094,0.11438862085342408,0.1123941681443009,,0.10789842234132321,,0.10290208500489662,,0.10076221051515036,,0.09960365272340607,0.0036874040256590405,0.007101731176390298,,,64.49253083722624,0.0050937906762294205,0.003923660521121159,0.0011701301551082614,,,,,,,-0.04444771564278449,-0.1041658905690227,0.14159232087941054,,,,,0.11550116539001465,35728000.0,0.11806771904230118,21660800.0,0.11678442358970642,35750400.0,0.12320071458816528,93161600.0,0.0966784730553627,48630400.0,-0.042633418621772834,0,1981,1,6,1,1,0,0,0,0
1981-01-07,0.10608981937521215,0.10608981937521215,0.10566206276416779,0.10566206276416779,55686400,0.0,0.0,0.00042775661104436924,-0.00042775661104436924,-0.042633418621772834,0.11327655464410782,0.11148719718899554,0.11481645330786705,0.11117014898427668,,0.10768543571492746,,0.10301031942682883,,0.10085923729235863,,0.09966393541037884,0.005163645683285001,0.006316703684974145,,,66.91770254049578,0.00426557788605858,0.003992043994108643,0.00027353389194993694,,,,,,,-0.042633418621772834,-0.12099481387930655,0.04219931736149829,,,,,0.11036740243434906,45158400.0,0.11550116539001465,35728000.0,0.11806771904230118,21660800.0,0.12020641565322876,68880000.0,0.101383738219738,37363200.0,-0.020241477022324927,0,1981,1,7,2,1,0,0,0,0
1981-01-08,0.1039510517531537,0.1039510517531537,0.10352330654859543,0.10352330654859543,39827200,0.0,0.0,0.00042774520455826637,-0.00042774520455826637,-0.020241477022324927,0.11062433123588562,0.10883256697552884,0.11460257768630981,0.10977981399597099,,0.10728904246099108,,0.1030304365688589,,0.10091199113901679,,0.09970233711324666,0.006210921948622916,0.0066864837020398854,,,63.158552956294805,0.00339746961575306,0.003873129118437527,-0.0004756595026844672,,,,,,,-0.020241477022324927,-0.11355210424037965,-0.020241477022324927,,,,,0.10566206276416779,55686400.0,0.11036740243434906,45158400.0,0.11550116539001465,35728000.0,0.11678442358970642,35750400.0,0.10566206276416779,46950400.0,0.05371522864570366,1,1981,1,8,3,1,0,0,0,0
1981-01-09,0.10908408463001251,0.10951184120899385,0.10908408463001251,0.10908408463001251,21504000,0.0,0.0,0.00042775657898133645,0.0,0.05371522864570366,0.10882760435342789,0.10891640619369009,0.1143887035548687,0.1096533177476149,,0.10745999885804074,,0.10326783453204139,,0.10107381477250185,,0.09979568783480652,0.004613279904986797,0.006839064271711667,,,65.00007713350017,0.003122205038780551,0.0037229443025061323,-0.0006007392637255812,,,,,,,0.05371522864570366,-0.07608882838729203,-0.019229338009086883,,,,,0.10352330654859543,39827200.0,0.10566206276416779,55686400.0,0.11036740243434906,45158400.0,0.11806771904230118,21660800.0,0.11122282594442368,48003200.0,-0.007842692359233516,0,1981,1,9,4,1,0,0,0,0
1981-01-12,0.10908407335955723,0.10908407335955723,0.10822857171297073,0.10822857171297073,23699200,0.0,0.0,0.0008555016465865012,-0.0008555016465865012,-0.007842692359233516,0.1073730856180191,0.10868712803345032,0.11306258663535118,0.10939427301404323,0.1062394130975008,0.10753319627279596,,0.10346237324501902,,0.10121549312775867,,0.09987959712712656,0.002755617234125064,0.006590328207878635,0.01122513327361499,,60.46535773972879,0.0028027151798069583,0.0035388984779662976,-0.0007361832981593393,0.1062394130975008,0.12868967964473077,0.08378914655027082,0.42263536464807705,79405760.0,0.2984569381364778,-0.007842692359233516,-0.06296554370240703,-0.10915464216193749,,,,,0.10908408463001251,21504000.0,0.10352330654859543,39827200.0,0.10566206276416779,55686400.0,0.11550116539001465,35728000.0,0.1214897409081459,55574400.0,-0.03557064125473208,0,1981,1,12,0,1,0,0,0,0
1981-01-13,0.10480656865749678,0.10480656865749678,0.10437881201505661,0.10437881201505661,23049600,0.0,0.0,0.00042775664244017186,-0.00042775664244017186,-0.03557064125473208,0.10617536753416061,0.10725102269398576,0.11118039637804031,0.10848237101422747,0.10653887912631035,0.10723277872443983,,0.10349831202031462,,0.10127813310572496,,0.09992436543446914,0.002408360621608692,0.006037767565815553,0.011083690463424205,,52.75652287205227,0.002213359500380846,0.0032737906824492078,-0.0010604311820683618,0.10653887912631035,0.12870626005315877,0.08437149819946194,0.4161369278264551,57106560.0,0.40362438220757824,-0.03557064125473208,-0.054260499814288043,-0.15277429709743517,0.060873579978939274,,,,0.10822857171297073,23699200.0,0.10908408463001251,21504000.0,0.10352330654859543,39827200.0,0.11036740243434906,45158400.0,0.12320071458816528,93161600.0,0.004097723207138193,1,1981,1,13,1,1,0,0,0,0
1981-01-14,0.10480652749538422,0.1052342839698257,0.10480652749538422,0.10480652749538422,14291200,0.0,0.0,0.00042775647444148746,0.0,0.004097723207138193,0.1060042604804039,0.10643619096111859,0.10964040756225586,0.10781403582898325,0.10711638405919074,0.10700170717881548,,0.10354961458796441,,0.1013480023015598,,0.09997294416144344,0.0024831762261514527,0.005411235838092751,0.01064751764755963,,49.15253962092038,0.0017605098810232062,0.0029711345221640076,-0.0012106246411408015,0.10711638405919074,0.12841141935431,0.08582134876407149,0.3976055667329466,49026880.0,0.2914972358020743,0.004097723207138193,-0.008096901067444429,-0.12811203190909637,0.1238531091266637,,,,0.10437881201505661,23049600.0,0.10822857171297073,23699200.0,0.10908408463001251,21504000.0,0.10566206276416779,55686400.0,0.12020641565322876,68880000.0,0.020407063563569805,1,1981,1,14,2,1,0,0,0,0
1981-01-15,0.10694532096385956,0.10780082266989993,0.10694532096385956,0.10694532096385956,14067200,0.0,0.0,0.0008555017060403736,0.0,0.020407063563569805,0.10668866336345673,0.10660590096203225,0.10865649729967117,0.10765608767168802,0.10814306810498238,0.10699633706310539,,0.10368277954388187,,0.10145884029487266,,0.10004232104504956,0.0020647689078082,0.004831367328698347,0.009470964616197083,,45.45472826476781,0.001556266383216584,0.002688160894374523,-0.001131894511157939,0.10814306810498238,0.12708499733737655,0.08920113887258821,0.35031240678331516,44443840.0,0.31651630462174285,0.020407063563569805,0.033055497639633336,-0.08425012791443964,0.23762633025388746,,,,0.10480652749538422,14291200.0,0.10437881201505661,23049600.0,0.10822857171297073,23699200.0,0.10352330654859543,39827200.0,0.11678442358970642,35750400.0,-0.00799939640341707,0,1981,1,15,3,1,0,0,0,0
1981-01-16,0.1065175795734288,0.1065175795734288,0.10608982294797897,0.10608982294797897,13395200,0.0,0.0,0.0004277566254498322,-0.0004277566254498322,-0.00799939640341707,0.10608981102705002,0.10643387495734782,0.10745870769023895,0.10737131226737728,0.1090200413018465,0.10691000238547431,,0.10377717340286607,,0.10155054292166685,,0.10010249519333743,0.0015716654196622803,0.0035551014274852505,0.008301059446413635,,29.54479508792126,0.0013102664633466293,0.002412582008168944,-0.0011023155448223148,0.1090200413018465,0.12562216019467376,0.09241792240901923,0.3045700349142331,40791520.0,0.3283819774306032,-0.00799939640341707,-0.02744911590164012,-0.10144937321970937,0.1980733238491319,,,,0.10694532096385956,14067200.0,0.10480652749538422,14291200.0,0.10437881201505661,23049600.0,0.10908408463001251,21504000.0,0.11806771904230118,21660800.0,0.06048000809037912,1,1981,1,16,4,1,0,0,0,0
1981-01-19,0.11250613629817963,0.11293389296035904,0.11250613629817963,0.11250613629817963,41574400,0.0,0.0,0.0004277566621794099,0.0,0.06048000809037912,0.1069453239440918,0.10845796207095842,0.10715920478105545,0.10830491663661407,0.11008946634829045,0.10744296752001768,,0.10411948567327053,,0.10176748536476611,,0.10022591450781347,0.0032716948865465193,0.002860596387135842,0.007174617144656385,,37.37309334327017,0.001614442332258298,0.002252954072986815,-0.0006385117407285172,0.11008946634829045,0.12443870063760322,0.09574023205897768,0.26068314735791426,39197760.0,1.0606320361163495,0.06048000809037912,0.03952343191364727,-0.02593072616818759,0.23473503062487233,,,,0.10608982294797897,13395200.0,0.10694532096385956,14067200.0,0.10480652749538422,14291200.0,0.10822857171297073,23699200.0,0.11550116539001465,35728000.0,-0.030416577982000148,0,1981,1,19,0,1,0,0,0,0
1981-01-20,0.10951184120899385,0.10951184120899385,0.10908408463001251,0.10908408463001251,30083200,0.0,0.0,0.00042775657898133645,-0.00042775657898133645,-0.030416577982000148,0.10788637846708297,0.10866666959064314,0.10703087300062179,0.10844658354450469,0.11070974692702293,0.10759926438763623,,0.10431417582843688,,0.10191236851853337,,0.10031405550405426,0.003015598839209548,0.002726313037428659,0.006454246189606664,,36.99936983066943,0.0015613743775944877,0.00211463813390835,-0.0005532637563138623,0.11070974692702293,0.12361823930623625,0.09780125454780961,0.2331952287402892,38270400.0,0.7860696517412935,-0.030416577982000148,0.04507880980938128,-0.011627688756197019,0.12831824068576014,,,,0.11250613629817963,41574400.0,0.10608982294797897,13395200.0,0.10694532096385956,14067200.0,0.10437881201505661,23049600.0,0.11036740243434906,45158400.0,0.01960635524114518,1,1981,1,20,1,1,0,0,0,0
1981-01-21,0.11122282594442368,0.11207832744743482,0.11122282594442368,0.11122282594442368,15904000,0.0,0.0,0.0008555015030111413,0.0,0.01960635524114518,0.10916963815689087,0.10951872170857,0.10758694931864739,0.10895135488994451,0.11120170131325721,0.10794436548828265,,0.10458510328396578,,0.10209673401211536,,0.10042260048356043,0.0027289177360227427,0.002972123526433589,0.006069496697039224,,43.29812882884226,0.0016726153227813317,0.0020262335716829463,-0.0003536182489016146,0.11120170131325721,0.12334069470733566,0.09906270791917876,0.21832387905438042,37197440.0,0.42755630495001806,0.01960635524114518,0.06122040871282608,0.052627812052725265,0.09704798715707774,,,,0.10908408463001251,30083200.0,0.11250613629817963,41574400.0,0.10608982294797897,13395200.0,0.10480652749538422,14291200.0,0.10566206276416779,55686400.0,0.011538192298739203,1,1981,1,21,2,1,0,0,0,0
1981-01-22,0.11250613629817963,0.11336164962253846,0.11250613629817963,0.11250613629817963,35548800,0.0,0.0,0.0008555133243588336,0.0,0.011538192298739203,0.11028180122375489,0.11051452657177321,0.10848523229360581,0.10959767878235088,0.11154390498995781,0.10837881985112999,,0.10489573202962123,,0.10230286079005722,,0.10054283467077058,0.0027289222907149967,0.002964938621313784,0.005932111105537632,,43.29814919194028,0.0018430811020987703,0.001989603077766111,-0.0001465219756673409,0.11154390498995781,0.12340812720103307,0.09967968277888255,0.2127273957665977,36627360.0,0.9705531602605265,0.011538192298739203,0.05199680812776508,0.08677108613573425,0.06477323416719072,,,,0.11122282594442368,15904000.0,0.10908408463001251,30083200.0,0.11250613629817963,41574400.0,0.10694532096385956,14067200.0,0.10352330654859543,39827200.0,-0.0038022378071772556,0,1981,1,22,3,1,0,0,0,0
1981-01-23,0.1125061178050745,0.11293387439694176,0.11207836121320724,0.11207836121320724,11222400,0.0,0.0,0.0008555131837345159,-0.000427756591867251,-0.0038022378071772556,0.11147950887680054,0.11103580478558457,0.10878465995192528,0.11004871195159749,0.11158668175339699,0.10873115712370877,,0.10517740376231087,,0.10249643505586217,,0.10065761602940179,0.0014379234415771204,0.003175831148251016,0.005932758548369151,,45.65127463570274,0.0019215086306591106,0.0019759841883447114,-5.4475557685600834e-05,0.11158668175339699,0.1234521988501353,0.09972116465665869,0.212669055308244,34788320.0,0.3225910305527832,-0.0038022378071772556,0.05644781090986206,0.027449252504163413,0.007692083540577155,,,,0.11250613629817963,35548800.0,0.11122282594442368,15904000.0,0.10908408463001251,30083200.0,0.10608982294797897,13395200.0,0.10908408463001251,21504000.0,-0.01526573693920652,0,1981,1,23,4,1,0,0,0,0
1981-01-26,0.1107951592439004,0.1107951592439004,0.11036740243434906,0.11036740243434906,24640000,0.0,0.0,0.000427756809551344,-0.000427756809551344,-0.01526573693920652,0.11105176210403442,0.11081300400183941,0.10899854302406312,0.11010665567573413,0.11103056482970715,0.10888699001043642,,0.10538093312199864,,0.10265229579603022,,0.10075423081950079,0.0013728142321799623,0.0032060968185718105,0.005457903957857879,,50.0,0.001824570425597652,0.0019457014357952996,-0.00012113101019764765,0.11103056482970715,0.1219463727454229,0.1001147569139914,0.1966270807044501,33241600.0,0.7412398921832885,-0.01526573693920652,-0.01900993078423907,0.01976216342437409,-0.09154961061449662,,,,0.11207836121320724,11222400.0,0.11250613629817963,35548800.0,0.11122282594442368,15904000.0,0.11250613629817963,41574400.0,0.10822857171297073,23699200.0,-0.007751567480545507,0,1981,1,26,0,1,0,0,0,0
1981-01-27,0.11036738412088157,0.11036738412088157,0.10951188206672668,0.10951188206672668,23699200,0.0,0.0,0.000855502054154883,-0.000855502054154883,-0.007751567480545507,0.11113732159137726,0.11037929669013517,0.10951185002923011,0.10999851501955096,0.11034612320363521,0.10894650353960691,,0.10554293111983111,,0.10278812918752915,,0.1008413716279309,0.0012248825885015728,0.002764824142531347,0.004649902330904595,,56.000064098038415,0.0016595822250628223,0.0018884775936488041,-0.00022889536858598184,0.11034612320363521,0.1196459278654444,0.10104631854182602,0.1685569803779534,29768480.0,0.796117235411415,-0.007751567480545507,0.003921721836555259,0.049177318198732056,-0.1111100091196513,,,,0.11036740243434906,24640000.0,0.11207836121320724,11222400.0,0.11250613629817963,35548800.0,0.10908408463001251,30083200.0,0.10437881201505661,23049600.0,-0.03124829063445933,0,1981,1,27,1,1,0,0,0,0
1981-01-28,0.1065175795734288,0.1065175795734288,0.10608982294797897,0.10608982294797897,28156800,0.0,0.0,0.0004277566254498322,-0.0004277566254498322,-0.03124829063445933,0.11011072099208832,0.10894947210941644,0.1096401795744896,0.10928784373381059,0.10964029356837272,0.10867443872135664,,0.10556437785818985,,0.1028535092619935,,0.1008935950241503,0.002559381616273395,0.002543047107693859,0.0041150369778128765,,53.84614525743466,0.0012384205744295912,0.0017584661898049617,-0.0005200456153753705,0.10964029356837272,0.11787036752399847,0.10141021961274697,0.1501286377073297,27732320.0,1.0153063285004644,-0.03124829063445933,-0.04615062558300387,0.01224442296927819,-0.11743626684596686,,,,0.10951188206672668,23699200.0,0.11036740243434906,24640000.0,0.11207836121320724,11222400.0,0.11122282594442368,15904000.0,0.10480652749538422,14291200.0,-0.03628801890002442,0,1981,1,28,2,1,0,0,0,0
1981-01-29,0.10266779006182411,0.10266779006182411,0.10224003344774246,0.10224003344774246,43904000,0.0,0.0,0.000427756614081648,-0.000427756614081648,-0.03628801890002442,0.10805750042200088,0.10671299255552512,0.10916965082287788,0.10800642368179819,0.10891307406127453,0.10806163821910768,,0.10543401141072133,,0.10284136122606774,,0.10090699242139997,0.003915765296075165,0.0033909966419679635,0.004070984292641643,,39.189210500362364,0.0005872318501319446,0.0015242193218703583,-0.0009369874717384138,0.10891307406127453,0.1170550426465578,0.10077110547599125,0.14951315359444553,28140000.0,1.5601990049751244,-0.03628801890002442,-0.09124927037960395,-0.04399713305556563,-0.12454049688220514,,,,0.10608982294797897,28156800.0,0.10951188206672668,23699200.0,0.11036740243434906,24640000.0,0.11250613629817963,35548800.0,0.10694532096385956,14067200.0,-0.054397090893191224,0,1981,1,29,3,1,0,0,0,0
1981-01-30,0.09753398634247737,0.09753398634247737,0.0966784730553627,0.0966784730553627,46188800,0.0,0.0,0.0008555132871146676,-0.0008555132871146676,-0.054397090893191224,0.10497752279043197,0.10336815272213765,0.10822851583361626,0.10594679629517355,0.10784361176192761,0.10697752725113197,,0.10509065696541314,,0.10271932383654882,,0.10086491760183741,0.005639514665939845,0.0051766200430727076,0.0043400721189648045,,34.11695903556786,-0.00037330808596212905,0.001144713840303861,-0.00151802192626599,0.10784361176192761,0.11652375599985722,0.099163467523998,0.1609765121200065,29366400.0,1.5728451563691839,-0.054397090893191224,-0.13740286698651183,-0.08871114713077721,-0.18116083007646788,,,,0.10224003344774246,43904000.0,0.10608982294797897,28156800.0,0.10951188206672668,23699200.0,0.11207836121320724,11222400.0,0.10608982294797897,13395200.0,-0.0575188820253445,0,1981,1,30,4,1,0,0,0,0
1981-02-02,0.0915453860806678,0.0915453860806678,0.09111763536930084,0.09111763536930084,23766400,0.0,0.0,0.00042775071136695597,-0.00042775071136695597,-0.0575188820253445,0.10112756937742233,0.09928464693785873,0.10608966574072838,0.10325058521774214,0.10662443526089191,0.10546706135762424,,0.10454269533419307,,0.10248958743125677,,0.1007679297189266,0.007351045384980911,0.0072258329151566715,0.005376756143294374,,32.58358998104228,-0.0015652132292434673,0.0006027284263943953,-0.0021679416556378626,0.10662443526089191,0.11737794754748065,0.09587092297430316,0.201708215575102,28768320.0,0.8261309662851358,-0.0575188820253445,-0.17441533134295473,-0.19010963875065412,-0.21111068393446553,,,,0.0966784730553627,46188800.0,0.10224003344774246,43904000.0,0.10608982294797897,28156800.0,0.11036740243434906,24640000.0,0.11250613629817963,41574400.0,0.03755682319015774,1,1981,2,2,0,1,0,0,0,0
