item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,sale_date,channel,channel_campaigns
1785,670,360,1,69.48,69.48,0,0.00%,0,69.48,2025-05-27,App Mobile,App Mobile
684,209,474,1,68.47,68.47,0,0.00%,0,68.47,2025-05-31,App Mobile,App Mobile
1253,1014,474,1,68.47,68.47,0,0.00%,0,68.47,2025-05-16,E-commerce,Website Banner
3167,306,486,1,68.03,68.03,0,0.00%,0,68.03,2025-04-26,E-commerce,Website Banner
3055,42,470,1,67.73,67.73,0,0.00%,0,67.73,2025-05-31,App Mobile,App Mobile
1724,1213,67,1,67.37,67.37,0,0.00%,0,67.37,2025-05-16,E-commerce,Website Banner
1762,1178,239,1,66.99,66.99,0,0.00%,0,66.99,2025-04-15,App Mobile,App Mobile
1356,1128,307,1,66.87,66.87,0,0.00%,0,66.87,2025-05-31,App Mobile,App Mobile
1050,180,197,1,66.68,66.68,0,0.00%,0,66.68,2025-06-13,App Mobile,App Mobile
2153,1272,197,1,66.68,66.68,0,0.00%,0,66.68,2025-04-15,App Mobile,App Mobile
2909,370,131,1,66.63,66.63,0,0.00%,0,66.63,2025-04-21,App Mobile,App Mobile
719,450,478,1,66.52,66.52,0,0.00%,0,66.52,2025-04-30,App Mobile,App Mobile
2134,1144,478,1,66.52,66.52,0,0.00%,0,66.52,2025-05-20,E-commerce,Website Banner
1640,183,70,1,66.33,66.33,0,0.00%,0,66.33,2025-05-16,E-commerce,Website Banner
185,1136,435,1,64.5,64.5,0,0.00%,0,64.5,2025-06-14,App Mobile,App Mobile
1624,54,435,1,64.5,64.5,0,0.00%,0,64.5,2025-05-28,App Mobile,App Mobile
1894,204,276,1,64.44,64.44,0,0.00%,0,64.44,2025-05-06,E-commerce,Website Banner
2601,1344,276,1,64.44,64.44,0,0.00%,0,64.44,2025-04-21,App Mobile,App Mobile
2521,466,194,1,64.11,64.11,0,0.00%,0,64.11,2025-04-17,E-commerce,Website Banner
674,946,371,1,63.82,63.82,0,0.00%,0,63.82,2025-04-16,App Mobile,App Mobile
2257,1117,372,1,63.79,63.79,0,0.00%,0,63.79,2025-06-15,E-commerce,Website Banner
174,394,79,1,63.22,63.22,0,0.00%,0,63.22,2025-06-15,E-commerce,Website Banner
115,230,206,1,63.03,63.03,0,0.00%,0,63.03,2025-04-21,App Mobile,App Mobile
1404,207,56,1,62.92,62.92,0,0.00%,0,62.92,2025-05-15,E-commerce,Website Banner
2400,436,38,1,62.8,62.8,0,0.00%,0,62.8,2025-04-28,App Mobile,App Mobile
718,436,317,1,62.63,62.63,0,0.00%,0,62.63,2025-04-28,App Mobile,App Mobile
1997,1245,115,1,62.27,62.27,0,0.00%,0,62.27,2025-05-17,E-commerce,Website Banner
1481,1135,437,1,62.17,62.17,0,0.00%,0,62.17,2025-05-20,App Mobile,App Mobile
1538,418,437,1,62.17,62.17,0,0.00%,0,62.17,2025-06-05,App Mobile,App Mobile
1044,626,50,1,61.95,61.95,0,0.00%,0,61.95,2025-04-24,App Mobile,App Mobile
2354,779,266,1,61.67,61.67,0,0.00%,0,61.67,2025-04-17,App Mobile,App Mobile
1311,168,35,1,61.61,61.61,0,0.00%,0,61.61,2025-04-04,App Mobile,App Mobile
2658,1103,35,1,61.61,61.61,0,0.00%,0,61.61,2025-05-31,E-commerce,Website Banner
131,1281,399,1,61.6,61.6,0,0.00%,0,61.6,2025-06-04,App Mobile,App Mobile
589,43,399,1,61.6,61.6,0,0.00%,0,61.6,2025-04-15,App Mobile,App Mobile
60,226,428,1,61.22,61.22,0,0.00%,0,61.22,2025-04-23,App Mobile,App Mobile
539,509,483,1,60.89,60.89,0,0.00%,0,60.89,2025-05-15,E-commerce,Website Banner
2091,370,483,1,60.89,60.89,0,0.00%,0,60.89,2025-04-21,App Mobile,App Mobile
2727,486,483,1,60.89,60.89,0,0.00%,0,60.89,2025-04-19,App Mobile,App Mobile
2291,510,340,1,60.83,60.83,0,0.00%,0,60.83,2025-04-30,E-commerce,Website Banner
1551,1339,129,1,60.68,60.68,0,0.00%,0,60.68,2025-04-23,App Mobile,App Mobile
2342,52,129,1,60.68,60.68,0,0.00%,0,60.68,2025-05-21,E-commerce,Website Banner
67,1329,287,1,60.34,60.34,0,0.00%,0,60.34,2025-04-27,App Mobile,App Mobile
271,247,287,1,60.34,60.34,0,0.00%,0,60.34,2025-04-04,App Mobile,App Mobile
2913,1166,287,1,60.34,60.34,0,0.00%,0,60.34,2025-05-17,E-commerce,Website Banner
2981,1339,54,1,60.33,60.33,0,0.00%,0,60.33,2025-04-23,App Mobile,App Mobile
507,404,324,1,60.31,60.31,0,0.00%,0,60.31,2025-05-26,E-commerce,Website Banner
471,976,307,1,66.87,60.18,6.69,10.00%,1,60.18,2025-06-06,E-commerce,Website Banner
1786,607,433,1,60.12,60.12,0,0.00%,0,60.12,2025-04-30,App Mobile,App Mobile
2423,10,347,1,59.92,59.92,0,0.00%,0,59.92,2025-05-21,E-commerce,Website Banner
143,557,99,1,59.78,59.78,0,0.00%,0,59.78,2025-04-25,App Mobile,App Mobile
3191,761,391,1,59.77,59.77,0,0.00%,0,59.77,2025-05-31,E-commerce,Website Banner
1991,89,464,1,59.58,59.58,0,0.00%,0,59.58,2025-04-25,E-commerce,Website Banner
2437,277,291,1,59.56,59.56,0,0.00%,0,59.56,2025-05-26,E-commerce,Website Banner
676,190,160,1,59.38,59.38,0,0.00%,0,59.38,2025-06-17,App Mobile,App Mobile
3071,255,160,1,59.38,59.38,0,0.00%,0,59.38,2025-04-30,E-commerce,Website Banner
3078,435,244,1,59.32,59.32,0,0.00%,0,59.32,2025-04-27,App Mobile,App Mobile
110,1034,214,1,59.07,59.07,0,0.00%,0,59.07,2025-05-31,App Mobile,App Mobile
889,1304,214,1,59.07,59.07,0,0.00%,0,59.07,2025-04-14,App Mobile,App Mobile
1597,383,214,1,59.07,59.07,0,0.00%,0,59.07,2025-04-15,App Mobile,App Mobile
1836,65,384,1,58.94,58.94,0,0.00%,0,58.94,2025-05-06,E-commerce,Website Banner
759,127,63,1,58.67,58.67,0,0.00%,0,58.67,2025-04-13,App Mobile,App Mobile
705,833,366,1,58.34,58.34,0,0.00%,0,58.34,2025-04-29,E-commerce,Website Banner
1370,856,366,1,58.34,58.34,0,0.00%,0,58.34,2025-04-17,E-commerce,Website Banner
2021,1179,366,1,58.34,58.34,0,0.00%,0,58.34,2025-04-29,E-commerce,Website Banner
71,647,22,1,58.26,58.26,0,0.00%,0,58.26,2025-04-30,E-commerce,Website Banner
1315,323,22,1,58.26,58.26,0,0.00%,0,58.26,2025-05-06,E-commerce,Website Banner
2065,231,145,1,58.25,58.25,0,0.00%,0,58.25,2025-04-24,E-commerce,Website Banner
2140,947,101,1,58.11,58.11,0,0.00%,0,58.11,2025-06-16,E-commerce,Website Banner
2175,594,101,1,58.11,58.11,0,0.00%,0,58.11,2025-05-30,App Mobile,App Mobile
2696,402,225,1,58.11,58.11,0,0.00%,0,58.11,2025-05-13,E-commerce,Website Banner
1745,264,321,1,58.09,58.09,0,0.00%,0,58.09,2025-05-31,App Mobile,App Mobile
2846,601,83,1,57.8,57.8,0,0.00%,0,57.8,2025-05-31,E-commerce,Website Banner
974,294,227,1,57.51,57.51,0,0.00%,0,57.51,2025-06-17,E-commerce,Website Banner
1632,1207,26,1,57.48,57.48,0,0.00%,0,57.48,2025-05-04,App Mobile,App Mobile
1413,247,27,1,57.35,57.35,0,0.00%,0,57.35,2025-04-04,App Mobile,App Mobile
2368,629,49,1,57.35,57.35,0,0.00%,0,57.35,2025-05-26,App Mobile,App Mobile
357,331,222,1,57.19,57.19,0,0.00%,0,57.19,2025-05-06,App Mobile,App Mobile
3316,1036,222,1,57.19,57.19,0,0.00%,0,57.19,2025-06-13,E-commerce,Website Banner
602,78,53,1,57.17,57.17,0,0.00%,0,57.17,2025-05-18,E-commerce,Website Banner
116,11,288,1,57.11,57.11,0,0.00%,0,57.11,2025-05-20,App Mobile,App Mobile
200,564,288,1,57.11,57.11,0,0.00%,0,57.11,2025-05-28,E-commerce,Website Banner
2830,1169,288,1,57.11,57.11,0,0.00%,0,57.11,2025-05-16,E-commerce,Website Banner
2946,273,103,1,57,57,0,0.00%,0,57,2025-06-16,App Mobile,App Mobile
2276,985,357,1,56.91,56.91,0,0.00%,0,56.91,2025-05-04,E-commerce,Website Banner
2750,635,357,1,56.91,56.91,0,0.00%,0,56.91,2025-04-16,App Mobile,App Mobile
1325,620,326,1,56.7,56.7,0,0.00%,0,56.7,2025-05-20,E-commerce,Website Banner
1574,504,326,1,56.7,56.7,0,0.00%,0,56.7,2025-04-06,App Mobile,App Mobile
513,1093,294,1,56.69,56.69,0,0.00%,0,56.69,2025-05-25,App Mobile,App Mobile
731,539,303,1,56.58,56.58,0,0.00%,0,56.58,2025-04-26,E-commerce,Website Banner
3347,882,100,1,56.44,56.44,0,0.00%,0,56.44,2025-06-15,App Mobile,App Mobile
312,183,314,1,56.29,56.29,0,0.00%,0,56.29,2025-05-16,E-commerce,Website Banner
1124,646,485,1,56.2,56.2,0,0.00%,0,56.2,2025-05-14,E-commerce,Website Banner
2954,430,422,1,55.91,55.91,0,0.00%,0,55.91,2025-04-18,E-commerce,Website Banner
2362,265,424,1,55.39,55.39,0,0.00%,0,55.39,2025-05-26,App Mobile,App Mobile
2538,531,97,1,55.27,55.27,0,0.00%,0,55.27,2025-05-30,App Mobile,App Mobile
921,577,265,1,55.25,55.25,0,0.00%,0,55.25,2025-05-27,E-commerce,Website Banner
424,592,107,1,55.06,55.06,0,0.00%,0,55.06,2025-05-17,E-commerce,Website Banner
3198,578,107,1,55.06,55.06,0,0.00%,0,55.06,2025-04-25,App Mobile,App Mobile
2384,220,124,1,55.04,55.04,0,0.00%,0,55.04,2025-04-18,E-commerce,Website Banner
1598,1230,126,1,55.03,55.03,0,0.00%,0,55.03,2025-05-19,E-commerce,Website Banner
1027,815,264,1,55.01,55.01,0,0.00%,0,55.01,2025-04-27,App Mobile,App Mobile
2453,707,188,1,55.01,55.01,0,0.00%,0,55.01,2025-05-23,E-commerce,Website Banner
29,653,461,1,54.91,54.91,0,0.00%,0,54.91,2025-05-21,E-commerce,Website Banner
2440,708,461,1,54.91,54.91,0,0.00%,0,54.91,2025-04-16,App Mobile,App Mobile
2524,527,481,1,54.87,54.87,0,0.00%,0,54.87,2025-05-28,E-commerce,Website Banner
79,1336,32,1,54.83,54.83,0,0.00%,0,54.83,2025-04-04,E-commerce,Website Banner
1554,41,32,1,54.83,54.83,0,0.00%,0,54.83,2025-04-14,E-commerce,Website Banner
2801,116,32,1,54.83,54.83,0,0.00%,0,54.83,2025-05-04,App Mobile,App Mobile
1536,193,271,1,54.28,54.28,0,0.00%,0,54.28,2025-05-18,E-commerce,Website Banner
2426,144,42,1,54.2,54.2,0,0.00%,0,54.2,2025-04-20,App Mobile,App Mobile
2952,204,42,1,54.2,54.2,0,0.00%,0,54.2,2025-05-06,E-commerce,Website Banner
2713,212,439,1,53.93,53.93,0,0.00%,0,53.93,2025-05-05,App Mobile,App Mobile
1206,55,154,1,53.74,53.74,0,0.00%,0,53.74,2025-04-17,E-commerce,Website Banner
964,675,47,1,53.73,53.73,0,0.00%,0,53.73,2025-05-23,E-commerce,Website Banner
3185,1006,221,1,53.7,53.7,0,0.00%,0,53.7,2025-05-05,E-commerce,Website Banner
2293,298,52,1,53.61,53.61,0,0.00%,0,53.61,2025-05-18,E-commerce,Website Banner
2959,1004,368,1,53.48,53.48,0,0.00%,0,53.48,2025-04-27,App Mobile,App Mobile
2972,778,416,1,53.46,53.46,0,0.00%,0,53.46,2025-04-13,E-commerce,Website Banner
610,749,458,1,53.35,53.35,0,0.00%,0,53.35,2025-04-26,E-commerce,Website Banner
1501,1224,458,1,53.35,53.35,0,0.00%,0,53.35,2025-04-19,E-commerce,Website Banner
1407,605,87,1,53.32,53.32,0,0.00%,0,53.32,2025-04-06,App Mobile,App Mobile
1226,1256,442,1,53.27,53.27,0,0.00%,0,53.27,2025-04-16,App Mobile,App Mobile
1950,666,40,1,53.19,53.19,0,0.00%,0,53.19,2025-05-24,E-commerce,Website Banner
1857,1286,214,1,59.07,53.16,5.91,10.00%,1,53.16,2025-06-06,E-commerce,Website Banner
2305,827,262,1,52.94,52.94,0,0.00%,0,52.94,2025-06-14,E-commerce,Website Banner
2438,604,25,1,52.94,52.94,0,0.00%,0,52.94,2025-05-26,E-commerce,Website Banner
1150,128,75,1,52.83,52.83,0,0.00%,0,52.83,2025-04-19,E-commerce,Website Banner
707,1248,299,1,52.65,52.65,0,0.00%,0,52.65,2025-04-13,App Mobile,App Mobile
1905,250,299,1,52.65,52.65,0,0.00%,0,52.65,2025-06-16,App Mobile,App Mobile
260,1112,394,1,52.58,52.58,0,0.00%,0,52.58,2025-04-25,App Mobile,App Mobile
2901,293,394,1,52.58,52.58,0,0.00%,0,52.58,2025-05-04,E-commerce,Website Banner
665,31,57,1,52.28,52.28,0,0.00%,0,52.28,2025-05-20,App Mobile,App Mobile
2245,36,445,1,52.28,52.28,0,0.00%,0,52.28,2025-05-28,E-commerce,Website Banner
2803,546,445,1,52.28,52.28,0,0.00%,0,52.28,2025-04-28,E-commerce,Website Banner
145,440,306,1,74.67,52.27,22.4,30.00%,1,52.27,2025-05-15,App Mobile,Social Media
1425,1054,181,1,52.18,52.18,0,0.00%,0,52.18,2025-04-28,App Mobile,App Mobile
1005,543,203,1,52.1,52.1,0,0.00%,0,52.1,2025-04-26,E-commerce,Website Banner
606,1331,440,1,52.08,52.08,0,0.00%,0,52.08,2025-04-26,App Mobile,App Mobile
1263,763,440,1,52.08,52.08,0,0.00%,0,52.08,2025-04-21,E-commerce,Website Banner
1300,128,440,1,52.08,52.08,0,0.00%,0,52.08,2025-04-19,E-commerce,Website Banner
2463,590,140,1,52.08,52.08,0,0.00%,0,52.08,2025-04-13,E-commerce,Website Banner
625,545,468,1,51.8,51.8,0,0.00%,0,51.8,2025-05-04,E-commerce,Website Banner
839,461,468,1,51.8,51.8,0,0.00%,0,51.8,2025-05-27,E-commerce,Website Banner
343,402,361,1,51.76,51.76,0,0.00%,0,51.76,2025-05-13,E-commerce,Website Banner
2951,114,76,1,51.7,51.7,0,0.00%,0,51.7,2025-04-25,App Mobile,App Mobile
1680,1045,480,1,51.63,51.63,0,0.00%,0,51.63,2025-05-14,E-commerce,Website Banner
1641,651,386,1,51.38,51.38,0,0.00%,0,51.38,2025-04-16,E-commerce,Website Banner
1949,1184,367,1,51.38,51.38,0,0.00%,0,51.38,2025-04-25,App Mobile,App Mobile
3076,762,170,1,51.27,51.27,0,0.00%,0,51.27,2025-06-13,E-commerce,Website Banner
2445,1004,242,1,51.25,51.25,0,0.00%,0,51.25,2025-04-27,App Mobile,App Mobile
3110,646,336,1,51.22,51.22,0,0.00%,0,51.22,2025-05-14,E-commerce,Website Banner
1654,272,252,1,51.17,51.17,0,0.00%,0,51.17,2025-05-05,App Mobile,App Mobile
2177,542,252,1,51.17,51.17,0,0.00%,0,51.17,2025-05-24,E-commerce,Website Banner
3233,744,252,1,51.17,51.17,0,0.00%,0,51.17,2025-06-06,App Mobile,App Mobile
1590,551,255,1,51,51,0,0.00%,0,51,2025-05-31,E-commerce,Website Banner
2089,622,396,1,51,51,0,0.00%,0,51,2025-04-26,E-commerce,Website Banner
3334,429,255,1,51,51,0,0.00%,0,51,2025-06-14,App Mobile,App Mobile
3099,694,8,1,50.91,50.91,0,0.00%,0,50.91,2025-05-06,App Mobile,App Mobile
382,1291,61,1,50.88,50.88,0,0.00%,0,50.88,2025-05-19,E-commerce,Website Banner
180,1093,290,1,50.86,50.86,0,0.00%,0,50.86,2025-05-25,App Mobile,App Mobile
2274,1098,450,1,50.85,50.85,0,0.00%,0,50.85,2025-05-27,App Mobile,App Mobile
998,1251,273,1,50.72,50.72,0,0.00%,0,50.72,2025-04-30,App Mobile,App Mobile
3037,709,273,1,50.72,50.72,0,0.00%,0,50.72,2025-04-28,App Mobile,App Mobile
843,80,488,1,50.68,50.68,0,0.00%,0,50.68,2025-05-25,E-commerce,Website Banner
2908,1227,488,1,50.68,50.68,0,0.00%,0,50.68,2025-04-13,App Mobile,App Mobile
1812,344,253,1,50.55,50.55,0,0.00%,0,50.55,2025-06-14,App Mobile,App Mobile
2421,1025,253,1,50.55,50.55,0,0.00%,0,50.55,2025-05-29,App Mobile,App Mobile
2759,346,253,1,50.55,50.55,0,0.00%,0,50.55,2025-05-26,App Mobile,App Mobile
2939,397,253,1,50.55,50.55,0,0.00%,0,50.55,2025-04-29,E-commerce,Website Banner
939,623,193,1,50.52,50.52,0,0.00%,0,50.52,2025-04-14,E-commerce,Website Banner
1582,593,193,1,50.52,50.52,0,0.00%,0,50.52,2025-06-16,App Mobile,App Mobile
3295,307,193,1,50.52,50.52,0,0.00%,0,50.52,2025-05-21,E-commerce,Website Banner
2404,959,370,1,50.34,50.34,0,0.00%,0,50.34,2025-04-05,E-commerce,Website Banner
1176,160,150,1,50.04,50.04,0,0.00%,0,50.04,2025-04-25,App Mobile,App Mobile
1621,551,69,1,49.98,49.98,0,0.00%,0,49.98,2025-05-31,E-commerce,Website Banner
1297,1269,487,1,49.84,49.84,0,0.00%,0,49.84,2025-06-14,App Mobile,App Mobile
1792,284,487,1,49.84,49.84,0,0.00%,0,49.84,2025-04-29,App Mobile,App Mobile
1078,777,436,1,49.81,49.81,0,0.00%,0,49.81,2025-05-28,E-commerce,Website Banner
2074,389,219,1,49.76,49.76,0,0.00%,0,49.76,2025-04-18,E-commerce,Website Banner
2677,89,173,1,49.74,49.74,0,0.00%,0,49.74,2025-04-25,E-commerce,Website Banner
3059,956,268,1,49.59,49.59,0,0.00%,0,49.59,2025-05-31,App Mobile,App Mobile
1262,1109,190,1,49.41,49.41,0,0.00%,0,49.41,2025-05-27,E-commerce,Website Banner
2756,675,300,1,48.88,48.88,0,0.00%,0,48.88,2025-05-23,E-commerce,Website Banner
1127,235,216,1,48.86,48.86,0,0.00%,0,48.86,2025-04-06,E-commerce,Website Banner
862,940,295,1,48.73,48.73,0,0.00%,0,48.73,2025-04-21,App Mobile,App Mobile
1086,613,460,1,48.64,48.64,0,0.00%,0,48.64,2025-06-15,E-commerce,Website Banner
2517,872,406,1,53.74,48.37,5.37,10.00%,1,48.37,2025-06-04,E-commerce,Website Banner
1219,190,34,1,48.34,48.34,0,0.00%,0,48.34,2025-06-17,App Mobile,App Mobile
1375,103,34,1,48.34,48.34,0,0.00%,0,48.34,2025-06-13,E-commerce,Website Banner
214,116,230,1,48.3,48.3,0,0.00%,0,48.3,2025-05-04,App Mobile,App Mobile
391,623,230,1,48.3,48.3,0,0.00%,0,48.3,2025-04-14,E-commerce,Website Banner
154,643,455,1,48.03,48.03,0,0.00%,0,48.03,2025-04-24,E-commerce,Website Banner
1374,592,455,1,48.03,48.03,0,0.00%,0,48.03,2025-05-17,E-commerce,Website Banner
1672,489,121,1,47.91,47.91,0,0.00%,0,47.91,2025-06-13,E-commerce,Website Banner
3146,1175,183,1,47.87,47.87,0,0.00%,0,47.87,2025-05-05,E-commerce,Website Banner
410,125,185,1,47.73,47.73,0,0.00%,0,47.73,2025-06-05,App Mobile,App Mobile
1805,252,447,1,47.66,47.66,0,0.00%,0,47.66,2025-04-18,App Mobile,App Mobile
2126,776,447,1,47.66,47.66,0,0.00%,0,47.66,2025-05-18,E-commerce,Website Banner
128,278,482,1,47.59,47.59,0,0.00%,0,47.59,2025-06-13,App Mobile,App Mobile
1247,1136,410,1,47.47,47.47,0,0.00%,0,47.47,2025-06-14,App Mobile,App Mobile
2469,451,410,1,47.47,47.47,0,0.00%,0,47.47,2025-04-15,E-commerce,Website Banner
3079,1328,410,1,47.47,47.47,0,0.00%,0,47.47,2025-06-16,E-commerce,Website Banner
371,141,254,1,47.44,47.44,0,0.00%,0,47.44,2025-06-15,E-commerce,Website Banner
1783,72,118,1,46.99,46.99,0,0.00%,0,46.99,2025-05-19,E-commerce,Website Banner
1570,1143,217,1,52.12,46.91,5.21,10.00%,1,46.91,2025-06-04,E-commerce,Email
1718,483,275,1,52.11,46.9,5.21,10.00%,1,46.9,2025-06-06,E-commerce,Email
1984,392,132,1,46.9,46.9,0,0.00%,0,46.9,2025-05-21,E-commerce,Website Banner
2000,537,349,1,46.72,46.72,0,0.00%,0,46.72,2025-04-30,E-commerce,Website Banner
1147,992,131,1,66.63,46.64,19.99,30.00%,1,46.64,2025-05-13,App Mobile,Social Media
591,224,137,1,46.52,46.52,0,0.00%,0,46.52,2025-04-25,App Mobile,App Mobile
2413,1103,137,1,46.52,46.52,0,0.00%,0,46.52,2025-05-31,E-commerce,Website Banner
2958,853,345,1,46.36,46.36,0,0.00%,0,46.36,2025-04-28,App Mobile,App Mobile
2594,868,351,1,46.11,46.11,0,0.00%,0,46.11,2025-05-24,App Mobile,App Mobile
1172,845,94,1,45.8,45.8,0,0.00%,0,45.8,2025-05-26,E-commerce,Website Banner
2591,274,94,1,45.8,45.8,0,0.00%,0,45.8,2025-04-19,E-commerce,Website Banner
264,433,161,1,45.75,45.75,0,0.00%,0,45.75,2025-05-30,App Mobile,App Mobile
601,423,19,1,65.26,45.68,19.58,30.00%,1,45.68,2025-05-13,App Mobile,Social Media
2347,1296,19,1,65.26,45.68,19.58,30.00%,1,45.68,2025-05-18,App Mobile,Social Media
872,944,201,1,45.62,45.62,0,0.00%,0,45.62,2025-06-14,E-commerce,Website Banner
1607,635,229,1,45.58,45.58,0,0.00%,0,45.58,2025-04-16,App Mobile,App Mobile
3056,963,229,1,45.58,45.58,0,0.00%,0,45.58,2025-04-06,E-commerce,Website Banner
2148,554,20,1,45.42,45.42,0,0.00%,0,45.42,2025-06-13,E-commerce,Website Banner
2786,241,20,1,45.42,45.42,0,0.00%,0,45.42,2025-06-06,App Mobile,App Mobile
2593,561,370,1,50.34,45.31,5.03,10.00%,1,45.31,2025-06-06,E-commerce,Email
1417,75,109,1,45.27,45.27,0,0.00%,0,45.27,2025-05-22,App Mobile,App Mobile
1448,614,109,1,45.27,45.27,0,0.00%,0,45.27,2025-05-29,App Mobile,App Mobile
2480,384,109,1,45.27,45.27,0,0.00%,0,45.27,2025-04-27,E-commerce,Website Banner
3144,535,404,1,45.19,45.19,0,0.00%,0,45.19,2025-05-31,App Mobile,App Mobile
2470,121,158,1,45.15,45.15,0,0.00%,0,45.15,2025-04-25,App Mobile,App Mobile
2722,46,12,1,44.77,44.77,0,0.00%,0,44.77,2025-06-14,App Mobile,App Mobile
1295,332,322,1,44.45,44.45,0,0.00%,0,44.45,2025-05-24,App Mobile,App Mobile
1130,646,55,1,44.32,44.32,0,0.00%,0,44.32,2025-05-14,E-commerce,Website Banner
1193,729,55,1,44.32,44.32,0,0.00%,0,44.32,2025-04-27,E-commerce,Website Banner
73,478,280,1,44.14,44.14,0,0.00%,0,44.14,2025-04-14,App Mobile,App Mobile
350,245,373,1,44.12,44.12,0,0.00%,0,44.12,2025-05-29,E-commerce,Website Banner
3019,143,373,1,44.12,44.12,0,0.00%,0,44.12,2025-06-16,E-commerce,Website Banner
565,432,184,1,44.08,44.08,0,0.00%,0,44.08,2025-04-20,E-commerce,Website Banner
2655,626,184,1,44.08,44.08,0,0.00%,0,44.08,2025-04-24,App Mobile,App Mobile
1143,403,231,1,44.06,44.06,0,0.00%,0,44.06,2025-04-27,App Mobile,App Mobile
3118,318,231,1,44.06,44.06,0,0.00%,0,44.06,2025-04-17,E-commerce,Website Banner
1119,484,277,1,43.92,43.92,0,0.00%,0,43.92,2025-04-26,App Mobile,App Mobile
2358,1035,277,1,43.92,43.92,0,0.00%,0,43.92,2025-05-05,E-commerce,Website Banner
1793,90,363,1,43.64,43.64,0,0.00%,0,43.64,2025-05-26,E-commerce,Website Banner
1056,1192,374,1,43.43,43.43,0,0.00%,0,43.43,2025-05-22,App Mobile,App Mobile
1780,644,311,1,43.38,43.38,0,0.00%,0,43.38,2025-04-04,E-commerce,Website Banner
1957,96,434,1,43.14,43.14,0,0.00%,0,43.14,2025-04-20,E-commerce,Website Banner
2131,1333,123,1,61.51,43.06,18.45,30.00%,1,43.06,2025-05-14,App Mobile,Social Media
3227,1297,102,1,43.06,43.06,0,0.00%,0,43.06,2025-04-29,App Mobile,App Mobile
2532,639,369,1,43.04,43.04,0,0.00%,0,43.04,2025-04-22,E-commerce,Website Banner
461,778,476,1,42.72,42.72,0,0.00%,0,42.72,2025-04-13,E-commerce,Website Banner
1765,151,476,1,42.72,42.72,0,0.00%,0,42.72,2025-04-14,E-commerce,Website Banner
2242,873,375,1,42.67,42.67,0,0.00%,0,42.67,2025-05-22,E-commerce,Website Banner
2158,448,177,1,42.66,42.66,0,0.00%,0,42.66,2025-04-29,App Mobile,App Mobile
2563,132,377,1,42.5,42.5,0,0.00%,0,42.5,2025-04-20,App Mobile,App Mobile
