product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB000027,Bottoms,Banana Republic,Summer,L,Red,47.04,36.0,30.11,2025-08-06,25,1.1,True,Damaged
FB000028,Bottoms,Gap,Summer,M,Blue,53.37,0.0,53.37,2025-08-06,28,3.8,False,
FB000029,Dresses,Ann Taylor,Summer,L,White,114.35,0.0,114.35,2025-08-06,6,1.2,False,
FB000030,Shoes,Gap,Spring,XL,Red,77.63,0.0,77.63,2024-10-24,1,,False,
FB000031,Shoes,Uniqlo,Summer,S,Red,71.29,0.0,71.29,2025-08-06,37,4.1,True,Quality Issue
FB000032,Tops,Gap,Spring,L,Purple,37.43,24.4,28.3,2025-04-16,5,,False,
FB000033,Shoes,Zara,Spring,XL,Purple,143.78,0.0,143.78,2024-10-16,43,1.1,False,
FB000034,Tops,Banana Republic,Summer,XL,Gray,88.23,0.0,88.23,2025-08-06,44,1.6,False,
FB000035,Accessories,Forever21,Fall,,Navy,58.57,0.0,58.57,2025-08-06,38,1.5,False,
FB000036,Tops,Uniqlo,Winter,XXL,White,119.7,5.7,112.88,2025-08-06,37,4.9,False,
FB000037,Bottoms,Banana Republic,Fall,XXL,Green,97.06,47.8,50.67,2025-08-06,31,4.1,False,
FB000038,Dresses,Banana Republic,Summer,L,White,110.09,0.0,110.09,2025-08-06,32,3.4,False,
FB000039,Shoes,Zara,Winter,XS,Green,198.42,14.2,170.24,2025-08-06,10,,False,
FB000040,Bottoms,Banana Republic,Winter,,Purple,101.72,0.0,101.72,2025-08-06,40,,False,
FB000041,Tops,Uniqlo,Summer,S,White,117.86,0.0,117.86,2025-08-06,6,,False,
FB000042,Tops,Ann Taylor,Summer,M,Green,78.86,0.0,78.86,2025-08-06,22,4.3,False,
FB000043,Outerwear,Zara,Winter,XS,Navy,216.16,51.4,105.05,2025-08-06,36,4.0,False,
FB000044,Shoes,Zara,Spring,XL,Pink,129.85,0.0,129.85,2025-04-25,36,3.3,False,
FB000045,Tops,Banana Republic,Winter,XXL,Green,111.3,0.0,111.3,2025-08-06,11,1.7,False,
FB000046,Dresses,Uniqlo,Summer,XL,Brown,73.65,0.0,73.65,2025-08-06,33,3.6,False,
FB000047,Shoes,Mango,Summer,L,Pink,147.13,30.3,102.55,2025-08-06,13,4.4,False,
FB000048,Accessories,Ann Taylor,Winter,,Green,44.6,53.9,20.56,2025-08-06,42,2.4,False,
FB000049,Bottoms,Forever21,Summer,XL,White,101.8,0.0,101.8,2025-08-06,7,2.8,False,
FB000050,Accessories,Banana Republic,Summer,,Brown,16.52,55.9,7.29,2025-08-06,43,,False,
FB000051,Bottoms,H&M,Fall,M,Beige,50.91,0.0,50.91,2025-08-06,3,1.8,False,
FB000052,Outerwear,Forever21,Spring,S,White,222.26,0.0,222.26,2025-05-03,50,4.5,False,
FB000053,Shoes,Gap,Summer,S,Navy,104.14,57.1,44.68,2025-08-06,14,1.8,False,
FB000054,Outerwear,Zara,Spring,S,White,166.76,0.0,166.76,2025-06-12,21,4.2,False,
FB000055,Accessories,Banana Republic,Fall,,Black,44.13,50.9,21.67,2025-08-06,21,3.0,False,
FB000056,Outerwear,Gap,Summer,S,Green,121.29,15.2,102.85,2025-08-06,42,,False,
FB000057,Tops,H&M,Spring,S,Beige,73.71,0.0,73.71,2025-07-10,35,3.9,True,Quality Issue
FB000058,Bottoms,Zara,Spring,XL,Brown,84.07,26.3,61.96,2024-10-25,19,2.3,True,Size Issue
FB000059,Tops,Mango,Summer,XS,Black,28.59,0.0,28.59,2025-08-06,39,1.4,False,
FB000060,Shoes,Mango,Winter,XXL,Blue,166.49,2.6,162.16,2025-08-06,27,,False,
FB000061,Shoes,Ann Taylor,Summer,M,White,145.95,6.6,136.32,2025-08-06,15,4.0,False,
FB000062,Outerwear,Gap,Fall,M,Purple,218.42,0.0,218.42,2025-08-06,33,4.4,True,Changed Mind
FB000063,Accessories,Forever21,Winter,,White,46.17,1.1,45.66,2025-08-06,30,1.9,False,
FB000064,Shoes,H&M,Summer,,Green,106.18,18.0,87.07,2025-08-06,11,4.5,False,
FB000065,Tops,Zara,Winter,XS,Gray,93.33,2.4,91.09,2025-08-06,20,4.2,False,
FB000066,Bottoms,Mango,Spring,XS,White,86.54,21.7,67.76,2025-06-01,21,3.6,True,Changed Mind
FB000067,Accessories,Ann Taylor,Summer,,Green,55.57,0.0,55.57,2025-08-06,44,3.8,False,
FB000068,Tops,Forever21,Spring,XL,Black,76.5,0.0,76.5,2025-01-26,17,4.6,False,
FB000069,Dresses,Forever21,Spring,XS,Green,137.19,9.5,124.16,2025-04-01,17,,False,
FB000070,Tops,Zara,Summer,XL,Purple,48.92,19.8,39.23,2025-08-06,17,2.6,False,
FB000071,Shoes,Ann Taylor,Winter,XL,White,69.82,0.0,69.82,2025-08-06,46,,True,Wrong Item
FB000072,Outerwear,Mango,Summer,XXL,Red,199.39,7.4,184.64,2025-08-06,49,,False,
FB000073,Outerwear,Banana Republic,Summer,M,White,222.09,55.2,99.5,2025-08-06,21,4.5,False,
FB000074,Tops,Mango,Fall,XS,Red,112.86,0.0,112.86,2025-08-06,8,2.9,False,
FB000075,Dresses,Mango,Spring,XS,Green,100.96,0.0,100.96,2025-05-10,32,3.3,False,
FB000076,Outerwear,Gap,Spring,XL,Green,243.56,48.0,126.65,2024-10-14,22,4.4,True,Changed Mind
FB000077,Dresses,Mango,Spring,XXL,Red,153.32,0.0,153.32,2024-09-13,43,2.9,False,
FB000078,Accessories,Uniqlo,Fall,,Purple,42.95,22.5,33.29,2025-08-06,7,1.9,True,Size Issue
FB000079,Tops,H&M,Summer,S,Green,30.79,0.0,30.79,2025-08-06,36,3.4,False,
FB000080,Accessories,Uniqlo,Fall,,Brown,59.85,0.0,59.85,2025-08-06,38,4.0,False,
FB000081,Tops,Banana Republic,Spring,S,Navy,78.16,19.1,63.23,2025-07-25,23,,False,
FB000082,Tops,Ann Taylor,Fall,M,White,113.17,19.1,91.55,2025-08-06,15,4.9,False,
FB000083,Dresses,Ann Taylor,Winter,S,Blue,174.13,0.0,174.13,2025-08-06,34,3.7,False,
FB000084,Shoes,Zara,Summer,XS,Purple,191.96,0.0,191.96,2025-08-06,50,,False,
FB000085,Outerwear,Ann Taylor,Spring,XL,Beige,222.55,22.6,172.25,2025-02-10,50,,False,
FB000086,Bottoms,Forever21,Winter,XS,Black,37.85,11.9,33.35,2025-08-06,45,3.4,True,Changed Mind
FB000087,Outerwear,Uniqlo,Summer,M,Gray,241.09,0.0,241.09,2025-08-06,26,,False,
FB000088,Dresses,Banana Republic,Spring,S,Navy,136.97,0.0,136.97,2024-10-25,17,4.4,True,Quality Issue
FB000089,Shoes,H&M,Spring,M,Blue,113.79,55.3,50.86,2024-12-29,47,4.1,False,
FB000090,Bottoms,H&M,Summer,XXL,White,93.23,40.0,55.94,2025-08-06,46,1.9,False,
FB000091,Shoes,Uniqlo,Spring,S,Navy,106.24,6.4,99.44,2024-09-09,50,1.5,False,
FB000092,Accessories,Zara,Winter,,Brown,30.95,0.0,30.95,2025-08-06,27,3.1,True,Changed Mind
FB000093,Shoes,Zara,Summer,S,Black,76.92,49.5,38.84,2025-08-06,7,1.1,False,
FB000094,Bottoms,H&M,Fall,XS,Beige,80.64,0.0,80.64,2025-08-06,26,,False,
FB000095,Bottoms,Zara,Fall,XS,Beige,32.46,52.4,15.45,2025-08-06,14,3.9,False,
FB000096,Accessories,Gap,Summer,,Black,54.79,0.0,54.79,2025-08-06,12,4.5,False,
FB000097,Bottoms,H&M,Winter,M,Pink,71.14,56.4,31.02,2025-08-06,12,3.4,False,
FB000098,Bottoms,Ann Taylor,Summer,XXL,Navy,57.85,0.0,57.85,2025-08-06,36,3.5,False,
FB000099,Bottoms,Zara,Summer,XS,Green,33.37,3.0,32.37,2025-08-06,40,1.3,False,
FB000100,Tops,Gap,Summer,L,Black,91.83,0.0,91.83,2025-08-06,39,4.9,False,
FB000101,Bottoms,Zara,Fall,L,White,60.12,19.5,48.4,2025-08-06,42,1.0,False,
FB000102,Dresses,Banana Republic,Winter,S,White,163.5,0.0,163.5,2025-08-06,34,4.9,False,
FB000103,Dresses,Uniqlo,Spring,S,Beige,126.37,0.0,126.37,2024-11-08,25,1.8,False,
FB000104,Bottoms,Uniqlo,Winter,L,Navy,50.01,58.2,20.9,2025-08-06,32,4.8,False,
FB000105,Shoes,H&M,Winter,S,Red,84.31,0.0,84.31,2025-08-06,10,3.9,False,
FB000106,Bottoms,Banana Republic,Spring,XL,Beige,100.98,0.0,100.98,2025-06-17,21,2.8,False,
FB000107,Bottoms,Banana Republic,Summer,M,Beige,38.02,0.0,38.02,2025-08-06,44,4.7,False,
FB000108,Bottoms,H&M,Fall,XL,Blue,63.85,0.0,63.85,2025-08-06,41,,False,
FB000109,Shoes,H&M,Fall,XS,Navy,183.15,0.0,183.15,2025-08-06,23,4.1,False,
FB000110,Dresses,Zara,Winter,S,Gray,91.0,59.5,36.86,2025-08-06,5,3.9,False,
FB000111,Outerwear,Uniqlo,Spring,L,Black,92.83,0.0,92.83,2025-07-20,9,1.2,False,
FB000112,Accessories,Banana Republic,Winter,,Brown,34.45,0.0,34.45,2025-08-06,4,4.5,False,
FB000113,Dresses,H&M,Fall,S,Purple,128.15,50.0,64.08,2025-08-06,28,3.2,False,
FB000114,Tops,Mango,Summer,XXL,Red,99.62,33.8,65.95,2025-08-06,27,2.1,False,
FB000115,Bottoms,Forever21,Winter,S,Pink,87.39,25.5,65.11,2025-08-06,8,2.3,False,
FB000116,Tops,Zara,Spring,XXL,Brown,49.67,0.0,49.67,2024-09-06,37,2.3,False,
FB000117,Accessories,Uniqlo,Fall,,Brown,72.04,0.0,72.04,2025-08-06,48,,True,Wrong Item
FB000118,Dresses,Zara,Spring,M,Navy,133.82,0.0,133.82,2024-11-25,12,1.7,False,
FB000119,Bottoms,Uniqlo,Winter,S,Black,62.93,0.0,62.93,2025-08-06,49,,False,
FB000120,Outerwear,Zara,Spring,L,Red,248.58,0.0,248.58,2025-07-04,27,1.5,False,
FB000121,Shoes,Uniqlo,Fall,XXL,Navy,61.08,0.0,61.08,2025-08-06,27,,True,Changed Mind
FB000122,Bottoms,Gap,Winter,S,Red,109.12,0.0,109.12,2025-08-06,34,,False,
FB000123,Outerwear,Zara,Winter,XXL,Purple,82.91,45.9,44.85,2025-08-06,24,,True,Quality Issue
FB000124,Shoes,H&M,Summer,XS,Purple,113.53,10.9,101.16,2025-08-06,40,2.8,False,
FB000125,Accessories,Uniqlo,Winter,,Brown,38.89,51.5,18.86,2025-08-06,28,4.3,False,
FB000126,Dresses,Gap,Spring,XXL,Black,53.01,45.9,28.68,2025-01-14,37,3.7,False,
FB000127,Shoes,Ann Taylor,Spring,XXL,Blue,81.64,0.0,81.64,2024-12-06,50,1.1,False,
FB000128,Shoes,Ann Taylor,Spring,XXL,White,125.24,21.5,98.31,2024-09-06,7,2.9,False,
FB000129,Outerwear,Ann Taylor,Spring,XS,Pink,98.61,0.0,98.61,2025-03-05,1,2.6,False,
FB000130,Shoes,Gap,Fall,XS,Blue,77.54,0.0,77.54,2025-08-06,36,3.4,False,
FB000131,Dresses,Banana Republic,Spring,XL,Purple,79.13,0.0,79.13,2024-11-16,11,3.6,False,
FB000132,Bottoms,Mango,Spring,S,Green,96.11,0.0,96.11,2025-04-12,13,4.2,False,
FB000133,Tops,Mango,Spring,XL,White,116.61,0.0,116.61,2024-11-04,31,,False,
FB000134,Accessories,Ann Taylor,Winter,,Blue,57.8,27.0,42.19,2025-08-06,9,1.8,False,
FB000135,Tops,H&M,Spring,S,White,110.78,0.0,110.78,2025-01-13,9,1.4,False,
FB000136,Tops,Gap,Spring,L,Black,112.63,0.0,112.63,2024-10-14,50,3.6,True,Quality Issue
FB000137,Tops,H&M,Summer,XS,Purple,89.36,0.0,89.36,2025-08-06,24,4.3,True,Damaged
FB000138,Outerwear,Forever21,Fall,M,Pink,127.99,0.0,127.99,2025-08-06,16,,False,
FB000139,Bottoms,Zara,Winter,XXL,Beige,54.88,58.8,22.61,2025-08-06,50,3.5,False,
FB000140,Shoes,Uniqlo,Spring,L,White,154.13,0.0,154.13,2024-10-01,31,4.1,True,Size Issue
FB000141,Dresses,Ann Taylor,Spring,XS,Gray,131.5,0.0,131.5,2024-11-03,5,,False,
FB000142,Outerwear,Gap,Summer,M,Blue,133.26,0.0,133.26,2025-08-06,29,1.3,False,
FB000143,Shoes,Forever21,Winter,XL,Red,173.91,0.0,173.91,2025-08-06,21,,False,
FB000144,Tops,H&M,Spring,L,Beige,102.99,0.0,102.99,2025-07-16,41,3.9,False,
FB000145,Outerwear,Zara,Spring,L,Beige,87.78,45.3,48.02,2025-02-17,34,1.8,False,
FB000146,Tops,Uniqlo,Winter,,Beige,91.8,15.8,77.3,2025-08-06,30,4.2,False,
FB000147,Tops,Zara,Winter,L,White,107.32,25.4,80.06,2025-08-06,50,4.4,False,
FB000148,Bottoms,Banana Republic,Spring,XXL,Brown,67.69,57.3,28.9,2025-07-24,50,4.6,False,
FB000149,Tops,Ann Taylor,Summer,M,Beige,68.11,46.0,36.78,2025-08-06,3,2.5,False,
FB000150,Shoes,Banana Republic,Spring,L,Blue,94.29,0.0,94.29,2024-09-15,18,1.7,False,
FB000151,Tops,Ann Taylor,Winter,XL,Gray,94.97,0.0,94.97,2025-08-06,46,4.3,False,
FB000152,Shoes,Banana Republic,Winter,M,Navy,65.87,11.4,58.36,2025-08-06,15,3.9,False,
FB000153,Dresses,Zara,Winter,XXL,Blue,155.06,29.4,109.47,2025-08-06,5,3.6,False,
FB000154,Outerwear,Zara,Winter,L,Brown,172.59,0.0,172.59,2025-08-06,1,2.1,False,
FB000155,Dresses,H&M,Summer,M,Blue,68.72,0.0,68.72,2025-08-06,28,1.7,True,Quality Issue
FB000156,Tops,Banana Republic,Spring,XL,Blue,28.78,0.0,28.78,2024-10-03,21,,False,
FB000157,Outerwear,H&M,Winter,XXL,Black,110.32,28.3,79.1,2025-08-06,49,3.3,False,
FB000158,Shoes,Mango,Summer,XXL,Black,194.24,0.0,194.24,2025-08-06,17,1.2,True,Changed Mind
FB000159,Shoes,Gap,Fall,XS,Beige,175.91,0.0,175.91,2025-08-06,4,2.8,False,
FB000160,Bottoms,Mango,Winter,XXL,Gray,79.34,0.0,79.34,2025-08-06,30,4.4,False,
FB000161,Bottoms,H&M,Summer,M,Green,111.88,0.0,111.88,2025-08-06,41,4.5,False,
FB000162,Accessories,Gap,Spring,,Navy,42.84,40.6,25.45,2024-09-12,18,2.6,False,
FB000163,Bottoms,Gap,Spring,XXL,Navy,26.28,1.1,25.99,2025-06-20,35,5.0,False,
FB000164,Accessories,H&M,Spring,,Green,23.11,0.0,23.11,2024-09-17,2,1.4,False,
FB000165,Shoes,Zara,Winter,M,White,168.36,0.0,168.36,2025-08-06,47,,True,Damaged
FB000166,Shoes,Gap,Fall,XL,Green,99.26,0.0,99.26,2025-08-06,33,,True,Quality Issue
FB000167,Accessories,Mango,Spring,,Black,53.66,0.0,53.66,2024-12-19,40,2.8,False,
FB000168,Accessories,Ann Taylor,Summer,,Gray,69.71,18.0,57.16,2025-08-06,34,4.2,True,Color Mismatch
FB000169,Dresses,Forever21,Fall,XXL,Gray,60.3,21.4,47.4,2025-08-06,4,3.6,False,
FB000170,Shoes,Banana Republic,Winter,XXL,Red,113.58,0.0,113.58,2025-08-06,33,4.9,True,Wrong Item
FB000171,Bottoms,Ann Taylor,Fall,XS,Brown,54.86,1.7,53.93,2025-08-06,40,2.5,False,
FB000172,Tops,Zara,Winter,XS,Red,92.25,0.0,92.25,2025-08-06,13,2.8,True,Damaged
FB000173,Accessories,Ann Taylor,Winter,,White,54.07,0.0,54.07,2025-08-06,47,4.6,False,
FB000174,Shoes,Banana Republic,Winter,XL,Red,104.4,0.0,104.4,2025-08-06,41,3.4,False,
FB000175,Dresses,Ann Taylor,Spring,M,Gray,45.97,0.0,45.97,2024-08-28,37,3.2,True,Quality Issue
FB000176,Tops,Ann Taylor,Summer,XXL,Black,28.79,0.0,28.79,2025-08-06,4,4.4,False,
FB000177,Outerwear,Uniqlo,Winter,M,Gray,204.21,0.0,204.21,2025-08-06,5,3.3,False,
FB000178,Shoes,Mango,Fall,XXL,Pink,190.75,20.0,152.6,2025-08-06,47,,False,
FB000179,Tops,Forever21,Winter,XS,Brown,33.01,39.2,20.07,2025-08-06,16,3.7,False,
FB000180,Accessories,Banana Republic,Spring,,Blue,47.61,39.8,28.66,2024-12-03,18,1.3,False,
FB000181,Outerwear,H&M,Spring,XS,Red,137.16,0.0,137.16,2024-09-26,34,3.2,False,
FB000182,Tops,Gap,Fall,M,Navy,108.49,0.0,108.49,2025-08-06,7,3.3,False,
FB000183,Tops,Banana Republic,Winter,XL,Green,106.49,0.0,106.49,2025-08-06,23,4.0,False,
FB000184,Tops,Mango,Winter,XXL,Pink,114.86,0.0,114.86,2025-08-06,48,1.1,False,
FB000185,Dresses,Zara,Fall,L,Blue,121.68,0.0,121.68,2025-08-06,9,1.5,False,
FB000186,Bottoms,Zara,Summer,XXL,Black,74.08,3.9,71.19,2025-08-06,37,1.7,False,
FB000187,Tops,Gap,Fall,M,Blue,92.37,35.9,59.21,2025-08-06,20,,False,
FB000188,Tops,Uniqlo,Summer,XXL,Beige,34.06,0.0,34.06,2025-08-06,39,4.5,False,
FB000189,Dresses,Zara,Summer,L,Pink,173.42,0.0,173.42,2025-08-06,47,4.2,False,
FB000190,Bottoms,Uniqlo,Spring,XXL,Brown,66.51,0.0,66.51,2024-10-04,32,2.1,False,
FB000191,Bottoms,Uniqlo,Fall,XXL,Blue,72.44,7.1,67.3,2025-08-06,10,1.8,False,
FB000192,Tops,Ann Taylor,Fall,S,Black,81.2,0.0,81.2,2025-08-06,3,1.5,False,
FB000193,Outerwear,Gap,Summer,XXL,Red,104.5,12.3,91.65,2025-08-06,42,,False,
FB000194,Dresses,Gap,Winter,XL,Pink,57.53,13.0,50.05,2025-08-06,12,4.1,False,
FB000195,Shoes,Banana Republic,Summer,XXL,Gray,142.58,0.0,142.58,2025-08-06,25,4.8,True,Quality Issue
FB000196,Dresses,Zara,Fall,XXL,Green,162.23,29.4,114.53,2025-08-06,41,4.0,True,Quality Issue
FB000197,Bottoms,Ann Taylor,Spring,XXL,Red,32.1,51.7,15.5,2024-11-23,27,,False,
FB000198,Shoes,Uniqlo,Fall,L,Black,162.41,42.7,93.06,2025-08-06,22,4.8,False,
FB000199,Tops,Banana Republic,Fall,M,Gray,77.46,57.5,32.92,2025-08-06,23,4.0,False,
FB000200,Tops,H&M,Fall,XXL,Blue,103.42,56.1,45.4,2025-08-06,4,4.7,False,
FB000201,Bottoms,Zara,Spring,XS,Green,42.91,33.3,28.62,2024-11-23,18,,False,
FB000202,Shoes,Zara,Summer,XL,Green,144.92,17.0,120.28,2025-08-06,32,2.0,False,
FB000203,Shoes,Banana Republic,Summer,XS,Black,93.07,23.9,70.83,2025-08-06,10,3.5,True,Changed Mind
FB000204,Outerwear,H&M,Summer,S,Red,119.96,0.0,119.96,2025-08-06,20,1.1,False,
FB000205,Accessories,Forever21,Summer,,Gray,42.04,50.9,20.64,2025-08-06,43,2.3,True,Wrong Item
FB000206,Accessories,Banana Republic,Winter,,Red,54.45,0.0,54.45,2025-08-06,12,2.7,False,
FB000207,Tops,Mango,Spring,M,Green,66.95,36.4,42.58,2024-09-28,44,1.9,True,Quality Issue
FB000208,Tops,Ann Taylor,Spring,XL,Beige,116.96,8.8,106.67,2025-04-29,33,1.6,False,
FB000209,Tops,Forever21,Fall,XXL,Pink,111.14,0.0,111.14,2025-08-06,49,1.6,False,
FB000210,Tops,Banana Republic,Fall,XS,Blue,59.6,0.0,59.6,2025-08-06,40,2.1,False,
FB000211,Tops,Ann Taylor,Spring,S,Gray,25.49,16.7,21.23,2025-05-23,32,,False,
FB000212,Tops,Zara,Spring,M,Black,82.94,0.0,82.94,2025-07-17,46,1.5,False,
FB000213,Tops,Uniqlo,Spring,L,Blue,99.71,0.0,99.71,2024-08-21,23,1.4,False,
FB000214,Accessories,Banana Republic,Fall,,Black,69.74,0.0,69.74,2025-08-06,11,3.3,True,Changed Mind
FB000215,Bottoms,H&M,Summer,XXL,Green,57.19,0.0,57.19,2025-08-06,12,2.5,False,
FB000216,Tops,H&M,Summer,XXL,Red,58.65,0.0,58.65,2025-08-06,4,1.1,False,
FB000217,Outerwear,Uniqlo,Fall,XL,Pink,110.22,0.0,110.22,2025-08-06,4,1.6,False,
FB000218,Tops,Zara,Summer,XXL,Pink,69.36,0.0,69.36,2025-08-06,25,,False,
FB000219,Bottoms,Zara,Winter,S,Black,87.03,0.0,87.03,2025-08-06,39,4.3,False,
FB000220,Dresses,Zara,Winter,XXL,Brown,160.6,18.4,131.05,2025-08-06,41,3.0,False,
FB000221,Outerwear,H&M,Spring,XS,Purple,167.02,0.0,167.02,2025-01-30,26,2.6,True,Size Issue
FB000222,Tops,Zara,Summer,XXL,Gray,26.09,0.0,26.09,2025-08-06,32,4.6,True,Damaged
FB000223,Outerwear,H&M,Summer,XL,Brown,246.65,0.0,246.65,2025-08-06,17,2.9,True,Damaged
FB000224,Outerwear,Forever21,Summer,S,Red,206.91,0.0,206.91,2025-08-06,34,2.3,False,
FB000225,Dresses,Gap,Winter,XL,Black,85.08,0.0,85.08,2025-08-06,29,,False,
FB000226,Outerwear,Forever21,Spring,XXL,White,240.32,54.8,108.62,2024-12-27,3,4.5,False,
FB000227,Dresses,Uniqlo,Fall,XXL,Red,130.12,1.4,128.3,2025-08-06,0,5.0,False,
FB000228,Bottoms,H&M,Spring,XS,Black,42.29,15.8,35.61,2024-11-02,11,1.6,False,
FB000229,Outerwear,H&M,Spring,S,Beige,191.54,0.0,191.54,2024-10-10,18,1.2,False,
FB000230,Accessories,Ann Taylor,Spring,,Beige,42.23,0.0,42.23,2025-07-14,15,,False,
FB000231,Shoes,H&M,Summer,S,Gray,109.76,0.0,109.76,2025-08-06,16,4.3,False,
FB000232,Accessories,Mango,Summer,,Red,76.8,43.3,43.55,2025-08-06,24,,False,
FB000233,Dresses,Forever21,Winter,,Black,56.34,22.4,43.72,2025-08-06,37,2.5,True,Wrong Item
FB000234,Tops,Gap,Fall,,Beige,88.41,0.0,88.41,2025-08-06,24,4.4,False,
FB000235,Tops,Gap,Spring,S,Black,25.96,0.0,25.96,2024-10-04,2,1.4,False,
FB000236,Bottoms,Zara,Spring,XXL,Red,60.25,0.0,60.25,2024-08-16,25,4.1,False,
FB000237,Accessories,H&M,Fall,,Red,52.33,19.1,42.33,2025-08-06,4,,False,
FB000238,Accessories,Mango,Fall,,White,67.61,0.0,67.61,2025-08-06,14,1.8,False,
FB000239,Shoes,Forever21,Spring,L,Brown,136.0,0.0,136.0,2025-08-01,46,4.5,False,
FB000240,Shoes,Zara,Fall,,Brown,74.48,0.0,74.48,2025-08-06,24,3.7,False,
FB000241,Dresses,Forever21,Fall,XS,Pink,101.39,0.0,101.39,2025-08-06,33,2.4,True,Size Issue
FB000242,Dresses,Forever21,Fall,XXL,Green,169.68,41.7,98.92,2025-08-06,43,4.6,False,
FB000243,Accessories,Forever21,Winter,,Purple,52.45,0.0,52.45,2025-08-06,34,2.1,False,
FB000244,Shoes,Uniqlo,Summer,XXL,Pink,153.85,47.6,80.62,2025-08-06,12,3.1,False,
FB000245,Bottoms,Mango,Fall,M,Brown,32.7,50.5,16.19,2025-08-06,46,1.3,False,
FB000246,Outerwear,Uniqlo,Fall,L,Navy,104.27,54.6,47.34,2025-08-06,42,4.2,False,
FB000247,Dresses,Forever21,Summer,M,Gray,80.04,50.9,39.3,2025-08-06,45,,False,
FB000248,Bottoms,Banana Republic,Spring,M,Black,72.07,0.0,72.07,2025-05-08,20,,True,Color Mismatch
FB000249,Outerwear,Zara,Fall,M,Green,220.99,0.0,220.99,2025-08-06,42,3.6,False,
FB000250,Outerwear,Uniqlo,Fall,XS,Black,117.36,14.6,100.23,2025-08-06,33,,True,Size Issue
FB000251,Outerwear,Banana Republic,Spring,L,Navy,198.76,48.8,101.77,2025-04-26,36,3.0,False,
FB000252,Outerwear,H&M,Fall,L,Black,121.03,0.0,121.03,2025-08-06,14,1.6,True,Changed Mind
FB000253,Tops,H&M,Fall,L,White,88.62,0.0,88.62,2025-08-06,48,2.4,False,
FB000254,Shoes,H&M,Summer,XL,Green,88.94,0.0,88.94,2025-08-06,29,3.9,False,
FB000255,Bottoms,Zara,Winter,S,Black,115.7,17.8,95.11,2025-08-06,32,1.7,False,
FB000256,Bottoms,Forever21,Fall,XXL,Black,75.66,0.0,75.66,2025-08-06,20,3.0,False,
FB000257,Accessories,Ann Taylor,Winter,,Green,42.11,0.0,42.11,2025-08-06,26,4.0,False,
FB000258,Outerwear,H&M,Spring,XXL,Beige,247.9,4.3,237.24,2024-12-25,25,4.6,False,
