,deficit,interest_income_ratio,chf_per_usd,jpy_per_usd,jpy100_per_usd,ofr_fsi,usd_reserve_share,cb_gold_reserves
2013-07-31,-97597.0,0.22287904651260498,0.9448909090909091,99.67272727272729,1.003283473184969,-2.0678636363636365,62.037540522709,-2211.7587349435003
2013-08-31,-147905.0,0.22287904651260498,0.9260909090909091,97.81227272727273,1.0223665927774448,-2.1824545454545454,62.037540522709,-2180.2229131915165
2013-09-30,75114.0,0.22287904651260498,0.9230499999999999,99.21000000000001,1.0079629069650236,-2.27625,61.7421368672357,-2154.9041311218634
2013-10-31,-90586.0,0.21242672919109026,0.9025318181818182,97.77,1.0228086325048584,-2.740869565217391,61.7421368672357,-2156.496144354386
2013-11-30,-135226.0,0.21242672919109026,0.9129368421052632,100.07368421052632,0.9992637004312611,-3.086,61.7421368672357,-2133.174568060945
2013-12-31,53220.0,0.21242672919109026,0.8932761904761906,103.46,0.9665571235260004,-3.195,61.7163815633297,-2069.6962062639777
2014-01-31,-10250.0,0.2128916605727897,0.9038428571428571,103.76142857142857,0.9637492599782469,-3.132047619047619,61.7163815633297,-2077.850406744044
2014-02-28,-193532.0,0.2128916605727897,0.8937315789473683,102.12526315789474,0.9791896432657521,-2.754736842105263,61.7163815633297,-2059.9999852193014
2014-03-31,-36895.0,0.2128916605727897,0.8804761904761904,102.33952380952381,0.9771395867164853,-2.9355238095238096,61.3171286741676,-2051.4771635427296
2014-04-30,106853.0,0.21293385492156605,0.8828272727272727,102.45818181818181,0.976007950028393,-3.175142857142857,61.3171286741676,-1985.05571379084
2014-05-31,-129971.0,0.21293385492156605,0.8882857142857142,101.77380952380952,0.9825710609428003,-3.4388571428571426,61.3171286741676,-1977.1291234039716
2014-06-30,70519.0,0.21293385492156605,0.8957904761904761,102.06285714285715,0.9797883657130059,-3.8886190476190476,61.3452564149478,-1941.9268924405824
2014-07-31,-94621.0,0.21307304723373627,0.8978090909090909,101.74000000000001,0.982897582071948,-3.8273181818181814,61.3452564149478,-1938.124014409644
2014-08-31,-128677.0,0.21307304723373627,0.9098238095238096,102.94380952380953,0.971403724639424,-3.1885238095238098,61.3452564149478,-1902.431565801003
2014-09-30,105803.0,0.21307304723373627,0.9370190476190475,107.42571428571429,0.9308758211654564,-3.135,62.3857244032257,-1823.161806741308
2014-10-31,-121713.0,0.21267107813535918,0.9528318181818182,108.02636363636363,0.9256999553980931,-2.0496521739130436,62.3857244032257,-1806.8553931424576
2014-11-30,-56818.0,0.21267107813535918,0.9641555555555557,116.29944444444443,0.8598493352886944,-2.467473684210526,62.3857244032257,-1766.780745026815
2014-12-31,1864.0,0.21267107813535918,0.9752952380952381,119.32333333333334,0.8380590552280917,-1.6445,62.681866750902,-1750.929443711331
2015-01-31,-14996.0,0.20440810029930453,0.9443300000000001,118.25,0.8456659619450317,-0.8515,62.681866750902,-1755.70101499332
2015-02-28,-192359.0,0.20440810029930453,0.9360631578947368,118.76,0.842034355001684,-1.1750526315789473,62.681866750902,-1749.9506296418697
2015-03-31,-52910.05993036,0.20440810029930453,0.9798181818181818,120.39454545454545,0.8306024132775571,-1.5969545454545455,63.5494095855134,-1751.5852905984054
2015-04-30,156714.07843925,0.20108196404424333,0.9595136363636364,119.50954545454546,0.8367532452713933,-1.7141428571428572,63.5494095855134,-1763.3997380782885
2015-05-31,-82385.27841904,0.20108196404424333,0.93155,120.798,0.8278282753025712,-2.01365,63.5494095855134,-1750.8775379325816
2015-06-30,51775.76400154,0.20108196404424333,0.932059090909091,123.71863636363636,0.8082856628493539,-1.7243636363636363,63.4720294,-1119.7397102665186
2015-07-31,-149186.76611285,0.20245814574851093,0.9547409090909091,123.31090909090909,0.8109582577667684,-1.7402272727272725,63.4720294,-1050.454043997503
2015-08-31,-64420.51991251,0.20245814574851093,0.9685238095238095,123.00380952380952,0.812982950586122,-0.9054285714285714,63.4720294,-1003.5961002199124
2015-09-30,91060.53109438,0.20245814574851093,0.9724952380952381,120.14761904761905,0.832309460584202,0.7811904761904762,64.2370836,-962.1866476173656
2015-10-31,-136532.08481492,0.2017726748244277,0.9686952380952382,120.04809523809524,0.8329994724336675,-0.41013636363636363,64.2370836,-944.58472304112
2015-11-30,-64552.91957894,0.2017726748244277,1.0097736842105263,122.64315789473683,0.8153736557063282,-0.92315,64.2370836,-864.7266977238903
2015-12-31,-14443.9438535,0.2017726748244277,0.995090909090909,121.63499999999999,0.8221317877255725,-0.6463181818181818,64.154037,-837.4870065404178
2016-01-31,55163.28851489,0.21001233191632873,1.0082052631578946,118.2257894736842,0.8458391392028635,1.0556842105263158,64.154037,-802.9904964470368
2016-02-29,-192614.00170636,0.21001233191632873,0.9920249999999999,114.6155,0.8724823431385808,2.4135999999999997,64.154037,-848.4118558057583
2016-03-31,-108042.73073878,0.21001233191632873,0.9811478260869566,112.93173913043478,0.8854906580735573,0.5826363636363636,63.9291976,-828.3740252331631
2016-04-30,106451.87183668,0.21305421827428103,0.9633619047619048,109.55190476190477,0.9128093228258838,0.037238095238095244,63.9291976,-831.2679892621402
2016-05-31,-52507.41284454,0.21305421827428103,0.9777142857142858,108.84809523809524,0.918711528954725,-0.07738095238095238,63.9291976,-845.2150102227431
2016-06-30,6251.98744016,0.21305421827428103,0.9695136363636364,105.35090909090908,0.9492087051067429,0.2491818181818182,64.0052962,-792.9081792035753
2016-07-31,-112815.2385045,0.21394971244527175,0.9829950000000001,104.191,0.959775796373967,-0.22405,64.0052962,-793.6202293172173
2016-08-31,-107111.57568004,0.21394971244527175,0.9710739130434783,101.23826086956522,0.987768844911702,-1.001304347826087,64.0052962,-776.3382975909421
2016-09-30,33359.49405496,0.21394971244527175,0.9732380952380952,101.7842857142857,0.9824699294025181,-0.963047619047619,63.7928791,-752.2390049827093
2016-10-31,-44192.20097674,0.21489838835185157,0.9876099999999999,103.9075,0.9623944373601521,-1.2646190476190478,63.7928791,-722.2352430044212
2016-11-30,-136650.57490356,0.21489838835185157,0.9962949999999999,108.44300000000001,0.9221434301891315,-1.2398571428571428,63.7928791,-719.3781541387067
2016-12-31,-27515.79855866,0.21489838835185157,1.0193904761904762,115.99809523809525,0.8620831212335177,-1.6604761904761904,64.6799707,-733.223810325027
2017-01-31,51257.177643,0.21588204414241174,1.0074999999999998,114.8721052631579,0.8705333620456617,-2.0323,64.6799707,-660.8678115863879
2017-02-28,-192044.46533546,0.21588204414241174,1.0010368421052631,112.91157894736843,0.8856487610239964,-2.2626842105263156,64.6799707,-665.3315424456844
2017-03-31,-176232.32530805,0.21588204414241174,1.001482608695652,112.91652173913043,0.885609992761101,-2.729304347826087,64.2195096,-622.0430981107908
2017-04-30,182428.05764871,0.2201736630880724,1.0008599999999999,110.09100000000001,0.9083394646247195,-2.3452105263157894,64.2195096,-597.951449411513
2017-05-31,-88425.99436618,0.2201736630880724,0.9866818181818182,112.24363636363637,0.8909191045453072,-3.2784545454545455,64.2195096,-557.5761805912546
2017-06-30,-90233.19107067,0.2201736630880724,0.9680727272727272,110.91409090909092,0.9015986984193335,-3.455818181818182,63.514328,-510.5128731611194
2017-07-31,-42939.37760097,0.22009100333439724,0.96039,112.417,0.8895451755517404,-3.56725,63.514328,-466.0340330169676
2017-08-31,-107688.77677988,0.22009100333439724,0.965313043478261,109.82695652173913,0.9105232737666368,-3.1996086956521737,63.514328,-453.67117784861097
2017-09-30,8000.08293523,0.22009100333439724,0.96254,110.776,0.9027226113959703,-3.2918999999999996,63.3104705,-390.83798306545145
2017-10-31,-63214.01796695,0.2201958524891651,0.9821190476190477,112.9147619047619,0.8856237954462068,-3.585045454545454,63.3104705,-307.1482044943418
2017-11-30,-138547.43781759,0.2201958524891651,0.99154,112.819,0.8863755218535885,-3.693476190476191,63.3104705,-248.83926378002917
2017-12-31,-23193.55948872,0.2201958524891651,0.986985,112.9405,0.885421969975341,-3.7712000000000003,62.7072968,-210.30938824470977
2018-01-31,49235.72070792,0.22528238800873593,0.9604428571428572,110.87095238095237,0.9019494994180278,-3.998380952380952,62.7072968,-175.20753002101495
2018-02-28,-215248.1724224,0.22528238800873593,0.9354789473684211,107.96999999999998,0.9261831990367696,-2.548736842105263,62.7072968,-139.5448108748751
2018-03-31,-208743.24980988,0.22528238800873593,0.9480000000000001,106.04681818181817,0.9429797302220718,-2.323952380952381,62.8976097,-124.153410187783
2018-04-30,214255.11366731,0.2293078377649588,0.9687285714285714,107.65619047619049,0.928882951901556,-2.3775714285714287,62.8976097,-71.10146331349189
2018-05-31,-146796.44336556,0.2293078377649588,0.9969409090909092,109.68818181818182,0.9116752447019236,-2.8125909090909094,62.8976097,-43.95368197748638
2018-06-30,-74857.99046356,0.2293078377649588,0.9899714285714286,110.06380952380952,0.9085638633866069,-2.4744761904761905,62.6152141,-24.923830890065137
2018-07-31,-76865.22967062,0.23051908991676337,0.9947571428571429,111.52095238095238,0.8966924857169697,-2.5628571428571427,62.6152141,29.571384936993365
2018-08-31,-214147.52548064,0.23051908991676337,0.9879913043478261,110.99652173913044,0.9009291321310499,-2.657391304347826,62.6152141,0.4398296898732567
2018-09-30,119116.00888032,0.23051908991676337,0.968257894736842,112.09736842105262,0.8920816019907506,-2.9147894736842104,62.3490399685773,76.6941276789853
2018-10-31,-100491.14254473,0.2375131295870979,0.9939954545454545,112.7218181818182,0.8871397003080793,-2.2076086956521737,62.3490399685773,184.6857609789068
2018-11-30,-204902.55739878,0.2375131295870979,1.00109,113.33800000000001,0.8823166104925091,-1.6442380952380955,62.3490399685773,267.5801387723336
2018-12-31,-13539.35862905,0.2375131295870979,0.9918833333333333,112.19944444444444,0.8912700102496052,-0.5000526315789473,62.0650228830416,262.1646746074598
2019-01-31,8682.86661098,0.24135432877699498,0.98973,108.9605,0.9177637767814942,-0.8587619047619047,62.0650228830416,332.62323699011625
2019-02-28,-233977.2488268,0.24135432877699498,1.0014277777777778,110.44,0.9054690329590728,-2.2314736842105263,62.0650228830416,378.8711981951173
2019-03-31,-146944.76565389,0.24135432877699498,1.0005190476190475,111.14428571428573,0.8997313659207464,-2.7243809523809523,62.2066180312068,448.5503238295094
2019-04-30,160304.50890986,0.24297204144673296,1.0084272727272727,111.64136363636364,0.8957253543204499,-3.246,62.2066180312068,508.5728112248799
2019-05-31,-207768.39134666,0.24297204144673296,1.0107272727272727,109.97136363636363,0.9093276348801548,-2.4108636363636364,62.2066180312068,554.5666771112334
2019-06-30,-8476.31845422,0.24297204144673296,0.9879749999999999,108.0685,0.9253390210838496,-2.1079499999999998,61.7316705128468,696.2627539570504
2019-07-31,-119695.80619346,0.2392499691257657,0.9880318181818182,108.28636363636365,0.9234773118414976,-2.8367727272727272,61.7316705128468,722.8221501045323
2019-08-31,-200344.34892913,0.2392499691257657,0.9787363636363636,106.18863636363636,0.9417203518609678,-1.2425,61.7316705128468,759.155844867723
2019-09-30,82767.65846478,0.2392499691257657,0.99057,107.54,0.9298865538404314,-1.9958500000000001,62.0500700119326,838.2306355967482
2019-10-31,-134467.56493381,0.23042395005374836,0.9930454545454546,108.13681818181819,0.9247544146514727,-2.3017391304347825,62.0500700119326,909.0456822280328
2019-11-30,-208838.29445674,0.23042395005374836,0.9928578947368422,108.85789473684211,0.9186288256055697,-3.35105,62.0500700119326,961.0219907391923
2019-12-31,-13272.55731642,0.23042395005374836,0.9825761904761905,109.10095238095238,0.9165822829009393,-3.5916666666666663,61.3202550682034,969.0773927988762
2020-01-31,-32593.28000764,0.2223361990790295,0.969804761904762,109.26666666666667,0.9151921903599756,-3.7336666666666667,61.3202550682034,982.9461292555038
2020-02-29,-235335.21387457,0.2223361990790295,0.9761578947368421,110.02947368421053,0.908847390172968,-2.9334736842105262,61.3202550682034,1045.5063083656823
2020-03-31,-119125.16471802,0.2223361990790295,0.9592818181818181,107.66727272727272,0.928787341472888,6.122636363636364,62.3212021900011,1113.521163176414
2020-04-30,-737850.62107965,0.22862200740074087,0.9701136363636365,107.73863636363636,0.9281721337411666,5.435666666666667,62.3212021900011,1169.4936515879442
2020-05-31,-398821.41365968,0.22862200740074087,0.96919,107.2,0.9328358208955224,2.2915,62.3212021900011,1214.341828116034
2020-06-30,-864074.06849171,0.22862200740074087,0.9513409090909092,107.5781818181818,0.9295565170362359,-0.01645454545454545,61.875305997393,1241.8542844523902
2020-07-31,-62991.72639454,0.2100822235242227,0.9327272727272727,106.68181818181819,0.9373668512995312,-1.2836363636363637,61.875305997393,1244.940850937654
2020-08-31,-200095.01510766,0.2100822235242227,0.9099238095238095,106.01285714285714,0.9432818121791158,-1.8386666666666667,61.875305997393,1199.807056391631
2020-09-30,-124610.55841919,0.2100822235242227,0.9148904761904761,105.58904761904762,0.9470679228094544,-1.5537619047619047,61.0066337569416,1213.4470469080557
2020-10-31,-284070.53717284,0.20401323035170288,0.9124380952380953,105.20952380952382,0.9504842943785643,-1.6476363636363636,61.0066337569416,1228.2026774410588
2020-11-30,-145266.26352985,0.20401323035170288,0.9109944444444444,104.4061111111111,0.9577983408804296,-2.52765,61.0066337569416,1215.6475091942357
2020-12-31,-143562.32743913,0.20401323035170288,0.8883857142857142,103.79523809523809,0.9634353351378631,-3.4598636363636364,59.5282761516248,1264.347487249787
2021-01-31,-162832.48946754,0.19858430088732687,0.8865055555555555,103.78833333333334,0.9634994299295039,-3.737526315789474,59.5282761516248,1238.5204210298298
2021-02-28,-310921.94250467,0.19858430088732687,0.8978947368421052,105.37736842105264,0.9489703671516404,-4.002105263157894,59.5282761516248,1255.7415644524056
2021-03-31,-659591.61844058,0.19858430088732687,0.9297565217391304,108.6991304347826,0.9199705609420499,-3.608695652173913,60.0628702628749,1429.3804687726652
2021-04-30,-225579.46032577,0.19321356682355065,0.9218409090909091,109.04454545454546,0.9170564156433151,-3.933238095238095,60.0628702628749,1492.3194376873912
2021-05-31,-131953.06316821,0.19321356682355065,0.9026799999999999,109.11200000000001,0.9164894787007845,-3.6899,60.0628702628749,1568.206844243934
2021-06-30,-174160.55026216,0.19321356682355065,0.9077863636363636,110.10727272727273,0.9082052213543816,-4.0075,59.8460288957343,1592.4590199473816
2021-07-31,-302050.4883435,0.1908048391161892,0.9174238095238094,110.21428571428571,0.9073233959818536,-3.5404285714285715,59.8460288957343,1625.021018127302
2021-08-31,-170634.65366187,0.1908048391161892,0.91465,109.85272727272728,0.9103096707989208,-3.3965,59.8460288957343,1647.0781269814954
2021-09-30,-61544.25121268,0.1908048391161892,0.9228,110.16095238095238,0.9077626676118925,-3.3234761904761907,59.8714605550738,1655.906724533272
2021-10-31,-165055.36693325,0.18659806983986704,0.922715,113.1215,0.8840052509911909,-3.172190476190476,59.8714605550738,1663.9310060793912
2021-11-30,-191335.04052197,0.18659806983986704,0.921295,113.965,0.8774623788005089,-2.666952380952381,59.8714605550738,1628.250596383502
2021-12-31,-21303.12942523,0.18659806983986704,0.920952380952381,113.83285714285714,0.8784809808867639,-1.7990454545454546,59.4025304338252,1614.686277916927
2022-01-31,118698.85824166,0.17398453472553907,0.9191,114.82549999999999,0.87088669328677,-2.078104347745954,59.4025304338252,1618.740273119319
2022-02-28,-216589.75205605,0.17398453472553907,0.9228368421052631,115.27631578947368,0.8674808811779477,-1.1684856513289958,59.4025304338252,1659.4971516328492
2022-03-31,-192682.38665693,0.17398453472553907,0.9294260869565217,118.57739130434784,0.8433310844504414,0.5826005222617257,59.4173981592802,1664.1920350458718
2022-04-30,308215.06052679,0.17969252089862328,0.9449761904761905,126.37428571428572,0.7913002193032036,0.008800297059416571,59.4173981592802,1705.0286476463768
2022-05-31,-66222.56120958,0.17969252089862328,0.9804476190476191,128.84857142857143,0.7761048406767634,1.2495893407409604,59.4173981592802,1755.075685363221
2022-06-30,-88841.51292609,0.17969252089862328,0.9701619047619048,133.96190476190475,0.7464808758708944,1.6223642650982766,59.9950617278792,1828.039474519634
2022-07-31,-211051.76005026,0.19234795077812677,0.970105,136.709,0.7314807364548055,2.1071218605709547,59.9950617278792,1878.513198933746
2022-08-31,-219596.24094964,0.19234795077812677,0.957395652173913,135.28347826086957,0.7391885637887592,1.054864784251322,59.9950617278792,1910.1269808364752
2022-09-30,-429673.47896184,0.19234795077812677,0.9732999999999999,143.28428571428572,0.6979132394141517,2.0250185341491913,60.433380403635,1987.5209688246016
2022-10-31,-87797.83631139,0.20985391446674784,0.9949299999999999,147.0515,0.6800338656865111,2.9334017528837926,60.433380403635,2024.038040198124
2022-11-30,-248534.88065258,0.20985391446674784,0.9659599999999999,142.445,0.7020253431148865,1.5172721520990529,60.433380403635,2106.8316631676807
2022-12-31,-85000.73657788,0.20985391446674784,0.9316380952380952,134.91476190476192,0.7412087349684633,0.7917197263929718,58.9517075736583,2157.5362344547348
2023-01-31,-38783.77183922,0.2373306369219665,0.924075,130.4475,0.7665919239540812,0.21554805060219193,58.9517075736583,2241.902671324091
2023-02-28,-262433.84319423,0.2373306369219665,0.9258315789473684,133.04631578947368,0.7516179565485703,-0.22513714020654313,58.9517075736583,2320.734403523466
2023-03-31,-378076.31647174,0.2373306369219665,0.9254521739130435,133.66434782608695,0.7481426545402501,0.9382404333776114,60.1182600090751,2303.6383432335383
2023-04-30,176180.79034912,0.24602944133423432,0.89849,133.47449999999998,0.7492067773245078,0.17522773236071584,60.1182600090751,2148.259757548813
2023-05-31,-240348.23965837,0.24602944133423432,0.8976500000000001,137.05318181818183,0.7296437680130805,0.11105533911394744,60.1182600090751,2047.8617849250336
2023-06-30,-227768.41253805,0.24602944133423432,0.9003809523809524,141.35809523809525,0.7074232277363803,-0.6074793213886414,59.8231917212718,2149.258564047765
2023-07-31,-220782.0973536,0.2592186571653631,0.87227,140.93599999999998,0.7095419197366182,-0.778952380952381,59.8231917212718,2187.536808758912
2023-08-31,89255.57269373,0.2592186571653631,0.8783217391304348,144.7804347826087,0.6907010615775012,-0.6246086956521739,59.8231917212718,2284.5568135176563
2023-09-30,-170982.20087478,0.2592186571653631,0.8996299999999999,147.845,0.6763840508640806,-0.8676666666666667,59.6978813848341,2373.042467250209
2023-10-31,-66563.55112973,0.26779613952655673,0.9034761904761904,149.59333333333333,0.6684789874771603,-0.16236363636363638,59.6978813848341,2428.7888336026467
2023-11-30,-314012.00228709,0.26779613952655673,0.8901749999999999,149.679,0.6680963929475745,-0.9986818181818182,59.6978813848341,2492.790976833395
2023-12-31,-129365.41491979,0.26779613952655673,0.86481,143.9815,0.694533672728788,-1.3528571428571428,58.9795570586711,2531.6455165127118
2024-01-31,-21930.35633102,0.26839733324877524,0.8591142857142857,146.2942857142857,0.6835536980255064,-1.4030869565217392,58.9795570586711,2589.3879923659624
2024-02-29,-296274.64807989,0.26839733324877524,0.8770899999999999,149.615,0.6683821809310564,-1.7521,58.9795570586711,2628.966145956492
2024-03-31,-236456.8239502,0.26839733324877524,0.8886428571428572,149.81857142857143,0.6674739923526551,-2.012,59.5096417221778,2645.2135549267605
2024-04-30,209529.30662533,0.2687318638810314,0.9099227272727273,153.89,0.6498148027812074,-1.693,59.5096417221778,2688.0285242709474
2024-05-31,-347130.89369165,0.2687318638810314,0.908840909090909,155.86909090909091,0.6415640164240388,-2.1469130434782606,59.5096417221778,2713.154432351611
2024-06-30,-65965.29247634,0.2687318638810314,0.8938105263157894,157.86,0.6334726973267452,-2.01995,58.8690701751294,2722.7224559567103
2024-07-31,-243741.08729743,0.2730884059181035,0.8916818181818182,157.51818181818183,0.6348473480694868,-2.0545652173913043,58.8690701751294,2724.464576330557
2024-08-31,-380080.4054345,0.2730884059181035,0.8579363636363637,146.2640909090909,0.6836948110671545,-0.9351363636363637,58.8690701751294,2732.623303069951
2024-09-30,64263.00886774,0.2730884059181035,0.84716,142.954,0.6995257215607817,-1.3445238095238095,57.9273793669656,2789.1034549786577
2024-10-31,-257450.34319191,0.2692091177564978,0.8613409090909091,149.89090909090908,0.6671518680252305,-1.4154347826086957,57.9273793669656,2860.268522329517
2024-11-30,-366763.06436807,0.2692091177564978,0.8808578947368421,153.71263157894737,0.650564621611072,-1.7253809523809522,57.9273793669656,2930.273285265739
2024-12-31,-86731.61901329,0.2692091177564978,0.8915857142857144,153.81428571428572,0.6501346707532274,-1.837409090909091,58.5191966158321,2959.3046944302464
2025-01-31,-128640.20667349,0.2630011921634308,0.9096285714285715,156.48190476190476,0.6390515258115954,-1.854086956521739,58.5191966158321,2976.0169071235805
2025-02-28,-307017.19469927,0.2630011921634308,0.9034263157894736,151.57157894736844,0.659754293611495,-1.9149,58.5191966158321,3006.6801441743987
2025-03-31,-160530.32149936,0.2630011921634308,0.883552380952381,149.05761904761906,0.6708815063526089,-1.271,58.5147743624388,3041.066371583142
2025-04-30,258399.94911496,0.25572260668767643,0.8337454545454546,144.12863636363636,0.6938246452821502,0.4309090909090909,58.5147743624388,3060.1760183951337
2025-05-31,-316003.76118944,0.25572260668767643,0.8299428571428571,144.8761904761905,0.6902445437812254,-1.1954090909090909,58.5147743624388,3094.9211043676896
2025-06-30,27010.02207777,0.25572260668767643,0.813245,144.4835,0.6921205535580188,-1.5405238095238094,57.0754804543366,3137.151073037977
2025-07-31,-291142.66028767,0.25450493546253583,0.7988954545454546,147.20136363636365,0.6793415327797728,-2.007478260869565,57.0754804543366,3156.1227966555784
2025-08-31,-344791.89185812,,0.805752380952381,147.47857142857143,0.6780646098706834,-2.1734285714285715,57.0754804543366,3181.8284360771136
2025-09-30,197949.63036216,,0.7961428571428572,147.86285714285714,0.6763023651259855,-2.3243636363636364,56.9229115176475,3225.857301128836
2025-10-31,-284350.0507828,,0.7974545454545455,151.35454545454547,0.6607003423629046,-2.1732608695652176,,3278.230408133096
2025-11-30,-173277.17507692,,0.8036777777777778,155.14111111111112,0.6445744734184649,-2.0015,,3328.0702056094783
2025-12-31,-144749.23560928,,0.7969,155.915,0.6413751082320496,-2.5549565217391303,,
