Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Dew Point,Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction
20230601z3ayhboyqre67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 11:45:00,22.0555555555556,14.2222222222222,1022.75720578,,61,0,0,1.7,31,5.2,
202306014queeueyqce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 12:00:00,22.2222222222222,14.5555555555556,1022.689478,,62,0,0,1.7,36,7.8,
202306017j9ae8yyqwe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 12:15:00,23.2777777777778,14.2777777777778,1022.75720578,,57,0,0,2.6,30,7.0,
20230601ysfjxdeyxye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 12:30:00,22.5,13.5555555555556,1022.65561411,,57,0,0,1.7,28,5.2,
20230601dakfp1yyxee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 12:45:01,23.0555555555556,14.6111111111111,1022.62175022,,59,0,0,1.7,47,6.1,
20230601gjqywcyyxoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 13:00:00,22.1666666666667,13.7777777777778,1022.65561411,,59,0,0,1.7,52,7.8,
20230601kfqqr6eyxae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 13:15:01,22.3333333333333,13.9444444444444,1022.689478,,59,0,0,2.6,55,7.8,
20230601ct3xbzayoye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 13:30:00,23.4444444444444,14.9444444444444,1022.62175022,,59,0,0,1.7,73,7.0,
20230601x43ar4eyoee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 13:45:00,22.6666666666667,14.7777777777778,1022.55402244,,61,0,0,1.7,53,7.8,
202306011hwy4aeyooe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 14:00:00,22.3333333333333,14.7222222222222,1022.62175022,,62,0,0,0.9,59,9.6,
20230601sxz6jpoyoae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 14:15:01,21.9444444444444,14.3333333333333,1022.58788633,,62,0,0,1.7,75,7.8,
202306013uyfdwoytye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 14:30:01,22.2777777777778,14.8888888888889,1022.55402244,,63,0,0,0.9,69,7.8,
20230601hjpnxooytee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 14:45:01,21.5555555555556,14.2222222222222,1022.48629466,,63,0,0,0.9,50,7.0,
202306019gefezoytoe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 15:00:00,21.3888888888889,14.0555555555556,1022.38470299,,63,0,0,0.9,73,7.8,
20230601nd8i4maythe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 15:15:00,19.9444444444444,12.6666666666667,1022.52015855,,63,0,0,1.7,52,8.7,
20230601frzcu7yy1re67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 15:30:00,20.6111111111111,13.0555555555556,1022.31697521,,62,0,0,1.7,59,5.2,
20230601epup8rey1ce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 15:45:00,19.9444444444444,12.9444444444444,1022.31697521,,64,0,0,0.9,95,5.2,
20230601mh8px3yy1we67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 16:00:00,19.8333333333333,12.5555555555556,1022.28311132,,63,0,0,1.7,84,7.0,
20230601qfotutyy1he67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 16:15:01,19.3333333333333,12.3333333333333,1022.14765576,,64,0,0,0.9,56,7.8,
20230601twx7rfayure67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 16:30:00,19.2222222222222,12.2222222222222,1022.11379187,,64,0,0,1.7,53,4.3,
20230601wbwb7aoyuce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 16:45:00,18.9444444444444,11.9444444444444,1021.97833631,,64,0,0,0.9,87,5.2,
20230601zpx97kyyuwe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 17:00:00,17.8888888888889,11.2222222222222,1021.91060853,,65,0,0,1.7,41,8.7,
2023060141dfideyuhe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 17:15:01,17.3333333333333,10.9444444444444,1021.84288075,,66,0,0,1.7,53,5.2,
202306017h8phpyywre67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 17:30:00,16.9444444444444,10.7777777777778,1021.84288075,,67,0,0,1.7,61,6.1,
20230601y4wgzzeywoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 17:45:01,16.1666666666667,10.4444444444444,1021.80901686,,69,0,0,0.9,47,8.7,
20230601di4awtaywae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 18:00:00,15.6666666666667,10.2222222222222,1021.91060853,,70,0,0,2.6,70,4.3,
20230601g6yu3gyyiye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 18:15:00,14.5,9.5,1021.94447242,,72,0,0,1.7,14,8.7,
20230601jqqyiqeyiee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 18:30:00,14,9.22222222222222,1021.97833631,,73,0,0,1.7,27,7.0,
20230601c3kikhoyioe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 18:45:00,13.3888888888889,9.22222222222222,1022.07992798,,76,0,0,0.9,360,7.0,
20230601o7bmjweyiae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 19:00:01,13,8.88888888888889,1022.07992798,,76,0,0,1.7,360,7.0,
202306011waspjyysye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 19:15:00,12.4444444444444,8.33333333333333,1022.24924743,,76,0,0,1.7,360,5.2,
20230601sa67qeyysee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 19:30:00,12.0555555555556,8.11111111111111,1022.3508391,,77,0,0,0.9,360,3.5,
202306013or1maaysoe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 19:45:00,11.8333333333333,8.11111111111111,1022.28311132,,78,0,0,0.9,360,5.2,
20230601hbs1fcyysae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 20:00:00,11.8888888888889,8.33333333333333,1022.31697521,,79,0,0,1.7,360,4.3,
202306019ksk6hayzye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 20:15:00,12.0555555555556,8.5,1022.45243077,,79,0,0,0.9,360,4.3,
20230601nnt9dqoyzce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 20:30:00,11.5,7.77777777777778,1022.48629466,,78,0,0,0.9,360,3.5,
20230601frd1b4oyzwe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 20:45:00,11.5,7.94444444444444,1022.52015855,,79,0,0,1.7,360,5.2,
20230601esfe3uoyzhe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 21:00:01,11.6111111111111,8.05555555555556,1022.58788633,,79,0,0,1.7,360,7.0,
20230601m7iagpyyare67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 21:15:00,11.8888888888889,8.16666666666667,1022.65561411,,78,0,0,1.7,360,5.2,
20230601qt5pcheyace67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 21:30:00,12.1111111111111,8.38888888888889,1022.689478,,78,0,0,0.9,360,3.5,
20230601trip6teyawe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 21:45:00,11.9444444444444,8.05555555555556,1022.72334189,,77,0,0,0.9,360,4.3,
20230601wpw5qayyahe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 22:00:00,12,8.11111111111111,1022.689478,,77,0,0,0.0,360,3.5,
20230601ax4ywzyy3re67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 22:15:00,11.9444444444444,8.22222222222222,1022.65561411,,78,0,0,0.9,360,2.6,
2023060143ync5ay3ce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 22:30:00,11.9444444444444,8.05555555555556,1022.62175022,,77,0,0,0.9,3,4.3,
202306017ppcpeey3we67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 22:45:00,11.9444444444444,8.05555555555556,1022.689478,,77,0,0,0.9,360,3.5,
20230601njoxusoy4ye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 23:00:01,11.8888888888889,8,1022.72334189,,77,0,0,0.0,1,5.2,
20230601rd6x3qey4ee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 23:15:01,11.8888888888889,8,1022.79106967,,77,0,0,0.9,360,4.3,
20230601g5cyfsyy4oe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 23:30:00,11.7777777777778,7.88888888888889,1022.75720578,,77,0,0,0.9,360,2.6,
20230601kgduz5oy4ae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-01 23:45:00,11.8333333333333,7.94444444444444,1022.79106967,,77,0,0,0.9,360,2.6,
﻿20230602c43a79ey5ye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02,11.8888888888889,7.77777777777778,1022.72334189,,76,0,0,0.0,360,2.6,
20230602ondxeyyy5ee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 00:15:00,11.8333333333333,7.72222222222222,1022.65561411,,76,0,0,0.0,360,3.5,
20230602upy3hgoy5oe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 00:30:00,11.7222222222222,7.66666666666667,1022.62175022,,76,0,0,0.9,360,4.3,
20230602i57fcpoy5ae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 00:45:00,11.7777777777778,7.88888888888889,1022.55402244,,77,0,0,0.0,360,1.7,
202306023joit5yyhye67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 01:00:00,11.7222222222222,7.83333333333333,1022.55402244,,77,0,0,0.9,360,3.5,
2023060257hb6xayhee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 01:15:00,11.7222222222222,7.83333333333333,1022.62175022,,77,0,0,0.9,360,7.8,
2023060297y7ccayhoe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 01:30:00,11.6111111111111,7.33333333333333,1022.62175022,,75,0,0,0.9,360,7.8,
20230602nq6g9poyhhe67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 01:45:00,11.5555555555556,7.05555555555556,1022.52015855,,74,0,0,2.6,360,7.0,
20230602fn637jay7re67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 02:00:00,11.4444444444444,7.16666666666667,1022.45243077,,75,0,0,0.9,360,4.3,
20230602exng5jyy7ce67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 02:15:00,11.3333333333333,7.05555555555556,1022.45243077,,75,0,0,0.9,360,3.5,
20230602mshb1gey7we67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 02:30:00,11.1666666666667,6.88888888888889,1022.38470299,,75,0,0,0.9,360,2.6,
20230602q56fnkoy7he67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 02:45:01,11,6.72222222222222,1022.3508391,,75,0,0,0.9,360,2.6,
202306021gptrkey6re67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 03:00:01,10.8888888888889,6.44444444444444,1022.41856688,,74,0,0,0.9,360,5.2,
20230602iyti48ay6ce67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 03:15:01,10.7777777777778,6.33333333333333,1022.45243077,,74,0,0,0.9,360,7.8,
20230602zaf4eoey6we67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 03:30:00,10.7777777777778,6.33333333333333,1022.52015855,,74,0,0,0.9,360,3.5,
202306025g1cgeyy6he67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 03:45:00,10.8333333333333,6.16666666666667,1022.48629466,,73,0,0,2.6,360,7.8,
202306027z8gngoy9re67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 04:00:01,10.7777777777778,6.11111111111111,1022.58788633,,73,0,0,0.9,360,4.3,
20230602brr1ijey9oe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 04:15:01,10.8333333333333,6.16666666666667,1022.52015855,,73,0,0,0.9,360,5.2,
20230602rkp33ney9ae67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 04:30:00,10.8888888888889,6.44444444444444,1022.55402244,,74,0,0,0.9,360,7.0,
20230602g6m35uebyye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 04:45:01,10.9444444444444,6.27777777777778,1022.58788633,,73,0,0,0.9,360,4.3,
20230602ke3wheybyee67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 05:00:00,10.8888888888889,6.44444444444444,1022.82493356,,74,0,0,1.7,360,3.5,
20230602pkqtgqobyoe67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 05:15:00,10.8333333333333,6.16666666666667,1022.79106967,,73,0,0,1.7,360,5.2,
20230602ooc51oobyae67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 05:30:00,10.8888888888889,6.22222222222222,1022.82493356,,73,0,0,0.9,360,5.2,
20230602ub4wguybbye67rj4rymrfqz16w,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 05:45:00,10.8888888888889,6.22222222222222,1022.79106967,,73,0,0,1.7,360,5.2,
20230602so3j4sebbee67rj4rymrfqirmr,33d8c436-fd04-e911-9462-0003ff598847,3.59058730000004,50.9533081,2023-06-02 06:00:00,10.9444444444444,6.11111111111111,1022.85879745,,72,0,0,2.6,360,7.8,
