transaction_id,merchant_id,user_id,txn_ts,amount,currency,payment_method,is_approved,decision_type,shipping_country,billing_country,device_type,is_fraud_txn
t_0000039,m_00004,u_004169,2025-11-06 07:56:00,58.2,USD,wallet,True,auto,US,US,mobile,False
t_0000040,m_00004,u_092538,2025-11-08 03:26:00,28.47,USD,wallet,True,auto,US,US,mobile,False
t_0000041,m_00004,u_284242,2025-11-10 17:33:00,53.7,USD,card,True,auto,US,US,mobile,False
t_0000042,m_00004,u_189111,2025-11-22 15:28:00,34.05,USD,card,True,auto,US,US,desktop,False
t_0000043,m_00004,u_184859,2025-11-29 11:41:00,38.6,USD,card,True,auto,CA,CA,mobile,False
t_0000044,m_00004,u_176691,2025-11-29 23:15:00,68.01,USD,card,True,auto,US,US,mobile,False
t_0000045,m_00004,u_206142,2025-11-30 15:45:00,210.66,USD,card,True,auto,US,US,mobile,False
t_0000046,m_00005,u_229431,2025-05-29 09:24:00,357.67,USD,card,True,manual,CA,US,mobile,False
t_0000047,m_00005,u_010397,2025-05-30 23:02:00,107.1,USD,card,True,auto,US,US,mobile,False
t_0000048,m_00005,u_003703,2025-06-17 03:43:00,141.98,USD,card,True,auto,US,US,mobile,False
t_0000049,m_00005,u_127107,2025-06-22 17:45:00,255.6,USD,card,True,auto,US,US,mobile,False
t_0000050,m_00005,u_010327,2025-06-22 22:08:00,74.92,USD,card,True,auto,US,US,mobile,False
t_0000051,m_00005,u_253024,2025-07-15 17:18:00,46.15,USD,card,True,auto,GB,US,mobile,False
t_0000052,m_00005,u_325318,2025-07-25 01:34:00,57.07,USD,card,True,auto,US,US,desktop,False
t_0000053,m_00005,u_357143,2025-07-28 07:16:00,182.84,USD,card,True,auto,US,US,mobile,False
t_0000054,m_00005,u_248999,2025-08-02 13:19:00,106.33,USD,card,True,auto,US,US,mobile,False
t_0000055,m_00005,u_201630,2025-08-02 15:39:00,85.71,USD,card,True,auto,US,US,mobile,False
t_0000056,m_00005,u_022272,2025-08-31 14:21:00,58.37,USD,card,True,auto,US,US,tablet,False
t_0000057,m_00006,u_186768,2025-06-26 15:51:00,51.71,USD,card,True,auto,US,US,desktop,False
t_0000058,m_00006,u_131320,2025-06-26 19:55:00,53.81,USD,card,True,manual,US,US,mobile,False
t_0000059,m_00006,u_088623,2025-06-26 21:05:00,42.82,USD,card,True,auto,US,US,desktop,False
t_0000060,m_00006,u_134021,2025-07-11 17:39:00,73.6,USD,card,True,manual,US,US,mobile,False
t_0000061,m_00006,u_061131,2025-07-17 21:20:00,97.93,USD,card,True,auto,US,US,desktop,False
t_0000062,m_00006,u_092002,2025-07-30 00:40:00,120.05,USD,card,True,auto,US,US,mobile,False
t_0000063,m_00006,u_243039,2025-08-05 18:05:00,80.05,USD,card,True,auto,US,US,mobile,False
t_0000064,m_00006,u_299298,2025-08-08 18:00:00,60.65,USD,card,True,auto,US,US,desktop,False
t_0000065,m_00006,u_235631,2025-08-10 10:27:00,36.29,USD,card,True,auto,US,US,mobile,False
t_0000066,m_00006,u_076298,2025-08-21 08:19:00,66.64,USD,card,True,auto,US,US,mobile,False
t_0000067,m_00006,u_236255,2025-08-27 00:54:00,93.89,USD,wallet,True,auto,US,US,mobile,False
t_0000068,m_00006,u_147376,2025-08-31 12:19:00,47.49,USD,card,True,auto,US,US,mobile,False
t_0000069,m_00006,u_058303,2025-09-07 18:55:00,80.73,USD,card,True,manual,US,US,mobile,False
t_0000070,m_00006,u_210303,2025-09-23 12:52:00,98.61,USD,card,True,auto,CA,US,desktop,False
t_0000071,m_00006,u_278763,2025-10-01 11:35:00,119.0,USD,card,False,auto,US,US,desktop,False
t_0000072,m_00006,u_211234,2025-10-09 05:04:00,32.26,USD,card,False,manual,US,US,desktop,False
t_0000073,m_00007,u_267905,2025-02-10 19:50:00,482.71,USD,card,True,manual,GB,GB,tablet,False
t_0000074,m_00007,u_179289,2025-02-13 21:09:00,466.7,USD,ach,True,auto,GB,GB,mobile,False
t_0000075,m_00007,u_170242,2025-03-24 05:18:00,478.8,USD,ach,True,auto,GB,GB,mobile,False
t_0000076,m_00007,u_118962,2025-04-12 02:49:00,155.5,USD,card,True,auto,GB,GB,mobile,False
t_0000077,m_00008,u_113626,2025-05-16 03:13:00,337.72,USD,card,True,auto,US,US,mobile,False
t_0000078,m_00008,u_152172,2025-05-16 10:08:00,273.65,USD,card,True,auto,US,US,mobile,False
t_0000079,m_00008,u_134443,2025-05-19 05:16:00,308.86,USD,card,True,auto,US,US,desktop,False
t_0000080,m_00008,u_258348,2025-05-21 07:10:00,152.87,USD,card,True,auto,US,US,mobile,False
t_0000081,m_00008,u_286381,2025-05-22 10:07:00,146.31,USD,card,True,auto,US,US,desktop,False
t_0000082,m_00008,u_136054,2025-05-31 15:39:00,215.7,USD,card,True,auto,US,US,desktop,False
t_0000083,m_00008,u_047983,2025-06-03 02:47:00,710.39,USD,card,True,auto,US,US,mobile,False
t_0000084,m_00008,u_342242,2025-06-04 04:38:00,260.79,USD,card,True,manual,US,US,mobile,False
t_0000085,m_00008,u_070684,2025-06-13 19:43:00,383.86,USD,card,True,auto,US,US,mobile,False
t_0000086,m_00008,u_192515,2025-06-27 20:13:00,389.47,USD,card,True,auto,US,US,tablet,False
t_0000087,m_00008,u_269461,2025-07-15 23:53:00,560.22,USD,card,True,manual,US,US,mobile,False
t_0000088,m_00008,u_075192,2025-07-16 07:40:00,180.95,USD,card,True,auto,US,US,desktop,False
t_0000089,m_00008,u_236065,2025-07-24 06:39:00,492.37,USD,card,True,auto,US,US,mobile,False
t_0000090,m_00008,u_033286,2025-08-07 11:28:00,169.85,USD,card,True,manual,US,US,desktop,False
t_0000091,m_00008,u_107333,2025-08-17 02:42:00,355.84,USD,card,True,auto,US,US,mobile,False
t_0000092,m_00008,u_076409,2025-08-18 09:49:00,397.71,USD,card,True,auto,US,US,mobile,False
t_0000093,m_00009,u_303162,2025-08-25 07:26:00,46.63,USD,card,True,auto,AU,AU,mobile,False
t_0000094,m_00009,u_054268,2025-08-25 13:27:00,110.36,USD,card,True,auto,AU,AU,tablet,False
t_0000095,m_00009,u_095737,2025-08-27 12:24:00,49.54,USD,card,True,manual,AU,AU,desktop,False
t_0000096,m_00009,u_070220,2025-08-30 13:33:00,73.74,USD,card,True,auto,AU,AU,mobile,False
t_0000097,m_00009,u_375974,2025-08-31 00:21:00,33.71,USD,card,True,auto,AU,AU,mobile,False
t_0000098,m_00009,u_173232,2025-09-03 08:17:00,258.39,USD,card,True,auto,AU,AU,mobile,False
t_0000099,m_00009,u_102000,2025-09-07 22:57:00,73.12,USD,card,True,auto,AU,AU,mobile,False
t_0000100,m_00009,u_000594,2025-09-10 13:22:00,108.05,USD,card,True,auto,AU,AU,mobile,False
t_0000101,m_00009,u_127450,2025-09-21 03:46:00,162.19,USD,card,True,manual,AU,AU,desktop,False
t_0000102,m_00009,u_222187,2025-09-24 07:32:00,73.11,USD,card,True,auto,AU,AU,mobile,False
t_0000103,m_00009,u_094051,2025-09-24 17:14:00,180.7,USD,card,True,auto,AU,AU,mobile,False
t_0000104,m_00009,u_277173,2025-10-04 18:30:00,101.76,USD,card,True,auto,AU,AU,mobile,False
t_0000105,m_00009,u_128894,2025-10-05 16:01:00,107.15,USD,card,True,auto,AU,AU,mobile,False
t_0000106,m_00009,u_256364,2025-10-20 14:51:00,85.07,USD,card,True,auto,AU,AU,tablet,False
t_0000107,m_00009,u_202982,2025-10-23 08:15:00,99.64,USD,wallet,True,auto,AU,AU,desktop,False
t_0000108,m_00009,u_121600,2025-10-24 20:55:00,138.71,USD,ach,True,auto,AU,AU,desktop,False
t_0000109,m_00009,u_374284,2025-10-25 15:11:00,97.76,USD,card,True,auto,AU,AU,desktop,False
t_0000110,m_00009,u_255546,2025-10-30 05:03:00,116.48,USD,card,True,auto,AU,AU,mobile,False
t_0000111,m_00009,u_045993,2025-10-30 08:44:00,105.14,USD,card,True,manual,AU,AU,desktop,False
t_0000112,m_00009,u_321317,2025-10-30 18:41:00,138.99,USD,card,True,auto,AU,AU,mobile,False
t_0000113,m_00009,u_026946,2025-11-05 03:48:00,76.67,USD,card,True,auto,AU,AU,mobile,False
t_0000114,m_00009,u_139691,2025-11-07 07:30:00,211.28,USD,card,True,auto,AU,AU,mobile,False
t_0000115,m_00009,u_291084,2025-11-09 09:44:00,28.22,USD,wallet,True,auto,AU,AU,mobile,False
t_0000116,m_00009,u_018551,2025-11-10 12:34:00,75.76,USD,card,True,auto,AU,AU,mobile,False
t_0000117,m_00009,u_153162,2025-11-13 05:45:00,61.01,USD,card,True,auto,AU,AU,mobile,False
t_0000118,m_00009,u_250807,2025-11-14 16:55:00,159.95,USD,card,True,auto,AU,AU,mobile,False
t_0000119,m_00009,u_025306,2025-11-16 15:33:00,165.97,USD,wallet,True,auto,AU,AU,mobile,False
t_0000120,m_00009,u_181995,2025-11-18 05:24:00,100.39,USD,ach,True,auto,AU,AU,mobile,False
t_0000121,m_00009,u_366956,2025-11-19 05:36:00,87.52,USD,card,True,auto,AU,AU,mobile,False
t_0000122,m_00009,u_398186,2025-11-20 17:06:00,115.61,USD,card,True,auto,AU,AU,desktop,False
t_0000123,m_00009,u_278104,2025-11-24 20:34:00,88.99,USD,card,True,auto,AU,AU,desktop,False
t_0000124,m_00009,u_166575,2025-12-08 03:00:00,131.01,USD,card,True,auto,AU,AU,mobile,False
t_0000125,m_00009,u_326790,2025-12-09 23:03:00,41.09,USD,card,True,auto,AU,AU,mobile,False
t_0000126,m_00010,u_120254,2025-05-22 19:47:00,564.74,USD,card,True,auto,GB,GB,desktop,False
t_0000127,m_00010,u_206933,2025-05-23 22:09:00,508.7,USD,card,True,auto,GB,GB,mobile,False
t_0000128,m_00010,u_287588,2025-05-25 00:15:00,431.09,USD,card,True,auto,GB,GB,mobile,False
t_0000129,m_00010,u_246603,2025-05-29 03:03:00,292.97,USD,ach,True,auto,GB,GB,mobile,False
t_0000130,m_00010,u_167512,2025-05-30 00:19:00,273.21,USD,card,True,auto,GB,GB,mobile,False
t_0000131,m_00010,u_010113,2025-06-12 18:28:00,304.0,USD,card,True,auto,GB,GB,mobile,False
t_0000132,m_00010,u_051094,2025-06-19 20:17:00,304.61,USD,card,True,auto,GB,GB,mobile,False
t_0000133,m_00010,u_364162,2025-06-21 16:21:00,424.04,USD,card,True,auto,GB,GB,mobile,False
t_0000134,m_00010,u_296136,2025-06-26 20:19:00,792.18,USD,wallet,True,auto,GB,GB,tablet,False
t_0000135,m_00010,u_110996,2025-07-12 14:17:00,354.09,USD,ach,True,auto,GB,GB,desktop,False
t_0000136,m_00010,u_235655,2025-07-21 21:07:00,330.06,USD,card,True,auto,GB,GB,mobile,False
t_0000137,m_00010,u_393535,2025-07-29 15:49:00,739.9,USD,card,True,auto,GB,GB,mobile,False
t_0000138,m_00010,u_078893,2025-08-07 05:13:00,534.0,USD,card,True,auto,GB,GB,mobile,False
t_0000139,m_00011,u_102679,2025-10-31 00:00:00,189.4,USD,card,True,auto,US,US,desktop,False
t_0000140,m_00011,u_271767,2025-11-04 01:28:00,551.16,USD,card,True,auto,US,US,mobile,False
t_0000141,m_00011,u_182258,2025-11-08 18:51:00,533.07,USD,card,True,auto,US,US,desktop,False
t_0000142,m_00011,u_129014,2025-11-10 15:06:00,110.69,USD,wallet,True,manual,US,US,mobile,False
t_0000143,m_00011,u_302435,2025-11-25 13:06:00,335.21,USD,card,True,auto,US,US,mobile,False
t_0000144,m_00011,u_354153,2025-12-02 12:12:00,238.14,USD,card,True,auto,CA,CA,mobile,False
t_0000145,m_00011,u_031294,2025-12-04 06:52:00,485.85,USD,card,True,manual,US,US,desktop,False
t_0000146,m_00011,u_210514,2025-12-16 13:01:00,363.99,USD,ach,True,auto,US,US,desktop,False
t_0000147,m_00011,u_070507,2025-12-19 02:50:00,380.24,USD,card,True,auto,US,US,mobile,False
t_0000148,m_00011,u_396637,2026-01-07 19:30:00,442.62,USD,card,True,auto,US,US,desktop,False
t_0000149,m_00011,u_276235,2026-01-10 16:58:00,493.95,USD,card,True,auto,CA,US,mobile,False
t_0000150,m_00011,u_221638,2026-01-11 04:27:00,173.44,USD,wallet,True,manual,US,US,desktop,False
t_0000151,m_00011,u_180114,2026-01-14 16:15:00,118.92,USD,card,True,auto,US,US,mobile,False
t_0000152,m_00011,u_075468,2026-01-22 07:28:00,279.26,USD,wallet,True,auto,US,US,mobile,False
t_0000153,m_00011,u_101306,2026-01-28 17:09:00,256.61,USD,card,True,auto,US,US,desktop,False
t_0000154,m_00011,u_080847,2026-02-02 07:40:00,560.61,USD,card,True,auto,US,US,mobile,False
t_0000155,m_00011,u_103405,2026-02-10 09:40:00,382.6,USD,card,True,auto,US,US,desktop,False
t_0000156,m_00011,u_152756,2026-02-17 07:07:00,389.64,USD,card,True,auto,US,US,mobile,False
t_0000157,m_00011,u_010879,2026-02-21 17:59:00,492.66,USD,card,True,auto,US,US,mobile,False
t_0000158,m_00011,u_275681,2026-02-24 06:51:00,135.54,USD,card,True,auto,US,US,mobile,False
t_0000159,m_00011,u_362999,2026-02-24 09:27:00,278.65,USD,card,True,auto,US,US,mobile,False
t_0000160,m_00012,u_108081,2025-10-20 14:11:00,300.3,USD,wallet,True,auto,GB,GB,desktop,False
t_0000161,m_00012,u_169420,2025-10-27 08:55:00,714.69,USD,ach,True,auto,GB,GB,mobile,False
t_0000162,m_00012,u_168969,2025-11-01 00:57:00,450.87,USD,card,True,auto,GB,GB,desktop,False
t_0000163,m_00012,u_015624,2025-11-16 22:43:00,519.25,USD,ach,True,auto,GB,GB,mobile,False
t_0000164,m_00012,u_217497,2025-11-25 19:04:00,248.4,USD,ach,True,auto,GB,GB,mobile,False
t_0000165,m_00012,u_296191,2025-11-28 15:23:00,453.85,USD,card,True,auto,GB,GB,mobile,False
t_0000166,m_00012,u_135468,2025-11-30 09:23:00,212.96,USD,card,True,auto,GB,GB,mobile,False
t_0000167,m_00012,u_115185,2025-12-06 04:24:00,690.53,USD,card,True,auto,GB,GB,mobile,False
t_0000168,m_00012,u_144863,2025-12-09 22:48:00,921.76,USD,ach,True,auto,GB,GB,desktop,False
t_0000169,m_00012,u_051845,2025-12-22 20:34:00,175.44,USD,ach,True,auto,GB,GB,mobile,False
t_0000170,m_00012,u_123012,2025-12-29 09:36:00,538.04,USD,card,True,auto,GB,GB,mobile,False
t_0000171,m_00012,u_201272,2026-01-05 01:48:00,233.1,USD,ach,True,auto,GB,GB,mobile,False
t_0000172,m_00012,u_339701,2026-01-07 16:20:00,382.72,USD,card,True,auto,GB,GB,desktop,False
t_0000173,m_00012,u_318254,2026-01-17 09:57:00,185.79,USD,ach,True,auto,GB,GB,desktop,False
t_0000174,m_00012,u_139209,2026-01-22 08:03:00,129.16,USD,wallet,True,manual,GB,GB,mobile,False
t_0000175,m_00012,u_116939,2026-01-28 06:05:00,457.82,USD,card,True,auto,GB,GB,mobile,False
t_0000176,m_00012,u_108044,2026-02-02 23:29:00,756.82,USD,card,True,auto,GB,GB,mobile,False
t_0000177,m_00012,u_066842,2026-02-03 16:06:00,334.11,USD,card,True,auto,GB,GB,mobile,False
t_0000178,m_00012,u_300832,2026-02-05 11:39:00,333.22,USD,wallet,True,auto,GB,GB,mobile,False
t_0000179,m_00012,u_360532,2026-02-12 00:39:00,250.27,USD,card,True,manual,GB,GB,mobile,False
t_0000180,m_00012,u_369534,2026-02-17 00:41:00,377.01,USD,ach,True,auto,GB,GB,mobile,False
t_0000181,m_00012,u_143401,2026-02-18 09:37:00,200.93,USD,card,True,auto,GB,GB,mobile,False
t_0000182,m_00014,u_254830,2025-12-05 15:07:00,246.19,USD,card,True,auto,US,US,desktop,False
t_0000183,m_00014,u_379741,2025-12-09 18:20:00,439.56,USD,card,True,auto,US,US,mobile,False
t_0000184,m_00014,u_219882,2025-12-21 07:18:00,670.59,USD,card,True,auto,US,US,desktop,False
t_0000185,m_00014,u_071189,2025-12-24 02:40:00,668.53,USD,ach,True,auto,US,US,mobile,False
t_0000186,m_00014,u_262003,2025-12-26 06:39:00,492.56,USD,card,True,manual,US,US,mobile,False
t_0000187,m_00014,u_080255,2026-01-11 02:56:00,202.15,USD,card,True,manual,US,US,desktop,False
t_0000188,m_00014,u_210539,2026-01-15 20:45:00,160.75,USD,card,True,auto,US,US,mobile,False
t_0000189,m_00014,u_293553,2026-01-16 05:43:00,646.69,USD,card,False,manual,US,US,desktop,False
t_0000190,m_00014,u_185830,2026-01-18 23:47:00,897.92,USD,card,True,auto,US,US,mobile,False
t_0000191,m_00014,u_001867,2026-01-28 03:21:00,469.27,USD,wallet,True,auto,US,US,desktop,False
t_0000192,m_00014,u_133374,2026-01-31 12:47:00,364.94,USD,card,True,auto,US,US,mobile,False
t_0000193,m_00014,u_140663,2026-02-10 14:08:00,511.01,USD,card,True,auto,US,US,desktop,False
t_0000194,m_00014,u_159945,2026-02-25 13:12:00,978.19,USD,card,True,auto,US,US,desktop,False
t_0000195,m_00014,u_083353,2026-02-27 00:43:00,967.85,USD,card,True,auto,US,US,desktop,False
t_0000196,m_00014,u_290451,2026-03-04 20:02:00,2208.77,USD,card,False,manual,US,US,mobile,False
t_0000197,m_00014,u_238460,2026-03-05 03:39:00,750.38,USD,wallet,True,auto,US,US,desktop,False
t_0000198,m_00014,u_101170,2026-03-06 15:47:00,305.88,USD,card,True,auto,US,US,mobile,False
t_0000199,m_00014,u_393371,2026-03-10 15:08:00,419.43,USD,wallet,True,auto,US,US,mobile,False
t_0000200,m_00014,u_344827,2026-03-14 02:40:00,838.59,USD,card,True,auto,US,US,mobile,False
t_0000201,m_00014,u_384794,2026-03-17 04:51:00,641.83,USD,card,True,auto,US,US,mobile,False
t_0000202,m_00014,u_089287,2026-03-29 04:01:00,578.18,USD,wallet,True,auto,US,US,tablet,False
t_0000203,m_00014,u_141980,2026-03-29 19:18:00,467.34,USD,card,True,auto,US,US,desktop,False
t_0000204,m_00014,u_360441,2026-03-30 14:10:00,347.84,USD,wallet,True,auto,US,US,mobile,False
t_0000205,m_00015,u_252831,2025-09-22 16:48:00,170.82,USD,wallet,False,manual,US,US,mobile,False
t_0000206,m_00015,u_164158,2025-10-05 01:42:00,55.87,USD,card,True,auto,US,US,mobile,False
t_0000207,m_00015,u_032685,2025-10-06 09:02:00,205.25,USD,wallet,True,auto,US,US,mobile,False
t_0000208,m_00015,u_109271,2025-10-20 19:56:00,153.63,USD,card,True,auto,US,US,desktop,False
t_0000209,m_00015,u_384283,2025-11-10 23:38:00,183.95,USD,card,True,auto,US,US,desktop,False
t_0000210,m_00015,u_273469,2025-12-14 02:56:00,147.7,USD,card,True,auto,US,US,mobile,False
t_0000211,m_00015,u_027278,2025-12-20 03:05:00,135.94,USD,card,True,auto,US,US,mobile,False
t_0000212,m_00015,u_158418,2025-12-24 16:05:00,117.72,USD,card,True,auto,US,US,desktop,False
t_0000213,m_00016,u_349923,2025-03-06 10:02:00,263.37,USD,card,True,auto,AU,AU,desktop,False
t_0000214,m_00016,u_345067,2025-03-14 21:58:00,236.52,USD,card,True,auto,AU,AU,desktop,False
t_0000215,m_00016,u_185859,2025-03-20 21:09:00,60.56,USD,card,True,manual,AU,AU,desktop,False
t_0000216,m_00016,u_060285,2025-03-22 00:27:00,167.88,USD,card,True,auto,AU,AU,desktop,False
t_0000217,m_00016,u_073651,2025-03-24 21:05:00,285.95,USD,card,True,auto,AU,AU,desktop,False
t_0000218,m_00016,u_105835,2025-04-16 20:51:00,75.59,USD,card,True,auto,AU,AU,mobile,False
t_0000219,m_00016,u_258031,2025-04-19 01:09:00,74.6,USD,card,True,auto,AU,AU,mobile,False
t_0000220,m_00016,u_004394,2025-04-20 05:08:00,275.36,USD,card,True,auto,AU,AU,desktop,False
t_0000221,m_00016,u_280767,2025-04-27 15:08:00,278.58,USD,card,True,auto,AU,AU,mobile,False
t_0000222,m_00016,u_294592,2025-05-01 07:56:00,268.26,USD,card,True,auto,AU,AU,desktop,False
t_0000223,m_00016,u_265932,2025-05-01 10:55:00,298.61,USD,card,True,auto,AU,AU,mobile,False
t_0000224,m_00016,u_322198,2025-05-01 18:18:00,186.63,USD,card,True,auto,AU,AU,mobile,False
t_0000225,m_00016,u_037342,2025-05-01 23:07:00,121.06,USD,ach,True,auto,AU,AU,mobile,False
t_0000226,m_00016,u_152425,2025-05-03 05:53:00,218.42,USD,ach,True,auto,AU,AU,mobile,False
t_0000227,m_00016,u_247800,2025-05-09 09:11:00,133.08,USD,card,True,auto,AU,AU,mobile,False
t_0000228,m_00016,u_117898,2025-05-10 23:08:00,376.98,USD,card,True,auto,AU,AU,mobile,False
t_0000229,m_00016,u_052510,2025-05-14 07:35:00,77.75,USD,card,True,manual,AU,AU,mobile,False
t_0000230,m_00016,u_184518,2025-05-14 23:05:00,232.3,USD,card,True,auto,AU,AU,desktop,False
t_0000231,m_00016,u_193902,2025-05-16 23:41:00,318.23,USD,card,True,auto,AU,AU,mobile,False
t_0000232,m_00016,u_209983,2025-05-28 01:30:00,65.5,USD,ach,True,auto,AU,AU,mobile,False
t_0000233,m_00016,u_009226,2025-05-29 00:28:00,89.21,USD,card,True,auto,AU,AU,mobile,False
t_0000234,m_00018,u_165138,2025-08-30 21:08:00,1140.58,USD,card,True,manual,US,US,mobile,False
t_0000235,m_00018,u_349116,2025-08-31 13:01:00,140.54,USD,card,True,auto,US,US,desktop,False
t_0000236,m_00018,u_389588,2025-09-03 00:37:00,322.18,USD,wallet,True,auto,US,US,mobile,False
t_0000237,m_00018,u_290718,2025-09-03 22:15:00,284.3,USD,card,True,auto,US,US,mobile,False
t_0000238,m_00018,u_127321,2025-09-05 07:06:00,992.39,USD,card,True,auto,US,US,desktop,False
t_0000239,m_00018,u_112557,2025-09-06 04:02:00,596.74,USD,card,True,manual,GB,GB,tablet,False
t_0000240,m_00018,u_154477,2025-09-07 16:34:00,229.98,USD,card,True,auto,US,US,mobile,False
t_0000241,m_00018,u_269606,2025-09-08 01:13:00,313.4,USD,card,True,auto,US,US,desktop,False
t_0000242,m_00018,u_290696,2025-09-08 10:50:00,433.32,USD,card,True,auto,US,US,desktop,False
t_0000243,m_00018,u_358368,2025-09-08 16:55:00,597.95,USD,card,True,auto,US,US,mobile,False
t_0000244,m_00018,u_386934,2025-09-08 21:54:00,155.03,USD,card,True,auto,US,US,mobile,False
t_0000245,m_00018,u_399849,2025-09-09 04:32:00,192.44,USD,card,True,auto,US,US,mobile,False
t_0000246,m_00018,u_041786,2025-09-10 08:35:00,186.77,USD,card,True,auto,US,US,desktop,False
t_0000247,m_00018,u_234316,2025-09-11 15:52:00,567.88,USD,card,True,auto,US,US,mobile,False
t_0000248,m_00018,u_012973,2025-09-13 08:52:00,205.42,USD,card,True,auto,US,US,mobile,False
t_0000249,m_00018,u_114575,2025-09-13 12:06:00,349.65,USD,card,True,auto,US,US,mobile,False
t_0000250,m_00018,u_331339,2025-09-15 21:34:00,433.6,USD,card,True,auto,CA,US,desktop,False
t_0000251,m_00018,u_089339,2025-09-16 14:34:00,152.69,USD,wallet,True,auto,US,US,desktop,False
t_0000252,m_00018,u_003486,2025-09-18 00:21:00,776.74,USD,card,True,auto,US,US,desktop,False
t_0000253,m_00018,u_071596,2025-09-18 07:10:00,234.25,USD,card,True,auto,US,US,desktop,False
t_0000254,m_00018,u_375435,2025-09-18 12:34:00,280.22,USD,card,True,auto,US,US,desktop,False
t_0000255,m_00018,u_284398,2025-09-21 07:16:00,637.95,USD,wallet,True,manual,US,US,mobile,False
t_0000256,m_00018,u_160023,2025-09-21 09:14:00,426.77,USD,card,True,auto,US,US,desktop,False
