msisdn,outgoing_calls,incoming_calls,unique_outgoing_numbers,unique_incoming_numbers,total_unique_numbers,unknown_province_calls,in_province_calls,out_province_calls,in_province_numbers,out_province_numbers,unknown_province_numbers,call_duration_max,call_duration_min,call_duration_mean,call_duration_std,call_duration_sum,total_call_duration_outgoing,total_call_duration_incoming,start_time_0,start_time_1,start_time_2,start_time_3,call_duration_0,call_duration_1,call_duration_2,call_duration_3,start_time_hour_0,start_time_hour_1,start_time_hour_2,start_time_hour_3,start_time_hour_4,start_time_hour_5,start_time_hour_6,start_time_hour_7,start_time_hour_8,start_time_hour_9,start_time_hour_10,start_time_hour_11,start_time_hour_12,start_time_hour_13,start_time_hour_14,start_time_hour_15,start_time_hour_16,start_time_hour_17,start_time_hour_18,start_time_hour_19,start_time_hour_20,start_time_hour_21,start_time_hour_22,start_time_hour_23,phone2_type_0,phone2_type_1,phone2_type_2,phone2_type_3,phone2_type_4,phone2_type_5,phone2_type_6,phone2_type_7,phone2_type_8,phone2_type_9,phone2_type_10,phone2_type_11,phone2_type_12,phone2_type_14,phone2_type_15,phone2_type_16,phone2_type_17,phone2_type_18,phone2_type_19,phone2_type_20,call_duration_0s_10s,call_duration_10s_20s,call_duration_20s_30s,call_duration_30s_40s,call_duration_40s_50s,call_duration_50s_60s,call_duration_60s_70s,call_duration_70s_80s,call_duration_80s_90s,call_duration_90s_100s,call_duration_100s_110s,call_duration_110s_120s,call_duration_2min_2.5min,call_duration_2.5min_3min,call_duration_3min_3.5min,call_duration_3.5min_4min,call_duration_4min_4.5min,call_duration_4.5min_5min,call_duration_5min_6min,call_duration_6min_7min,call_duration_7min_8min,call_duration_8min_9min,call_duration_9min_10min,call_duration_10min_15min,call_duration_15min_20min,call_duration_20min_25min,call_duration_25min_30min,call_duration_30min_35min,call_duration_35min_40min,call_duration_40min_45min,call_duration_45min_50min,call_duration_50min_55min,call_duration_55min_60min,call_duration_1h_1.5h,call_duration_1.5h_2h,call_duration_2h_2.5h,call_duration_2.5h_max,long_type1_0,long_type1_1,long_type1_2,long_type1_3,cfee_sum,lfee_sum,total_unique_numbers_1500,only_out_no_in,active_days_2024-08,city_changes_2024-08,province_changes_2024-08,is_sa,total_calls,sociality,phone1_type,outgoing_div_total,unique_out_div_outgoing,unique_out_div_unique_total,is_key_home_area_code,is_key_visit_area_code,is_called_home_code,is_called_code,early_morning_0_avg,early_morning_0_max,early_morning_0_min,early_morning_1_avg,early_morning_1_max,early_morning_1_min,morning_0_avg,morning_0_max,morning_0_min,morning_1_avg,morning_1_max,morning_1_min,forenoon_0_avg,forenoon_0_max,forenoon_0_min,forenoon_1_avg,forenoon_1_max,forenoon_1_min,noon_0_avg,noon_0_max,noon_0_min,noon_1_avg,noon_1_max,noon_1_min,afternoon_0_avg,afternoon_0_max,afternoon_0_min,afternoon_1_avg,afternoon_1_max,afternoon_1_min,dusk_0_avg,dusk_0_max,dusk_0_min,dusk_1_avg,dusk_1_max,dusk_1_min,evening_0_avg,evening_0_max,evening_0_min,evening_1_avg,evening_1_max,evening_1_min,start_6_to_10_0_avg,start_6_to_10_0_max,start_6_to_10_0_min,start_6_to_10_1_avg,start_6_to_10_1_max,start_6_to_10_1_min,start_10_to_14_0_avg,start_10_to_14_0_max,start_10_to_14_0_min,start_10_to_14_1_avg,start_10_to_14_1_max,start_10_to_14_1_min,start_14_to_18_0_avg,start_14_to_18_0_max,start_14_to_18_0_min,start_14_to_18_1_avg,start_14_to_18_1_max,start_14_to_18_1_min,start_18_to_22_0_avg,start_18_to_22_0_max,start_18_to_22_0_min,start_18_to_22_1_avg,start_18_to_22_1_max,start_18_to_22_1_min,start_22_to_6_0_avg,start_22_to_6_0_max,start_22_to_6_0_min,start_22_to_6_1_avg,start_22_to_6_1_max,start_22_to_6_1_min,time_interval_avg,time_interval_max,time_interval_min,early_morning_avg,early_morning_max,early_morning_min,morning_avg,morning_max,morning_min,forenoon_avg,forenoon_max,forenoon_min,noon_avg,noon_max,noon_min,afternoon_avg,afternoon_max,afternoon_min,dusk_avg,dusk_max,dusk_min,evening_avg,evening_max,evening_min,start_6_to_10_avg,start_6_to_10_max,start_6_to_10_min,start_10_to_14_avg,start_10_to_14_max,start_10_to_14_min,start_14_to_18_avg,start_14_to_18_max,start_14_to_18_min,start_18_to_22_avg,start_18_to_22_max,start_18_to_22_min,start_22_to_6_avg,start_22_to_6_max,start_22_to_6_min,start_early_morning,start_morning,start_forenoon,start_noon,start_afternoon,start_dusk,start_evening,start_6_to_10,start_10_to_14,start_14_to_18,start_18_to_22,start_22_to_6,open_days,open_to_start_days,open_days_ratio,incoming_calls_ratio,out_province_numbers_ratio,total_call_duration_incoming_ratio,unique_outgoing_numbers_ratio,start_early_morning_ratio,start_morning_ratio,start_forenoon_ratio,start_noon_ratio,start_afternoon_ratio,start_dusk_ratio,start_evening_ratio,unique_phone2_loc_city_count,unique_phone1_loc_city_count,phone2_to_phone1_ratio,total_cfee,total_lfee,total_fee,cfee_proportion,lfee_proportion,roam_type_0,roam_type_1,roam_type_4,roam_type_5,roam_type_6,roam_type_7,roam_type_8,roam_type_0_proportion,roam_type_1_proportion,roam_type_4_proportion,roam_type_5_proportion,roam_type_6_proportion,roam_type_7_proportion,roam_type_8_proportion,weekday_count,weekend_count,weekday_days,weekend_days,avg_weekday_activity,avg_weekend_activity
1011160,1,17,1,14,15,0,11,7,10,5,0,122,7,36,38,657,8,649,0,8,6,4,4,1,8,5,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,1,2,2,3,0,1,0,0,0,3,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,3,1,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0,10,0,0,0,0,1,1,0.0,18,1.1423045186873644,2,0.056,1.0,0.067,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.133,735.783,602.483,0.0,0.0,0.0,374.819,1139.567,6.917,0.0,0.0,0.0,133.137,210.5,58.95,0.0,0.0,0.0,62.709,232.733,0.533,0.0,0.0,0.0,104.594,374.7,0.983,0.0,0.0,0.0,329.919,1524.917,16.35,0.0,0.0,0.0,506.432,1139.567,6.917,0.0,0.0,0.0,77.952,210.5,3.05,0.0,0.0,0.0,115.694,232.733,0.533,0.0,0.0,0.0,203.364,1524.917,0.983,0.0,0.0,0.0,0.0,0.0,0.0,1126.57,6318.933,3.417,0.0,0.0,0.0,0.0,0.0,0.0,2102.942,5230.767,3.417,750.7,1159.183,41.533,122.484,157.067,87.9,1135.545,6318.933,22.95,294.033,294.033,294.033,2012.911,5230.767,3.417,956.44,2373.033,41.533,159.09,348.95,22.95,1883.825,6318.933,294.033,0.0,0.0,0.0,0,0,5,3,2,7,1,3,6,5,4,0,2245,2245,0.089,0.085,0.091,0.09,0.084,0.071,0.122,0.096,0.093,0.072,0.097,0.133,4,1,4.0,10,0,10,1.0,0.0,0,0,18,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,1.0,4.666666666666667,4.0
1011168,207,148,52,35,62,0,355,0,62,0,0,541,1,60,62,21471,12835,8636,4,111,156,84,111,106,18,120,4,0,0,0,0,0,5,8,16,26,34,22,29,15,16,34,26,36,36,20,13,8,5,2,0,0,282,0,0,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,18,54,57,45,38,23,32,15,10,8,8,7,14,7,4,5,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,2,0,0,0,0,0,0,13,1,1,0.0,355,1.4339008487895255,2,0.583,0.251,0.598,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.872,1195.967,0.417,0.0,0.0,0.0,760.15,1344.533,175.767,0.0,0.0,0.0,21.085,96.883,2.083,0.0,0.0,0.0,82.092,156.467,1.067,0.0,0.0,0.0,105.358,235.25,25.517,0.0,0.0,0.0,19.617,60.917,0.417,0.0,0.0,0.0,396.617,1344.533,7.167,0.0,0.0,0.0,45.997,156.467,1.067,0.0,0.0,0.0,105.358,235.25,25.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.696,1052.317,0.25,15.028,39.1,2.917,417.113,794.15,1.217,75.739,865.567,0.667,54.753,1052.317,0.35,37.613,278.167,0.467,29.018,382.683,0.25,45.456,402.333,0.717,176.617,865.567,0.667,49.4,1052.317,0.35,30.089,295.533,0.467,39.899,402.333,0.25,49.326,156.5,3.75,4,13,76,51,65,98,48,55,100,112,77,7,1377,1377,0.087,0.093,0.059,0.081,0.092,0.154,0.042,0.066,0.092,0.104,0.084,0.097,3,1,3.0,0,0,0,0.0,0.0,352,0,0,0,3,0,0,0.9915492957746479,0.0,0.0,0.0,0.008450704225352112,0.0,0.0,294.0,61.0,5.0,2.0,58.8,30.5
1011170,8,8,2,4,4,0,16,0,4,0,0,382,11,69,92,1117,739,378,0,6,6,4,7,3,0,6,0,0,0,0,0,0,0,0,0,2,1,3,0,4,0,1,0,1,0,1,3,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,1,0.0,16,0.526802492411967,2,0.5,0.25,0.333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.6,542.6,542.6,0.0,0.0,0.0,240.219,885.617,0.933,0.0,0.0,0.0,158.048,1360.683,0.517,0.0,0.0,0.0,134.315,1127.667,1.133,0.0,0.0,0.0,128.441,495.6,1.7,0.0,0.0,0.0,77.71,200.983,4.767,0.0,0.0,0.0,242.18,809.0,0.933,0.0,0.0,0.0,201.592,1360.683,0.517,0.0,0.0,0.0,66.578,280.85,1.133,0.0,0.0,0.0,126.266,495.6,1.7,0.0,0.0,0.0,60.013,183.183,5.433,1340.775,4183.767,2.417,0.0,0.0,0.0,0.0,0.0,0.0,1655.606,2639.383,96.967,1761.034,3974.117,22.917,943.937,4183.767,2.417,1291.217,1291.217,1291.217,1283.6,2871.4,361.517,2434.925,2639.383,2230.467,1236.582,4183.767,2.417,749.158,1291.217,207.1,1283.6,2871.4,361.517,0.0,0.0,0.0,0,0,3,3,5,1,4,2,8,2,4,0,1454,1454,0.087,0.085,0.059,0.09,0.084,0.071,0.122,0.114,0.093,0.078,0.128,0.09,1,2,0.5,0,0,0,0.0,0.0,16,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,2.0,2.25,3.5
1011176,12,18,8,9,11,0,30,0,11,0,0,658,10,99,157,2992,1012,1980,2,8,9,11,8,13,1,8,0,0,0,0,0,2,0,2,3,0,1,2,1,0,5,1,0,2,7,1,1,2,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,5,8,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,1,0.0,30,0.9756637976487702,2,0.4,0.667,0.471,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.067,250.067,250.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6081.733,6081.733,6081.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.067,250.067,250.067,0.0,0.0,0.0,6081.733,6081.733,6081.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.448,2778.9,2.367,0.0,0.0,0.0,683.525,1952.0,6.467,254.975,785.6,2.367,647.225,1290.467,3.983,1381.867,2636.633,2.733,666.768,2778.9,22.333,199.608,411.567,19.767,314.923,785.6,2.367,498.344,1290.467,3.983,1130.244,2636.633,2.733,549.873,2778.9,19.767,0.0,0.0,0.0,0,4,4,3,6,9,4,5,4,8,11,0,1842,1842,0.087,0.085,0.059,0.078,0.087,0.071,0.072,0.114,0.093,0.078,0.097,0.09,2,1,2.0,0,0,0,0.0,0.0,30,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,5.0,2.0,4.6,3.5
1011178,106,3,4,1,4,0,109,0,4,0,0,908,1,60,126,6579,5628,951,0,33,46,30,33,15,36,25,0,0,0,0,0,0,1,2,6,8,4,12,6,12,6,4,12,6,20,1,1,8,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,5,10,2,3,2,1,5,1,1,3,2,2,0,1,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,13,0,0,0,0,0,0,3,1,1,0.0,109,0.2096831529081632,2,0.972,0.038,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4249.866,8396.2,103.533,0.0,0.0,0.0,15.546,37.783,3.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8396.2,8396.2,8396.2,0.0,0.0,0.0,33.143,103.533,3.617,0.0,0.0,0.0,0.0,0.0,0.0,191.766,8672.933,0.167,0.0,0.0,0.0,1464.683,2343.383,585.983,130.425,1040.517,1.0,22.593,123.783,0.317,60.602,478.533,0.333,352.439,8672.933,0.317,30.113,166.683,0.167,267.595,2343.383,1.0,46.207,934.417,0.317,202.848,4057.6,0.5,305.947,8672.933,0.167,0.0,0.0,0.0,0,3,18,18,22,38,10,17,34,28,30,0,300,300,0.13,0.132,0.059,0.092,0.074,0.071,0.083,0.083,0.078,0.088,0.074,0.08,2,1,2.0,0,0,0,0.0,0.0,109,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,4.0,1.0,27.0,1.0
1011193,124,125,28,43,54,0,242,7,47,7,0,2718,4,85,228,21182,14040,7142,4,70,82,93,83,64,27,75,4,0,0,0,0,0,0,8,13,25,13,11,11,9,12,14,22,14,34,26,10,12,7,4,0,10,134,1,0,1,0,0,0,101,2,0,0,0,0,0,0,0,0,0,27,49,34,27,23,14,12,7,10,4,5,3,9,5,4,2,1,2,1,3,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,247,0,2,0,0,0,0,0,7,1,1,0.0,249,1.2793827230647274,2,0.498,0.226,0.394,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6809.4,6809.4,6809.4,0.0,0.0,0.0,290.64,688.167,2.8,0.0,0.0,0.0,334.316,1002.983,8.467,0.0,0.0,0.0,2.517,2.517,2.517,0.0,0.0,0.0,1016.166,1969.1,63.233,0.0,0.0,0.0,632.858,655.533,610.183,0.0,0.0,0.0,2063.504,6809.4,74.85,0.0,0.0,0.0,192.624,1002.983,2.517,0.0,0.0,0.0,1016.166,1969.1,63.233,0.0,0.0,0.0,632.858,655.533,610.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.639,1277.033,0.117,97.296,299.983,4.317,400.758,755.917,4.083,113.431,900.433,0.783,124.818,1116.8,1.883,49.784,211.183,0.117,73.973,1277.033,0.433,30.662,184.4,0.217,187.199,900.433,0.783,84.397,1116.8,0.117,74.009,1277.033,0.35,39.817,382.617,0.217,32.932,90.45,2.983,4,8,51,22,35,70,59,46,44,62,82,11,639,639,0.098,0.093,0.135,0.081,0.101,0.154,0.054,0.082,0.081,0.097,0.084,0.097,8,1,8.0,0,0,0,0.0,0.0,249,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,93.0,5.0,2.0,31.2,46.5
1011213,28,29,7,8,11,0,57,0,11,0,0,1476,7,103,203,5913,2360,3553,1,29,17,10,12,18,1,26,0,0,0,0,0,1,1,6,3,6,3,10,2,3,5,1,0,6,6,3,1,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,7,8,3,2,3,3,2,2,3,5,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,1,1,0.0,57,0.6764913895110357,2,0.491,0.25,0.467,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.075,2488.567,10.35,0.0,0.0,0.0,5.133,5.133,5.133,0.0,0.0,0.0,169.733,169.733,169.733,0.0,0.0,0.0,383.867,383.867,383.867,0.0,0.0,0.0,570.117,570.117,570.117,0.0,0.0,0.0,655.284,1300.217,10.35,0.0,0.0,0.0,930.15,2488.567,5.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.992,570.117,383.867,0.0,0.0,0.0,0.0,0.0,0.0,344.961,2750.05,0.783,0.0,0.0,0.0,376.041,1037.217,1.017,379.706,1659.267,0.783,594.194,2750.05,1.05,301.807,1558.733,3.983,148.849,433.867,1.867,124.066,283.283,15.833,327.507,1037.217,0.783,613.698,2750.05,1.05,133.007,351.483,3.717,143.503,433.867,1.867,0.0,0.0,0.0,0,8,12,12,9,12,4,16,18,12,10,0,1920,1920,0.089,0.08,0.059,0.088,0.087,0.071,0.054,0.08,0.084,0.091,0.091,0.09,1,1,1.0,0,0,0,0.0,0.0,57,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,5.0,2.0,9.6,4.5
1011245,179,149,58,59,86,0,317,11,84,2,0,1912,1,103,147,33985,16411,17574,1,129,145,53,65,78,13,172,1,0,0,0,0,0,3,2,28,34,24,38,23,17,31,19,29,26,29,16,5,3,0,0,8,0,258,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,13,28,37,31,25,22,16,21,16,13,11,7,29,13,5,14,6,5,4,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,302,9,17,0,0,0,0,0,9,1,1,0.0,328,1.7042385534233715,2,0.546,0.324,0.496,0,0,1,0,103.943,523.033,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.592,1978.067,13.117,0.0,0.0,0.0,593.616,630.183,538.433,0.0,0.0,0.0,297.411,972.05,0.367,0.0,0.0,0.0,65.183,260.133,2.883,0.0,0.0,0.0,76.262,860.617,1.983,0.0,0.0,0.0,995.592,1978.067,13.117,0.0,0.0,0.0,710.816,972.05,538.433,0.0,0.0,0.0,120.305,744.717,0.367,0.0,0.0,0.0,91.89,860.617,2.6,0.0,0.0,0.0,38.122,149.517,1.983,0.0,0.0,0.0,65.105,1386.383,0.083,0.0,0.0,0.0,303.466,815.4,0.133,127.666,1084.483,0.233,20.5,180.95,0.7,42.155,285.55,0.083,23.978,289.633,0.683,112.652,1386.383,1.4,166.298,1084.483,0.133,35.267,911.5,0.233,32.969,289.633,0.083,58.269,1386.383,0.983,0.0,0.0,0.0,1,5,86,61,67,84,24,67,102,105,53,0,1943,1943,0.089,0.093,0.07,0.092,0.092,0.114,0.072,0.066,0.092,0.104,0.084,0.078,5,1,5.0,0,0,0,0.0,0.0,0,0,328,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,289.0,39.0,5.0,2.0,57.8,19.5
1011248,85,38,9,9,12,0,118,5,10,3,0,333,1,37,44,4669,3623,1046,3,42,30,48,59,27,17,20,0,0,1,0,0,2,5,5,3,4,4,21,4,2,1,2,3,18,29,11,2,3,0,3,0,0,120,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,40,19,11,9,7,8,1,1,1,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,6,0,0,0,0,0,0,1,1,0.0,123,0.7153679182574874,2,0.691,0.106,0.5,0,0,0,0,0.0,0.0,0.0,75.121,311.167,0.683,0.0,0.0,0.0,484.217,484.217,484.217,0.0,0.0,0.0,135.413,444.117,1.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.642,1004.967,3.283,0.0,0.0,0.0,115.553,839.217,0.717,0.0,0.0,0.0,35.987,262.65,0.3,0.0,0.0,0.0,149.383,444.117,1.933,0.0,0.0,0.0,109.256,230.467,3.8,0.0,0.0,0.0,246.618,1004.967,0.717,0.0,0.0,0.0,34.156,262.65,0.3,0.0,0.0,0.0,44.241,173.533,0.367,170.786,1015.083,0.317,435.3,435.3,435.3,396.869,747.55,0.517,297.252,882.467,12.267,192.21,1015.083,0.55,122.96,235.117,46.133,108.531,474.717,0.317,90.209,429.083,0.35,325.332,882.467,0.517,207.432,1015.083,0.55,139.048,474.717,0.317,82.737,429.35,0.35,163.211,248.283,2.35,1,12,11,25,5,50,19,17,31,24,45,3,2441,2441,0.088,0.087,0.091,0.092,0.087,0.114,0.042,0.09,0.081,0.078,0.074,0.078,4,1,4.0,0,0,0,0.0,0.0,0,0,123,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,38.0,5.0,2.0,17.0,19.0
1011279,43,29,9,4,9,0,71,1,8,1,0,174,1,24,29,1766,1115,651,0,28,15,29,31,11,24,6,0,0,0,0,0,0,0,0,3,12,3,10,3,1,3,0,7,1,2,4,13,2,8,0,0,0,45,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,24,23,8,8,2,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,2,1,0.0,72,0.7406968683440933,2,0.597,0.209,0.692,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,295.178,373.4,153.033,0.0,0.0,0.0,552.169,1440.1,23.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.892,869.55,238.35,0.0,0.0,0.0,723.167,723.167,723.167,0.0,0.0,0.0,640.37,2701.683,0.583,0.0,0.0,0.0,569.51,1440.1,23.65,0.0,0.0,0.0,31.65,31.65,31.65,0.0,0.0,0.0,450.892,869.55,238.35,0.0,0.0,0.0,1114.033,2701.683,402.1,0.0,0.0,0.0,489.382,1603.867,0.583,0.0,0.0,0.0,273.498,2764.817,0.117,0.0,0.0,0.0,0.0,0.0,0.0,384.753,2214.567,1.0,78.683,782.5,1.367,142.891,262.833,2.15,406.637,1832.7,8.917,267.288,2764.817,0.117,407.757,2214.567,1.0,124.007,782.5,1.067,278.935,1832.7,2.15,353.349,2764.817,0.117,139.131,357.767,0.4,0,0,18,13,4,10,27,15,17,11,21,8,1775,1775,0.087,0.08,0.056,0.09,0.087,0.071,0.122,0.083,0.084,0.078,0.091,0.077,2,2,1.0,0,0,0,0.0,0.0,72,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,5.0,2.0,13.2,3.0
1011285,75,31,13,10,16,0,105,1,15,1,0,231,4,36,37,3901,2874,1027,0,62,20,24,40,29,20,17,0,0,0,0,0,0,3,4,19,12,13,11,8,2,2,2,5,1,7,9,5,1,2,0,1,0,95,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,26,14,18,8,3,2,2,5,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,2,1,1,0.0,106,0.7992932476716622,2,0.708,0.173,0.565,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.196,527.183,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.343,1446.617,0.75,0.0,0.0,0.0,355.7,527.183,184.217,0.0,0.0,0.0,14.692,23.833,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.539,1188.8,14.033,0.0,0.0,0.0,390.745,1446.617,0.75,185.017,2164.6,0.417,0.0,0.0,0.0,537.362,1277.533,0.717,232.533,2164.6,0.75,75.162,260.317,1.95,93.336,175.85,1.033,198.176,500.683,7.75,64.823,460.033,0.417,356.064,2164.6,0.717,51.645,260.317,0.783,202.978,500.683,70.583,77.254,433.633,0.417,231.375,460.033,2.717,0,7,44,19,6,13,17,38,34,10,22,2,1962,1962,0.089,0.087,0.056,0.092,0.097,0.071,0.054,0.082,0.078,0.078,0.084,0.076,3,1,3.0,0,0,0,0.0,0.0,106,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,14.0,5.0,2.0,18.4,7.0
1011305,5,3,3,1,3,0,8,0,3,0,0,1188,3,316,431,2529,757,1772,0,1,0,7,2,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0.0,8,0.4231395208080889,2,0.625,0.6,0.75,0,0,0,0,437.083,437.083,437.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.973,1201.017,4.833,0.0,0.0,0.0,155.54,1159.75,0.683,0.0,0.0,0.0,119.603,1129.717,3.4,0.0,0.0,0.0,105.454,409.533,26.017,0.0,0.0,0.0,233.777,414.033,34.35,0.0,0.0,0.0,663.026,1201.017,6.8,0.0,0.0,0.0,164.088,1159.75,0.683,0.0,0.0,0.0,76.986,288.917,3.4,0.0,0.0,0.0,158.537,409.533,34.35,0.0,0.0,0.0,310.708,414.033,207.383,0.0,0.0,0.0,2276.636,6518.717,52.383,0.0,0.0,0.0,0.0,0.0,0.0,2049.85,2049.85,2049.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314.433,6518.717,52.383,2049.85,2049.85,2049.85,0.0,0.0,0.0,0.0,0.0,0.0,3439.825,6518.717,1434.133,63.65,74.917,52.383,0,0,1,0,0,0,7,1,0,0,5,2,2030,2030,0.089,0.132,0.059,0.078,0.074,0.071,0.122,0.129,0.135,0.087,0.128,0.087,1,2,0.5,0,0,0,0.0,0.0,8,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,1.5,2.5
