id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,subtitle,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,featured_start_at,featured_end_at,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
dPX8YWdIBs,dyjoQu3jGL,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-01-19T21:00:00.000Z,86,The Long Journey,,ja,0-default,"A soothing story, narrated by Hanako.",b5ee2bd52c0bf809bd06da461881dd9b,False,True,sleep_stories,generic,False,2021-01-08T14:16:56.634Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,tkPcHWivZf,Hanako,食べること、眠ることが大好きなナレーター「はなこ」です。趣味は、旅行、陶芸、スキューバダイビング。あなたの眠りを優しくサポートできますように、低音ボイスで包みます。眠ることは元気の源です。一緒に、深く心地よい眠りにつきましょう。,False,2021-01-13T13:06:58.667Z,2021-03-17T15:30:15.180Z,551a054f9d7e04cd28b0d2bbe0092c4d,image,image/jpeg,2597627,https://assets.calm.com/551a054f9d7e04cd28b0d2bbe0092c4d.jpeg,2129,2136,"['#fbd75a', '#64331c']",256c0b1497c7a858cc0aaa46d794dc18,image,image/jpeg,509575,https://assets.calm.com/256c0b1497c7a858cc0aaa46d794dc18.jpeg,1920,1920,"['#c1a024', '#957e25']",377170de8cc5002fc114ea7e1aac7700,image,image/jpeg,2647568,https://assets.calm.com/377170de8cc5002fc114ea7e1aac7700.jpeg,2000,2000,"['#c09c28', '#843c1c']",377170de8cc5002fc114ea7e1aac7700,image,image/jpeg,2647568,https://assets.calm.com/377170de8cc5002fc114ea7e1aac7700.jpeg,2000,2000,"['#c09c28', '#843c1c']",01b3c59120b66e1acc1e7e1d800242b9,image,image/jpeg,148369,https://assets.calm.com/01b3c59120b66e1acc1e7e1d800242b9.jpeg,1125,300,"['#baa519', '#6b6916']",01b3c59120b66e1acc1e7e1d800242b9,image,image/jpeg,148369.0,https://assets.calm.com/01b3c59120b66e1acc1e7e1d800242b9.jpeg,1125.0,300.0,"['#baa519', '#6b6916']",,,,,,,,,,
sqcXD9GHk5,C1DAFQj1dG,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-01-13T00:00:00.000Z,87,The Ocean Moon,,ja,0-default,"Drift away to the gorgeous voice of Kayoko Atsumi, in this soothing tale of rolling trains, cresting waves, and a quest to the edge of the sea.",593d67fafb2978e87a15714ac12b78d5,False,True,sleep_stories,generic,False,2020-12-22T16:41:10.038Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,isxFCpjObX,Kayoko Atsumi,"はじめまして。あなたの癒やしは何ですか？私は“ふわふわ・もこもこ”の愛犬とソファでまったりくつろぎ、うとうとする時間と、未知の場所を旅する事。
眠りは人生の中で最も長く大切な時間。皆様に上質な眠りへとご案内をさせて頂きます。
テレビやラジオの他、子供達への「絵本読み聞かせ」、映画の「音声ガイド」など多方面で語りをしています。少しだけ目を閉じて耳を傾けて・・・私と一緒に心地よい眠りの旅に出かけませんか？",False,2021-01-08T07:25:25.161Z,2021-01-08T07:41:09.668Z,e3c89b246c7d26f4b4d0dca6c9f90740,image,image/jpeg,2178142,https://assets.calm.com/e3c89b246c7d26f4b4d0dca6c9f90740.jpeg,1959,1952,"['#c45d64', '#7e242c']",220e9556050c3a916348b8559e4eaf1b,image,image/png,9957508,https://assets.calm.com/220e9556050c3a916348b8559e4eaf1b.png,3033,3033,"['#a14a59', '#04437c']",076affc6a8e7008285e76d9b5b1fbbee,image,image/jpeg,5704896,https://assets.calm.com/076affc6a8e7008285e76d9b5b1fbbee.jpeg,3033,3033,"['#d98358', '#04437a']",076affc6a8e7008285e76d9b5b1fbbee,image,image/jpeg,5704896,https://assets.calm.com/076affc6a8e7008285e76d9b5b1fbbee.jpeg,3033,3033,"['#d98358', '#04437a']",220e9556050c3a916348b8559e4eaf1b,image,image/png,9957508,https://assets.calm.com/220e9556050c3a916348b8559e4eaf1b.png,3033,3033,"['#a14a59', '#04437c']",,,,,,,,,,,,,,,,,,
J3wUbKJcaB,wTe_jehO9v,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-24T23:30:00.000Z,81,The Grand Plan to Rise and Shine,,ja,0-default,"Join Yumiko Kojima on a quest for a sound sleep. Pull out a book and soak in the tub, because a fruitful day depends on a peaceful night.",95e9bbe4a785046c53c031eb5de86225,False,True,sleep_stories,generic,False,2021-02-24T23:30:00.000Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,yB7zAwpp,Paola Villegas Soruco,True,3wQtqgLn7n,Yumiko Kojima,"はじめまして。小島ゆみこと申します。
ナレーションや映画の吹替えなど、声で言葉を紡ぎ、様々な世界を表現させていただいております。
私の癒しは、美しい異国の映像や可愛らしい猫の動画を観ること、近所の緑道を歩くことや刺繍をすることなどです。あなたはいかがですか？
今宵お届けするスリープストーリーが、あなたを、心地よく豊かな癒しのひとときへといざなうことが出来ましたら幸いです・・・。
さあ、ご一緒に物語の世界に出かけましょう。",False,2020-11-12T18:40:39.248Z,2021-03-17T14:59:35.763Z,4031a533b07d02c7b4059079d96188a5,image,image/jpeg,512559,https://assets.calm.com/4031a533b07d02c7b4059079d96188a5.jpeg,1207,1211,"['#e7e2e6', '#29252d', '#83605e']",019dc1f772d5f69051dc0eb9a3023063,image,image/png,19127265,https://assets.calm.com/019dc1f772d5f69051dc0eb9a3023063.png,3840,3840,"['#8f4245', '#571a21']",9ed94c96802267c6998379c5d8dfae79,image,image/jpeg,3060870,https://assets.calm.com/9ed94c96802267c6998379c5d8dfae79.jpeg,2000,2000,"['#b54954', '#542227']",9ed94c96802267c6998379c5d8dfae79,image,image/jpeg,3060870,https://assets.calm.com/9ed94c96802267c6998379c5d8dfae79.jpeg,2000,2000,"['#b54954', '#542227']",019dc1f772d5f69051dc0eb9a3023063,image,image/png,19127265,https://assets.calm.com/019dc1f772d5f69051dc0eb9a3023063.png,3840,3840,"['#8f4245', '#571a21']",,,,,,,,,,,,,,,,,,
jIuG2JXMOS,icOMubhbLh,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-01-05T00:00:00.000Z,2885,The Cloud Mountain,,ja,0-default,"Join Yuuki Naka for a winter escape to the sky, in search of a spark of inspiration.",046bc34227f1a1eeca396b364af09283,False,True,sleep_stories,generic,False,2021-12-21T16:53:05.686Z,2022-01-04T22:25:40.395Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,tvxcZYdgzy,Yuuki Naka,"初めまして、声優/ナレーターの仲優希と申します。ご覧いただき有り難うございます。
疲れた時、癒されたい時、あなたは何をしますか？音楽を聴いたり、映画をみたり、美味しい物を食べたり、眠ったり…色々ある中の選択肢の一つになれたのなら…。『音』で、あなたに小さな癒しを。。。",False,2021-03-12T21:50:20.397Z,2021-03-12T21:50:54.545Z,ec032aef90538cb1609e3260ccdcd407,image,image/jpeg,262539,https://assets.calm.com/ec032aef90538cb1609e3260ccdcd407.jpeg,386,385,"['#c4647c', '#602433']",230d5dec55373723d2180d2b422ab8f4,image,image/jpeg,11383657,https://assets.calm.com/230d5dec55373723d2180d2b422ab8f4.jpeg,2000,2000,"['#246c9e', '#042b63']",1148edaea1f4f5ae1030027e368cdea0,image,image/jpeg,11344261,https://assets.calm.com/1148edaea1f4f5ae1030027e368cdea0.jpeg,2000,2000,"['#4c6ca6', '#093060']",1148edaea1f4f5ae1030027e368cdea0,image,image/jpeg,11344261,https://assets.calm.com/1148edaea1f4f5ae1030027e368cdea0.jpeg,2000,2000,"['#4c6ca6', '#093060']",230d5dec55373723d2180d2b422ab8f4,image,image/jpeg,11383657,https://assets.calm.com/230d5dec55373723d2180d2b422ab8f4.jpeg,2000,2000,"['#246c9e', '#042b63']",,,,,,,,,,,,,,,,,,
2ZFGbalrtO,Ng0eI1YqIN,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-02-08T23:00:00.000Z,41,Henry's Great Escape,,ja,0-default,"Join a friendly, nighttime raccoon as he spends his first day exploring the forest under the sun.",f2408d82c95ad05ff39957e80f52d5e4,False,True,sleep_stories,generic,False,2022-01-06T18:07:37.293Z,2022-02-08T21:16:19.834Z,Histoire pour dormir,9kKPO5Q1,Christina Yang,True,WI6B4bMnQ0,Nozomi Nishida,"岐阜県出身　趣味：ドライブ
主な出演作品
「マクロスΔ」（マキナ・中島）、「八月のシンデレラナイン」（有原翼）、「WIXOSS DIVA(A)LIVE」（猫澤奈々）、「ラングリッサーモバイル」（ゼルダ）
バイクに乗ったり車に乗ったり旅に出ることが大好きです。皆様を私の声で、どこかへの旅へ誘うお手伝いが出来ればいいなと思っています。一緒にまったりゆったり夢の世界を楽しみましょう。",False,2021-04-29T23:18:36.260Z,2021-04-29T23:21:19.534Z,ece399d64b8d5b9bbb676824b28dbe66,image,image/jpeg,228674,https://assets.calm.com/ece399d64b8d5b9bbb676824b28dbe66.jpeg,821,821,"['#0fc4ef', '#08667c']",eacb31e6ec1d0b5f7b2749a07472e8a3,image,image/jpeg,3682074,https://assets.calm.com/eacb31e6ec1d0b5f7b2749a07472e8a3.jpeg,2000,2000,"['#b7ae1a', '#774c0a']",7b6af6439efcd64a4621bb2196ff03ee,image,image/jpeg,388856,https://assets.calm.com/7b6af6439efcd64a4621bb2196ff03ee.jpeg,2000,2000,"['#b6a91d', '#734508']",7b6af6439efcd64a4621bb2196ff03ee,image,image/jpeg,388856,https://assets.calm.com/7b6af6439efcd64a4621bb2196ff03ee.jpeg,2000,2000,"['#b6a91d', '#734508']",eacb31e6ec1d0b5f7b2749a07472e8a3,image,image/jpeg,3682074,https://assets.calm.com/eacb31e6ec1d0b5f7b2749a07472e8a3.jpeg,2000,2000,"['#b7ae1a', '#774c0a']",,,,,,,,,,,,,,,,,,
yQ-NTZ_aXo,mkFzwjPOGe,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-11T23:00:00.000Z,83,The Butterfly Sanctuary,Fiction,ja,0-default,"Unwind as Fumi Morishita, world renowned for his mellifluous voice, tells you a tale of butterflies fluttering by",bdf9f09351c9a159dcf5f717a19070c5,False,True,sleep_stories,generic,False,2021-01-26T14:43:39.767Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,jSGLxUUh6A,Fumi Morishita,"はじめまして。ナレーターの森下ふみと申します。
おやすみ前のひととき、私の紡ぐ物語の世界にご一緒下さってありがとうございます。
たちまち眠りにつかれたら本望ですし、少しの間、お話の旅にお付き合いいただけたら、それはそれでとても嬉しいこと。
・・・ゆったりと目を閉じて・・・
さあ、時空を超えた物語の世界へと旅立つことに致しましょう。",False,2021-01-29T21:03:25.037Z,2021-01-29T21:06:21.770Z,d7063c4904b09106822839f491a55c6c,image,image/jpeg,193194,https://assets.calm.com/d7063c4904b09106822839f491a55c6c.jpeg,506,508,"['#c46451', '#4c241c']",0fe45016dd492794c08310cde31fcbee,image,image/jpeg,240841,https://assets.calm.com/0fe45016dd492794c08310cde31fcbee.jpeg,1920,1920,"['#89c407', '#5e9706']",88807f81c73633cd6a68af912a92f28b,image,image/jpeg,3210173,https://assets.calm.com/88807f81c73633cd6a68af912a92f28b.jpeg,1920,1920,"['#89b443', '#3b640c']",88807f81c73633cd6a68af912a92f28b,image,image/jpeg,3210173,https://assets.calm.com/88807f81c73633cd6a68af912a92f28b.jpeg,1920,1920,"['#89b443', '#3b640c']",c9eb4d33862687703a03f41eb600fe38,image,image/jpeg,96025,https://assets.calm.com/c9eb4d33862687703a03f41eb600fe38.jpeg,1125,300,"['#e28e22', '#5a9305']",c9eb4d33862687703a03f41eb600fe38,image,image/jpeg,96025.0,https://assets.calm.com/c9eb4d33862687703a03f41eb600fe38.jpeg,1125.0,300.0,"['#e28e22', '#5a9305']",,,,,,,,,,
al7awNJUZM,u3TlXVM79_,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-07-20T21:00:00.000Z,61,Nightfall,,ja,0-default,"Kanako Yangihara is here to guide you on a journey of twilight. Enter a state of peace and rest, as time slows down and the night falls",9c88741b479bde6db590c47d310447ea,False,True,sleep_stories,generic,False,2021-07-13T13:43:10.951Z,2021-07-20T20:47:05.734Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,0GbntchPUo,Kanako Yanagihara,"新潟県出身　特技：空手
主な出演作品
「けものフレンズ3」ミーアキャット役、「Tokyo 7thシスターズ」四ツ倉ナツミ役、
「天華百剣-斬-」庖丁正宗役、「アズールレーン」伊13役
はじめまして。プリンが大好きな柳原かなこです。趣味はバスケやスノーボード、そしてダンスが大好きです。皆さんの睡眠を是非ともサポートさせていただきます。私と一緒に癒しのひとときを過ごしましょう。",False,2021-03-17T15:01:00.504Z,2021-03-17T15:01:48.116Z,23bbd487935047ca8297f461b2b5b9ae,image,image/jpeg,5345417,https://assets.calm.com/23bbd487935047ca8297f461b2b5b9ae.jpeg,2725,2726,"['#d8485e', '#7b4e38']",25b1c5a49795a7f5720ac34d48e99dcf,image,image/jpeg,8248884,https://assets.calm.com/25b1c5a49795a7f5720ac34d48e99dcf.jpeg,1920,1920,"['#2460b4', '#21246d']",b7787ed905e6c71ba31210c6b3ff8d85,image,image/jpeg,3544424,https://assets.calm.com/b7787ed905e6c71ba31210c6b3ff8d85.jpeg,2000,2000,"['#5572bb', '#21246d']",b7787ed905e6c71ba31210c6b3ff8d85,image,image/jpeg,3544424,https://assets.calm.com/b7787ed905e6c71ba31210c6b3ff8d85.jpeg,2000,2000,"['#5572bb', '#21246d']",25b1c5a49795a7f5720ac34d48e99dcf,image,image/jpeg,8248884,https://assets.calm.com/25b1c5a49795a7f5720ac34d48e99dcf.jpeg,1920,1920,"['#2460b4', '#21246d']",,,,,,,,,,,,,,,,,,
mG9MdjgrHc,YJbMOEBelc,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-09-21T01:00:00.000Z,35,Salmon Run in Hokkaido,,ja,0-default,"Witness the mystery of life that has continued since ancient times in Shiretoko, a World Natural
Heritage site where untouched wilderness remains.",c52c0198f89affd14c90d0b30550f81d,False,True,sleep_stories,generic,False,2022-09-14T18:57:45.958Z,2022-09-19T20:07:02.840Z,Histoire pour dormir,ppRrroAv,オレンジ陽子,True,WI6B4bMnQ0,Nozomi Nishida,"岐阜県出身　趣味：ドライブ
主な出演作品
「マクロスΔ」（マキナ・中島）、「八月のシンデレラナイン」（有原翼）、「WIXOSS DIVA(A)LIVE」（猫澤奈々）、「ラングリッサーモバイル」（ゼルダ）
バイクに乗ったり車に乗ったり旅に出ることが大好きです。皆様を私の声で、どこかへの旅へ誘うお手伝いが出来ればいいなと思っています。一緒にまったりゆったり夢の世界を楽しみましょう。",False,2021-04-29T23:18:36.260Z,2021-04-29T23:21:19.534Z,ece399d64b8d5b9bbb676824b28dbe66,image,image/jpeg,228674,https://assets.calm.com/ece399d64b8d5b9bbb676824b28dbe66.jpeg,821,821,"['#0fc4ef', '#08667c']",cfb22abe8002b1649f9ea9d2e2e379c1,image,image/jpeg,1247143,https://assets.calm.com/cfb22abe8002b1649f9ea9d2e2e379c1.jpeg,2000,2000,"['#b4a64c', '#577329']",10675e744bf10559ad452e5face92ae3,image,image/jpeg,1300316,https://assets.calm.com/10675e744bf10559ad452e5face92ae3.jpeg,2000,2000,"['#c4bc5c', '#47651d']",10675e744bf10559ad452e5face92ae3,image,image/jpeg,1300316,https://assets.calm.com/10675e744bf10559ad452e5face92ae3.jpeg,2000,2000,"['#c4bc5c', '#47651d']",cfb22abe8002b1649f9ea9d2e2e379c1,image,image/jpeg,1247143,https://assets.calm.com/cfb22abe8002b1649f9ea9d2e2e379c1.jpeg,2000,2000,"['#b4a64c', '#577329']",,,,,,,,,,,,,,,,,,
9QEC4dwmC4,7uV5MNiaxI,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-10-12T19:00:00.000Z,53,Bella's Bedtime Blanket,,ja,0-default,Join a curious young girl for a magical voyage to not only a new place but a new time.,cca9e20bcb8d2b373390f9952b2a2e6c,False,True,sleep_stories,generic,False,2021-09-24T19:19:31.838Z,2021-10-12T17:37:26.239Z,Histoire pour dormir,XgzR5646,Jay Shore,True,tvxcZYdgzy,Yuuki Naka,"初めまして、声優/ナレーターの仲優希と申します。ご覧いただき有り難うございます。
疲れた時、癒されたい時、あなたは何をしますか？音楽を聴いたり、映画をみたり、美味しい物を食べたり、眠ったり…色々ある中の選択肢の一つになれたのなら…。『音』で、あなたに小さな癒しを。。。",False,2021-03-12T21:50:20.397Z,2021-03-12T21:50:54.545Z,ec032aef90538cb1609e3260ccdcd407,image,image/jpeg,262539,https://assets.calm.com/ec032aef90538cb1609e3260ccdcd407.jpeg,386,385,"['#c4647c', '#602433']",9c30b32da6421440382b416586b1a446,image,image/jpeg,10034508,https://assets.calm.com/9c30b32da6421440382b416586b1a446.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",3139e99dec7f3a5724a598d79fea8082,image,image/jpeg,10174195,https://assets.calm.com/3139e99dec7f3a5724a598d79fea8082.jpeg,2000,2000,"['#147ee9', '#045eac']",3139e99dec7f3a5724a598d79fea8082,image,image/jpeg,10174195,https://assets.calm.com/3139e99dec7f3a5724a598d79fea8082.jpeg,2000,2000,"['#147ee9', '#045eac']",9c30b32da6421440382b416586b1a446,image,image/jpeg,10034508,https://assets.calm.com/9c30b32da6421440382b416586b1a446.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",,,,,,,,,,,,,,,,,,
MIh9tXvLdp,RKzfhFkq5W,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-12-08T02:00:00.000Z,100,Elephants of Nepal,Non-Fiction,ja,0-default,"Tonight, travel with Sayaka to the breathtaking country of Nepal as you relax and unwind on a scenic elephant-guided safari.",20a0f9ced4d35235a133aa10879688a2,False,True,sleep_stories,generic,False,2020-11-06T16:00:32.709Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,s9D0fDxERq,Sayaka,"埼玉県上尾市出身　ぽっちゃり推進委員会 会長
特技：歌、ドラム 、ピアノ、音楽制作、書道、絵本読み聞かせ
趣味：ダイビング、カレーとタイ料理食べ歩き

小さな頃から本を読むのが大好きで、保育園では親を待つ間、年下の子相手に５歳頃から絵本の読み聞かせをしていました。おかげで大人になった今も妄想や想像の旅にたびたび出てしまいます。想像することほど 無限で楽しい冒険はないと思っています。さあ、あなたはソファやベッドの上にいるだけでOK、一緒に新しい世界を観に行きましょう!",False,2020-11-12T19:54:01.008Z,2020-11-25T12:36:29.838Z,10e51d24e1c3149c1e47a2aa4565ab9d,image,image/jpeg,1310169,https://assets.calm.com/10e51d24e1c3149c1e47a2aa4565ab9d.jpeg,1856,1856,"['#ece6e5', '#3c2d2d', '#9e796f']",a0ec78fc3a9ad5a8ae693140fce2f2fc,image,image/jpeg,118589,https://assets.calm.com/a0ec78fc3a9ad5a8ae693140fce2f2fc.jpeg,1920,1920,"['#fcac04', '#815104']",f2291ad6c85d169a20fd20e072f95bdf,image,image/jpeg,1105532,https://assets.calm.com/f2291ad6c85d169a20fd20e072f95bdf.jpeg,1920,1920,"['#f4a004', '#8c5c04']",f2291ad6c85d169a20fd20e072f95bdf,image,image/jpeg,1105532,https://assets.calm.com/f2291ad6c85d169a20fd20e072f95bdf.jpeg,1920,1920,"['#f4a004', '#8c5c04']",311043ce2d6afd51708c731ddeeb1d26,image,image/jpeg,83807,https://assets.calm.com/311043ce2d6afd51708c731ddeeb1d26.jpeg,1125,300,"['#fcac04', '#815404']",311043ce2d6afd51708c731ddeeb1d26,image,image/jpeg,83807.0,https://assets.calm.com/311043ce2d6afd51708c731ddeeb1d26.jpeg,1125.0,300.0,"['#fcac04', '#815404']",,,,,,,,,,
pAPBTJXXJh,lWi5eaJenu,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-01-06T22:30:00.000Z,88,Monet's Garden,,ja,0-default,Immerse yourself in a world of color as you explore the paintings of Claude Monet.,d82de5ca532badcdfc7ae56268056bea,False,True,sleep_stories,generic,False,2021-01-06T22:44:25.759Z,2021-06-04T16:41:22.464Z,Histoire pour dormir,LqPw0wpY,Eurydice Da Silva,True,CDAtniPBGe,Megumi Kaneta,"はじめまして。声優・ナレーターの兼田めぐみと申します。外画の吹替やナレーションなど、声を使って様々な作品や番組に関わらせていただいております。私の癒しは美味しいもの、可愛い動物たちの映像、そしてやはり睡眠です。
微力ながら、あなたの大切な癒しの時間のお手伝いができれば幸いです。今は音楽や声にゆったりと耳を傾け身を委ね…明日のあなたに笑顔が溢れますように。
",False,2020-12-23T14:30:15.972Z,2020-12-23T14:31:31.226Z,ce41cf1e393fc83c7fba86b1c10f3ddf,image,image/jpeg,110286,https://assets.calm.com/ce41cf1e393fc83c7fba86b1c10f3ddf.jpeg,843,840,"['#ed645d', '#702c24']",697ba35033d40131529f0f860567f0b0,image,image/jpeg,8369103,https://assets.calm.com/697ba35033d40131529f0f860567f0b0.jpeg,1920,1920,"['#ced127', '#717511']",d275b4740f08b46a7805a16ad57e351b,image,image/jpeg,10623382,https://assets.calm.com/d275b4740f08b46a7805a16ad57e351b.jpeg,1920,1920,"['#cec536', '#736f10']",d275b4740f08b46a7805a16ad57e351b,image,image/jpeg,10623382,https://assets.calm.com/d275b4740f08b46a7805a16ad57e351b.jpeg,1920,1920,"['#cec536', '#736f10']",697ba35033d40131529f0f860567f0b0,image,image/jpeg,8369103,https://assets.calm.com/697ba35033d40131529f0f860567f0b0.jpeg,1920,1920,"['#ced127', '#717511']",,,,,,,,,,,,,,,,,,
vHk_9irZZc,aYkenWJtgl,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-08T18:00:00.000Z,46,Adrift in a Dream,,ja,0-default,"Escape to dreamland with Nozomi Nishida, in this tour above the clouds to wild and wondrous places",014cea9d91c96c3f4a630668a8047c1e,False,True,sleep_stories,generic,False,2021-12-02T12:43:32.658Z,2022-01-10T16:49:49.228Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,WI6B4bMnQ0,Nozomi Nishida,"岐阜県出身　趣味：ドライブ
主な出演作品
「マクロスΔ」（マキナ・中島）、「八月のシンデレラナイン」（有原翼）、「WIXOSS DIVA(A)LIVE」（猫澤奈々）、「ラングリッサーモバイル」（ゼルダ）
バイクに乗ったり車に乗ったり旅に出ることが大好きです。皆様を私の声で、どこかへの旅へ誘うお手伝いが出来ればいいなと思っています。一緒にまったりゆったり夢の世界を楽しみましょう。",False,2021-04-29T23:18:36.260Z,2021-04-29T23:21:19.534Z,ece399d64b8d5b9bbb676824b28dbe66,image,image/jpeg,228674,https://assets.calm.com/ece399d64b8d5b9bbb676824b28dbe66.jpeg,821,821,"['#0fc4ef', '#08667c']",d73c75d1bcea35fcfc6ff60cb614abe2,image,image/jpeg,9193307,https://assets.calm.com/d73c75d1bcea35fcfc6ff60cb614abe2.jpeg,2000,2000,"['#ed9577', '#75290f']",864b4488393759e066e5c1ffa6082fb2,image,image/jpeg,96986,https://assets.calm.com/864b4488393759e066e5c1ffa6082fb2.jpeg,2000,2000,"['#3c62cf', '#1b1b65']",864b4488393759e066e5c1ffa6082fb2,image,image/jpeg,96986,https://assets.calm.com/864b4488393759e066e5c1ffa6082fb2.jpeg,2000,2000,"['#3c62cf', '#1b1b65']",d73c75d1bcea35fcfc6ff60cb614abe2,image,image/jpeg,9193307,https://assets.calm.com/d73c75d1bcea35fcfc6ff60cb614abe2.jpeg,2000,2000,"['#ed9577', '#75290f']",,,,,,,,,,,,,,,,,,
Ql_LGTVG1b,dUNGKri6QP,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-21T23:00:00.000Z,43,Myth of the Baby Dragon,,ja,0-default,"Join Satoko Kakinuma for tonight’s journey to the Kingdom of Lionwood, as a curious Princess embarks on a quest to prove an old legend to be true.",abdf1623673c1f0ef78028f1522d61ad,False,True,sleep_stories,generic,False,2021-12-07T18:15:05.291Z,2021-12-21T22:38:54.161Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,z1X18y5xzC,Satoko Kakinuma,こんばんは。柿沼里子と申します。東京都出身。趣味はヨガ、ドライブ、ゴルフ、華道など。声の高さは中〜低音域です。web動画、CM、ＶP、番組、ＨＰ、教材、セミナー、電車のアナウンス、イベントのプロモーションビデオなど様々なところで声の出演をさせて頂いています。どこかで声を聞いてくださった方もいらっしゃるかもしれません。お休み前のひととき是非ご一緒できましたら嬉しいです。よろしくお願いいたします,False,2021-01-13T13:05:36.658Z,2021-01-13T13:06:51.902Z,661749a4f8afca04ef9aa17ca083705c,image,image/jpeg,2369897,https://assets.calm.com/661749a4f8afca04ef9aa17ca083705c.jpeg,2500,2502,"['#b6584e', '#5d2c26']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",d22f13094e6cbfd588248df7c4a50dcb,image,image/jpeg,249141,https://assets.calm.com/d22f13094e6cbfd588248df7c4a50dcb.jpeg,2000,2000,"['#3878d9', '#0c3382']",d22f13094e6cbfd588248df7c4a50dcb,image,image/jpeg,249141,https://assets.calm.com/d22f13094e6cbfd588248df7c4a50dcb.jpeg,2000,2000,"['#3878d9', '#0c3382']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",,,,,,,,,,,,,,,,,,
