id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,restricted_to_products,narrator_short_bio,narrator_medium_bio,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,metadata_indexed_search_text,metadata_program_view_hides_play_button,featured_start_at,featured_end_at,subtitle,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
MMD3-Ywe2h,M52DH4imTJ,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-12-15T18:00:00.000Z,151,Myth of the Baby Dragon,de,0-default,"Join Yesim Meisheit for tonight’s journey to the Kingdom of Lionwood, as a curious Princess embarks on a quest to prove an old legend to be true.",abdf1623673c1f0ef78028f1522d61ad,False,True,sleep_stories,generic,False,2020-12-15T18:00:00.000Z,2021-01-05T17:14:57.705Z,굿나잇 스토리,xx8LLyxN,Chris Advansun,True,u9lQ6qExpf,Yesim Meisheit,"Yeşim Meisheits studierte Kommunikationswissenschaft und Linguistik und ihre Stimme ist deutschlandweit bekannt in der Hörbuchwelt. Regelmäßig spricht sie für Verlage wie AUDIBLE, BASTEI LÜBBE, RANDOMHOUSE und HÖRBUCH HAMBURG. Auch kennt man sie aus unzähligen Werbespots u.a. für NOKIA, BARBIE, PERSIL, FERRERO, BMW. Sie spricht regelmäßig für SAT.1, PRO7 & VOX und führte Sprachregie für TV Formate von RTL, ZDF und ARTE. Ferner verzaubert ihre Stimme bei BIG.FM, NRJ, 104.6 RTL, SPREERADIO, JAM FM, 94,3 RS2, Berliner Rundfunk 91.4, 98.8. und KISSFM und als Stationvoice für ANTENNE FRANKFURT ihre Hörer. Ihre zarte Stimme besitzt eine einzigartige und vielseitige Note.",False,2020-10-31T00:07:09.362Z,2020-10-31T00:08:48.268Z,9e0bad7758b5e59442a1157debd3c273,image,image/jpeg,34104,https://assets.calm.com/9e0bad7758b5e59442a1157debd3c273.jpeg,450,452,"['#d2d1cd', '#151517', '#585757']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",932f40c772b18bbb00f7ea9d54df793e,image,image/jpeg,10465875,https://assets.calm.com/932f40c772b18bbb00f7ea9d54df793e.jpeg,1920,1920,"['#238ceb', '#0a7e70']",932f40c772b18bbb00f7ea9d54df793e,image,image/jpeg,10465875,https://assets.calm.com/932f40c772b18bbb00f7ea9d54df793e.jpeg,1920,1920,"['#238ceb', '#0a7e70']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",,,,,,,,,,,,,,,,Myth of the Baby Dragon,,,,,,,,
Piw-m8oP2O,BDgThRWHcY,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-08-17T19:00:00.000Z,118,The Beauty of Belize,de,0-default,"Discover the rainforest, caves, and the deep sea in a country that inspires easy wanderings and relaxation.",6e5e958609ed4e95deae2a0685aec44b,False,True,sleep_stories,generic,False,2021-08-10T14:54:02.407Z,2021-08-17T17:49:50.611Z,굿나잇 스토리,9kKPO5Q1,Christina Yang,True,_McVt4n9P3,Marina Weis,"Marina Weis, als Deutsche in Karaganda, Kasachstan, geboren, zieht mit dreizehn Jahren nach Moskau. Dort studiert sie zunächst Malerei, als sie die Aufnahmeprüfung zu der berühmten Stanislawski-Akademie des Moskauer Künstlertheaters besteht, wo sie sich von 1987 bis 1991 zur Schauspielerin ausbilden lässt. Zu dieser Zeit erhält sie auch eine Einladung zum Midsummer der British American Drama Academy in Oxford. Erste Rollen am Moskauer Künstlertheater, dann ab 1993 in Deutschland zunächst am Badischen Staatstheater Karlsruhe, später in Berlin, unter anderem an der Volksbühne am Rosa-Luxemburg-Platz und am Maxim-Gorki-Theater folgen.

In Kino und Fernsehen unter anderem in ""England"" von Achim von Borries, in ""Erste Ehe"" von Isabelle Stever (Gewinner First Steps Award), in der Hollywood-Produktion ""Die Bourne Verschwörung"" an der Seite von Matt Damon, in “Sense 8” unter der Regie von Tom Tykwer und Lana Wachowski, sowie in der Hauptrolle des in Cannes, auf den Internationalen Hofer Filmtagen und zahlreichen anderen Festivals vielbeachteten ""Hinterhof"" von Ana-Felicia Scutelnicu und in ""Die Unsichtbaren – Wir wollen leben"", ein deutsches Doku-Drama (2017) - verkörperte sie die unterschiedlichsten Rollen. 2019 spielte sie in der deutschen Netflix-Produktion ""Betonrausch"" die Frau Liebholz.
",False,2020-09-02T21:03:40.769Z,2020-09-02T21:49:47.528Z,a25aeb5385ce0930e62a922d2ec40b76,image,image/jpeg,825042,https://assets.calm.com/a25aeb5385ce0930e62a922d2ec40b76.jpeg,1134,1134,"['#38302d', '#c0a49d', '#768892']",dff2c4c19993e3069fe0ac7dc3d6e985,image,image/jpeg,3508651,https://assets.calm.com/dff2c4c19993e3069fe0ac7dc3d6e985.jpeg,2000,2000,"['#1a79d7', '#0571a8']",fc3a4cf9156f990129d467cce5294e8d,image,image/jpeg,3611194,https://assets.calm.com/fc3a4cf9156f990129d467cce5294e8d.jpeg,2000,2000,"['#1a79d7', '#056fa1']",fc3a4cf9156f990129d467cce5294e8d,image,image/jpeg,3611194,https://assets.calm.com/fc3a4cf9156f990129d467cce5294e8d.jpeg,2000,2000,"['#1a79d7', '#056fa1']",dff2c4c19993e3069fe0ac7dc3d6e985,image,image/jpeg,3508651,https://assets.calm.com/dff2c4c19993e3069fe0ac7dc3d6e985.jpeg,2000,2000,"['#1a79d7', '#0571a8']",,,,,,,,,,,,,,,,,,,,,,,,
sga_tAAhH,Ka15u0kL0n,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-08-06T17:00:00.000Z,171,The Ocean Moon,de,0-default,"Drift away to the gorgeous voice of Anita Hopt, in this soothing tale of rolling trains, cresting waves, and a quest to the edge of the sea.",593d67fafb2978e87a15714ac12b78d5,False,True,sleep_stories,generic,False,2020-08-06T00:35:16.171Z,2020-08-11T23:49:13.687Z,굿나잇 스토리,xx8LLyxN,Chris Advansun,True,5CKonF1Jz5,Anita Hopt,"Anita Hopt ist Schauspielerin, Sängerin und Synchronsprecherin und studierte an der Stage School of Music in Hamburg „Dance“ und „Drama“. Seit 2007 war sie zudem Sängerin in verschiedenen Bands. Als Synchronsprecherin hört man sie u.a. in ""Numbers – Die Logik des Verbrechens"" und ""Ouran High School Host Club"". Ihre wohl markanteste Synchronrolle ist die der Melissa Rauch (Bernadette Rostenkowski) in The Big Bang Theory. Werbespots und Hörbücher wie ""Flowertown - die Sperrzone"" und „Finding it - Alles ist leichter mit dir"" gehören zu ihrem Alltag.",False,2020-07-06T21:20:59.223Z,2020-07-06T21:22:19.849Z,0c301a4c10feaa102016349d5747d884,image,image/jpeg,66970,https://assets.calm.com/0c301a4c10feaa102016349d5747d884.jpeg,404,404,"['#332d2b', '#d7a689', '#9ba0a1']",220e9556050c3a916348b8559e4eaf1b,image,image/png,9957508,https://assets.calm.com/220e9556050c3a916348b8559e4eaf1b.png,3033,3033,"['#a14a59', '#04437c']",5d34bd3d21a806f327e785b691b48edb,image,image/jpeg,1126318,https://assets.calm.com/5d34bd3d21a806f327e785b691b48edb.jpeg,3033,3033,"['#752f5b', '#04437b']",5d34bd3d21a806f327e785b691b48edb,image,image/jpeg,1126318,https://assets.calm.com/5d34bd3d21a806f327e785b691b48edb.jpeg,3033,3033,"['#752f5b', '#04437b']",220e9556050c3a916348b8559e4eaf1b,image,image/png,9957508,https://assets.calm.com/220e9556050c3a916348b8559e4eaf1b.png,3033,3033,"['#a14a59', '#04437c']",,,,,,,,,,,,,,,,New Sleep Story by Anita Hopt,,,,,,,,
mJn6gvqYlE,mXRRU68P-s,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-08-17T08:00:00.000Z,70,Bruno and the Farm of Peaceful Dreams,de,0-default,"Join the leisurely and wise farm dog, Bruno, as he explores his ""farm of peaceful dreams"" in North Friesland on a mellow summer's day.",4b2f2619d8f6875559af1b8ac69d13b9,False,True,sleep_stories,generic,False,2022-08-04T09:53:17.316Z,2022-08-12T18:45:44.097Z,굿나잇 스토리,W5P5nPNY,Nathalie Jäschke,True,Y0U2aSNnLl,Beate Rysopp,"Beate는 무대 경험이 풍부한 연기자 겸 샹송 가수로 현재
ARD, ZDF, arte, NDR 등의
다큐멘터리, 보도 및 매거진에서 연사로 활동하고 있습니다. Beate는 20년 가까이 NDR 라디오(정보 및 문화)
뉴스를 전달해 왔습니다. 이뿐만 아니라 다양한 오디오북과 라디오극에서 연기자로 출연하며 시각 장애인을 위한 음성 해설에도 참여하고 있습니다. Beate는 아이들이 편안하게 잠들 수 있도록 수년간 굿나잇 스토리를 읽어 주고 있습니다.",False,2022-03-28T15:43:19.447Z,2022-03-28T15:51:20.675Z,7afa319eee6bb90ac5df5eec1ed68285,image,image/jpeg,36720,https://assets.calm.com/7afa319eee6bb90ac5df5eec1ed68285.jpeg,403,403,"['#ae7454', '#543424']",48dd34d456ec5ac43baa47cee95ff43a,image,image/jpeg,4600162,https://assets.calm.com/48dd34d456ec5ac43baa47cee95ff43a.jpeg,2000,2000,"['#d8cd2c', '#74790e']",54873b2f567cbeb6316f367918e8e8d8,image,image/jpeg,4254189,https://assets.calm.com/54873b2f567cbeb6316f367918e8e8d8.jpeg,2000,2000,"['#cabf2a', '#73780e']",54873b2f567cbeb6316f367918e8e8d8,image,image/jpeg,4254189,https://assets.calm.com/54873b2f567cbeb6316f367918e8e8d8.jpeg,2000,2000,"['#cabf2a', '#73780e']",48dd34d456ec5ac43baa47cee95ff43a,image,image/jpeg,4600162,https://assets.calm.com/48dd34d456ec5ac43baa47cee95ff43a.jpeg,2000,2000,"['#d8cd2c', '#74790e']",,,,,,,,,,,,,,,,,,,,,,,,
0AhcOb3cqI,014uzUQkiX,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-05-21T19:45:04.882Z,224,Ella's Treasure,de,0-default,"A relaxing tale for children and grownups alike, narrated by Rahel Comtesse",66fe3a005375900d1ffe84715e535ea0,False,True,sleep_stories,generic,False,2018-12-24T16:09:15.610Z,2019-08-31T02:37:00.015Z,굿나잇 스토리,VVWDqY83,Tamara Levitt,True,jRppwmJot,Rahel Comtesse,"Rahel Comtesse는 뮌헨 출신의 배우 겸 가수이자 강연가입니다. 즉흥 공연을 매우 즐기고, 다양한 국제 보컬 앙상블에서 노래를 부르기도 합니다.
라디오, 텔레비전, 오디오 북 등 다양한 플랫폼에서 수년간 강연을 하기도 했습니다.",False,2018-09-21T16:46:03.235Z,2020-02-06T16:54:33.352Z,123fe01434acce1d97f30fc998fd9410,image,image/png,1199199,https://assets.calm.com/123fe01434acce1d97f30fc998fd9410.png,800,800,"['#3f382c', '#d6c2b6', '#a7a59b']",ee550b1684950e5b928a9c113f1800c9,image,image/jpeg,213708,https://assets.calm.com/ee550b1684950e5b928a9c113f1800c9.jpeg,1920,1920,"['#e27e14', '#62311d']",6018260652faa78b9d528d49e5a58e4f,image,image/jpeg,8270183,https://assets.calm.com/6018260652faa78b9d528d49e5a58e4f.jpeg,1920,1920,"['#b46919', '#381809']",6018260652faa78b9d528d49e5a58e4f,image,image/jpeg,8270183,https://assets.calm.com/6018260652faa78b9d528d49e5a58e4f.jpeg,1920,1920,"['#b46919', '#381809']",ee550b1684950e5b928a9c113f1800c9,image,image/jpeg,213708,https://assets.calm.com/ee550b1684950e5b928a9c113f1800c9.jpeg,1920,1920,"['#e27e14', '#62311d']",,"여배우, 명상가, 연사",,,,,,,,,,,,,,,,,,,,,,
lEtwfzced5,M1Wnhk_pU0,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-09-18T18:35:41.808Z,217,Luna's Lullaby,de,0-default,Join Luna on a musical adventure across the arctic in search of home.,226cacc5c066b9bc543c591ba796844c,False,True,sleep_stories,generic,False,2019-09-17T18:07:57.778Z,2019-10-28T13:32:02.275Z,굿나잇 스토리,VVWDqY83,Tamara Levitt,True,ma8J-jdvZf,Ameli Dziemba,"Ameli는 유명한 Folkwang University of Arts에서 재즈를 공부했습니다. 가수로서의 경력은 재즈부터 싱어송라이터, 자유로운 즉흥 음악에 이르기까지 다양하며, 다양한 앙상블(Glenn-Miller-Orchestra, WDR Big Band 등)과 함께 수많은 프로덕션을 선보이고 있습니다. 연극 및 무용 음악 프로덕션뿐만 아니라 국내 및 국제 합창단 프로젝트를 위한 음악을 작곡합니다. 오디오북과 광고에서 Ameli의 목소리를 들을 수 있으며, 현재 새로운 보이스 코칭 개념을 만들고 있습니다.",False,2019-05-14T01:19:42.537Z,2023-11-07T20:19:14.607Z,de9a9df736a13d86cadd21cfd434fdb1,image,image/png,400392,https://assets.calm.com/de9a9df736a13d86cadd21cfd434fdb1.png,800,800,"['#110d08', '#cba986', '#796c55']",384e862f8334d743ec4fede24359ad4c,image,image/jpeg,159378,https://assets.calm.com/384e862f8334d743ec4fede24359ad4c.jpeg,1920,1920,"['#e9a66c', '#733e11']",38727fc13bb48800c0c8396b007d404b,image,image/jpeg,947675,https://assets.calm.com/38727fc13bb48800c0c8396b007d404b.jpeg,1920,1920,"['#cd925e', '#65401f']",38727fc13bb48800c0c8396b007d404b,image,image/jpeg,947675,https://assets.calm.com/38727fc13bb48800c0c8396b007d404b.jpeg,1920,1920,"['#cd925e', '#65401f']",384e862f8334d743ec4fede24359ad4c,image,image/jpeg,159378,https://assets.calm.com/384e862f8334d743ec4fede24359ad4c.jpeg,1920,1920,"['#e9a66c', '#733e11']",,,,,,,,,,,,,,,,,,,,,,,,
6EpftchSTc,CU3hitBPH5,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-22T19:00:00.000Z,188,The Dragon Tamers,de,0-default,"Edith Nesbit's clever fantasy tale, starring a very resourceful blacksmith, and a purring dragon. Music by Ophylia Wispling.",86fd1c2ebbc56c09690845751b10778c,False,True,sleep_stories,generic,False,2020-04-22T22:05:59.183Z,2020-04-29T22:33:26.690Z,굿나잇 스토리,zgVz6Yz6,Edith Nesbit,True,1JKEnv8_R,Tinka Kleffner,"Tinka Kleffner는 라디오 및 TV 광고, 나레이션, 오디오북, 라디오 재생, 오디오 가이드, e-러닝 및 명상 앱에서 활동하는 더빙 성우이자 화자로서 자신의 고유하고 다채로운 음성 대역폭을 보여줍니다.

그녀는 또한 비즈니스, 정치, 문화 및 건강 관리 분야에서 요직에 있는 사람들을 위한 음성, 화법 및 존재감(presence) 코치로도 알려져 있습니다. Tinka는 25년 동안 뮌헨에서 살고 있습니다.",False,2019-10-15T01:54:21.735Z,2019-10-18T16:48:54.796Z,acd82c7f285e940516a320cc316e1cf2,image,image/png,7230067,https://assets.calm.com/acd82c7f285e940516a320cc316e1cf2.png,3000,3000,"['#40342b', '#e5c9b8', '#ab9c85']",5fde5c843eeee1296bf67113e91717b5,image,image/jpeg,534345,https://assets.calm.com/5fde5c843eeee1296bf67113e91717b5.jpeg,1920,1920,"['#b75609', '#8a310f']",a6634f0e6c6d7784216dda8b0e697969,image,image/jpeg,1547085,https://assets.calm.com/a6634f0e6c6d7784216dda8b0e697969.jpeg,1920,1920,"['#395a80', '#585b16']",a6634f0e6c6d7784216dda8b0e697969,image,image/jpeg,1547085,https://assets.calm.com/a6634f0e6c6d7784216dda8b0e697969.jpeg,1920,1920,"['#395a80', '#585b16']",ec0df67527cf760dcd472d4e4eac3571,image,image/jpeg,79154,https://assets.calm.com/ec0df67527cf760dcd472d4e4eac3571.jpeg,1125,300,"['#c98015', '#7f5c12']",,,,ec0df67527cf760dcd472d4e4eac3571,image,image/jpeg,79154.0,https://assets.calm.com/ec0df67527cf760dcd472d4e4eac3571.jpeg,1125.0,300.0,"['#c98015', '#7f5c12']",,,,,Fiction,,,,,,,,
7I6jOFfSay,BqFdxp8QSr,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-05-06T19:00:00.000Z,186,The Magic Wand,de,0-default,Let Tinka Kleffner ease you off to sleep with this mystical children's tale of magic and wonder,bcb9c233523b484f5fe0b24fa9cb10d2,False,True,sleep_stories,generic,False,2020-05-06T22:58:24.958Z,2020-05-15T22:39:21.504Z,굿나잇 스토리,zwGNRNkM,Nicholas Head,True,1JKEnv8_R,Tinka Kleffner,"Tinka Kleffner는 라디오 및 TV 광고, 나레이션, 오디오북, 라디오 재생, 오디오 가이드, e-러닝 및 명상 앱에서 활동하는 더빙 성우이자 화자로서 자신의 고유하고 다채로운 음성 대역폭을 보여줍니다.

그녀는 또한 비즈니스, 정치, 문화 및 건강 관리 분야에서 요직에 있는 사람들을 위한 음성, 화법 및 존재감(presence) 코치로도 알려져 있습니다. Tinka는 25년 동안 뮌헨에서 살고 있습니다.",False,2019-10-15T01:54:21.735Z,2019-10-18T16:48:54.796Z,acd82c7f285e940516a320cc316e1cf2,image,image/png,7230067,https://assets.calm.com/acd82c7f285e940516a320cc316e1cf2.png,3000,3000,"['#40342b', '#e5c9b8', '#ab9c85']",6d049f431d182bc414ea26c310ff42b6,image,image/jpeg,82472,https://assets.calm.com/6d049f431d182bc414ea26c310ff42b6.jpeg,1920,1920,"['#2150d4', '#152667']",11c0840591dd66022f3d1f1417fec7d5,image,image/jpeg,605667,https://assets.calm.com/11c0840591dd66022f3d1f1417fec7d5.jpeg,1920,1920,"['#2047bc', '#143496']",11c0840591dd66022f3d1f1417fec7d5,image,image/jpeg,605667,https://assets.calm.com/11c0840591dd66022f3d1f1417fec7d5.jpeg,1920,1920,"['#2047bc', '#143496']",cb6bdf68e140c44f4ef702c726c758ce,image,image/jpeg,24346,https://assets.calm.com/cb6bdf68e140c44f4ef702c726c758ce.jpeg,1125,300,"['#4059c8', '#243b90']",,,,cb6bdf68e140c44f4ef702c726c758ce,image,image/jpeg,24346.0,https://assets.calm.com/cb6bdf68e140c44f4ef702c726c758ce.jpeg,1125.0,300.0,"['#4059c8', '#243b90']",,,,,Fiction,,,,,,,,
-vuSw0D3Y7,wmb-sEMbK2,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-01-04T09:00:00.000Z,10651,Among the Aspens,de,0-default,"Escape for a walk in a golden forest, where lessons in nature can teach us to let go.",5b02d7c0a92a41c6e9ccb5c06286deb7,False,True,sleep_stories,generic,False,2022-12-28T20:20:07.509Z,2022-12-29T17:14:34.848Z,굿나잇 스토리,x3Gx1jLB,"Francis Santana, Jihyun Yun",True,b7MTU1zu8B,Ilka Tecihmüller,"배우 겸 성우인 Ilka Teichmüller는 포츠담 바벨스베르크의 영화 아카데미에서 연기 학위를 받고 다양한 연극 무대에 섰습니다. <Hotel 13>의 176개 에피소드 및 ""SOKO Wismar""의 2017년 에피소드에서 Götz George와 함께 'Der Sandmann' 등의 TV 프로덕션 카메라 앞에 섰습니다. Ilka는 1994년부터 독일 방송국(DLF, RBB, SWR, WDR, MDR, RB, NDR, ARTE)에서 다큐멘터리 성우로 활동했습니다. Der Hörverlag 및 Steinbach 오디오북, 텍스트, 사운드 등에서 오디오북 및 라디오 연극에 참여하기도 했습니다. 2005년 11월 이후부터는 라디오 베를린 88.8에서 까마귀 역할로 고정 출연했습니다.",False,2022-11-24T13:46:05.827Z,2022-11-24T13:48:07.902Z,a3c7c0350d475575f872cad70edb1ea6,image,image/jpeg,64625,https://assets.calm.com/a3c7c0350d475575f872cad70edb1ea6.jpeg,602,602,"['#7c2c3c', '#04040c']",c730a61a12b27e1f585fbaaf9b8adfb4,image,image/jpeg,2208221,https://assets.calm.com/c730a61a12b27e1f585fbaaf9b8adfb4.jpeg,2000,2000,"['#d38006', '#9f6005']",5e2c5fb1464d33746b0b820dcc499af2,image,image/jpeg,3415342,https://assets.calm.com/5e2c5fb1464d33746b0b820dcc499af2.jpeg,2000,2000,"['#d08d32', '#644015']",5e2c5fb1464d33746b0b820dcc499af2,image,image/jpeg,3415342,https://assets.calm.com/5e2c5fb1464d33746b0b820dcc499af2.jpeg,2000,2000,"['#d08d32', '#644015']",c730a61a12b27e1f585fbaaf9b8adfb4,image,image/jpeg,2208221,https://assets.calm.com/c730a61a12b27e1f585fbaaf9b8adfb4.jpeg,2000,2000,"['#d38006', '#9f6005']",,,,,,,,,,,,,,,,,,,,,,,,
Wwsu0YZoDi,5oR1yKka2Z,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-09-28T08:00:00.000Z,64,The Tide Artist,de,0-default,"Accompany the artist Moema on her beach tours, where she collects fascinating shells and other finds from the sea on the beach on our Baltic Sea coast and creates beautiful works of art from them and is just called ""The Shell Collector"" by everyone.",567bb83b038093d4bb2f0c8d7d3c3726,False,True,sleep_stories,generic,False,2022-09-19T09:59:26.867Z,2022-09-19T20:11:30.057Z,굿나잇 스토리,z3ZlQovn,Peter Buchecker ,True,6SyX0nF9g3,Nina Petri,"Nina Petri는 배우이자, 라디오극 및 오디오북 성우입니다. <롤라 런>, <Am I Beautiful>, <Nö>와 같은 영화와 어린이 영화인 <야생 호랑이 곁의 꿈>에 출연한 것으로 유명합니다. 10년 넘게 스릴러 작가 Karin Slaughter의 독일어 성우로 일했습니다. <내가 너를 얼마나 사랑하는지 아니?> 등의 동화와 Berhard Schlink의 <손녀> 등의 소설을 오디오북으로 읽었습니다. 1994년에 영화 <The Deadly Maria>로 바이에른 영화상을, 1999년에 영화 <롤라 런>과 <Am I Beautiful?>로 독일 영화상을, 그리고 2005년에는 <The Conference>의 합창단 일원으로 헤센 영화상을 수상했습니다.",False,2022-09-09T16:22:47.281Z,2022-09-09T16:28:59.186Z,dc326df17f482fb26e62e9528a38c0b6,image,image/jpeg,3163525,https://assets.calm.com/dc326df17f482fb26e62e9528a38c0b6.jpeg,2012,2011,"['#c65867', '#703114']",d12e559d721f293d93477cecaa8ec277,image,image/jpeg,2934209,https://assets.calm.com/d12e559d721f293d93477cecaa8ec277.jpeg,2000,2000,"['#af7331', '#753f20']",c3b41461ca1e76149f2020c743bf89bb,image,image/jpeg,3039974,https://assets.calm.com/c3b41461ca1e76149f2020c743bf89bb.jpeg,2000,2000,"['#e78e25', '#72391a']",c3b41461ca1e76149f2020c743bf89bb,image,image/jpeg,3039974,https://assets.calm.com/c3b41461ca1e76149f2020c743bf89bb.jpeg,2000,2000,"['#e78e25', '#72391a']",d12e559d721f293d93477cecaa8ec277,image,image/jpeg,2934209,https://assets.calm.com/d12e559d721f293d93477cecaa8ec277.jpeg,2000,2000,"['#af7331', '#753f20']",,,,,,,,,,,,,,,,,,,,,,,,
bRKVCqA5tN,3mqcq1rqXK,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-08-11T19:00:00.000Z,169,The Beauty of the Outer Banks,de,0-default,Slip off your shoes for a soothing stroll as you take in the beautiful sights and relaxing sounds along the tranquil coast of the Outer Banks,07a27525cf3afe3db1bf6bb471bb0776,False,True,sleep_stories,generic,False,2020-08-11T23:49:56.813Z,2020-08-18T16:26:00.821Z,굿나잇 스토리,r42XLLJp,Candace Rardon,True,4Tpkhks0j0,유디트 슈타인하우저,"Judith, russisches Weib, reifes Ghetto-Girl, erwachsene Naive, der reife Vamp – eine Allzweckwaffe für das warmherzig komödiantische mit Berliner Schnauze.  In der Komischen Oper Berlin wirkte sie in über 30 Opern mit. Es folgten zahlreiche Engagements am Berliner Ensemble, am Maxim Gorki Theater und der Münchner Lach- und Schießgesellschaft. Judith arbeitet als Synchronsprecherin und dreht regelmäßig für viele Film- und Fernsehformate. Sie spielte auch mit Vanessa Redgrave im ""Ein Job"", ein Höhepunkt in Judiths schauspielerischer Laufbahn. ",False,2020-06-10T23:41:01.004Z,2020-06-23T15:12:19.633Z,7e1548ff4cb40e427d51dfa3e4e47d47,image,image/png,1352624,https://assets.calm.com/7e1548ff4cb40e427d51dfa3e4e47d47.png,1140,1141,"['#bdaa9b', '#211d17', '#5d4637']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",45353839159990a3ca9edf7e337625e8,image,image/jpeg,7932714,https://assets.calm.com/45353839159990a3ca9edf7e337625e8.jpeg,1920,1920,"['#b4542c', '#58341c']",45353839159990a3ca9edf7e337625e8,image,image/jpeg,7932714,https://assets.calm.com/45353839159990a3ca9edf7e337625e8.jpeg,1920,1920,"['#b4542c', '#58341c']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",,,,,,,,,,,,,,,,,,,,,,,,
