date,open,high,low,close,adj_close,volume
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,131.0177459716797,66015800
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,130.22808837890625,107760100
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,130.1305694580078,151101000
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,128.1613006591797,109839500
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,129.214111328125,75135100
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,124.64185333251953,137564700
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,124.88558959960938,84000900
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,126.48444366455078,78128300
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,127.15825653076172,78973300
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,123.87701416015625,88071200
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,122.95903015136719,126142800
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,119.89262390136719,112172300
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,122.04106140136719,105861300
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,124.46294403076172,81918000
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,123.31059265136719,74244600
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,121.92386627197266,63342900
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,121.76762390136719,92612000
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,124.32623291015625,76857100
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,122.49028778076172,79295400
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,124.12114715576172,63092900
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,123.92582702636719,72009500
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,123.87701416015625,56575900
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,122.34381103515625,94625600
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,121.68949890136719,71311100
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,121.36723327636719,67637100
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,122.12896728515625,59278900
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,120.64459228515625,76229200
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,122.93949890136719,75169300
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,122.94926452636719,71057600
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,123.76956176757812,74403800
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,124.15043640136719,56877900
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,123.15435791015625,71186400
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,124.36528015136719,53522400
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,127.42192077636719,96906500
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,126.60160827636719,62746300
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,127.09966278076172,91815000
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,128.70123291015625,96721700
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,127.40237426757812,108953300
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,129.1992950439453,79663300
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,130.8398895263672,74783600
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,130.56646728515625,60214200
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,130.28323364257812,68711000
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,129.9903106689453,70783700
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,131.6211395263672,62111300
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,133.1348114013672,64556100
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,133.75003051757812,63261400
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,134.0527801513672,52485800
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,136.67974853515625,78852600
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,138.6914825439453,108181800
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,141.18165588378906,104911600
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,139.8828582763672,105575500
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,141.70904541015625,99890800
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,141.11334228515625,76299700
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,142.2266082763672,100827100
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,145.65432739257812,127050800
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,145.0000457763672,106820300
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,142.9590606689453,93251400
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,139.11134338378906,121434600
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,142.7246551513672,96350000
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,141.9922332763672,74993500
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,143.3594512939453,77338200
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,145.07815551757812,71447400
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,145.49810791015625,72434100
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,143.33010864257812,104818600
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,141.58206176757812,118931200
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,142.2266082763672,56699500
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,142.4414520263672,70440600
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,142.10943603515625,62880000
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,143.90631103515625,64786600
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,143.5059356689453,56368300
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,143.6133270263672,46397700
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,142.9287109375,54126800
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,142.8798065185547,48908700
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,142.40061950683594,69023100
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,142.65487670898438,48493500
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,145.61831665039062,72282600
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,145.82369995117188,59375000
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,147.7992706298828,103296000
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,146.88973999023438,92229700
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,143.14390563964844,86326000
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,143.47642517089844,86960300
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,144.93368530273438,60549600
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,146.42025756835938,60131800
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,146.332275390625,48606400
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,145.09991455078125,58991300
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,144.29795837402344,48597200
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,145.33468627929688,55802400
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,149.75534057617188,90956700
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,148.49371337890625,86453100
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,149.15875244140625,80313700
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,150.273681640625,71115500
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,150.909423828125,57808700
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,153.24691772460938,82278300
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,151.7016143798828,74420200
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,150.6844940185547,57305700
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,145.696533203125,140893200
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,146.26380920410156,102404300
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,144.8651885986328,109296300
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,145.75521850585938,83281300
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,145.52049255371094,68034100
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,142.85049438476562,129868800
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,139.799072265625,123478900
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,140.2782440185547,75834000
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,142.64512634277344,76404300
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,143.60357666015625,64838200
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,143.69155883789062,53477900
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,142.17564392089844,74150700
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,138.7916717529297,108972300
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,139.69146728515625,74602000
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,138.39068603515625,89056700
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,139.51539611816406,94639600
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,136.08253479003906,98322000
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,138.00926208496094,80861100
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,138.8797149658203,83221100
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,140.14132690429688,61732700
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,139.75987243652344,58773200
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,139.67193603515625,64452200
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,138.4004669189453,73035900
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,137.8136444091797,78762700
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,140.6009979248047,69907100
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,141.65731811523438,67940300
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,143.32969665527344,85589200
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,145.49111938476562,76378900
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,145.9801788330078,58418800
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,146.1953125,61421000
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,145.42266845703125,58883400
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,145.37379455566406,50720600
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,146.03884887695312,60893400
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,145.57919311523438,56094900
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,149.2174530029297,100077900
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,146.50831604003906,124953200
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,145.68675231933594,74588300
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,146.72348022460938,69122000
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,148.1611785888672,54511500
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,147.642822265625,60394600
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,148.17172241210938,65463900
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,147.34898376464844,55020900
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,147.71139526367188,56787900
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,144.88075256347656,65187100
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,144.83177185058594,41000000
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,146.90821838378906,63804000
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,146.9180145263672,59222800
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,147.8974609375,59256200
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,150.33631896972656,88807000
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,154.6262969970703,137827700
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,157.25125122070312,117305600
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,157.71163940429688,117467900
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,158.09359741210938,96041900
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,158.61270141601562,69463600
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,153.5880889892578,76959800
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,156.94761657714844,88748200
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,161.9036407470703,174048100
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,161.38453674316406,152052500
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,160.39529418945312,136739200
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,158.51475524902344,118023100
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,161.92324829101562,107497000
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,167.662841796875,120405400
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,171.4827117919922,116998900
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,170.97337341308594,108923700
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,175.76292419433594,115402700
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,172.129150390625,153237000
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,170.74810791015625,139380400
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,175.61599731445312,131063300
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,168.7206573486328,150185800
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,167.62364196777344,195432700
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,166.26220703125,107499100
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,169.43565368652344,91185900
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,172.0312042236328,92135300
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,172.65805053710938,68356600
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,176.6248321533203,74919600
2021-12-28,180.16000366210938,181.3300018310547,178.52999877929688,179.2899932861328,175.606201171875,79144300
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,175.69436645507812,62348900
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,174.53855895996094,59773000
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,173.9215545654297,64062300
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,178.27032470703125,104487900
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,176.0077667236328,99310400
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,171.3260040283203,94537600
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,168.46600341796875,96904000
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,168.63247680664062,86709100
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,168.65208435058594,106765600
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,171.4827117919922,76138300
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,171.9234619140625,74805200
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,168.65208435058594,84505800
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,169.5140380859375,80440800
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,166.31121826171875,90956700
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,162.81459045410156,94815000
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,161.12986755371094,91420500
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,159.07302856445312,122848900
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,158.2992401123047,162294600
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,156.49708557128906,115798400
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,156.40890502929688,108275300
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,155.9486083984375,121954600
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,166.830322265625,179935700
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,171.1888885498047,115541600
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,171.02236938476562,86213900
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,172.22708129882812,84914300
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,169.3474884033203,89418100
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,169.0631103515625,82465400
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,168.34716796875,77251200
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,171.45602416992188,74829200
