"12/26/2025","10.00","*","","PARK BRIGHTON HONK BRECKENRIDGE CO"
"12/25/2025","31.00","*","","LEMONADE INSURANCE NEW YORK NY"
"12/25/2025","0.25","*","","LEMONADE INSURANCE NEW YORK NY"
"12/25/2025","-40.00","*","","UNITED 01643562808613 HOUSTON TX"
"12/25/2025","-40.00","*","","UNITED 01643562808602 HOUSTON TX"
"12/23/2025","-5.80","*","","SIXT FORT LAUDERDAFL"
"12/22/2025","-7.14","*","","CINEMARK 1151 RSTBAR WATCHUNG NJ"
"12/21/2025","-48.00","*","","UEP*GREEN LAKE RESTANU GREEN BROOK TNJ"
"12/20/2025","-3455.00","*","","BPS*BILT RENT NEW YORK NY"
"12/20/2025","-88.55","*","","H MART EDISON LLC EDISON NJ"
"12/20/2025","-25.00","*","","UEP*LUCKY STAR TASTY F EDISON NJ"
"12/20/2025","-170.00","*","","SQ *SNOWBIRD RESORT LL HOLLADAY UT"
"12/20/2025","-10.00","*","","PARK BRIGHTON HONK BRECKENRIDGE CO"
"12/20/2025","-10.00","*","","PARK BRIGHTON HONK BRECKENRIDGE CO"
"12/20/2025","-10.00","*","","PARK BRIGHTON HONK BRECKENRIDGE CO"
"12/19/2025","-35.56","*","","IC* INSTACART*ALDI 8882467822 CA"
"12/18/2025","3949.36","*","","AUTOMATIC PAYMENT - THANK YOU"
"12/18/2025","38.37","*","","AMAZON RETA* F43014JQ3 SEATTLE WA"
"12/18/2025","-113.12","*","","ROVER.COM* PET SVCS. SEATTLE WA"
"12/17/2025","-4.21","*","","STARBUCKS STORE 10326 SHORTHILLS NJ"
"12/15/2025","-40.67","*","","IC* INSTACART 8882467822 CA"
"12/15/2025","-1.78","*","","IC* INSTACART 8882467822 CA"
"12/15/2025","-25.75","*","","AMAZON MARK* 0B8SA6K13 SEATTLE WA"
"12/12/2025","-38.37","*","","AMAZON RETA* F43014JQ3 SEATTLE WA"
"12/10/2025","-85.35","*","","IC* INSTACART 8882467822 CA"
"12/10/2025","-9.63","*","","IC* INSTACART 8882467822 CA"
"12/07/2025","-75.00","*","","YES ASIAN BISTRO WARREN NJ"
"12/06/2025","-24.51","*","","AMAZON MARK* BI1EM98C1 SEATTLE WA"
"12/01/2025","-393.00","*","","LTF*LIFE TIME MO DUES CHANHASSEN MN"
"11/30/2025","-33.15","*","","EXXON ADZ PETROLEUM LL TROY NY"
"11/30/2025","-44.00","*","","SQ *K-1 FOOD COURT KILLINGTON VT"
"11/29/2025","-120.00","*","","SQ *GRAND PRESTON'S KILLINGTON VT"
"11/29/2025","-15.67","*","","SQ *GRAND CAFE KILLINGTON VT"
"11/27/2025","-8.73","*","","IC* INSTACART 8882467822 CA"
"11/27/2025","-42.97","*","","IC* INSTACART 8882467822 CA"
"11/27/2025","-35.52","*","","ROVER.COM* PET SVCS. SEATTLE WA"
"11/26/2025","-3455.00","*","","BPS*BILT RENT NEW YORK NY"
"11/25/2025","-10.65","*","","AMAZON MARK* B20137G30 SEATTLE WA"
"11/24/2025","-206.83","*","","TRADER JOE S #601 WESTFIELD NJ"
"11/24/2025","-21.57","*","","AMAZON RETA* B26EV3TP1 SEATTLE WA"
"11/24/2025","-17.68","*","","MCDONALD'S F26820 GREEN BROOK NJ"
"11/20/2025","-138.49","*","","AMAZON MARK* B058R58Q1 SEATTLE WA"
"11/15/2025","-86.59","*","","ASIAN FOOD MARKETS-NOR NORTH PLAINFINJ"
"11/13/2025","-13.85","*","","MICROSOFT*STORE MSBILL.INFO WA"
"11/10/2025","-61.72","*","","SIXT FORT LAUDERDAFL"
"11/08/2025","3721.54","*","","ONLINE ACH PAYMENT REF #G5F22CJR52"
"11/08/2025","-925.02","*","","PELICAN SWIM AND SKI C WHITEHOUSE NJ"
"11/08/2025","-314.00","*","","SQ *KILLINGTON & PICO KILLINGTON VT"
