date,CoVaR,MES,房价收入比,指标名称,Risk.2F,Factor1,Factor2,Risk.PC,Risk.Entropy,Risk.Equal,CoVaR,House,Debt,收益率,波动率,OECD,IVA,PMI,M2,期限利差,信用利差,Risk.3F,SFR.Index,指标名称,Risk.2F,转移概率,状态,Risk.3F,SFR.Index
2006-11-24,"0,02285175296","0,02938178724","0,4717188908",2006年11月,"0,0877099946","0,08810058744","0,08731940176","-0,9433436483","-0,9328326573","-0,905347705","-0,3262870265","-1,44306242","-0,9466936687","0,1202384309","0,1457649407","101,5","14,9","55,3","16,8","0,92","0,598","-0,9321979573","65,21026062",2006年11月,"0,0877099946","0,9979535788",1,"-0,9321979573","65,21026062"
2006-12-29,"0,02173081606","0,0281100169","0,4779257183",2006年12月,"0,08074998253","0,08760153376","0,0738984313","-0,9695405612","-0,945079004","-0,9301797496","-0,4378601492","-1,411176575","-0,941502525","0,1425901169","0,1472091562","101,8","14,7","54,8","16,94","0,92","0,604","-0,9296273923","64,10739534",2006年12月,"0,08074998253","0,9991630028",1,"-0,9296273923","64,10739534"
2007-01-26,"0,0209232721","0,02755645546","0,4501432534",2007年1月,"0,07185350937","0,07652806575","0,06717895299","-1,046034142","-0,9885208306","-1,002028991","-0,5182395155","-1,553901252","-0,933946207","0,1869197176","0,2513667646","102,1","13,65","55,1","15,79","0,97","0,606","-0,9729536303","61,92272788",2007年1月,"0,07185350937","0,9998471939",1,"-0,9729536303","61,92272788"
2007-02-16,"0,02243187112","0,02717672274","0,4586452317",2007年2月,"0,09661497076","0,09591073793","0,09731920359","-0,9250185681","-0,9154401908","-0,8873875827","-0,2266821625","-1,510224702","-0,9252558832","0,1022609027","0,208144462","102,3","12,6","53,1","17,78","0,98","0,622","-0,8956312208","66,12334732",2007年2月,"0,09661497076","0,9999850787",1,"-0,8956312208","66,12334732"
2007-03-30,"0,02926470534","0,0295294077","0,48014007",2007年3月,"0,142846305","0,133056252","0,1526363579","-0,6932895483","-0,7780242806","-0,6680924638","0,3120299171","-1,399800958","-0,9165063506","0,1213246118","0,1790074462","102,6","17,6","56,1","17,27","1,12","0,66","-0,7565805422","74,06762573",2007年3月,"0,142846305","0,9999984476",1,"-0,7565805422","74,06762573"
2007-04-30,"0,02983757294","0,0298893526","0,4916344536",2007年4月,"0,1513675548","0,1468058528","0,1559292569","-0,6490937903","-0,748493883","-0,6262801674","0,370151633","-1,340751761","-0,9082403744","0,2945322791","0,2561371213","102,8","17,4","58,6","17,09","1,25","0,706","-0,7200676299","75,40472414",2007年4月,"0,1513675548","0,9999996399",1,"-0,7200676299","75,40472414"
2007-05-25,"0,02983620294","0,02962729105","0,505007049",2007年5月,"0,1554473607","0,1582632262","0,1526314951","-0,6223258864","-0,7286474444","-0,6010077916","0,3689143062","-1,272053778","-0,8998839032","0,1017688392","0,1761950874",103,"18,1","55,7","16,74","1,5","0,65","-0,6897870547","76,06515289",2007年5月,"0,1554473607","0,9999997753",1,"-0,6897870547","76,06515289"
2007-06-29,"0,03812455857","0,03467361009","0,5146959844",2007年6月,"0,222030703","0,2035151364","0,2405462696","-0,311762697","-0,5480099465","-0,3068488471","1,193900688","-1,222279572","-0,8921676573","-0,08396087731","0,2805033268","103,1","19,4","54,5","17,06","1,71","0,48","-0,5180236879","87,1451478",2007年6月,"0,222030703","0,9999995033",1,"-0,5180236879","87,1451478"
2007-07-27,"0,03940464429","0,038364631","0,5304629588",2007年7月,"0,2364763073","0,2219810066","0,250971608","-0,235632657","-0,5001660332","-0,2348726346","1,321314701","-1,141281129","-0,8846514753","0,1944676506","0,2563117444","103,1",18,"53,3","18,48","1,6","0,89","-0,462816621","89,55201131",2007年7月,"0,2364763073","0,9999942721",1,"-0,462816621","89,55201131"
2007-08-31,"0,03829351377","0,03681447987","0,554962936",2007年8月,"0,234197774","0,2342553724","0,2341401755","-0,2265813259","-0,4887282115","-0,2265513481","1,210717723","-1,01541932","-0,874952448","0,1543406309","0,1899039175",103,"17,5",54,"18,09","1,35","1,22","-0,4466078255","89,31717725",2007年8月,"0,234197774","0,9998553221",1,"-0,4466078255","89,31717725"
2007-09-28,"0,03714757305","0,03749952259","0,5632407113",2007年9月,"0,229583306","0,2406700988","0,2184965132","-0,2478136312","-0,4955410555","-0,2466080682","1,096655813","-0,9728945557","-0,8635854618","0,05515865927","0,1010166709","102,9","18,9","56,1","18,45","1,31","1,31","-0,4472561926","88,33623113",2007年9月,"0,229583306","0,9965907493",1,"-0,4472561926","88,33623113"
2007-10-26,"0,0365627981","0,03967754877","0,5829437446",2007年10月,"0,2306601414","0,253267589","0,2080526937","-0,2275409218","-0,4767953718","-0,2275100901","1,039372087","-0,8716757053","-0,8502266523","-0,007275688989","0,1247793245","102,7","17,9","53,2","18,47","1,18","1,34","-0,4257858088","88,6090195",2007年10月,"0,2306601414","0,9520073867",1,"-0,4257858088","88,6090195"
2007-11-30,"0,03544663635","0,04351501698","0,602662695",2007年11月,"0,2271661452","0,2624452521","0,1918870384","-0,2259268918","-0,4679939514","-0,2260573124","0,9273520498","-0,7703750908","-0,8351488962","-0,1336749692","0,1645859146","102,4","17,3","55,4","18,45","0,87","1,37","-0,3992118614","88,19827754",2007年11月,"0,2271661452","0,596234735",1,"-0,3992118614","88,19827754"
2007-12-28,"0,03294580401","0,04635919412","0,6129542044",2007年12月,"0,2092116753","0,2546920626","0,163731288","-0,2901239552","-0,498090453","-0,2868057995","0,678430268","-0,7175053292","-0,8213423372","0,1511574769","0,1552824662","102,1","17,4","55,3","16,7","0,78","1,58","-0,4129701144","85,60263963",2007年12月,"0,2092116753","0,05823903141",0,"-0,4129701144","85,60263963"
2008-01-25,"0,03062017653","0,04599786581","0,5084388271",2008年1月,"0,1764332198","0,2030776442","0,1497887954","-0,5596387367","-0,6589330313","-0,5401629507","0,4469476187","-1,254423974","-0,8130124966","-0,1092276302","0,1964301571","101,7","16,4",53,"18,88","0,82","1,77","-0,5852968766","78,09069105",2008年1月,"0,1764332198","0,003159739492",0,"-0,5852968766","78,09069105"
2008-02-29,"0,02995172921","0,04956921805","0,5340901921",2008年2月,"0,1734225161","0,2059265691","0,1409184631","-0,5338928764","-0,6389430288","-0,5160950561","0,3804132544","-1,12264723","-0,8060511932","0,03447961193","0,1444467853","101,2","15,4","53,4","17,39","0,77","1,83","-0,5481745386","78,44404588",2008年2月,"0,1734225161","0,001820714713",0,"-0,5481745386","78,44404588"
2008-03-28,"0,02852182972","0,05076152117","0,527168453",2008年3月,"0,1625061101","0,1996758567","0,1253363635","-0,5947321184","-0,6720718606","-0,573508696","0,2380874177","-1,158205736","-0,8004077696","-0,1876615227","0,272446543","100,6","17,8","58,4","16,19","0,87","1,78","-0,5624383801","76,37013238",2008年3月,"0,1625061101","0,003081093307",0,"-0,5624383801","76,37013238"
2008-04-30,"0,02777658219","0,05385534449","0,5416380182",2008年4月,"0,1595385909","0,2039218743","0,1151553075","-0,592675574","-0,6673867887","-0,5717189114","0,1639087203","-1,083872375","-0,7951930793","0,02991577335","0,2297868979",100,"15,7","59,2","16,94","0,87","1,71","-0,539359679","76,11271628",2008年4月,"0,1595385909","0,007960095619",0,"-0,539359679","76,11271628"
2008-05-30,"0,02847422879","0,05748138692","0,543033367",2008年5月,"0,1657426146","0,2093643694","0,1221208597","-0,5644434629","-0,6497310065","-0,5449335796","0,2333494242","-1,076704158","-0,7914460045","-0,07366375339","0,1290128302","99,2",16,"53,3","18,07","0,86","1,71","-0,5027539764","77,10216516",2008年5月,"0,1657426146","0,02746440412",0,"-0,5027539764","77,10216516"
2008-06-27,"0,02976243969","0,05951954889","0,5394742164",2008年6月,"0,1758226651","0,2156331788","0,1360121515","-0,524843637","-0,6264348115","-0,5073085184","0,3615722626","-1,094988306","-0,7885095125","-0,2198834781","0,3033855047","98,3",16,52,"17,37","0,87","1,66","-0,4698779382","78,61740216",2008年6月,"0,1758226651","0,1066107185",0,"-0,4698779382","78,61740216"
2008-07-25,"0,03218547354","0,0629786919","0,5571688574",2008年7月,"0,1976124282","0,2352565791","0,1599682772","-0,4067599031","-0,5563888294","-0,3957075298","0,6027503749","-1,004087015","-0,7857859495","0,03004419737","0,1555698517","97,4","14,7","48,4","16,35","0,93","1,69","-0,3817947095","82,5194916",2008年7月,"0,1976124282","0,3706430141",0,"-0,3817947095","82,5194916"
2008-08-29,"0,03455749438","0,06508571206","0,571718908",2008年8月,"0,2183832525","0,2529138863","0,1838526186","-0,2968518177","-0,4920704021","-0,2918309233","0,8388507786","-0,9293401796","-0,785003369","-0,166969187","0,2487966209","96,5","12,8","48,4",16,"0,86","2,07","-0,3215592979","86,1977153",2008年8月,"0,2183832525","0,7521508474",1,"-0,3215592979","86,1977153"
2008-09-26,"0,03422958692","0,06619742255","0,5698078868",2008年9月,"0,21504161","0,2491277751","0,1809554449","-0,3126760575","-0,5022572109","-0,3068326219","0,8062123628","-0,9391575178","-0,7875527107","-0,06268501099","0,2529846335","95,8","11,4","51,2","15,29","0,58","2,2","-0,3266652932","85,66914015",2008年9月,"0,21504161","0,924354321",1,"-0,3266652932","85,66914015"
2008-10-31,"0,03268796772","0,06592260272","0,5257797776",2008年10月,"0,1959789529","0,2222121938","0,169745712","-0,4500574456","-0,5884229622","-0,4363691431","0,6527664103","-1,165339667","-0,7965341724","-0,2544906123","0,2976419891","95,2","8,2","44,6","15,02","0,39","2,05","-0,422298348","81,66223599",2008年10月,"0,1959789529","0,968853335",1,"-0,422298348","81,66223599"
2008-11-28,"0,03356881621","0,06718569837","0,5281929221",2008年11月,"0,2009061084","0,2210139462","0,1807982706","-0,4191693386","-0,575690655","-0,4073806122","0,7404421333","-1,152942812","-0,8096411579","0,1245657381","0,2296890813","94,9","5,4","38,8","14,8","0,83","2,17","-0,4005279218","82,7610099",2008年11月,"0,2009061084","0,982594847",1,"-0,4005279218","82,7610099"
2008-12-31,"0,03478015203","0,06957506291","0,5144831143",2008年12月,"0,2057210876","0,213838749","0,1976034262","-0,4066126995","-0,5759257372","-0,395518581","0,8618286685","-1,223373133","-0,8250112789","0,01461596916","0,1597154169","94,8","5,7","41,2","17,82","1,55","2,18","-0,4090431083","83,55499884",2008年12月,"0,2057210876","0,9899409149",1,"-0,4090431083","83,55499884"
2009-01-23,"0,03518241651","0,06984847969","0,4425897599",2009年1月,"0,1973841721","0,1841634142","0,2106049301","-0,5286364143","-0,6580452659","-0,5101081804","0,9010528565","-1,592705219","-0,8386721788","0,1297723113","0,1206902894",95,"8,35","45,3","18,79","1,81","2,18","-0,5121522787","80,73622796",2009年1月,"0,1973841721","0,9953814998",1,"-0,5121522787","80,73622796"
2009-02-27,"0,03463814413","0,06756394167","0,4596235695",2009年2月,"0,1955561466","0,1881386393","0,2029736539","-0,5207138089","-0,656573186","-0,5031134519","0,8468783238","-1,505198768","-0,851019911","0,0562645226","0,2001169965","95,5",11,49,"20,48","2,1","2,12","-0,5100768551","80,67218023",2009年2月,"0,1955561466","0,9985732894",1,"-0,5100768551","80,67218023"
2009-03-27,"0,03390935174","0,06492587661","0,4928962525",2009年3月,"0,1972752303","0,2050002209","0,1895502397","-0,4883316224","-0,6380345928","-0,4731620129","0,774337584","-1,33426962","-0,8595540027","0,1810281146","0,1812750754","96,2","8,3","52,4","25,51","2,22","2,05","-0,4798081256","81,13030259",2009年3月,"0,1972752303","0,999680253",1,"-0,4798081256","81,13030259"
2009-04-30,"0,03711233389","0,06692856198","0,5170988855",2009年4月,"0,228503561","0,237611501","0,219395621","-0,3340192194","-0,5501698094","-0,3275107","1,093148278","-1,209935338","-0,8657450408","0,04751299824","0,1073292433",97,"7,3","53,5","25,95","2,18","2,23","-0,3955303668","86,22596112",2009年4月,"0,228503561","0,9999353867",1,"-0,3955303668","86,22596112"
2009-05-27,"0,03841659231","0,06718841836","0,5411610816",2009年5月,"0,2455294954","0,2627624874","0,2282965033","-0,2455436205","-0,49869328","-0,2441745355","1,222968365","-1,086322501","-0,8691694699","0,05322060731","0,07498176458","97,8","8,9","53,1","25,74","2,1","2,34","-0,3268162918","88,92105166",2009年5月,"0,2455294954","0,9999830672",1,"-0,3268162918","88,92105166"
2009-06-26,"0,03823535107","0,06523384478","0,5563843593",2009年6月,"0,250770558","0,280220243","0,2213208731","-0,2243073115","-0,4852914848","-0,2243315987","1,204928435","-1,008117155","-0,8698060765","0,1149694334","0,1058196809","98,6","10,7","53,2","28,46","2,18","2,34","-0,3147097759","89,35767814",2009年6月,"0,250770558","0,9999942788",1,"-0,3147097759","89,35767814"
2009-07-31,"0,03569057066","0,05789223683","0,5914458823",2009年7月,"0,2411416735","0,2961430574","0,1861402896","-0,2487013332","-0,4947162692","-0,2480069528","0,9516322633","-0,827998344","-0,8676547778","0,1630390712","0,1636582941","99,4","10,8","53,3","28,42","1,98","2,41","-0,3080524388","87,68584313",2009年7月,"0,2411416735","0,9999979231",1,"-0,3080524388","87,68584313"
2009-08-28,"0,03602879356","0,05513296339","0,6188925873",2009年8月,"0,2523552879","0,3214210669","0,1832895089","-0,1852490876","-0,4540605536","-0,1882950784","0,9852974882","-0,6869985402","-0,8631841833","-0,3103362527","0,3924404122",100,"12,3",54,"28,53","1,9","2,3","-0,2804795296","89,37786054",2009年8月,"0,2523552879","0,9999992839",1,"-0,2804795296","89,37786054"
2009-09-30,"0,03744626055","0,05336445171","0,6223404892",2009年9月,"0,2689018843","0,3433935617","0,1944102069","-0,126703887","-0,4173761264","-0,1327589984","1,126385899","-0,6692859038","-0,8553769899","0,00876271139","0,1599573897","100,5","13,9","54,3","29,31","1,97","2,56","-0,246247313","91,41729876",2009年9月,"0,2689018843","0,9999996825",1,"-0,246247313","91,41729876"
2009-10-30,"0,03986877337","0,05430241522","0,6675560999",2009年10月,"0,2995548876","0,387533241","0,2115765341","0,046159663","-0,3080425475","0,03049792931","1,367512053","-0,4370032935","-0,8390149718","0,07114000533","0,1067904165","100,9","16,1","55,2","29,42","2,15","2,73","-0,134551445","96,67474239",2009年10月,"0,2995548876","0,9999997467",1,"-0,134551445","96,67474239"
2009-11-27,"0,04112709208","0,05312200808","0,707459608",2009年11月,"0,3216496473","0,4275300736","0,215769221","0,170895857","-0,2238985908","0,1483796925","1,492759574","-0,2320101331","-0,8156103634","0,01890605727","0,126554786","101,2","19,2","55,2","29,74","2,17","2,66","-0,04646588408","100,2825865",2009年11月,"0,3216496473","0,9999995472",1,"-0,04646588408","100,2825865"
2009-12-31,"0,03810348245","0,05024225466","0,7489963722",2009年12月,"0,310477184","0,4472889464","0,1736654215","0,1511526501","-0,2188400423","0,1295025303","1,191802777","-0,01862657477","-0,784668611","0,01522811059","0,1182994486","101,3","18,5","56,6","27,68","2,14","2,62","-0,04575565994","98,57617595",2009年12月,"0,310477184","0,9999985984",1,"-0,04575565994","98,57617595"
2010-01-29,"0,03750761224","0,04817010931","0,7274932068",2010年1月,"0,3082079834","0,4510660683","0,1653498984","0,1029184809","-0,2346447499","0,08480738447","1,132492506","-0,129093097","-0,748977256","-0,09384947474","0,1485813528","101,3","15,65","55,8","25,98","2,06","2,49","-0,09335724107","97,22252737",2010年1月,"0,3082079834","0,999995603",1,"-0,09335724107","97,22252737"
2010-02-26,"0,03706050124","0,04738340064","0,7055481031",2010年2月,"0,3069689689","0,4571816236","0,1567563142","0,05492759547","-0,2503661028","0,04034989648","1,076189903","-0,2418299577","-0,7133102557","0,02106655508","0,08146618187","101,2","12,8",52,"25,52","1,81","2,53","-0,1155646922","95,88760786",2010年2月,"0,3069689689","0,9999873808",1,"-0,1155646922","95,88760786"
2010-03-26,"0,0362249929","0,04464228897","0,8072811543",2010年3月,"0,3206820672","0,511255975","0,1301081594","0,2203377097","-0,1301357671","0,1959912865","0,9801360704","0,2807952622","-0,672957473","0,02652108378","0,1013965926",101,"18,1","55,1","22,5","1,88","2,39","0,02924768962","99,56799245",2010年3月,"0,3206820672","0,999963731",1,"0,02924768962","99,56799245"
2010-04-30,"0,03555900919","0,04304569739","0,8553246999",2010年4月,"0,3300735222","0,5442627428","0,1158843016","0,3071866684","-0,05976596375","0,2781558275","0,9385371624","0,527605601","-0,631675281","-0,0893622765","0,1748727541","100,8","17,8","55,7","21,48","1,83","2,2","0,1126587757","101,5777472",2010年4月,"0,3300735222","0,9998705416",1,"0,1126587757","101,5777472"
2010-05-28,"0,03670447326","0,04522784588","0,7857068414",2010年5月,"0,3321353781","0,5308854511","0,1333853051","0,2311982626","-0,09735517005","0,2079530458","1,052551594","0,1699632369","-0,5986556939","-0,08243636355","0,1969528152","100,6","16,5","53,9",21,"1,52","2,27","0,01890498415","100,2876406",2010年5月,"0,3321353781","0,9994181243",1,"0,01890498415","100,2876406"
2010-06-25,"0,03776240314","0,04702216606","0,7737097995",2010年6月,"0,3395575837","0,5337453867","0,1453697807","0,2552322511","-0,07458138292","0,2313938742","1,157853278","0,1083317745","-0,57200343","-0,07598525631","0,1085872846","100,4","13,7","52,1","18,5","1,32","2,08","0,03786850669","101,3738513",2010年6月,"0,3395575837","0,997051961",1,"0,03786850669","101,3738513"
2010-07-30,"0,03777320427","0,04690140069","0,7755442128",2010年7月,"0,3424987416","0,5417230193","0,143274464","0,2664538572","-0,05928860648","0,2423859612","1,158928362","0,1177555656","-0,549526044","0,04544652857","0,1095410483","100,3","13,4","51,2","17,6","1,27","2,04","0,05240311826","101,6948736",2010年7月,"0,3424987416","0,98472826",1,"0,05240311826","101,6948736"
2010-08-27,"0,03646328993","0,04720147504","0,8110659667",2010年8月,"0,3407166155","0,5587351771","0,122698054","0,2928851095","-0,03192070654","0,2672023254","1,028545303","0,300238685","-0,5271770115","0,02860465698","0,05865921192","100,3","13,9","51,7","19,2","1,34","1,92","0,1083226373","101,8217938",2010年8月,"0,3407166155","0,927858747",1,"0,1083226373","101,8217938"
2010-09-30,"0,03003783157","0,04336069967","0,820826461",2010年9月,"0,2971180382","0,5458220293","0,04841404704","0,09339140599","-0,1353812035","0,07846350012","0,3889835671","0,3503805049","-0,5039735717","0,01090329438","0,05376023342","100,4","13,3","53,8",19,"1,39","1,87","0,0007755489768","94,29054973",2010年9月,"0,2971180382","0,7168114484",1,"0,0007755489768","94,29054973"
2010-10-29,"0,0256041079","0,04065511327","0,8378220342",2010年10月,"0,2691591856","0,5427865216","-0,004468150333","-0,02360609985","-0,1917254528","-0,03227794476","-0,05232975516","0,4376905284","-0,4821946076","0,1229203143","0,1304121936","100,5","13,1","54,7","19,3","1,54","1,88","-0,0451553886","89,60623801",2010年10月,"0,2691591856","0,3599150948",0,"-0,0451553886","89,60623801"
2010-11-26,"0,02611617004","0,0419317725","0,8677983008",2010年11月,"0,2795977008","0,5630739564","-0,003878554899","0,0557532424","-0,1357100913","0,04273196931","-0,001361363261","0,5916852527","-0,4621279815","-0,04533865933","0,1413985401","100,6","13,3","55,2","19,5","1,57","1,94","0,008124238058","91,78886152",2010年11月,"0,2795977008","0,1507784744",0,"0,008124238058","91,78886152"
