day,symbol,daily_supply,aum,global_tvl,price
1/27/2026,TLNon,0.4388516583,153.6960904,"$524,388,005.15",350.223333
1/27/2026,SPOTon,1116.714085,573407.5564,"$524,388,005.15",513.4775
1/27/2026,ISRGon,3.373813593,1791.157637,"$524,388,005.15",530.9
1/27/2026,GEMIon,144.894617,1396.301174,"$524,388,005.15",9.636667
1/27/2026,PDBCon,282.7052811,4075.546899,"$524,388,005.15",14.416239
1/27/2026,QCOMon,5685.182433,892533.0741,"$524,388,005.15",156.9928643
1/27/2026,BLSHon,86.59077004,3088.211669,"$524,388,005.15",35.664444
1/27/2026,LRCXon,68.29184255,15519.32122,"$524,388,005.15",227.25
1/27/2026,CLOAon,4.82841703,250.9489262,"$524,388,005.15",51.973333
1/27/2026,AGGon,141392.4752,14410280.42,"$524,388,005.15",101.9168834
1/27/2026,BTGOon,3421.516358,45638.13886,"$524,388,005.15",13.338571
1/27/2026,PGon,18147.89683,2725621.631,"$524,388,005.15",150.1893942
1/27/2026,FIGRon,289.7968471,18475.26306,"$524,388,005.15",63.752464
1/27/2026,IVVon,31360.7563,21970899.7,"$524,388,005.15",700.5857733
1/27/2026,EQIXon,1597.599919,1290800.462,"$524,388,005.15",807.9622731
1/27/2026,PLTRon,6418.746957,1075578.728,"$524,388,005.15",167.568333
1/27/2026,WFCon,15003.40019,1333840.09,"$524,388,005.15",88.90252033
1/27/2026,CVXon,21559.5041,3647175.437,"$524,388,005.15",169.1678723
1/27/2026,ABNBon,8898.939604,1187627.055,"$524,388,005.15",133.457143
1/27/2026,EFAon,104184.8989,10700042.69,"$524,388,005.15",102.7024339
1/27/2026,MRVLon,15854.19633,1320443.325,"$524,388,005.15",83.28667673
1/27/2026,MSFTon,6496.509767,3074853.465,"$524,388,005.15",473.3085265
1/27/2026,CIFRon,3474.321013,57302.67134,"$524,388,005.15",16.4932
1/27/2026,UNHon,3433.746273,1021896.331,"$524,388,005.15",297.6039142
1/27/2026,IWFon,18971.70876,8993515.613,"$524,388,005.15",474.0487915
1/27/2026,OKLOon,3669.728635,305976.7296,"$524,388,005.15",83.378571
1/27/2026,COPXon,27742.05895,2470430.35,"$524,388,005.15",89.05
1/27/2026,GOOGLon,146662.2584,49515480.01,"$524,388,005.15",337.6156931
1/27/2026,GRABon,47500.79417,216224.1851,"$524,388,005.15",4.552012
1/27/2026,SOon,9.157658898,807.4660054,"$524,388,005.15",88.173846
1/27/2026,NOWon,1565.964014,1066969.581,"$524,388,005.15",681.35
1/27/2026,VTIon,201.472159,69205.11165,"$524,388,005.15",343.4971462
1/27/2026,BINCon,8.374122446,444.0797133,"$524,388,005.15",53.03
1/27/2026,SQQQon,926.5273394,59271.08426,"$524,388,005.15",63.97122
1/27/2026,PFEon,121237.242,3243706.507,"$524,388,005.15",26.75503378
1/27/2026,MTZon,0.02139831702,5.243418438,"$524,388,005.15",245.038824
1/27/2026,SOFIon,313.3937113,8117.117124,"$524,388,005.15",25.900702
1/27/2026,GMEon,11206.57988,275521.4599,"$524,388,005.15",24.58568653
1/27/2026,TSLAon,40869.81326,17870325.85,"$524,388,005.15",437.25
1/27/2026,WULFon,1.662595747,22.95266798,"$524,388,005.15",13.805321
1/27/2026,CPNGon,5132.9332,100739.3935,"$524,388,005.15",19.626087
1/27/2026,LLYon,4114.426915,4369214.291,"$524,388,005.15",1061.925362
1/27/2026,MARAon,38171.40554,382982.6821,"$524,388,005.15",10.033235
1/27/2026,AALon,43.48363627,655.5158167,"$524,388,005.15",15.075
1/27/2026,ARMon,8172.862018,948818.1999,"$524,388,005.15",116.09375
1/27/2026,ACHRon,918.6356431,7458.83822,"$524,388,005.15",8.119474
1/27/2026,INTCon,91470.14638,4008526.684,"$524,388,005.15",43.823333
1/27/2026,TIPon,100150.9613,11137580.71,"$524,388,005.15",111.2079262
1/27/2026,DBCon,19.62683088,476.6473621,"$524,388,005.15",24.285498
1/27/2026,XOMon,1502.978068,203728.6771,"$524,388,005.15",135.55
1/27/2026,TMon,10352.99665,2326059.522,"$524,388,005.15",224.675
1/27/2026,NVOon,64577.81823,4071954.329,"$524,388,005.15",63.055
1/27/2026,SBETon,20534.82146,191863.675,"$524,388,005.15",9.343333
1/27/2026,MCDon,8878.072288,2794791.983,"$524,388,005.15",314.7971646
1/27/2026,COSTon,1686.588112,1647125.981,"$524,388,005.15",976.6023899
1/27/2026,APPon,462.5169645,249216.6284,"$524,388,005.15",538.827
1/27/2026,KLACon,9.397570918,14672.7094,"$524,388,005.15",1561.33
1/27/2026,BIDUon,12631.84483,2020779.377,"$524,388,005.15",159.975
1/27/2026,QQQon,37913.4458,23894224.95,"$524,388,005.15",630.2308968
1/27/2026,BAon,5874.24951,1432533.649,"$524,388,005.15",243.866667
1/27/2026,ABBVon,215.6758078,47787.33583,"$524,388,005.15",221.5702183
1/27/2026,Fon,39.27815045,532.7315578,"$524,388,005.15",13.563051
1/27/2026,ADBEon,6828.87143,2073518.521,"$524,388,005.15",303.64
1/27/2026,ANETon,42.43707251,6175.018421,"$524,388,005.15",145.51
1/27/2026,BZon,1.298052273,24.65289693,"$524,388,005.15",18.992222
1/27/2026,PSQon,56.03446361,1657.756015,"$524,388,005.15",29.584579
1/27/2026,CMGon,30552.29191,1218404.32,"$524,388,005.15",39.87931
1/27/2026,PBRon,112874.8194,1652611.067,"$524,388,005.15",14.641096
1/27/2026,NIKLon,9165.76093,188142.5224,"$524,388,005.15",20.526667
1/27/2026,VTVon,1252.454938,248923.0951,"$524,388,005.15",198.7481446
1/27/2026,TXNon,6.013191744,1176.180305,"$524,388,005.15",195.6
1/27/2026,PINSon,17.7573494,443.5075586,"$524,388,005.15",24.976
1/27/2026,COINon,15491.24812,3315359.466,"$524,388,005.15",214.015
1/27/2026,AVGOon,27646.6378,9137338.473,"$524,388,005.15",330.5045098
1/27/2026,ACNon,5444.532153,1562604.228,"$524,388,005.15",287.0043162
1/27/2026,WMTon,19716.97811,2321234.965,"$524,388,005.15",117.7277244
1/27/2026,VZon,869.8033281,34900.20557,"$524,388,005.15",40.12424929
1/27/2026,OPENon,131.5656169,769.8631804,"$524,388,005.15",5.851553
1/27/2026,SPYon,39775.2985,27726299.62,"$524,388,005.15",697.0733261
1/27/2026,NFLXon,1443.132046,1231284.923,"$524,388,005.15",853.20323
1/27/2026,BTGon,816.7403281,4365.241016,"$524,388,005.15",5.344711
1/27/2026,FIGon,10386.42131,303157.0578,"$524,388,005.15",29.187826
1/27/2026,IRENon,6921.419152,371172.64,"$524,388,005.15",53.626667
1/27/2026,USOon,1043.598458,77967.24083,"$524,388,005.15",74.71
1/27/2026,IJHon,40471.19692,2834955.374,"$524,388,005.15",70.04871585
1/27/2026,RTXon,245.796091,49372.56921,"$524,388,005.15",200.868
1/27/2026,IEMGon,119299.4818,8910801.256,"$524,388,005.15",74.69270715
1/27/2026,PANWon,7255.721098,1359117.493,"$524,388,005.15",187.316667
1/27/2026,USFRon,3.760759918,189.6811129,"$524,388,005.15",50.43691091
1/27/2026,ABTon,13517.23339,1478730.934,"$524,388,005.15",109.3959757
1/27/2026,GRNDon,0.007730794152,0.09250049819,"$524,388,005.15",11.9652
1/27/2026,JNJon,26.27253673,5813.455564,"$524,388,005.15",221.275
1/27/2026,RDDTon,3741.989697,736984.8709,"$524,388,005.15",196.95
1/27/2026,NVDAon,61267.54716,11476516.09,"$524,388,005.15",187.3180275
1/27/2026,JPMon,8215.332409,2490521.203,"$524,388,005.15",303.1552564
1/27/2026,OXYon,3518.076377,155652.4907,"$524,388,005.15",44.243636
1/27/2026,MUon,31687.88343,12854428.76,"$524,388,005.15",405.6575376
1/27/2026,CLOIon,0.5712405039,30.27895822,"$524,388,005.15",53.005622
1/27/2026,LOWon,53.20133489,14832.01497,"$524,388,005.15",278.7902785
1/27/2026,CVNAon,0.3620982311,172.4794573,"$524,388,005.15",476.333333
1/27/2026,NKEon,20724.41588,1354115.033,"$524,388,005.15",65.33911696
1/27/2026,PEPon,15807.86635,2333069.365,"$524,388,005.15",147.5891378
1/27/2026,DGRWon,3.355261727,307.2456981,"$524,388,005.15",91.57130594
1/27/2026,QBTSon,30720.83764,760396.5821,"$524,388,005.15",24.751818
1/27/2026,SOUNon,105.1343764,1046.067911,"$524,388,005.15",9.949818
1/27/2026,AMDon,56699.27789,14288218.03,"$524,388,005.15",252
1/27/2026,ADIon,0.3628300093,110.5905868,"$524,388,005.15",304.8
1/27/2026,GEon,4601.93794,1361398.52,"$524,388,005.15",295.8315687
1/27/2026,TQQQon,11582.1957,649006.1934,"$524,388,005.15",56.034815
1/27/2026,CRWDon,67.40633893,32393.19467,"$524,388,005.15",480.566
1/27/2026,BILIon,3220.834039,112981.489,"$524,388,005.15",35.078333
1/27/2026,SNAPon,349.9700062,2647.043988,"$524,388,005.15",7.563631
1/27/2026,ASMLon,1658.200815,2347988.014,"$524,388,005.15",1415.985322
1/27/2026,UBERon,10964.70977,902815.9243,"$524,388,005.15",82.338333
1/27/2026,TMUSon,234.7640038,44146.7002,"$524,388,005.15",188.047143
1/27/2026,FTGCon,225.2526104,5696.263022,"$524,388,005.15",25.288333
1/27/2026,AMGNon,127.6774986,44722.87422,"$524,388,005.15",350.28
1/27/2026,AMZNon,20682.02375,4961307.267,"$524,388,005.15",239.885
1/27/2026,PCGon,5.145113517,78.35226941,"$524,388,005.15",15.22848216
1/27/2026,AXPon,2702.445643,985239.3635,"$524,388,005.15",364.5732399
1/27/2026,TCOMon,4051.168044,259477.3132,"$524,388,005.15",64.05
1/27/2026,LMTon,7288.321963,4225448.546,"$524,388,005.15",579.7560217
1/27/2026,REMXon,3592.176109,348126.293,"$524,388,005.15",96.912368
1/27/2026,MELIon,369.8504871,823816.0705,"$524,388,005.15",2227.43
1/27/2026,INTUon,2161.840204,1214406.231,"$524,388,005.15",561.746529
1/27/2026,COPon,147.3127448,14540.99546,"$524,388,005.15",98.708333
1/27/2026,CRCLon,225368.6741,15972951.14,"$524,388,005.15",70.874762
1/27/2026,LINon,3312.159583,1527598.649,"$524,388,005.15",461.2092534
1/27/2026,MRKon,8.331874438,895.3571164,"$524,388,005.15",107.461667
1/27/2026,IEFAon,168319.3001,16148948.95,"$524,388,005.15",95.94234849
1/27/2026,GLDon,2209.407107,1030836.17,"$524,388,005.15",466.566875
1/27/2026,BBAIon,233.9360651,1338.426129,"$524,388,005.15",5.721333
1/27/2026,Ton,434.788369,10280.47538,"$524,388,005.15",23.64478012
1/27/2026,MAon,2073.176121,1099901.832,"$524,388,005.15",530.5395044
1/27/2026,SBUXon,19743.92579,1891463.713,"$524,388,005.15",95.79977825
1/27/2026,BMNRon,971.7755119,27036.04056,"$524,388,005.15",27.821282
1/27/2026,DNNon,9849.986816,36378.16831,"$524,388,005.15",3.69322
1/27/2026,ORCLon,5754.631362,1036190.473,"$524,388,005.15",180.062007
1/27/2026,FUTUon,6821.77899,1127912.938,"$524,388,005.15",165.34
1/27/2026,IWMon,8170.902303,2166550.733,"$524,388,005.15",265.1544043
1/27/2026,AMATon,17.24009827,5584.683542,"$524,388,005.15",323.935714
1/27/2026,HDon,100.2804719,38759.00406,"$524,388,005.15",386.506
1/27/2026,APOon,6127.538987,811056.3321,"$524,388,005.15",132.3624923
1/27/2026,DISon,8781.153759,980760.5113,"$524,388,005.15",111.6892539
1/27/2026,GSon,1231.047862,1143246.244,"$524,388,005.15",928.6773317
1/27/2026,RIVNon,13564.95002,214190.5608,"$524,388,005.15",15.79
1/27/2026,NIOon,3604.462882,16776.60123,"$524,388,005.15",4.654397
1/27/2026,Con,6.448824037,742.402443,"$524,388,005.15",115.122143
1/27/2026,OPRAon,77.94116838,1073.68293,"$524,388,005.15",13.775556
1/27/2026,DASHon,4709.915562,991540.844,"$524,388,005.15",210.522
1/27/2026,ITOTon,68894.64557,10506049.38,"$524,388,005.15",152.4944252
1/27/2026,AAPLon,14603.70784,3791614.889,"$524,388,005.15",259.6337129
1/27/2026,NEEon,243.0368718,20765.7851,"$524,388,005.15",85.442941
1/27/2026,XYZon,3.246528903,217.35511,"$524,388,005.15",66.95
1/27/2026,SMCIon,27827.24435,864797.9305,"$524,388,005.15",31.077383
1/27/2026,BLKon,1746.080589,1975549.098,"$524,388,005.15",1131.419198
1/27/2026,CEGon,88.25173581,25347.2223,"$524,388,005.15",287.215
1/27/2026,EEMon,103384.0932,6255168.437,"$524,388,005.15",60.50416697
1/27/2026,AMCon,1861.074464,2776.486744,"$524,388,005.15",1.491873
1/27/2026,TMOon,0.3934701668,247.2540296,"$524,388,005.15",628.393333
1/27/2026,PYPLon,21571.49079,1223835.212,"$524,388,005.15",56.73391905
1/26/2026,PYPLon,21568.30997,1224248.838,"$518,625,616.70",56.76146344
1/26/2026,USOon,860.8305627,63319.25287,"$518,625,616.70",73.556
1/26/2026,AMCon,1861.074464,2776.486744,"$518,625,616.70",1.491873
1/26/2026,EEMon,103085.0818,6156875.391,"$518,625,616.70",59.72615322
1/26/2026,SMCIon,27819.0474,857155.4253,"$518,625,616.70",30.811818
1/26/2026,BLKon,1745.949486,1984413.344,"$518,625,616.70",1136.58119
1/26/2026,NEEon,243.0368718,20765.7851,"$518,625,616.70",85.442941
1/26/2026,XYZon,3.246528903,213.9466118,"$518,625,616.70",65.90011
1/26/2026,MPon,2989.502329,190236.9807,"$518,625,616.70",63.635
1/26/2026,FTGCon,225.2526104,5696.263022,"$518,625,616.70",25.288333
1/26/2026,ITOTon,68894.97638,10488801.85,"$518,625,616.70",152.2433478
1/26/2026,DASHon,4709.679274,986978.0499,"$518,625,616.70",209.56375
1/26/2026,SBUXon,19742.68909,1912708.529,"$518,625,616.70",96.88186449
1/26/2026,GOOGLon,146562.9499,48988232.79,"$518,625,616.70",334.2470443
1/26/2026,Ton,432.6862894,10269.85853,"$518,625,616.70",23.73511429
1/26/2026,RIVNon,13557.38613,213679.4677,"$518,625,616.70",15.761111
1/26/2026,RDDTon,2978.374601,635748.9505,"$518,625,616.70",213.455
1/26/2026,CVNAon,0.2570623697,121.6898984,"$518,625,616.70",473.386667
1/26/2026,FUTUon,6911.292369,1127600.385,"$518,625,616.70",163.153333
1/26/2026,HDon,100.2804719,38759.00406,"$518,625,616.70",386.506
1/26/2026,DNNon,9849.986816,36378.16831,"$518,625,616.70",3.69322
1/26/2026,IWMon,8170.338781,2164944.01,"$518,625,616.70",264.9760393
1/26/2026,CRCLon,225931.7167,16127005.94,"$518,625,616.70",71.38
1/26/2026,ORCLon,5720.076238,1047722.782,"$518,625,616.70",183.1658772
1/26/2026,MRKon,7.586030418,816.8637554,"$518,625,616.70",107.68
1/26/2026,PBRon,112871.9413,1610118.243,"$518,625,616.70",14.265
1/26/2026,INTUon,2161.189635,1217859.605,"$518,625,616.70",563.5135319
1/26/2026,MAon,2073.811317,1096799.933,"$518,625,616.70",528.8812554
1/26/2026,REMXon,3592.176109,348126.293,"$518,625,616.70",96.912368
1/26/2026,EFAon,104184.4103,10621271.23,"$518,625,616.70",101.9468383
1/26/2026,IEMGon,119296.0756,8850044.243,"$518,625,616.70",74.18554382
1/26/2026,COPon,137.2186824,13510.32272,"$518,625,616.70",98.458333
1/26/2026,IJHon,40469.77365,2834660.794,"$518,625,616.70",70.0439004
1/26/2026,NVOon,63664.19148,4073871.613,"$518,625,616.70",63.99
1/26/2026,TCOMon,4045.684341,258384.3746,"$518,625,616.70",63.866667
1/26/2026,LMTon,7287.925747,4280629.25,"$518,625,616.70",587.3590647
1/26/2026,PCGon,5.145113517,78.35226941,"$518,625,616.70",15.22848216
1/26/2026,JNJon,26.04657519,5754.469857,"$518,625,616.70",220.93
1/26/2026,AMGNon,127.2487616,44474.29056,"$518,625,616.70",349.506667
1/26/2026,AMZNon,20667.6236,4936806.365,"$518,625,616.70",238.866667
1/26/2026,OPRAon,77.94116838,1073.68293,"$518,625,616.70",13.775556
1/26/2026,MTZon,0.02139831702,5.243418438,"$518,625,616.70",245.038824
1/26/2026,NIOon,3508.325264,16135.73163,"$518,625,616.70",4.599269
1/26/2026,IEFAon,168256.4329,15958738.68,"$518,625,616.70",94.84771785
1/26/2026,GSon,1230.882522,1148675.385,"$518,625,616.70",933.2128493
1/26/2026,ONon,4.43814441,271.3622714,"$518,625,616.70",61.143182
1/26/2026,APOon,6127.17253,809000.7853,"$518,625,616.70",132.0349282
1/26/2026,PEPon,15807.18919,2334742.736,"$518,625,616.70",147.7013218
1/26/2026,AMATon,15.3938595,4918.107201,"$518,625,616.70",319.485
1/26/2026,PINSon,17.75378049,461.331986,"$518,625,616.70",25.985
1/26/2026,TMUSon,234.7640038,44176.71642,"$518,625,616.70",188.175
1/26/2026,CLOIon,0.5712405039,30.27895822,"$518,625,616.70",53.005622
1/26/2026,ASMLon,1650.368278,2339095.531,"$518,625,616.70",1417.317312
1/26/2026,ONDSon,112380.3462,1261524.453,"$518,625,616.70",11.22549
1/26/2026,BILIon,3181.040768,106323.1066,"$518,625,616.70",33.424
1/26/2026,UBERon,10963.12754,898620.1563,"$518,625,616.70",81.9675
1/26/2026,TQQQon,3903.40048,216121.9516,"$518,625,616.70",55.367609
1/26/2026,ANETon,26.5764876,3825.020977,"$518,625,616.70",143.925
1/26/2026,ADIon,0.3974764593,120.834831,"$518,625,616.70",304.005
1/26/2026,CRWDon,66.58230936,31206.35158,"$518,625,616.70",468.688333
1/26/2026,SOUNon,200.2221186,1984.468091,"$518,625,616.70",9.911333
1/26/2026,DEon,0.09762379564,50.59353214,"$518,625,616.70",518.2500005
1/26/2026,DGRWon,3.355261727,307.2456981,"$518,625,616.70",91.57130594
1/26/2026,AMDon,56739.59496,14240017.23,"$518,625,616.70",250.971429
1/26/2026,NKEon,20620.29,1357268.751,"$518,625,616.70",65.82200109
1/26/2026,PANWon,7200.645862,1328033.118,"$518,625,616.70",184.4325
1/26/2026,LOWon,53.20133489,14832.01497,"$518,625,616.70",278.7902785
1/26/2026,NVDAon,61194.90098,11410517.53,"$518,625,616.70",186.4619004
1/26/2026,MUon,31446.86865,12219476.08,"$518,625,616.70",388.5752891
1/26/2026,BAon,5873.847426,1458843.431,"$518,625,616.70",248.3625
1/26/2026,JPMon,8212.720153,2486598.368,"$518,625,616.70",302.7740287
1/26/2026,ABTon,13516.77703,1478794.393,"$518,625,616.70",109.4043639
1/26/2026,USFRon,3.749300355,189.66273,"$518,625,616.70",50.58616595
1/26/2026,NFLXon,1452.895748,1246911.453,"$518,625,616.70",858.225
1/26/2026,GLDon,1281.606931,594525.9643,"$518,625,616.70",463.891034
1/26/2026,RTXon,246.0524262,47939.21429,"$518,625,616.70",194.833333
1/26/2026,GRNDon,0.007730794152,0.09250049819,"$518,625,616.70",11.9652
1/26/2026,GEMIon,144.894617,1396.301174,"$518,625,616.70",9.636667
1/26/2026,IRENon,6942.860813,369561.1703,"$518,625,616.70",53.228947
1/26/2026,FIGon,10386.40715,301543.3656,"$518,625,616.70",29.0325
1/26/2026,BTGon,816.7403281,4365.241016,"$518,625,616.70",5.344711
1/26/2026,GEon,4601.432102,1359758.623,"$518,625,616.70",295.5077012
1/26/2026,SPYon,39775.30424,27663701.13,"$518,625,616.70",695.4994227
1/26/2026,OPENon,131.5656169,769.8631804,"$518,625,616.70",5.851553
1/26/2026,VZon,866.0641681,34795.75088,"$518,625,616.70",40.17687391
1/26/2026,WMTon,19718.25428,2326637.744,"$518,625,616.70",117.9941039
1/26/2026,ACNon,5420.265574,1542250.688,"$518,625,616.70",284.5341556
1/26/2026,AVGOon,27656.75474,9040755.518,"$518,625,616.70",326.8914087
1/26/2026,COINon,15473.33724,3320939.211,"$518,625,616.70",214.623333
1/26/2026,SNAPon,349.9700062,2647.043988,"$518,625,616.70",7.563631
1/26/2026,TXNon,6.013191744,1180.990859,"$518,625,616.70",196.4
1/26/2026,VTVon,1246.940375,249841.2139,"$518,625,616.70",200.3634006
1/26/2026,NIKLon,9165.76093,188142.5224,"$518,625,616.70",20.526667
1/26/2026,TMOon,0.3934701668,246.7543225,"$518,625,616.70",627.123333
1/26/2026,CMGon,30549.79253,1209771.784,"$518,625,616.70",39.6
1/26/2026,PSQon,175.0382035,5199.491805,"$518,625,616.70",29.704897
1/26/2026,BZon,1.298052273,24.65289693,"$518,625,616.70",18.992222
1/26/2026,QBTSon,30724.12991,739090.882,"$518,625,616.70",24.055714
1/26/2026,ADBEon,6830.340888,2080915.891,"$518,625,616.70",304.657692
1/26/2026,Fon,35.57355353,478.2396124,"$518,625,616.70",13.443684
1/26/2026,ABBVon,215.0027795,47760.37038,"$518,625,616.70",222.1383858
1/26/2026,IWNon,24669.86259,4941633.631,"$518,625,616.70",200.3105454
1/26/2026,SBETon,20532.74599,194205.5489,"$518,625,616.70",9.458333
1/26/2026,BIDUon,12504.78947,1952372.779,"$518,625,616.70",156.13
1/26/2026,QQQon,37929.21376,23805472.61,"$518,625,616.70",627.6289501
1/26/2026,OXYon,3516.815056,154599.1899,"$518,625,616.70",43.96
1/26/2026,KLACon,9.266526386,14424.27497,"$518,625,616.70",1556.6
1/26/2026,MCDon,8877.929726,2796746.014,"$518,625,616.70",315.0223194
1/26/2026,COSTon,1686.374268,1653342.16,"$518,625,616.70",980.4123506
1/26/2026,AAPLon,14341.71309,3683208.949,"$518,625,616.70",256.8179216
1/26/2026,TMon,10352.23635,2381014.361,"$518,625,616.70",230
1/26/2026,XOMon,1450.626532,195736.6645,"$518,625,616.70",134.9325
1/26/2026,INTCon,78228.87599,3308957.931,"$518,625,616.70",42.298421
1/26/2026,TIPon,100150.9613,11163142.74,"$518,625,616.70",111.4631611
1/26/2026,ARMon,8173.590678,938083.0021,"$518,625,616.70",114.77
1/26/2026,ACHRon,915.3028005,7432.169955,"$518,625,616.70",8.119903
1/26/2026,CPNGon,5132.9332,99801.32947,"$518,625,616.70",19.443333
1/26/2026,MELIon,369.7827156,815851.6053,"$518,625,616.70",2206.3
1/26/2026,DBCon,19.62683088,476.6473621,"$518,625,616.70",24.285498
1/26/2026,LLYon,4102.584221,4361162.568,"$518,625,616.70",1063.028163
1/26/2026,MARAon,38103.91935,383198.4283,"$518,625,616.70",10.056667
1/26/2026,MRNAon,6377.697398,304369.2306,"$518,625,616.70",47.724
1/26/2026,TSLAon,40371.46263,17598708.77,"$518,625,616.70",435.919524
1/26/2026,GMEon,11128.77971,275856.4155,"$518,625,616.70",24.7876607
1/26/2026,SOFIon,115.9547852,2996.271648,"$518,625,616.70",25.84
1/26/2026,DISon,8780.26178,981925.3043,"$518,625,616.70",111.8332607
1/26/2026,PFEon,121392.0017,3240825.788,"$518,625,616.70",26.69719374
1/26/2026,SQQQon,918.9672232,59474.91725,"$518,625,616.70",64.719302
1/26/2026,BINCon,8.374122446,444.3402406,"$518,625,616.70",53.061111
1/26/2026,NTESon,0.9437672789,125.2733092,"$518,625,616.70",132.7375
1/26/2026,NOWon,1553.812478,1062212.104,"$518,625,616.70",683.616665
1/26/2026,IVVon,31359.54479,21921776.8,"$518,625,616.70",699.0463972
1/26/2026,GRABon,47500.79417,216224.1851,"$518,625,616.70",4.552012
1/26/2026,COFon,2.148319886,472.5932669,"$518,625,616.70",219.982727
1/26/2026,COPXon,27888.98195,2447722.992,"$518,625,616.70",87.766667
1/26/2026,AGGon,141391.4755,14473201.82,"$518,625,616.70",102.3626195
1/26/2026,IWFon,18971.66647,9004003.901,"$518,625,616.70",474.6026879
1/26/2026,WULFon,1.662595747,22.95266798,"$518,625,616.70",13.805321
1/26/2026,Von,5142.152369,1695674.285,"$518,625,616.70",329.7596344
1/26/2026,QCOMon,5678.59088,887805.9237,"$518,625,616.70",156.342646
1/26/2026,SHOPon,3553.27154,484973.1127,"$518,625,616.70",136.486364
1/26/2026,BMNRon,946.4239217,26591.35777,"$518,625,616.70",28.096667
1/26/2026,TLTon,205399.2861,18491771.5,"$518,625,616.70",90.02841174
1/26/2026,SPOTon,1116.422962,571608.5568,"$518,625,616.70",512
1/26/2026,MSTRon,17262.8647,2781968.183,"$518,625,616.70",161.153333
1/26/2026,VTIon,200.7419402,68790.86891,"$518,625,616.70",342.6830927
1/26/2026,METAon,9809.347615,6611538.434,"$518,625,616.70",674.0038883
1/26/2026,SLVon,392747.7783,37996383.81,"$518,625,616.70",96.745
1/26/2026,SPGIon,1915.005058,1015563.378,"$518,625,616.70",530.318901
1/26/2026,PGon,18147.23699,2746958.213,"$518,625,616.70",151.3706034
1/26/2026,VSTon,164.4996789,26162.3752,"$518,625,616.70",159.042105
1/26/2026,IAUon,146574.8318,13920896.72,"$518,625,616.70",94.974673
