id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,subtitle,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,featured_start_at,featured_end_at,narrator_medium_bio,restricted_to_products,narrator_short_bio,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
HETSu5mHg9,Ioaqi1IbNm,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-05-20T15:14:12.618Z,137,The Velveteen Rabbit,,fr,0-default,"The classic tale of a really splendid rabbit, read by Maud Arrault",b97fa977555b143dcf5a55278079b460,False,True,sleep_stories,generic,False,2019-04-16T03:31:00.233Z,2020-04-20T23:42:23.008Z,굿나잇 스토리,7BLEV14N,Margery Williams,True,0_Ix7mziC,Maud Arrault,"Maud is a London-based voice over artist with a love for storytelling. When she isn’t busy in the studio, she gets involved in film production and is currently developing short videos on local actions that aim to help reduce waste and improve the environment.",False,2018-09-11T05:32:53.039Z,2019-04-17T16:10:19.955Z,c806cdb4106629b7dddfd10e0bb88c1a,image,image/png,728559,https://assets.calm.com/c806cdb4106629b7dddfd10e0bb88c1a.png,1081,1081,"['#bfa79e', '#0d0a0a', '#5e453c']",18466a0f933993ed80744ad88d7e76ec,image,image/jpeg,250785,https://assets.calm.com/18466a0f933993ed80744ad88d7e76ec.jpeg,1920,1920,"['#cdb035', '#0c2474']",bfb5c6949447decad7080c8c853a314a,image,image/jpeg,9382476,https://assets.calm.com/bfb5c6949447decad7080c8c853a314a.jpeg,1920,1920,"['#287095', '#086687']",bfb5c6949447decad7080c8c853a314a,image,image/jpeg,9382476,https://assets.calm.com/bfb5c6949447decad7080c8c853a314a.jpeg,1920,1920,"['#287095', '#086687']",18466a0f933993ed80744ad88d7e76ec,image,image/jpeg,250785,https://assets.calm.com/18466a0f933993ed80744ad88d7e76ec.jpeg,1920,1920,"['#cdb035', '#0c2474']",,,,,,,,,,,,,,,,,,,,,
aHvfvbMJlu,Co6mG6bzZB,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-10-12T08:00:00.000Z,4,Adèle and the Boxfish,,fr,0-default,Dive slowly into the wonderful submarine world of Mauritius following a yellow boxfish.,72ad281e43ff5d602f8b29a933085a93,False,True,sleep_stories,generic,False,2022-09-23T14:12:02.969Z,2022-10-07T16:34:30.961Z,굿나잇 스토리,XGXmw5PY,Catherine Favret,True,SRrfsbUZZS,Carène Vale,"Carène Vale은 몇 년 동안 교사로 일했으며, 아이들이 얼마나 마법 같은 존재인지 일찍이 알게 된 삶에 감사하고 있습니다. 지금은 바르셀로나와 안도라 사이에 거주하며 성우로 일하고 있습니다. 
스포츠와 음악이 가득했던 어린 시절은 그녀에게 매일 영감을 불어넣어 주었고, 언제나 변화와 시, 웰빙을 꿈꾸게 했습니다. 
이 퀘스트는 Carène이 아이들을 위해 ""이야기 명상""이라는 새로운 개념을 만드는 데 영감을 주었으며, 해당 콘텐츠는 모든 디지털 오디오 플랫폼에서 찾아볼 수 있습니다. 
""함께 사랑을 쌓는 데 시간을 바칩니다. 우리를 위해, 그들을 위해. 아이들이 스스로 얼마나 잘 할 수 있는지 깨닫게 될 것입니다.""",False,2022-09-13T14:59:38.883Z,2022-09-13T15:11:30.580Z,d47047c9291ce4e94a19e930fcc807ea,image,image/jpeg,1151193,https://assets.calm.com/d47047c9291ce4e94a19e930fcc807ea.jpeg,2011,2016,"['#d3a380', '#623d22']",2a7a416c8f0a9731ad308f51191a6ce9,image,image/jpeg,818172,https://assets.calm.com/2a7a416c8f0a9731ad308f51191a6ce9.jpeg,3000,3000,"['#0997a9', '#068c9c']",30c8e36c284f7392771a49f3a4594ef3,image,image/jpeg,919462,https://assets.calm.com/30c8e36c284f7392771a49f3a4594ef3.jpeg,3000,3000,"['#0999aa', '#068ca0']",30c8e36c284f7392771a49f3a4594ef3,image,image/jpeg,919462,https://assets.calm.com/30c8e36c284f7392771a49f3a4594ef3.jpeg,3000,3000,"['#0999aa', '#068ca0']",2a7a416c8f0a9731ad308f51191a6ce9,image,image/jpeg,818172,https://assets.calm.com/2a7a416c8f0a9731ad308f51191a6ce9.jpeg,3000,3000,"['#0997a9', '#068c9c']",,,,,,,,,,,,,,,,,,,,,
sb_TbyIrcE,WEImj3l13b,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-28T17:00:00.000Z,96,The Natural Wonders of the World,,fr,0-default,"Join Eva Green for this journey of inspiration, from the natural marvels of your own backyard to the great wonders across the globe.",b8eb115ff208ba38d742dec8ad0c8eb2,False,True,sleep_stories,generic,False,2020-04-28T15:50:03.960Z,2020-05-14T01:20:37.354Z,굿나잇 스토리,2pY89wL6,Candace Rose Rardon,True,RrqKXJjulb,에바 그린,"에바 그린은 이 시대 가장 유명한 여배우 중 한 명입니다. 파리에서 태어난 그녀는 베르톨루치 감독의 영화 '몽상가들'로 데뷔했습니다. 이후 에바 그린은 제임스 본드 영화 '카지노 로얄 '에서 베스퍼 린드 역으로 영국 아카데미 시상식에서 수상했습니다. 에바는 수많은 영화와 TV 시리즈에 출연했으며, 최근 드라마 시리즈 '페니 드레드 풀 (Penny Dreadful)'에서 골든 글로브 후보에 올랐습니다.",False,2019-11-20T17:13:09.492Z,2021-02-09T18:50:35.798Z,dad4936510f9cb356d02e240463d820e,image,image/jpeg,86975,https://assets.calm.com/dad4936510f9cb356d02e240463d820e.jpeg,500,500,"['#3a2621', '#b69073', '#898984']",76d3864b991716e21ce668d3b90cc49a,image,image/jpeg,7773265,https://assets.calm.com/76d3864b991716e21ce668d3b90cc49a.jpeg,1920,1920,"['#cc8e30', '#0a345c']",479ede06138f86c61207409a50ed01e1,image,image/jpeg,7803804,https://assets.calm.com/479ede06138f86c61207409a50ed01e1.jpeg,1920,1920,"['#bf882e', '#123e6e']",479ede06138f86c61207409a50ed01e1,image,image/jpeg,7803804,https://assets.calm.com/479ede06138f86c61207409a50ed01e1.jpeg,1920,1920,"['#bf882e', '#123e6e']",76d3864b991716e21ce668d3b90cc49a,image,image/jpeg,7773265,https://assets.calm.com/76d3864b991716e21ce668d3b90cc49a.jpeg,1920,1920,"['#cc8e30', '#0a345c']",,,,,,,,,,,세계적으로 유명한 배우인 그녀가 들려주는 픽션 및 논픽션 스토리,,,,,,,,,,
VyaO9wdbdC,7VXsgERGR4,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-03-09T17:00:00.000Z,47,Hidden Bali,Non-Fiction,fr,0-default,"Tonight, bask in the breathtaking scenery and unparalleled beauty of the secluded island paradise known as Bali.",cb36c5e9066e3c66a2fac6710eaab214,False,True,sleep_stories,generic,False,2021-03-09T17:00:00.000Z,2021-03-17T00:05:29.857Z,굿나잇 스토리,r42XLLJp,Candace Rardon,True,cCk3fYBsQz,Marie Dessalle,"Fascinée depuis l’enfance par la voix, Marie décide en 2014 de réaliser un rêve, osant une nouvelle aventure professionnelle : devenir comédienne, spécialisée dans la voix. Comme par magie, microphones et casques de studios d’enregistrement deviennent vite son terrain de jeu quotidien. Elle interprète toutes sortes de personnages, se nourrissant de son imagination et d’une large palette vocale. Sa pratique quotidienne du yoga et de la méditation lui ont permis d’ouvrir la porte de la pleine présence. Aussi est-ce pour elle un plaisir et un accomplissement que de prêter sa voix aux précieux outils de Calm, au service du bien-être…et de l’Être.
",False,2021-03-03T00:50:35.576Z,2022-05-20T13:22:45.670Z,783a25dfa5a0cf8e60368f26d791d7e1,image,image/jpeg,9543965,https://assets.calm.com/783a25dfa5a0cf8e60368f26d791d7e1.jpeg,3399,3401,"['#b2744d', '#704222']",eeb4a48e293b13de8e73087dce1656de,image,image/jpeg,1753290,https://assets.calm.com/eeb4a48e293b13de8e73087dce1656de.jpeg,1920,1920,"['#d7862f', '#143c5c']",605644298cc9865186bf1437a49bea93,image,image/jpeg,1772980,https://assets.calm.com/605644298cc9865186bf1437a49bea93.jpeg,1920,1920,"['#c7812b', '#8b2a17']",605644298cc9865186bf1437a49bea93,image,image/jpeg,1772980,https://assets.calm.com/605644298cc9865186bf1437a49bea93.jpeg,1920,1920,"['#c7812b', '#8b2a17']",93791fcd4ba9d9f8ba9da4379581582b,image,image/png,424377,https://assets.calm.com/93791fcd4ba9d9f8ba9da4379581582b.png,1125,300,"['#c98f62', '#624411']",93791fcd4ba9d9f8ba9da4379581582b,image,image/png,424377.0,https://assets.calm.com/93791fcd4ba9d9f8ba9da4379581582b.png,1125.0,300.0,"['#c98f62', '#624411']",,,,,,,,,,,,,
VAOu0Mp27X,47ktIQK00Z,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-09-14T08:00:00.000Z,4,Dreaming With Frida,,fr,0-default,"Find inspiration in the fantastic world of this legendary surrealist painter, at home in 1940s Mexico.",d804cc68c2791599e075ffbfcda98a8b,False,True,sleep_stories,generic,False,2022-09-07T17:07:43.843Z,2022-09-09T16:14:16.299Z,굿나잇 스토리,yB7zAwpp,Paola Villegas Soruco,True,cCk3fYBsQz,Marie Dessalle,"Fascinée depuis l’enfance par la voix, Marie décide en 2014 de réaliser un rêve, osant une nouvelle aventure professionnelle : devenir comédienne, spécialisée dans la voix. Comme par magie, microphones et casques de studios d’enregistrement deviennent vite son terrain de jeu quotidien. Elle interprète toutes sortes de personnages, se nourrissant de son imagination et d’une large palette vocale. Sa pratique quotidienne du yoga et de la méditation lui ont permis d’ouvrir la porte de la pleine présence. Aussi est-ce pour elle un plaisir et un accomplissement que de prêter sa voix aux précieux outils de Calm, au service du bien-être…et de l’Être.
",False,2021-03-03T00:50:35.576Z,2022-05-20T13:22:45.670Z,783a25dfa5a0cf8e60368f26d791d7e1,image,image/jpeg,9543965,https://assets.calm.com/783a25dfa5a0cf8e60368f26d791d7e1.jpeg,3399,3401,"['#b2744d', '#704222']",e9c2ad4e6dcb3b5508988fc67d8d51f8,image,image/jpeg,4621162,https://assets.calm.com/e9c2ad4e6dcb3b5508988fc67d8d51f8.jpeg,2500,2500,"['#c1a845', '#4d3f0d']",3f8808be7d42ab997ce255dac8057897,image,image/jpeg,5113843,https://assets.calm.com/3f8808be7d42ab997ce255dac8057897.jpeg,2500,2500,"['#cd874c', '#153064']",3f8808be7d42ab997ce255dac8057897,image,image/jpeg,5113843,https://assets.calm.com/3f8808be7d42ab997ce255dac8057897.jpeg,2500,2500,"['#cd874c', '#153064']",e9c2ad4e6dcb3b5508988fc67d8d51f8,image,image/jpeg,4621162,https://assets.calm.com/e9c2ad4e6dcb3b5508988fc67d8d51f8.jpeg,2500,2500,"['#c1a845', '#4d3f0d']",,,,,,,,,,,,,,,,,,,,,
_GdKPM9f40,pEQptkP2vR,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-04-19T08:00:00.000Z,10824,A Little Princess - Chapter 2,,fr,0-default,Discover the joys of make-believe and new friendships in this treasured Victorian tale. This story has been lightly edited for sleepiness.,39866dc87ab0061f07ca012dc51057a3,False,True,sleep_stories,generic,False,2023-04-11T15:48:26.059Z,2023-04-14T19:31:44.155Z,굿나잇 스토리,6JA97vA6,Frances Hodgson Burnett,True,eUAjrCRvhY,Dany Benedito,Dany Benedito est depuis plus de quinze ans une comédienne voix parmi les plus recherchées de la profession. Son talent et sa polyvalence derrière le micro en font une des rares comédiennes à l’aise dans toutes les disciplines de la voix-off. ,False,2021-07-20T20:39:08.070Z,2021-07-20T20:42:40.862Z,f224bf5857cf31ca6115bf7846d9dc63,image,image/jpeg,229411,https://assets.calm.com/f224bf5857cf31ca6115bf7846d9dc63.jpeg,1049,1049,"['#a79c44', '#6e4723']",7c35c3ff8cf63f9cd7b9f3786cbe9bbf,image,image/jpeg,2876967,https://assets.calm.com/7c35c3ff8cf63f9cd7b9f3786cbe9bbf.jpeg,1920,1920,"['#b06417', '#984f08']",98ab67f6f4a810d3a484042eb5257d5a,image,image/jpeg,3083558,https://assets.calm.com/98ab67f6f4a810d3a484042eb5257d5a.jpeg,2000,2000,"['#b16416', '#984f08']",98ab67f6f4a810d3a484042eb5257d5a,image,image/jpeg,3083558,https://assets.calm.com/98ab67f6f4a810d3a484042eb5257d5a.jpeg,2000,2000,"['#b16416', '#984f08']",7c35c3ff8cf63f9cd7b9f3786cbe9bbf,image,image/jpeg,2876967,https://assets.calm.com/7c35c3ff8cf63f9cd7b9f3786cbe9bbf.jpeg,1920,1920,"['#b06417', '#984f08']",,,,,,,,,,,,,,,,,,,,,
ATxknhg7Ly,7w1FBTHdLT,"['ch-payor-buyup', 'ch-payor-base', 'calm_health_premium', 'calm_health']",sleep,2025-04-09T08:00:00.000Z,12266,Extreme Sleeps: In Search of Unicorns,,fr,0-default,"Find slumber in the most unlikely place: where the ice meets the horizon, and legends still swim beneath the waves.",9e899923673edf5557be9f1a61f17d88,False,True,sleep_stories,generic,False,2025-03-31T12:54:08.873Z,2025-11-17T17:00:39.847Z,굿나잇 스토리,A49ZOW1A,Phoebe Smith,True,epf_wkkVPg,Eurydice Da Silva ,"파리에서 태어난 Eurydice는 프랑스/포르투갈 출신 작가로, 지난 10년간 영화와 텔레비전 업계에서 국제적으로 활동해 왔습니다. 그녀는 영화사와 아동 도서도 집필하고 있습니다. 2019년부터 Calm의 작가로 활동 중인 Eurydice는 모네의 정원, 이과수 폭포, 달의 산 등 전 세계를 여행하며 얻은 영감을 바탕으로 여러 편의 굿나잇 스토리를 영어와 프랑스어로 집필했으며, 내레이션을 맡기도 했습니다. 여행과 모든 형태의 스토리텔링에 열정을 가진 그녀는 2024년에 Calm의 새로운 성우로서 데뷔했습니다. ",False,2024-09-19T08:32:22.289Z,2024-09-19T08:33:42.054Z,f1209a019b55f9b28c9423a4341551b4,image,image/jpeg,3415269,https://assets.calm.com/f1209a019b55f9b28c9423a4341551b4.jpeg,3727,3726,"['#ac4c55', '#371c13']",b2a245cb27edbf55c74996d0167b28f8,image,image/jpeg,918139,https://assets.calm.com/b2a245cb27edbf55c74996d0167b28f8.jpeg,2000,2000,"['#508ece', '#366c9a']",b6cdaeb8ab1941ec02a2d476ecd749e0,image,image/jpeg,2198082,https://assets.calm.com/b6cdaeb8ab1941ec02a2d476ecd749e0.jpeg,2000,2000,"['#5092d1', '#356897']",b6cdaeb8ab1941ec02a2d476ecd749e0,image,image/jpeg,2198082,https://assets.calm.com/b6cdaeb8ab1941ec02a2d476ecd749e0.jpeg,2000,2000,"['#5092d1', '#356897']",b2a245cb27edbf55c74996d0167b28f8,image,image/jpeg,918139,https://assets.calm.com/b2a245cb27edbf55c74996d0167b28f8.jpeg,2000,2000,"['#508ece', '#366c9a']",b2a245cb27edbf55c74996d0167b28f8,image,image/jpeg,918139.0,https://assets.calm.com/b2a245cb27edbf55c74996d0167b28f8.jpeg,2000.0,2000.0,"['#508ece', '#366c9a']",,,,[],,,,,,,,,
Ga_TqzXiT6,PfSJYIEEeQ,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-11-12T23:20:23.120Z,115,Elephants of Nepal,Non-Fiction,fr,0-default,"Tonight, travel with Joanna Lumley to the breathtaking country of Nepal as you relax and unwind on a scenic elephant-guided safari.",7e19a535e9a531a382865b711209981a,False,True,sleep_stories,generic,False,2019-11-12T22:40:27.544Z,2019-11-12T23:20:23.125Z,굿나잇 스토리,A49ZOW1A,Phoebe Smith,True,NVQVlTcoO8,Isabelle Miquelon,"따뜻하고 표현력 풍부한 목소리로 유명한 Isabelle Miquelon은 35년간 성우, 연극배우 겸 영화배우로 다채로운 활동을 이어왔습니다. Isabelle은 Oprah, Kim Cattrall과 Joe Frost 등 다양한 유명인의 전담 성우이며, Cover Girl, Dyson, Chrysler, Birks, Whirlpool, RBC 등 수많은 광고의 내레이션을 담당했습니다. 목소리와 다채로운 음역을 즐겨 탐구하는 Isabelle은 수많은 캐릭터를 연기하며 아티스트로서, 그리고 한 사람의 인간으로서 성장하고 있습니다.",False,2019-09-14T02:58:37.097Z,2019-09-14T03:02:19.061Z,75b33c3f9cefa0a313daa47454ca2741,image,image/png,8535572,https://assets.calm.com/75b33c3f9cefa0a313daa47454ca2741.png,3000,3000,"['#222327', '#cbab9d', '#888d88']",8a3027556f154d35256c347f2a518ae6,image,image/jpeg,997396,https://assets.calm.com/8a3027556f154d35256c347f2a518ae6.jpeg,1920,1920,"['#fcc404', '#815104']",1e8448c8cad9239845423cf2be0f62df,image,image/jpeg,1235662,https://assets.calm.com/1e8448c8cad9239845423cf2be0f62df.jpeg,1920,1920,"['#c48704', '#784e04']",1e8448c8cad9239845423cf2be0f62df,image,image/jpeg,1235662,https://assets.calm.com/1e8448c8cad9239845423cf2be0f62df.jpeg,1920,1920,"['#c48704', '#784e04']",948fc53aa987a56e890f2012276badbc,image,image/jpeg,148754,https://assets.calm.com/948fc53aa987a56e890f2012276badbc.jpeg,1125,300,"['#fcac04', '#815404']",948fc53aa987a56e890f2012276badbc,image,image/jpeg,148754.0,https://assets.calm.com/948fc53aa987a56e890f2012276badbc.jpeg,1125.0,300.0,"['#fcac04', '#815404']",,,,,,,,,,,,,
6o1lD7F8xW,rYyINLo9C9,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-07T19:00:00.000Z,99,Luna's Lullaby,Fiction,fr,0-default,"Join Luna on a musical adventure across the arctic in search of home. Story and Song by Geneviève Alarie, Score by Tom Third",ff76c37399bed44c3174ca646ab7b747,False,True,sleep_stories,generic,False,2020-04-07T23:02:20.161Z,2020-04-23T20:43:23.840Z,굿나잇 스토리,VVWDqY83,Tamara Levitt,True,nEer_GH_B2,주느비에브 알라리,"주느비에브 알라리는 2002년 국립연극학교를 졸업하고 연극, 영화, 텔레비전 분야에서 퀘벡 예술계에 족적을 남겼습니다. 영화에서는 리카르도 트로 감독의 '생물학적 시계'에서 마리 역을, 아나이스 바르보 라바레트 감독의 영화 '이나 리트보스키'에서 어머니 역을 맡았습니다. 그녀는 또 루이벨랑제의 영화 '시속 100마일로 살기'에도 출연했습니다. 텔레비전에서는 '모든 진실', '완벽한 삶', '젊은 늑대', '30가지 인생', '새로운 주소', '31구역', '시몬과 오망 그리고 다른 사람들'에 출연했습니다. 
특히 주목할 만한 활동을 선보인 연극 분야에서는 세르주 드농쿠르의 '닭발'에서 올리브 우드 역할을, 르네 리샤드 시르의 '브리타니쿠스'에서 주니 역할을, 드니즈 길보의 '맨해튼 메데아'에서 메데 역할을, 마르탱 포셰의 '돌로로사'에서 올가 역할을, 시몬 보드로의 '있는 그대로의 연극'에서 다이안 역할을 맡아 열연했습니다.
주느비에브는 또한 다큐멘터리 극단인 포르트 파롤과의 협업을 통해 '물 나누기'에서 내레이션을 맡았습니다. 그녀는 TNM에서 '내일 아침엔 몬트리올이 날 기다릴 거야'를 연기하며 투어 공연을 하고 있습니다. 주느비에브는 또 르네 리샤르 시르의 뮤지컬 '어여쁜 자매들'에서 테레스 역을 맡아 투어 공연을 했습니다. 주느비에브는 음성, 더빙, 목소리 출연 산업에서 일합니다. 그녀는 또 웹 드라마인 '테오도르는 H가 아니다'에 출연하고 있습니다.

",False,2020-03-16T15:25:42.891Z,2020-03-16T16:54:43.722Z,724e4c2589b12f99e067e0792b31e5f9,image,image/png,75903,https://assets.calm.com/724e4c2589b12f99e067e0792b31e5f9.png,250,250,"['#545554', '#d3cdcb', '#aca6a3']",c97a5c09cae65571b49f0215901f706f,image,image/jpeg,182984,https://assets.calm.com/c97a5c09cae65571b49f0215901f706f.jpeg,1920,1920,"['#cd8466', '#633420']",62af92538384ac15e23e1d8fdc19b552,image,image/jpeg,952965,https://assets.calm.com/62af92538384ac15e23e1d8fdc19b552.jpeg,1920,1920,"['#d0945e', '#66401d']",62af92538384ac15e23e1d8fdc19b552,image,image/jpeg,952965,https://assets.calm.com/62af92538384ac15e23e1d8fdc19b552.jpeg,1920,1920,"['#d0945e', '#66401d']",c97a5c09cae65571b49f0215901f706f,image,image/jpeg,182984,https://assets.calm.com/c97a5c09cae65571b49f0215901f706f.jpeg,1920,1920,"['#cd8466', '#633420']",,,,,,,,,,,,,,,,,,,,,
2i5uCQdC9Q,sO_eAUS965,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-07-25T17:24:19.140Z,126,The Queen of Calm,,fr,0-default,"A Sleep Story for children and adults alike, written and narrated by Maud Arrault.",a4ae0909e5c098d4198ed546f27c4e98,False,True,sleep_stories,generic,False,2019-06-20T15:44:18.952Z,2019-10-28T13:34:49.553Z,굿나잇 스토리,VVWDqY83,Tamara Levitt,True,0_Ix7mziC,Maud Arrault,"Maud is a London-based voice over artist with a love for storytelling. When she isn’t busy in the studio, she gets involved in film production and is currently developing short videos on local actions that aim to help reduce waste and improve the environment.",False,2018-09-11T05:32:53.039Z,2019-04-17T16:10:19.955Z,c806cdb4106629b7dddfd10e0bb88c1a,image,image/png,728559,https://assets.calm.com/c806cdb4106629b7dddfd10e0bb88c1a.png,1081,1081,"['#bfa79e', '#0d0a0a', '#5e453c']",358842d4803b35c6adf119e2e2450e50,image,image/jpeg,756594,https://assets.calm.com/358842d4803b35c6adf119e2e2450e50.jpeg,1920,1920,"['#d7c314', '#77670a']",e73483896423f38762aab4973374bcdb,image,image/jpeg,9633225,https://assets.calm.com/e73483896423f38762aab4973374bcdb.jpeg,1920,1920,"['#8b7a23', '#5a4c08']",e73483896423f38762aab4973374bcdb,image,image/jpeg,9633225,https://assets.calm.com/e73483896423f38762aab4973374bcdb.jpeg,1920,1920,"['#8b7a23', '#5a4c08']",358842d4803b35c6adf119e2e2450e50,image,image/jpeg,756594,https://assets.calm.com/358842d4803b35c6adf119e2e2450e50.jpeg,1920,1920,"['#d7c314', '#77670a']",,,,,,,,,,,,,,,,,,,,,
1tXUAgvzwO,cxMWSlD-k2,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-11-24T18:00:00.000Z,62,A Christmas In Lionwood,,fr,0-default,"Take a trip to a fairytale land with Camille Cyr-Desmarais, in this enchanting holiday story",c33e7e468915089609b9277a7c4a11be,False,True,sleep_stories,generic,False,2020-11-24T18:00:00.000Z,2020-12-14T23:29:04.929Z,굿나잇 스토리,xx8LLyxN,Chris Advansun,True,nxmR-i92sd,카미유 시르 데마레,카미유 시르 데마레는 캐나다 몬트리올 출신 입말 예술가입니다. 카미유는 어릴 때부터 더빙 배우로 활동하며 목소리로 마음을 울리는 법을 터득하는 것에서 기쁨을 느낍니다.,False,2019-11-08T20:06:35.410Z,2020-05-11T20:57:48.575Z,b6d81c9cae74b603bd91f923a1e8e49d,image,image/jpeg,168564,https://assets.calm.com/b6d81c9cae74b603bd91f923a1e8e49d.jpeg,500,500,"['#b4b4b4', '#1d1d1d', '#545454']",788daf978e342e5fcfe2fcc9ce885c05,image,image/jpeg,7721895,https://assets.calm.com/788daf978e342e5fcfe2fcc9ce885c05.jpeg,1920,1920,"['#be0f4d', '#057689']",07757f97b611b48168d52557b4fea8da,image,image/jpeg,9375760,https://assets.calm.com/07757f97b611b48168d52557b4fea8da.jpeg,1920,1920,"['#2e717e', '#bab6b3', '#76cac6']",07757f97b611b48168d52557b4fea8da,image,image/jpeg,9375760,https://assets.calm.com/07757f97b611b48168d52557b4fea8da.jpeg,1920,1920,"['#2e717e', '#bab6b3', '#76cac6']",788daf978e342e5fcfe2fcc9ce885c05,image,image/jpeg,7721895,https://assets.calm.com/788daf978e342e5fcfe2fcc9ce885c05.jpeg,1920,1920,"['#be0f4d', '#057689']",,,,,,,,,,,,,,,,,,,,,
OFruTMdMyx,lDdEPyam4k,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-06-02T19:00:00.000Z,91,The Little Mermaid,,fr,0-default,"Join Maud Arrault on an enchanting journey full of magic and mermaids, in tonight’s classic tale, The Little Mermaid",b9dd4c7baa0bf6e023a8bf67134716b6,False,True,sleep_stories,generic,False,2020-06-03T00:23:16.990Z,2020-06-09T23:46:59.829Z,굿나잇 스토리,18A7R5N0,Hans Christian Andersen,True,0_Ix7mziC,Maud Arrault,"Maud is a London-based voice over artist with a love for storytelling. When she isn’t busy in the studio, she gets involved in film production and is currently developing short videos on local actions that aim to help reduce waste and improve the environment.",False,2018-09-11T05:32:53.039Z,2019-04-17T16:10:19.955Z,c806cdb4106629b7dddfd10e0bb88c1a,image,image/png,728559,https://assets.calm.com/c806cdb4106629b7dddfd10e0bb88c1a.png,1081,1081,"['#bfa79e', '#0d0a0a', '#5e453c']",bd1226ddab2de255e001d4cf17fc5bd9,image,image/jpeg,9342054,https://assets.calm.com/bd1226ddab2de255e001d4cf17fc5bd9.jpeg,1920,1920,"['#34c46c', '#8e200c']",a46960f3646c926ae02dcd4d9dde63a0,image,image/jpeg,7760813,https://assets.calm.com/a46960f3646c926ae02dcd4d9dde63a0.jpeg,1920,1920,"['#c74a12', '#983117']",a46960f3646c926ae02dcd4d9dde63a0,image,image/jpeg,7760813,https://assets.calm.com/a46960f3646c926ae02dcd4d9dde63a0.jpeg,1920,1920,"['#c74a12', '#983117']",bd1226ddab2de255e001d4cf17fc5bd9,image,image/jpeg,9342054,https://assets.calm.com/bd1226ddab2de255e001d4cf17fc5bd9.jpeg,1920,1920,"['#34c46c', '#8e200c']",,,,,,,,,,,,,,,,,,,,,
