Building_block_id,tRESP_GSP_area,Pathway,Year,Value,Unit,DNO_licence_area
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2029,0.0,MW,UKPN Eastern
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2030,0.0,MW,UKPN Eastern
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2031,0.0,MW,UKPN Eastern
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2032,0.0,MW,UKPN Eastern
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2033,0.0,MW,UKPN Eastern
Gen_BB001,BRAI_RAYL_EPN,tRESP - HT,2034,0.0,MW,UKPN Eastern
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2025,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2026,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2027,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2028,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2029,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2030,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2031,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2032,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2033,6.0,MW,SP ENW
Gen_BB001,Bold_in_G@RAIN_1,tRESP - HT,2034,6.0,MW,SP ENW
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2025,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2026,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2027,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2028,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2029,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2030,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2031,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2032,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2033,0.0,MW,NGED South Wales
Gen_BB001,CARE_ABTH_NGED,tRESP - HT,2034,0.0,MW,NGED South Wales
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2025,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2026,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2027,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2028,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2029,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2030,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2031,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2032,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2033,0.0,MW,UKPN London
Gen_BB001,CHESSINGTON_UKPN_LPN,tRESP - HT,2034,0.0,MW,UKPN London
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2025,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2026,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2027,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2028,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2029,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2030,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2031,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2032,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2033,23.02,MW,SPEN Manweb
Gen_BB001,CONQA_SASA_PENT_SPM,tRESP - HT,2034,23.02,MW,SPEN Manweb
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2025,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2026,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2027,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2028,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2029,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2030,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2031,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2032,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2033,0.0,MW,UKPN Eastern
Gen_BB001,ELST_WATFS_EPN,tRESP - HT,2034,0.0,MW,UKPN Eastern
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2025,0.0,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2026,0.0451,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2027,0.0902,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2028,0.1353,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2029,0.1804,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2030,0.2255,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2031,0.2706,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2032,0.3157,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2033,0.3608,MW,SSEN South
Gen_BB001,FLEE_in_H@BRLE_1|FLEE_1,tRESP - HT,2034,0.4059,MW,SSEN South
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2025,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2026,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2027,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2028,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2029,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2030,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2031,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2032,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2033,254.815,MW,SP ENW
Gen_BB001,HARKER_HUTTON_ENWL,tRESP - HT,2034,254.815,MW,SP ENW
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2025,0.0,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2026,0.007,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2027,0.014,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2028,0.021,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2029,0.028,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2030,0.035,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2031,0.042,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2032,0.049,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2033,0.056,MW,SSEN South
Gen_BB001,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2034,0.063,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2025,0.0,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2026,0.0289,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2027,0.0578,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2028,0.0867,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2029,0.1156,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2030,0.1445,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2031,0.1734,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2032,0.2023,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2033,0.2312,MW,SSEN South
Gen_BB001,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2034,0.2601,MW,SSEN South
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2025,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2026,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2027,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2028,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2029,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2030,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2031,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2032,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2033,0.0,MW,UKPN London
Gen_BB001,LALEHAM_UKPN_LPN,tRESP - HT,2034,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2025,31.6,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2026,31.6,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2027,31.6,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2028,26.609833,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2029,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2030,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2031,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2032,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2033,0.0,MW,UKPN London
Gen_BB001,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2034,0.0,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2025,0.0,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2026,0.0,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2027,0.0,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2028,0.0,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2029,21.711833,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2030,17.143,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2031,12.626833,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2032,8.9665,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2033,6.135667,MW,UKPN London
Gen_BB001,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2034,3.871,MW,UKPN London
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2025,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2026,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2027,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2028,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2029,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2030,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2031,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2032,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2033,0.0,MW,UKPN Eastern
Gen_BB001,PELH_WYMOM_EPN,tRESP - HT,2034,0.0,MW,UKPN Eastern
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2025,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2026,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2027,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2028,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2029,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2030,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2031,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2032,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2033,0.0,MW,SP ENW
Gen_BB001,Risley_in_G@RAIN_1,tRESP - HT,2034,0.0,MW,SP ENW
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2025,30.0,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2026,30.0,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2027,30.0,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2028,24.42034,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2029,19.941067,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2030,15.76282,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2031,11.632737,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2032,8.285323,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2033,5.696496,MW,UKPN South East
Gen_BB001,SELL_RICH_SPN,tRESP - HT,2034,3.625434,MW,UKPN South East
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2025,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2026,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2027,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2028,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2029,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2030,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2031,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2032,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2033,0.0,MW,NGED West Midlands
Gen_BB001,SHRW_IRONB_NGED,tRESP - HT,2034,0.0,MW,NGED West Midlands
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2025,4.7,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2026,3.15596,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BONNYBRIDGE,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2025,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2026,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BORDERS,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2025,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2026,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_BRAEHEAD,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2025,2.68,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2026,1.340402,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CLYDES_MILL,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2025,28.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2026,29.281241,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_CURRIE,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2025,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2026,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2030,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2031,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2032,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2033,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_DEVOL_MOOR,tRESP - HT,2034,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2025,15.302,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2026,13.818224,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2027,12.334448,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2028,10.850672,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2029,9.366896,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2030,7.88312,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2031,6.399344,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2032,4.915568,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2033,3.431792,MW,SPEN SPD
Gen_BB001,SPEN_group_GALLOWAY,tRESP - HT,2034,1.948016,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2025,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2026,0.611542,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2027,0.0002,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2028,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2029,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2030,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2031,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2032,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2033,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_HUNTERSTON,tRESP - HT,2034,10.89812,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2025,2.5,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2026,1.712564,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2027,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2028,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2029,0.0,MW,SPEN SPD
Gen_BB001,SPEN_group_KAIMES_275kV,tRESP - HT,2030,0.0,MW,SPEN SPD
