Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Year
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01 09:08:00,0.65,15362.0,United Kingdom,2009-2010
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,2009-2010
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,2009-2010
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2009-12-01 09:08:00,1.25,15362.0,United Kingdom,2009-2010
489437,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,2009-2010
489437,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,2009-2010
489437,22274,FELTCRAFT DOLL EMILY,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,2009-2010
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01 09:08:00,3.75,15362.0,United Kingdom,2009-2010
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,15362.0,United Kingdom,2009-2010
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,15362.0,United Kingdom,2009-2010
489438,21329,DINOSAURS  WRITING SET ,28,2009-12-01 09:24:00,0.98,18102.0,United Kingdom,2009-2010
489438,21252,SET OF MEADOW  FLOWER STICKERS,30,2009-12-01 09:24:00,1.69,18102.0,United Kingdom,2009-2010
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,2009-12-01 09:24:00,1.15,18102.0,United Kingdom,2009-2010
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,2009-12-01 09:24:00,2.0,18102.0,United Kingdom,2009-2010
489438,20711,JUMBO BAG TOYS ,60,2009-12-01 09:24:00,1.3,18102.0,United Kingdom,2009-2010
489438,21410,COUNTRY COTTAGE  DOORSTOP GREEN,32,2009-12-01 09:24:00,2.5,18102.0,United Kingdom,2009-2010
489438,21411,GINGHAM HEART  DOORSTOP RED,32,2009-12-01 09:24:00,2.5,18102.0,United Kingdom,2009-2010
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,56,2009-12-01 09:24:00,3.0,18102.0,United Kingdom,2009-2010
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,56,2009-12-01 09:24:00,3.0,18102.0,United Kingdom,2009-2010
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,2009-12-01 09:24:00,1.9,18102.0,United Kingdom,2009-2010
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,2009-12-01 09:24:00,1.9,18102.0,United Kingdom,2009-2010
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,2009-12-01 09:24:00,2.15,18102.0,United Kingdom,2009-2010
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,2009-2010
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,2009-12-01 09:24:00,6.38,18102.0,United Kingdom,2009-2010
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,2009-12-01 09:24:00,6.4,18102.0,United Kingdom,2009-2010
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,2009-2010
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,2009-2010
489439,22065,CHRISTMAS PUDDING TRINKET POT ,12,2009-12-01 09:28:00,1.45,12682.0,France,2009-2010
489439,22138,BAKING SET 9 PIECE RETROSPOT ,9,2009-12-01 09:28:00,4.95,12682.0,France,2009-2010
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,2009-12-01 09:28:00,4.95,12682.0,France,2009-2010
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,12,2009-12-01 09:28:00,2.55,12682.0,France,2009-2010
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,12682.0,France,2009-2010
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,12682.0,France,2009-2010
489439,16161P,WRAP ENGLISH ROSE ,25,2009-12-01 09:28:00,0.42,12682.0,France,2009-2010
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,2009-12-01 09:28:00,0.42,12682.0,France,2009-2010
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,2009-12-01 09:28:00,1.95,12682.0,France,2009-2010
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,2009-12-01 09:28:00,1.65,12682.0,France,2009-2010
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2009-12-01 09:28:00,0.65,12682.0,France,2009-2010
489439,21493, VINTAGE DESIGN GIFT TAGS,12,2009-12-01 09:28:00,0.85,12682.0,France,2009-2010
489439,22130,PARTY CONE CHRISTMAS DECORATION ,24,2009-12-01 09:28:00,0.85,12682.0,France,2009-2010
489439,22064,PINK DOUGHNUT TRINKET POT ,12,2009-12-01 09:28:00,1.65,12682.0,France,2009-2010
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2009-12-01 09:28:00,1.65,12682.0,France,2009-2010
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,2009-12-01 09:28:00,4.95,12682.0,France,2009-2010
489439,84691,PACK 20 DOLLY PEGS,12,2009-12-01 09:28:00,0.85,12682.0,France,2009-2010
489439,20749,ASSORTED COLOUR MINI CASES,2,2009-12-01 09:28:00,7.95,12682.0,France,2009-2010
489439,POST,POSTAGE,3,2009-12-01 09:28:00,18.0,12682.0,France,2009-2010
489440,22350,CAT BOWL ,8,2009-12-01 09:43:00,2.55,18087.0,United Kingdom,2009-2010
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,2009-12-01 09:43:00,3.75,18087.0,United Kingdom,2009-2010
489441,22321,BIRD DECORATION RED SPOT,12,2009-12-01 09:44:00,0.72,18087.0,United Kingdom,2009-2010
489441,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,2009-2010
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,2009-12-01 09:44:00,2.95,18087.0,United Kingdom,2009-2010
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,2009-2010
489442,21955,UNION JACK GUNS & ROSES  DOORMAT,2,2009-12-01 09:46:00,6.75,13635.0,United Kingdom,2009-2010
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:46:00,4.95,13635.0,United Kingdom,2009-2010
489442,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,2009-2010
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009-2010
489442,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009-2010
489442,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009-2010
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009-2010
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,2009-2010
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2009-12-01 09:46:00,2.55,13635.0,United Kingdom,2009-2010
489442,21590,KINGS CHOICE CIGAR BOX MATCHES ,48,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009-2010
489442,22091,EMPIRE TISSUE BOX,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009-2010
489442,84251J,"GREETING CARD, THE BLACK CAT",12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,22026,BANQUET BIRTHDAY  CARD  ,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,22025,RING OF ROSES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2009-12-01 09:46:00,4.25,13635.0,United Kingdom,2009-2010
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,2009-2010
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009-2010
489442,21790,VINTAGE SNAP CARDS,12,2009-12-01 09:46:00,0.85,13635.0,United Kingdom,2009-2010
489442,21888,BINGO SET,8,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,2009-2010
489442,85178,VICTORIAN SEWING KIT,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009-2010
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,2009-2010
489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,2009-2010
489443,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,2009-2010
489443,82001S,VINYL RECORD FRAME SILVER,24,2009-12-01 09:50:00,3.39,14110.0,United Kingdom,2009-2010
489443,82580,BATHROOM METAL SIGN,12,2009-12-01 09:50:00,0.55,14110.0,United Kingdom,2009-2010
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,2009-12-01 09:50:00,2.55,14110.0,United Kingdom,2009-2010
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,2009-2010
489444,POST,POSTAGE,1,2009-12-01 09:55:00,141.0,12636.0,USA,2009-2010
489445,35916C,PINK FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489445,22321,BIRD DECORATION RED SPOT,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489445,22130,PARTY CONE CHRISTMAS DECORATION ,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489445,22180,RETRO SPOT LAMP,2,2009-12-01 09:57:00,9.95,17519.0,United Kingdom,2009-2010
489445,22128,PARTY CONES CANDY ASSORTED,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009-2010
489445,22163,HEART STRING MEMO HOLDER HANGING,6,2009-12-01 09:57:00,2.95,17519.0,United Kingdom,2009-2010
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2009-12-01 09:57:00,0.38,17519.0,United Kingdom,2009-2010
489445,22253,6 CROCHET STRAWBERRIES,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009-2010
489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2009-12-01 09:57:00,1.45,17519.0,United Kingdom,2009-2010
489445,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2009-12-01 09:57:00,2.55,17519.0,United Kingdom,2009-2010
489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-01 09:57:00,4.95,17519.0,United Kingdom,2009-2010
489445,21299,EDWARDIAN TOILET ROLL UNIT ,1,2009-12-01 09:57:00,12.75,17519.0,United Kingdom,2009-2010
489445,21099,SET/6 STRAWBERRY PAPER CUPS,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,2009-2010
489445,21085,SET/6 WOODLAND PAPER CUPS,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,2009-2010
489445,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01 09:57:00,1.95,17519.0,United Kingdom,2009-2010
489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009-2010
489445,21091,SET/6 WOODLAND PAPER PLATES,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009-2010
489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,2009-2010
489446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,2009-2010
489446,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009-2010
489446,22125,UNION JACK HOT WATER BOTTLE ,12,2009-12-01 10:06:00,5.95,13758.0,United Kingdom,2009-2010
489446,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009-2010
489446,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,2009-2010
489446,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009-2010
489446,22112,CHOCOLATE HOT WATER BOTTLE,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009-2010
489446,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009-2010
489446,22199,FRYING PAN RED POLKADOT ,4,2009-12-01 10:06:00,4.25,13758.0,United Kingdom,2009-2010
489446,22083,PAPER CHAIN KIT RETRO SPOT,24,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,2009-2010
489446,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2009-12-01 10:06:00,3.95,13758.0,United Kingdom,2009-2010
489446,21485,RED SPOT HEART HOT WATER BOTTLE,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009-2010
489446,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009-2010
489446,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009-2010
489446,85099B,JUMBO BAG RED WHITE SPOTTY ,20,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009-2010
489446,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,2009-2010
489446,20724,RED SPOTTY CHARLOTTE BAG,10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,2009-2010
489446,21590,KINGS CHOICE CIGAR BOX MATCHES ,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009-2010
489446,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009-2010
489446,20725,LUNCH BAG RED SPOTTY,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009-2010
489446,20728,LUNCH BAG CARS BLUE,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009-2010
489446,20726,LUNCH BAG WOODLAND,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009-2010
489446,20754,RETRO RED SPOTTY WASHING UP GLOVES,12,2009-12-01 10:06:00,2.1,13758.0,United Kingdom,2009-2010
489446,21217,RED SPOTTY ROUND CAKE TINS,12,2009-12-01 10:06:00,8.95,13758.0,United Kingdom,2009-2010
489446,22195,LARGE HEART MEASURING SPOONS,12,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009-2010
489446,85066,CREAM SWEETHEART MINI CHEST,2,2009-12-01 10:06:00,12.75,13758.0,United Kingdom,2009-2010
489447,POST,POSTAGE,1,2009-12-01 10:10:00,130.0,12362.0,Belgium,2009-2010
489448,20827,GOLD APERITIF GLASS,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,2009-2010
489448,20825,GOLD WINE GLASS,48,2009-12-01 10:18:00,3.39,15413.0,United Kingdom,2009-2010
489448,20823,GOLD WINE GOBLET,48,2009-12-01 10:18:00,4.25,15413.0,United Kingdom,2009-2010
489448,20826,SILVER APERITIF GLASS,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,2009-2010
C489449,22087,PAPER BUNTING WHITE LACE,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009-2010
C489449,85206A,CREAM FELT EASTER EGG BASKET,-6,2009-12-01 10:33:00,1.65,16321.0,Australia,2009-2010
C489449,21895,POTTING SHED SOW 'N' GROW SET,-4,2009-12-01 10:33:00,4.25,16321.0,Australia,2009-2010
C489449,21896,POTTING SHED TWINE,-6,2009-12-01 10:33:00,2.1,16321.0,Australia,2009-2010
C489449,22083,PAPER CHAIN KIT RETRO SPOT,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009-2010
C489449,21871,SAVE THE PLANET MUG,-12,2009-12-01 10:33:00,1.25,16321.0,Australia,2009-2010
C489449,84946,ANTIQUE SILVER TEA GLASS ETCHED,-12,2009-12-01 10:33:00,1.25,16321.0,Australia,2009-2010
C489449,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-24,2009-12-01 10:33:00,0.85,16321.0,Australia,2009-2010
C489449,22090,PAPER BUNTING RETRO SPOTS,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009-2010
489450,22087,PAPER BUNTING WHITE LACE,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009-2010
489450,85206A,CREAM FELT EASTER EGG BASKET,6,2009-12-01 10:36:00,1.65,16321.0,Australia,2009-2010
489450,21895,POTTING SHED SOW 'N' GROW SET,4,2009-12-01 10:36:00,4.25,16321.0,Australia,2009-2010
489450,21896,POTTING SHED TWINE,6,2009-12-01 10:36:00,2.1,16321.0,Australia,2009-2010
489450,22083,PAPER CHAIN KIT RETRO SPOT,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009-2010
489450,21871,SAVE THE PLANET MUG,12,2009-12-01 10:36:00,1.25,16321.0,Australia,2009-2010
489450,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-01 10:36:00,1.25,16321.0,Australia,2009-2010
489450,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2009-12-01 10:36:00,0.85,16321.0,Australia,2009-2010
489450,22090,PAPER BUNTING RETRO SPOTS,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009-2010
C489459,90200A,PURPLE SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90200D,PINK SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90200B,BLACK SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90200E,GREEN SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90200C,BLUE SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90185C,BLACK DIAMANTE EXPANDABLE RING,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009-2010
C489459,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,-3,2009-12-01 10:44:00,3.75,17592.0,United Kingdom,2009-2010
C489459,90003D,CRYSTAL PAIR HEART HAIR SLIDES,-3,2009-12-01 10:44:00,3.75,17592.0,United Kingdom,2009-2010
C489459,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,-3,2009-12-01 10:44:00,3.75,17592.0,United Kingdom,2009-2010
C489459,90209C,PINK ENAMEL+GLASS HAIR COMB,-3,2009-12-01 10:44:00,2.1,17592.0,United Kingdom,2009-2010
C489459,90209A,PURPLE ENAMEL+GLASS HAIR COMB,-3,2009-12-01 10:44:00,2.1,17592.0,United Kingdom,2009-2010
C489459,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,-2,2009-12-01 10:44:00,6.35,17592.0,United Kingdom,2009-2010
489460,79323P,PINK CHERRY LIGHTS,8,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,2009-2010
489460,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2009-12-01 10:46:00,0.55,16167.0,United Kingdom,2009-2010
489460,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-01 10:46:00,0.55,16167.0,United Kingdom,2009-2010
489460,22274,FELTCRAFT DOLL EMILY,6,2009-12-01 10:46:00,2.95,16167.0,United Kingdom,2009-2010
489460,22273,FELTCRAFT DOLL MOLLY,6,2009-12-01 10:46:00,2.95,16167.0,United Kingdom,2009-2010
489460,22179,SET 10 LIGHTS NIGHT OWL,4,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,2009-2010
489460,22320,BIRDS MOBILE VINTAGE DESIGN,3,2009-12-01 10:46:00,5.95,16167.0,United Kingdom,2009-2010
489460,22232,3 PIECE JIGSAW TOADSTOOLS,8,2009-12-01 10:46:00,1.65,16167.0,United Kingdom,2009-2010
489460,84598,BOYS ALPHABET IRON ON PATCHES,576,2009-12-01 10:46:00,0.21,16167.0,United Kingdom,2009-2010
489460,79323W, WHITE CHERRY LIGHTS,8,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,2009-2010
489460,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-01 10:46:00,4.95,16167.0,United Kingdom,2009-2010
