return_id,order_id,customer_id,return_date,product_id,return_reason,refund_amount_ngn,refund_method,processing_time_days,return_status,restocking_fee_ngn
RET0000032,ORD1330682,CUST341537,2024-09-14,PRD52876,duplicate_order,93302.6,bank_transfer,6,approved,0.0
RET0000033,ORD6123270,CUST929963,2024-10-16,PRD39811,wrong_item_delivered,98583.49,original_payment,5,approved,0.0
RET0000034,ORD8572875,CUST582343,2024-01-29,PRD48180,changed_mind,88590.19,store_credit,9,rejected,0.0
RET0000035,ORD7083834,CUST355633,2024-06-06,PRD95734,not_as_described,91132.53,store_credit,1,approved,0.0
RET0000036,ORD2431180,CUST367357,2024-10-16,PRD54872,late_delivery,33011.9,store_credit,1,approved,0.0
RET0000037,ORD5013788,CUST443121,2024-08-05,PRD32504,duplicate_order,177556.49,original_payment,14,approved,0.0
RET0000038,ORD3818496,CUST292366,2024-08-25,PRD33173,not_as_described,133327.26,original_payment,7,approved,0.0
RET0000039,ORD4949787,CUST658175,2024-07-30,PRD66107,defective_product,63754.26,original_payment,7,approved,0.0
RET0000040,ORD9671036,CUST165839,2024-08-06,PRD10318,better_price_elsewhere,119015.0,original_payment,1,approved,0.0
RET0000041,ORD5552824,CUST412457,2024-05-02,PRD44434,not_as_described,5190.89,bank_transfer,1,approved,0.0
RET0000042,ORD5890074,CUST465115,2024-05-27,PRD61370,late_delivery,12203.1,original_payment,12,rejected,0.0
RET0000043,ORD9938421,CUST308406,2024-10-02,PRD79348,duplicate_order,34511.45,original_payment,4,approved,0.0
RET0000044,ORD6931217,CUST244195,2024-04-15,PRD55569,not_as_described,152252.72,original_payment,9,approved,3344.43
RET0000045,ORD9996858,CUST305270,2024-02-15,PRD76361,wrong_size,199444.13,original_payment,9,approved,0.0
RET0000046,ORD6852813,CUST204792,2024-02-19,PRD26140,wrong_size,184817.58,original_payment,4,approved,0.0
RET0000047,ORD3475961,CUST966364,2024-03-27,PRD47122,better_price_elsewhere,185857.84,original_payment,5,approved,0.0
RET0000048,ORD9529345,CUST521492,2024-01-01,PRD21753,damaged_product,125669.67,bank_transfer,4,pending,0.0
RET0000049,ORD8381113,CUST268037,2024-06-04,PRD22049,damaged_product,47499.81,original_payment,6,approved,0.0
RET0000050,ORD7853313,CUST774116,2024-08-30,PRD92211,wrong_item_delivered,30308.26,bank_transfer,2,approved,0.0
RET0000051,ORD1072699,CUST465325,2024-03-18,PRD96150,wrong_item_delivered,138585.17,bank_transfer,4,approved,0.0
RET0000052,ORD4853861,CUST894116,2024-05-10,PRD71592,wrong_size,28418.02,store_credit,14,pending,0.0
RET0000053,ORD4420624,CUST757535,2024-09-24,PRD17510,late_delivery,66946.3,original_payment,5,approved,0.0
RET0000054,ORD6195972,CUST930717,2024-08-17,PRD81712,duplicate_order,60593.59,original_payment,10,approved,0.0
RET0000055,ORD1856424,CUST135670,2024-01-26,PRD45573,late_delivery,42648.79,original_payment,3,pending,0.0
RET0000056,ORD9465981,CUST302847,2024-08-14,PRD45721,poor_quality,190489.12,original_payment,8,pending,2208.45
RET0000057,ORD3500877,CUST437126,2024-07-13,PRD66480,changed_mind,50807.42,original_payment,1,approved,0.0
RET0000058,ORD2028546,CUST372981,2024-07-25,PRD29853,poor_quality,86659.28,original_payment,11,approved,1120.5
RET0000059,ORD7916808,CUST451348,2024-07-02,PRD27056,late_delivery,8366.88,original_payment,6,approved,970.64
RET0000060,ORD2876096,CUST636629,2024-08-05,PRD60945,duplicate_order,92603.45,store_credit,7,approved,0.0
RET0000061,ORD7947944,CUST821722,2024-05-07,PRD57960,late_delivery,162867.44,original_payment,9,approved,0.0
RET0000062,ORD6616579,CUST713510,2024-06-17,PRD16281,not_as_described,141189.4,store_credit,8,approved,1837.76
RET0000063,ORD5597849,CUST275522,2024-08-16,PRD73066,not_as_described,54892.49,original_payment,4,approved,0.0
RET0000064,ORD6976277,CUST614123,2024-05-08,PRD40282,changed_mind,160249.15,store_credit,3,approved,0.0
RET0000065,ORD1280605,CUST915264,2024-08-08,PRD78370,duplicate_order,104082.03,store_credit,2,approved,0.0
RET0000066,ORD5206819,CUST722826,2024-10-04,PRD43090,poor_quality,123811.82,original_payment,2,approved,0.0
RET0000067,ORD9856936,CUST861554,2024-10-15,PRD40790,wrong_size,100602.77,original_payment,9,approved,2027.94
RET0000068,ORD6627491,CUST292187,2024-06-27,PRD15197,changed_mind,29468.34,store_credit,13,approved,2794.2
RET0000069,ORD4006218,CUST610347,2024-04-08,PRD51117,defective_product,74227.28,bank_transfer,5,approved,0.0
RET0000070,ORD9867335,CUST562086,2024-01-05,PRD10479,damaged_product,49956.69,original_payment,5,pending,0.0
RET0000071,ORD9756371,CUST728014,2024-03-28,PRD49605,late_delivery,129176.53,original_payment,14,approved,3649.77
RET0000072,ORD2227095,CUST868028,2024-05-01,PRD45180,duplicate_order,86483.45,original_payment,6,approved,1108.0
RET0000073,ORD3069307,CUST437512,2024-05-10,PRD16293,not_as_described,169981.55,original_payment,5,approved,0.0
RET0000074,ORD8559983,CUST484789,2024-06-01,PRD98157,duplicate_order,27255.4,original_payment,3,approved,0.0
RET0000075,ORD8093091,CUST760444,2024-05-31,PRD57759,defective_product,156597.13,original_payment,1,approved,0.0
RET0000076,ORD2520252,CUST726675,2024-05-19,PRD87819,duplicate_order,25928.99,original_payment,7,approved,0.0
RET0000077,ORD8312178,CUST473647,2024-07-17,PRD27353,duplicate_order,78476.99,bank_transfer,7,approved,4212.26
RET0000078,ORD8190338,CUST645256,2024-09-07,PRD56448,better_price_elsewhere,47250.28,original_payment,12,approved,0.0
RET0000079,ORD4211626,CUST701286,2024-02-01,PRD37517,duplicate_order,69495.27,original_payment,4,approved,0.0
RET0000080,ORD2691357,CUST612861,2024-09-02,PRD64930,not_as_described,24380.64,original_payment,3,approved,0.0
RET0000081,ORD4969604,CUST321970,2024-03-18,PRD52760,wrong_size,80524.3,original_payment,6,approved,0.0
RET0000082,ORD4871361,CUST310027,2024-03-26,PRD21092,not_as_described,130234.14,original_payment,5,approved,0.0
RET0000083,ORD1280550,CUST465053,2024-08-17,PRD37185,changed_mind,71009.79,original_payment,12,approved,0.0
RET0000084,ORD8702872,CUST861459,2024-06-22,PRD32407,wrong_item_delivered,131009.51,original_payment,14,approved,0.0
RET0000085,ORD9242036,CUST319995,2024-07-11,PRD85461,not_as_described,192564.51,bank_transfer,8,approved,0.0
RET0000086,ORD8363516,CUST106121,2024-07-09,PRD85392,wrong_item_delivered,197097.24,original_payment,5,approved,0.0
RET0000087,ORD6982010,CUST935079,2024-04-23,PRD70129,duplicate_order,69472.03,original_payment,7,approved,0.0
RET0000088,ORD5286234,CUST533817,2024-10-18,PRD69012,not_as_described,182821.24,original_payment,3,approved,0.0
RET0000089,ORD1726411,CUST381407,2024-07-03,PRD29886,changed_mind,168927.04,bank_transfer,5,approved,3883.25
RET0000090,ORD4908536,CUST741678,2024-03-13,PRD63238,defective_product,186531.18,store_credit,3,pending,0.0
RET0000091,ORD8274623,CUST510066,2024-03-08,PRD78103,damaged_product,126735.86,original_payment,12,approved,0.0
RET0000092,ORD2151985,CUST864784,2024-03-28,PRD33561,poor_quality,94618.68,bank_transfer,12,approved,4843.64
RET0000093,ORD5873195,CUST304429,2024-04-03,PRD78217,not_as_described,135256.4,original_payment,14,rejected,233.17
RET0000094,ORD5126975,CUST824890,2024-05-14,PRD40901,wrong_item_delivered,8754.58,original_payment,10,approved,752.76
RET0000095,ORD6354274,CUST364573,2024-05-03,PRD34666,wrong_item_delivered,46207.36,store_credit,2,approved,0.0
RET0000096,ORD9167409,CUST664020,2024-07-03,PRD38802,defective_product,171320.5,store_credit,7,approved,1520.23
RET0000097,ORD2323657,CUST254663,2024-08-27,PRD38034,duplicate_order,173540.71,original_payment,12,approved,0.0
RET0000098,ORD3992376,CUST120351,2024-01-17,PRD32226,defective_product,61852.87,original_payment,2,pending,0.0
RET0000099,ORD6681913,CUST669607,2024-02-15,PRD22797,better_price_elsewhere,74395.04,store_credit,1,approved,0.0
RET0000100,ORD8764795,CUST429145,2024-08-13,PRD32935,changed_mind,30390.96,original_payment,13,approved,0.0
RET0000101,ORD9833146,CUST357170,2024-07-03,PRD89527,damaged_product,149629.2,original_payment,14,approved,0.0
RET0000102,ORD7050860,CUST678352,2024-02-23,PRD54791,not_as_described,49280.37,original_payment,3,approved,0.0
RET0000103,ORD7965150,CUST656781,2024-07-06,PRD66198,better_price_elsewhere,154168.58,store_credit,7,rejected,0.0
RET0000104,ORD7181594,CUST523320,2024-04-15,PRD12177,late_delivery,93720.72,original_payment,11,pending,0.0
RET0000105,ORD4341446,CUST871463,2024-06-09,PRD89616,damaged_product,50698.56,original_payment,13,approved,0.0
RET0000106,ORD4625224,CUST459470,2024-03-22,PRD36726,damaged_product,104572.89,original_payment,14,approved,0.0
RET0000107,ORD6463796,CUST590334,2024-06-06,PRD90683,late_delivery,5826.94,original_payment,7,approved,0.0
RET0000108,ORD9259180,CUST550701,2024-01-10,PRD44659,not_as_described,128878.47,original_payment,5,approved,0.0
RET0000109,ORD1857038,CUST845740,2024-08-26,PRD85670,late_delivery,20971.29,original_payment,12,approved,2130.31
RET0000110,ORD2786338,CUST538693,2024-02-10,PRD68900,better_price_elsewhere,8285.24,original_payment,14,pending,4647.35
RET0000111,ORD4570899,CUST817651,2024-04-03,PRD71592,better_price_elsewhere,195435.47,original_payment,13,approved,0.0
RET0000112,ORD9616105,CUST884108,2024-04-27,PRD49984,damaged_product,53460.57,bank_transfer,11,approved,0.0
RET0000113,ORD5840024,CUST421441,2024-10-25,PRD16517,duplicate_order,103726.71,original_payment,12,approved,2522.06
RET0000114,ORD1256185,CUST795147,2024-07-09,PRD76618,duplicate_order,6320.87,original_payment,6,pending,0.0
RET0000115,ORD1315699,CUST339894,2024-03-15,PRD80578,poor_quality,14745.92,bank_transfer,7,rejected,0.0
RET0000116,ORD9797834,CUST779981,2024-08-16,PRD75415,damaged_product,102617.01,store_credit,3,approved,0.0
RET0000117,ORD1326196,CUST170703,2024-05-04,PRD91705,poor_quality,118309.37,original_payment,2,approved,0.0
RET0000118,ORD4666025,CUST820502,2024-01-10,PRD30092,not_as_described,8439.79,original_payment,4,approved,2107.72
RET0000119,ORD3447965,CUST652183,2024-01-01,PRD98482,defective_product,155371.52,original_payment,14,approved,0.0
RET0000120,ORD5098970,CUST169404,2024-09-05,PRD74718,wrong_size,181609.46,bank_transfer,10,approved,0.0
RET0000121,ORD7334982,CUST445639,2024-05-22,PRD72819,damaged_product,160354.3,bank_transfer,12,approved,0.0
RET0000122,ORD1224301,CUST607804,2024-09-23,PRD89730,late_delivery,38343.59,store_credit,6,approved,0.0
RET0000123,ORD6724315,CUST524759,2024-08-25,PRD58597,duplicate_order,67616.58,original_payment,11,approved,0.0
RET0000124,ORD7635002,CUST165631,2024-03-06,PRD94924,late_delivery,44466.43,original_payment,5,approved,0.0
RET0000125,ORD2372174,CUST192950,2024-07-21,PRD80369,damaged_product,121818.54,original_payment,6,approved,1284.42
RET0000126,ORD1665513,CUST591075,2024-09-14,PRD35859,duplicate_order,125890.04,original_payment,9,approved,0.0
RET0000127,ORD5704379,CUST947210,2024-10-25,PRD89167,late_delivery,195498.69,bank_transfer,7,approved,0.0
RET0000128,ORD7553046,CUST563098,2024-01-04,PRD81680,poor_quality,177432.11,original_payment,9,approved,0.0
RET0000129,ORD1283955,CUST156272,2024-03-06,PRD73832,changed_mind,161300.25,original_payment,11,approved,0.0
RET0000130,ORD9841478,CUST644712,2024-05-28,PRD43594,not_as_described,27788.53,store_credit,10,approved,3441.79
RET0000131,ORD7763903,CUST913593,2024-04-06,PRD40701,late_delivery,96422.47,store_credit,8,approved,0.0
RET0000132,ORD4684870,CUST548350,2024-07-01,PRD57257,duplicate_order,139047.59,bank_transfer,6,approved,0.0
RET0000133,ORD6617032,CUST834592,2024-07-20,PRD57066,not_as_described,96083.33,store_credit,4,approved,0.0
RET0000134,ORD6979002,CUST616844,2024-06-23,PRD50227,defective_product,77714.5,original_payment,14,approved,0.0
RET0000135,ORD4789092,CUST747789,2024-10-10,PRD63200,changed_mind,8833.85,bank_transfer,4,approved,0.0
RET0000136,ORD6567037,CUST415001,2024-02-26,PRD19934,late_delivery,130778.5,original_payment,6,approved,0.0
RET0000137,ORD6403569,CUST984418,2024-08-13,PRD77848,wrong_item_delivered,54254.73,original_payment,12,pending,0.0
RET0000138,ORD2655139,CUST996960,2024-01-22,PRD68146,not_as_described,36809.53,original_payment,8,approved,0.0
RET0000139,ORD6281449,CUST638764,2024-02-08,PRD11213,better_price_elsewhere,110073.35,store_credit,1,pending,0.0
RET0000140,ORD1099595,CUST351985,2024-03-06,PRD23340,wrong_size,115696.97,original_payment,2,approved,4623.39
RET0000141,ORD1713298,CUST703857,2024-03-05,PRD97774,defective_product,128402.87,original_payment,11,approved,0.0
RET0000142,ORD3333289,CUST382851,2024-03-16,PRD15942,defective_product,121643.35,store_credit,2,approved,2887.67
RET0000143,ORD3130087,CUST415126,2024-06-11,PRD47751,not_as_described,14295.16,original_payment,4,approved,1828.13
RET0000144,ORD9441302,CUST905531,2024-07-27,PRD87478,defective_product,36792.44,store_credit,1,approved,4826.32
RET0000145,ORD5802452,CUST509960,2024-02-11,PRD33428,changed_mind,129981.64,bank_transfer,12,approved,0.0
RET0000146,ORD4965786,CUST833092,2024-05-11,PRD78598,wrong_item_delivered,111170.66,original_payment,5,approved,0.0
RET0000147,ORD8575019,CUST517172,2024-02-10,PRD30491,late_delivery,32362.56,original_payment,7,pending,0.0
RET0000148,ORD2429324,CUST155050,2024-02-05,PRD68617,poor_quality,25490.64,store_credit,2,approved,0.0
RET0000149,ORD6976277,CUST786095,2024-08-28,PRD49573,changed_mind,79391.98,store_credit,1,pending,0.0
RET0000150,ORD1938038,CUST858869,2024-04-24,PRD23080,changed_mind,86206.44,store_credit,5,pending,0.0
RET0000151,ORD7394222,CUST358935,2024-02-27,PRD24733,defective_product,193437.01,original_payment,14,pending,4415.09
RET0000152,ORD5846111,CUST758571,2024-04-07,PRD81267,duplicate_order,191474.71,original_payment,14,approved,0.0
RET0000153,ORD7551564,CUST789627,2024-07-03,PRD59639,damaged_product,160093.27,original_payment,14,rejected,0.0
RET0000154,ORD8264218,CUST734783,2024-09-06,PRD63311,duplicate_order,41935.8,original_payment,8,pending,0.0
RET0000155,ORD5221308,CUST978801,2024-05-08,PRD63022,changed_mind,11449.35,store_credit,2,approved,0.0
RET0000156,ORD2101657,CUST287377,2024-07-04,PRD92969,duplicate_order,59919.5,original_payment,2,rejected,0.0
RET0000157,ORD5877815,CUST269433,2024-08-24,PRD78726,poor_quality,22199.31,original_payment,3,approved,0.0
RET0000158,ORD1193653,CUST339885,2024-06-15,PRD67600,damaged_product,47008.11,original_payment,14,approved,0.0
RET0000159,ORD1208523,CUST291009,2024-04-08,PRD76720,late_delivery,198896.36,original_payment,10,rejected,0.0
RET0000160,ORD5302903,CUST745345,2024-07-26,PRD53920,changed_mind,69327.44,original_payment,5,approved,0.0
RET0000161,ORD2512760,CUST676400,2024-01-18,PRD67869,poor_quality,118249.66,bank_transfer,1,pending,0.0
RET0000162,ORD1559137,CUST869550,2024-05-13,PRD90356,changed_mind,194303.06,store_credit,3,approved,0.0
RET0000163,ORD7899788,CUST531942,2024-03-26,PRD88041,duplicate_order,151694.14,original_payment,4,approved,0.0
RET0000164,ORD2794252,CUST509389,2024-01-05,PRD39345,changed_mind,193839.03,original_payment,11,approved,0.0
RET0000165,ORD1263497,CUST882164,2024-09-19,PRD97884,not_as_described,69989.78,bank_transfer,3,approved,1586.71
RET0000166,ORD1758723,CUST326174,2024-04-08,PRD91854,poor_quality,165855.04,bank_transfer,10,pending,0.0
RET0000167,ORD7688219,CUST694668,2024-10-01,PRD40220,duplicate_order,131869.31,original_payment,9,approved,0.0
RET0000168,ORD8884199,CUST119985,2024-04-20,PRD61267,poor_quality,41537.61,store_credit,4,approved,0.0
RET0000169,ORD5101168,CUST455721,2024-07-18,PRD32630,damaged_product,95255.66,original_payment,10,approved,4469.63
RET0000170,ORD9200680,CUST394680,2024-09-04,PRD71291,wrong_size,124243.44,original_payment,3,approved,0.0
RET0000171,ORD7344824,CUST188167,2024-06-13,PRD48034,defective_product,82749.43,original_payment,8,approved,0.0
RET0000172,ORD4821607,CUST171671,2024-01-17,PRD85726,poor_quality,25611.14,original_payment,14,approved,2349.03
RET0000173,ORD9125901,CUST854167,2024-09-07,PRD19774,wrong_item_delivered,179873.97,original_payment,7,approved,4607.55
RET0000174,ORD4671248,CUST912534,2024-04-11,PRD22024,not_as_described,104040.22,bank_transfer,13,approved,224.86
RET0000175,ORD5046965,CUST286544,2024-07-09,PRD50697,changed_mind,48146.88,original_payment,2,approved,0.0
RET0000176,ORD4685862,CUST590346,2024-10-22,PRD23788,better_price_elsewhere,167702.05,store_credit,6,approved,592.43
RET0000177,ORD2398107,CUST496101,2024-09-28,PRD41809,late_delivery,146914.86,store_credit,14,approved,0.0
RET0000178,ORD9860327,CUST665997,2024-09-28,PRD83152,late_delivery,37017.25,store_credit,1,approved,0.0
RET0000179,ORD3017357,CUST100118,2024-04-23,PRD16546,duplicate_order,79826.87,store_credit,3,approved,0.0
RET0000180,ORD5168075,CUST939270,2024-04-15,PRD33858,defective_product,153775.8,original_payment,8,rejected,0.0
RET0000181,ORD8670060,CUST812434,2024-02-04,PRD28573,late_delivery,164952.33,original_payment,6,approved,0.0
RET0000182,ORD7664505,CUST943161,2024-04-30,PRD24691,defective_product,131877.87,store_credit,1,approved,0.0
RET0000183,ORD8070495,CUST646035,2024-10-18,PRD99587,better_price_elsewhere,179242.44,store_credit,2,approved,0.0
RET0000184,ORD3127976,CUST928533,2024-02-03,PRD49236,changed_mind,96850.5,original_payment,6,approved,4623.45
RET0000185,ORD3760821,CUST179482,2024-08-06,PRD59442,changed_mind,49586.58,original_payment,8,approved,0.0
RET0000186,ORD8985791,CUST625230,2024-06-18,PRD97087,damaged_product,190018.74,store_credit,4,approved,2505.2
RET0000187,ORD7209999,CUST176024,2024-03-19,PRD77748,duplicate_order,114530.09,bank_transfer,3,approved,2796.44
RET0000188,ORD6067029,CUST566590,2024-07-14,PRD18555,wrong_item_delivered,156436.62,original_payment,1,pending,0.0
RET0000189,ORD2858064,CUST536077,2024-02-28,PRD73009,poor_quality,92088.12,bank_transfer,10,approved,4866.2
RET0000190,ORD1126525,CUST603361,2024-02-25,PRD14770,duplicate_order,139943.98,store_credit,5,pending,0.0
RET0000191,ORD6330987,CUST429923,2024-04-12,PRD98209,defective_product,80178.67,original_payment,12,approved,0.0
RET0000192,ORD5146946,CUST910903,2024-06-26,PRD34316,duplicate_order,9903.74,original_payment,12,approved,1179.93
RET0000193,ORD4569229,CUST839674,2024-06-29,PRD57612,late_delivery,91204.95,store_credit,3,pending,0.0
RET0000194,ORD6078905,CUST893221,2024-10-07,PRD40214,wrong_size,162421.4,original_payment,10,approved,0.0
RET0000195,ORD6221687,CUST503202,2024-01-21,PRD27475,wrong_size,88657.38,store_credit,12,approved,0.0
RET0000196,ORD8419255,CUST350675,2024-01-09,PRD36544,damaged_product,142000.94,original_payment,10,approved,0.0
RET0000197,ORD8663514,CUST709892,2024-03-20,PRD22208,wrong_item_delivered,78470.42,bank_transfer,10,approved,0.0
RET0000198,ORD6924941,CUST475319,2024-01-31,PRD92383,late_delivery,7674.5,original_payment,5,approved,0.0
RET0000199,ORD8524710,CUST672844,2024-05-03,PRD58646,poor_quality,141516.35,original_payment,14,approved,0.0
RET0000200,ORD4890129,CUST476174,2024-08-07,PRD94343,wrong_size,54486.91,bank_transfer,2,approved,0.0
RET0000201,ORD3171904,CUST285940,2024-01-09,PRD16219,wrong_item_delivered,100863.86,original_payment,14,approved,0.0
RET0000202,ORD8961361,CUST172340,2024-01-27,PRD88096,better_price_elsewhere,22689.51,store_credit,7,approved,0.0
RET0000203,ORD2287580,CUST904722,2024-09-10,PRD16638,poor_quality,86838.06,original_payment,9,pending,0.0
RET0000204,ORD4167923,CUST665596,2024-10-13,PRD77955,wrong_item_delivered,135547.83,original_payment,5,approved,0.0
RET0000205,ORD6574457,CUST151475,2024-07-14,PRD44729,changed_mind,189920.14,original_payment,11,pending,0.0
RET0000206,ORD6502865,CUST898956,2024-05-18,PRD74125,duplicate_order,166700.32,original_payment,2,pending,0.0
RET0000207,ORD9319675,CUST180642,2024-09-21,PRD93879,duplicate_order,84017.5,original_payment,5,approved,0.0
RET0000208,ORD6602154,CUST487220,2024-01-10,PRD81112,damaged_product,91648.23,original_payment,8,approved,3073.89
RET0000209,ORD4311347,CUST429620,2024-03-26,PRD79149,defective_product,64094.71,original_payment,3,rejected,0.0
RET0000210,ORD2939238,CUST227707,2024-09-29,PRD50206,changed_mind,113284.36,store_credit,10,approved,0.0
RET0000211,ORD7755643,CUST542468,2024-06-30,PRD17141,changed_mind,105279.65,store_credit,5,pending,0.0
RET0000212,ORD1915673,CUST325831,2024-08-16,PRD41112,wrong_item_delivered,34992.04,store_credit,14,approved,0.0
RET0000213,ORD2726176,CUST496997,2024-01-08,PRD38586,poor_quality,180577.0,original_payment,14,approved,0.0
RET0000214,ORD6023121,CUST387744,2024-10-11,PRD84566,wrong_size,6949.17,original_payment,9,approved,4753.26
RET0000215,ORD3739490,CUST303301,2024-09-15,PRD44919,wrong_size,160912.76,original_payment,2,pending,0.0
RET0000216,ORD3350330,CUST658037,2024-04-09,PRD31255,late_delivery,30045.19,original_payment,11,pending,0.0
RET0000217,ORD9437271,CUST982007,2024-06-11,PRD47435,damaged_product,174405.55,bank_transfer,10,pending,0.0
RET0000218,ORD9778743,CUST690774,2024-09-07,PRD96543,damaged_product,38326.66,store_credit,2,approved,2086.63
RET0000219,ORD3994973,CUST329140,2024-10-07,PRD19621,changed_mind,92042.14,store_credit,3,approved,3925.23
RET0000220,ORD3581806,CUST327647,2024-04-27,PRD12714,wrong_item_delivered,27502.75,original_payment,11,pending,0.0
RET0000221,ORD5161532,CUST978877,2024-08-08,PRD47035,poor_quality,74907.79,original_payment,8,approved,4102.23
RET0000222,ORD5339538,CUST811719,2024-09-23,PRD41485,not_as_described,134788.12,original_payment,3,approved,0.0
RET0000223,ORD6234792,CUST759047,2024-10-21,PRD61041,defective_product,35302.26,original_payment,8,approved,0.0
RET0000224,ORD4541767,CUST428031,2024-07-02,PRD51078,defective_product,193131.04,original_payment,13,rejected,0.0
RET0000225,ORD3839484,CUST176240,2024-05-24,PRD96206,poor_quality,64911.08,original_payment,14,approved,0.0
RET0000226,ORD9531787,CUST220102,2024-09-21,PRD29625,wrong_item_delivered,196079.88,original_payment,3,approved,0.0
RET0000227,ORD7337668,CUST366102,2024-02-08,PRD54418,not_as_described,182295.72,original_payment,14,approved,0.0
RET0000228,ORD3092264,CUST487813,2024-02-23,PRD67779,changed_mind,164223.9,original_payment,14,approved,1381.8
RET0000229,ORD3598140,CUST157804,2024-08-08,PRD65801,wrong_item_delivered,98829.47,store_credit,12,approved,0.0
RET0000230,ORD7720394,CUST595986,2024-01-02,PRD72394,better_price_elsewhere,14828.25,original_payment,7,approved,0.0
RET0000231,ORD8778626,CUST761798,2024-04-28,PRD62488,not_as_described,33829.38,original_payment,4,approved,0.0
RET0000232,ORD6550525,CUST775039,2024-04-23,PRD61205,wrong_size,26454.94,store_credit,12,pending,0.0
RET0000233,ORD5415166,CUST299324,2024-10-27,PRD92141,better_price_elsewhere,133156.71,original_payment,13,approved,0.0
RET0000234,ORD6812581,CUST260006,2024-02-15,PRD45620,wrong_size,170921.23,original_payment,8,approved,1104.56
RET0000235,ORD2096060,CUST884941,2024-04-20,PRD45560,damaged_product,41510.46,original_payment,7,approved,3314.99
RET0000236,ORD6347585,CUST607510,2024-10-03,PRD59044,duplicate_order,65675.61,bank_transfer,3,pending,0.0
RET0000237,ORD8409338,CUST456112,2024-08-06,PRD79136,late_delivery,100712.73,store_credit,7,pending,0.0
