Date,Index_Name,Country,Open,High,Low,Close,Volume,Daily_Change_Percent
2020-01-03,CAC 40,France,21829.49,22037.22,21733.49,21814.32,42878167,-0.07
2020-01-03,SSE Composite,China,37773.48,37929.12,37385.78,37596.68,19273392,-0.47
2020-01-03,KSE 100,Pakistan,3530.8,3604.86,3075.82,3284.71,40280002,-6.97
2020-01-04,S&P 500,USA,12734.25,12745.32,12336.23,12519.09,12506305,-1.69
2020-01-04,NASDAQ Composite,USA,17030.44,17133.96,16373.19,16563.49,38926525,-2.74
2020-01-04,Dow Jones,USA,6650.9,6946.6,6567.74,6640.35,2119043,-0.16
2020-01-04,FTSE 100,UK,4153.28,4225.93,3781.99,4022.93,7659908,-3.14
2020-01-04,Nikkei 225,Japan,25659.93,25954.19,25632.84,25793.46,31827104,0.52
2020-01-04,Hang Seng,Hong Kong,6877.98,7094.93,6620.48,6886.18,25435642,0.12
2020-01-04,DAX,Germany,9589.4,10043.4,9484.8,9800.55,11421958,2.2
2020-01-04,CAC 40,France,7800.29,8107.25,7519.27,7991.23,17385802,2.45
2020-01-04,SSE Composite,China,14301.59,14579.0,13651.86,13915.06,35109026,-2.7
2020-01-04,KSE 100,Pakistan,9913.45,10208.1,9433.42,9588.41,47510960,-3.28
2020-01-05,S&P 500,USA,10432.24,10701.4,9755.22,10025.34,35795514,-3.9
2020-01-05,NASDAQ Composite,USA,8359.58,8569.68,7884.45,8138.45,7041495,-2.65
2020-01-05,Dow Jones,USA,34186.21,34857.45,33985.51,34621.84,12002109,1.27
2020-01-05,FTSE 100,UK,1358.69,1557.74,958.64,960.16,20576703,-29.33
2020-01-05,Nikkei 225,Japan,12909.19,13043.72,12596.47,12894.8,18395683,-0.11
2020-01-05,Hang Seng,Hong Kong,28774.99,28872.61,28288.29,28512.24,39688639,-0.91
2020-01-05,DAX,Germany,30022.65,30336.01,29859.89,30243.59,38856186,0.74
2020-01-05,CAC 40,France,15340.92,15414.11,14814.22,15106.12,11620268,-1.53
2020-01-05,SSE Composite,China,19982.94,20519.36,19877.92,20389.04,20234400,2.03
2020-01-05,KSE 100,Pakistan,23499.25,23557.82,23275.03,23491.77,41820227,-0.03
2020-01-06,S&P 500,USA,1948.32,2146.93,1666.19,2093.79,4451356,7.47
2020-01-06,NASDAQ Composite,USA,11902.85,12510.66,11616.93,12286.35,12275612,3.22
2020-01-06,Dow Jones,USA,17699.18,18454.92,17443.28,18165.84,38890300,2.64
2020-01-06,FTSE 100,UK,16018.81,16465.02,15967.96,16369.95,43632984,2.19
2020-01-06,Nikkei 225,Japan,16392.97,17016.19,16371.84,16737.18,25883825,2.1
2020-01-06,Hang Seng,Hong Kong,24985.28,25517.36,24829.78,25475.34,11192257,1.96
2020-01-06,DAX,Germany,13579.48,13969.14,13366.81,13928.15,26533478,2.57
2020-01-06,CAC 40,France,12450.08,13002.48,12189.96,12759.44,31024204,2.48
2020-01-06,SSE Composite,China,4182.17,4370.54,3629.08,3687.36,37253447,-11.83
2020-01-06,KSE 100,Pakistan,28376.71,28939.5,28275.31,28672.5,3503771,1.04
2020-01-07,S&P 500,USA,23575.73,23777.34,23415.76,23514.21,49939582,-0.26
2020-01-07,NASDAQ Composite,USA,39291.79,39888.85,39216.72,39630.73,33576169,0.86
2020-01-07,Dow Jones,USA,33081.42,33119.54,32784.94,32941.61,19762804,-0.42
2020-01-07,FTSE 100,UK,11590.17,12192.61,11337.57,12055.43,30549535,4.01
2020-01-07,Nikkei 225,Japan,21722.83,21954.69,21505.0,21763.47,31503180,0.19
2020-01-07,Hang Seng,Hong Kong,38811.94,39038.85,38692.29,39026.53,7319707,0.55
2020-01-07,DAX,Germany,30017.66,30072.96,29744.26,29768.52,28657342,-0.83
2020-01-07,CAC 40,France,28142.99,28194.98,28005.02,28051.95,2043233,-0.32
2020-01-07,SSE Composite,China,10351.71,10406.57,9665.2,9945.58,8474447,-3.92
2020-01-07,KSE 100,Pakistan,21151.15,21438.97,20932.14,21308.27,4612610,0.74
2020-01-08,S&P 500,USA,10661.51,10888.86,10513.16,10517.48,29766157,-1.35
2020-01-08,NASDAQ Composite,USA,4580.16,4673.59,3880.47,4174.32,15840260,-8.86
2020-01-08,Dow Jones,USA,19492.78,19640.26,18948.57,19090.61,6698848,-2.06
2020-01-08,FTSE 100,UK,19122.28,19286.47,18837.53,19272.05,47787763,0.78
2020-01-08,Nikkei 225,Japan,15609.89,15886.69,15352.95,15735.75,11495300,0.81
2020-01-08,Hang Seng,Hong Kong,27674.59,28073.61,27391.31,27790.44,34603547,0.42
2020-01-08,DAX,Germany,23845.25,24458.12,23728.8,24285.48,12438459,1.85
2020-01-08,CAC 40,France,6011.51,6568.91,5823.73,6322.72,35045504,5.18
2020-01-08,SSE Composite,China,38486.43,38950.52,38465.62,38891.78,31185054,1.05
2020-01-08,KSE 100,Pakistan,15713.1,15898.58,15151.1,15252.07,28812615,-2.93
2020-01-09,S&P 500,USA,16030.47,16314.27,15952.26,16212.08,38752003,1.13
2020-01-09,NASDAQ Composite,USA,28022.72,28303.72,27859.3,27871.06,29372244,-0.54
2020-01-09,Dow Jones,USA,38735.64,38910.65,38565.09,38783.61,27328752,0.12
2020-01-09,FTSE 100,UK,29534.26,29609.27,28987.79,29161.95,34249942,-1.26
2020-01-09,Nikkei 225,Japan,37299.54,37786.65,37074.27,37657.95,20511512,0.96
2020-01-09,Hang Seng,Hong Kong,10291.21,10451.51,10019.97,10168.94,33425301,-1.19
2020-01-09,DAX,Germany,12607.77,12623.82,11920.19,12207.76,15573458,-3.17
2020-01-09,CAC 40,France,4560.18,4845.2,4094.31,4379.49,47977874,-3.96
2020-01-09,SSE Composite,China,20228.0,20255.51,19630.55,19811.29,30326259,-2.06
2020-01-09,KSE 100,Pakistan,27228.22,27718.07,26991.33,27480.59,39887092,0.93
2020-01-10,S&P 500,USA,20282.39,20447.25,19707.49,19839.95,31773482,-2.18
2020-01-10,NASDAQ Composite,USA,28527.43,29202.49,28276.34,28996.08,33185232,1.64
2020-01-10,Dow Jones,USA,4943.78,5154.08,4506.06,4527.89,41201137,-8.41
2020-01-10,FTSE 100,UK,35783.98,35937.98,35360.62,35430.58,14659783,-0.99
2020-01-10,Nikkei 225,Japan,15596.56,15840.4,15183.03,15467.2,7983896,-0.83
2020-01-10,Hang Seng,Hong Kong,24083.66,24296.12,23789.38,23933.88,13831595,-0.62
2020-01-10,DAX,Germany,22777.77,23049.67,22668.63,22701.99,36433922,-0.33
2020-01-10,CAC 40,France,10893.6,11065.05,10576.51,10798.81,7742471,-0.87
2020-01-10,SSE Composite,China,5583.52,5956.55,5408.51,5732.73,39858941,2.67
2020-01-10,KSE 100,Pakistan,16608.69,16633.56,16427.9,16586.41,44368581,-0.13
2020-01-11,S&P 500,USA,32282.26,32926.96,32185.45,32760.16,12889876,1.48
2020-01-11,NASDAQ Composite,USA,39725.63,39891.78,39008.63,39299.42,33095633,-1.07
2020-01-11,Dow Jones,USA,7482.4,7570.75,6900.46,7199.21,41480309,-3.78
2020-01-11,FTSE 100,UK,23788.26,24203.05,23703.97,24189.42,48196943,1.69
2020-01-11,Nikkei 225,Japan,35720.29,35906.33,35592.73,35675.94,3667867,-0.12
2020-01-11,Hang Seng,Hong Kong,26227.09,26295.9,26035.57,26115.35,5166500,-0.43
2020-01-11,DAX,Germany,39001.4,39697.06,38840.57,39487.61,22288948,1.25
2020-01-11,CAC 40,France,32738.01,32971.52,32464.73,32922.74,44109628,0.56
2020-01-11,SSE Composite,China,37680.74,37855.09,37321.63,37597.38,20857417,-0.22
2020-01-11,KSE 100,Pakistan,37376.41,37756.04,37368.5,37742.47,7285088,0.98
2020-01-12,S&P 500,USA,31326.49,31622.07,31193.84,31306.86,26301054,-0.06
2020-01-12,NASDAQ Composite,USA,16326.59,16826.48,16307.53,16655.75,24930984,2.02
2020-01-12,Dow Jones,USA,17177.96,17194.87,16691.95,16951.37,2722320,-1.32
2020-01-12,FTSE 100,UK,21839.5,22363.37,21663.96,22089.42,32657524,1.14
2020-01-12,Nikkei 225,Japan,37845.86,38269.72,37710.7,38195.51,18864557,0.92
2020-01-12,Hang Seng,Hong Kong,10806.26,10868.42,10317.52,10580.99,31061031,-2.08
2020-01-12,DAX,Germany,25107.0,25141.07,24763.69,24965.16,21112033,-0.56
2020-01-12,CAC 40,France,19572.22,19995.92,19327.3,19903.59,45166109,1.69
2020-01-12,SSE Composite,China,35189.49,35229.7,35084.34,35092.97,23064334,-0.27
2020-01-12,KSE 100,Pakistan,31602.06,31982.94,31331.12,31741.42,34881791,0.44
2020-01-13,S&P 500,USA,1567.24,1744.22,1300.16,1417.83,33843745,-9.53
2020-01-13,NASDAQ Composite,USA,14581.96,14831.05,14463.0,14595.95,35262121,0.1
2020-01-13,Dow Jones,USA,34632.18,35125.83,34354.21,35081.71,34248585,1.3
2020-01-13,FTSE 100,UK,30987.79,31001.55,30367.79,30554.03,16734209,-1.4
2020-01-13,Nikkei 225,Japan,13821.31,14026.76,13798.55,13954.71,17663288,0.97
2020-01-13,Hang Seng,Hong Kong,18944.65,19149.5,18735.35,19029.41,36185539,0.45
2020-01-13,DAX,Germany,8093.32,8362.36,7796.8,7938.99,49566364,-1.91
2020-01-13,CAC 40,France,38951.3,39120.39,38704.77,39053.24,6723601,0.26
2020-01-13,SSE Composite,China,11865.02,11891.63,11505.84,11542.03,33872680,-2.72
2020-01-13,KSE 100,Pakistan,14883.67,15316.51,14784.64,15277.89,40010202,2.65
2020-01-14,S&P 500,USA,2533.17,3020.95,2508.65,2832.58,4125354,11.82
2020-01-14,NASDAQ Composite,USA,36914.02,36997.09,36233.24,36475.1,16152994,-1.19
2020-01-14,Dow Jones,USA,8196.32,8307.46,7760.31,7905.67,39138329,-3.55
2020-01-14,FTSE 100,UK,30638.26,30885.68,30619.56,30669.53,31554810,0.1
2020-01-14,Nikkei 225,Japan,10845.04,11326.95,10691.54,11058.39,4708654,1.97
2020-01-14,Hang Seng,Hong Kong,2188.41,2661.87,2069.26,2555.63,48756479,16.78
2020-01-14,DAX,Germany,11500.49,11506.51,11281.15,11377.77,36747046,-1.07
2020-01-14,CAC 40,France,4478.97,4584.27,4376.09,4514.3,23419480,0.79
2020-01-14,SSE Composite,China,27484.99,27923.69,27458.91,27774.16,26153646,1.05
2020-01-14,KSE 100,Pakistan,29736.08,29969.78,29566.74,29793.82,17203305,0.19
2020-01-15,S&P 500,USA,12067.26,12261.04,11759.11,11930.34,10192300,-1.13
2020-01-15,NASDAQ Composite,USA,13883.59,14319.54,13815.99,14317.28,26691717,3.12
2020-01-15,Dow Jones,USA,10592.35,10648.32,10167.5,10253.03,7436446,-3.2
2020-01-15,FTSE 100,UK,3170.49,3528.29,3165.01,3512.8,41636644,10.8
2020-01-15,Nikkei 225,Japan,39312.77,39432.12,38633.96,38924.8,27337283,-0.99
2020-01-15,Hang Seng,Hong Kong,1206.7,1828.99,989.83,1681.77,36912253,39.37
2020-01-15,DAX,Germany,37245.66,37473.91,37161.67,37302.43,17612651,0.15
2020-01-15,CAC 40,France,8998.02,9679.3,8938.17,9466.02,9040979,5.2
2020-01-15,SSE Composite,China,10453.98,10637.17,9982.23,10068.82,14371172,-3.68
2020-01-15,KSE 100,Pakistan,20738.05,21266.26,20559.89,21170.07,43328965,2.08
2020-01-16,S&P 500,USA,14127.57,14146.58,13464.99,13761.98,43321932,-2.59
2020-01-16,NASDAQ Composite,USA,27698.29,27739.94,27285.35,27286.16,32443720,-1.49
2020-01-16,Dow Jones,USA,24229.91,24353.46,24096.83,24201.49,33874288,-0.12
2020-01-16,FTSE 100,UK,34178.37,34546.9,33898.49,34424.35,29151242,0.72
2020-01-16,Nikkei 225,Japan,37595.28,37615.23,37054.17,37276.51,6238331,-0.85
2020-01-16,Hang Seng,Hong Kong,33831.32,34069.9,33410.61,33471.09,32808285,-1.06
2020-01-16,DAX,Germany,33180.17,33250.88,32676.45,32866.58,7941245,-0.95
2020-01-16,CAC 40,France,14994.39,15489.32,14749.41,15371.59,8021862,2.52
2020-01-16,SSE Composite,China,28837.52,29424.41,28675.58,29237.18,6345854,1.39
2020-01-16,KSE 100,Pakistan,20606.1,20875.97,20223.14,20338.31,18691444,-1.3
2020-01-17,S&P 500,USA,36352.41,36511.72,36070.46,36476.65,12630982,0.34
2020-01-17,NASDAQ Composite,USA,29491.42,29735.15,29227.83,29685.13,48453472,0.66
2020-01-17,Dow Jones,USA,21804.98,22435.45,21759.48,22198.88,17559100,1.81
2020-01-17,FTSE 100,UK,10691.08,10945.08,10520.11,10935.02,42259524,2.28
2020-01-17,Nikkei 225,Japan,35193.86,35440.24,35002.75,35035.94,12606243,-0.45
2020-01-17,Hang Seng,Hong Kong,18823.01,19077.65,18661.05,18926.97,9514716,0.55
2020-01-17,DAX,Germany,9940.8,10379.07,9748.46,10163.06,28695858,2.24
2020-01-17,CAC 40,France,23054.83,23450.71,22806.79,23271.0,26554173,0.94
2020-01-17,SSE Composite,China,36429.57,36633.22,36290.97,36512.96,43019117,0.23
2020-01-17,KSE 100,Pakistan,24983.06,25436.65,24952.82,25394.91,26836512,1.65
2020-01-18,S&P 500,USA,1706.3,2358.06,1536.76,2078.42,40302467,21.81
2020-01-18,NASDAQ Composite,USA,31813.3,32008.71,31104.95,31336.32,28580296,-1.5
2020-01-18,Dow Jones,USA,17541.1,18057.85,17263.43,17777.54,17591661,1.35
2020-01-18,FTSE 100,UK,10200.34,10256.23,9614.61,9865.86,18271808,-3.28
2020-01-18,Nikkei 225,Japan,34925.96,35122.18,34806.26,34944.8,34872840,0.05
2020-01-18,Hang Seng,Hong Kong,30025.74,30262.07,29550.2,29731.32,22012258,-0.98
2020-01-18,DAX,Germany,16528.58,16841.93,16424.68,16565.97,14757649,0.23
2020-01-18,CAC 40,France,19752.64,20347.22,19742.79,20171.1,28915002,2.12
2020-01-18,SSE Composite,China,6493.42,6642.93,6044.13,6169.81,37919127,-4.98
2020-01-18,KSE 100,Pakistan,13147.45,13511.23,13081.42,13427.95,42041777,2.13
2020-01-19,S&P 500,USA,26877.96,27166.28,26511.39,26555.99,36966581,-1.2
2020-01-19,NASDAQ Composite,USA,34564.65,34655.06,34474.77,34599.72,20655820,0.1
2020-01-19,Dow Jones,USA,16495.41,16735.34,16317.38,16422.2,14691164,-0.44
2020-01-19,FTSE 100,UK,25374.06,25625.03,25075.55,25251.79,43531405,-0.48
2020-01-19,Nikkei 225,Japan,28848.31,29036.29,28703.98,28875.96,40648899,0.1
2020-01-19,Hang Seng,Hong Kong,8095.2,8740.82,7983.2,8456.98,22988809,4.47
2020-01-19,DAX,Germany,35999.79,36266.59,35706.11,36026.36,33722310,0.07
2020-01-19,CAC 40,France,26698.03,26764.63,26155.81,26225.13,1076218,-1.77
2020-01-19,SSE Composite,China,20714.81,20911.64,20543.97,20809.86,43290779,0.46
2020-01-19,KSE 100,Pakistan,10289.13,10362.08,9671.89,9888.57,43842925,-3.89
2020-01-20,S&P 500,USA,33378.57,33579.0,33214.26,33275.76,25527791,-0.31
2020-01-20,NASDAQ Composite,USA,4390.08,4744.09,4135.64,4523.32,42061756,3.04
2020-01-20,Dow Jones,USA,35181.32,35535.43,34908.13,35324.24,34246730,0.41
2020-01-20,FTSE 100,UK,11117.51,11294.6,10916.79,10997.21,7193956,-1.08
2020-01-20,Nikkei 225,Japan,16967.05,17149.94,16878.71,17019.1,48044083,0.31
2020-01-20,Hang Seng,Hong Kong,39007.34,39321.37,38837.61,39287.1,5261946,0.72
2020-01-20,DAX,Germany,35887.54,36314.96,35880.8,36187.39,14109773,0.84
2020-01-20,CAC 40,France,29925.79,30245.4,29860.38,30124.64,20023125,0.66
2020-01-20,SSE Composite,China,33562.28,34204.39,33510.78,34046.68,29700374,1.44
2020-01-20,KSE 100,Pakistan,27644.17,28125.65,27399.65,27966.75,37207525,1.17
2020-01-21,S&P 500,USA,3619.84,3769.08,3309.03,3525.09,48226729,-2.62
2020-01-21,NASDAQ Composite,USA,6460.72,6540.67,6004.75,6224.41,4138145,-3.66
2020-01-21,Dow Jones,USA,24420.16,24637.81,24145.83,24585.19,35954715,0.68
2020-01-21,FTSE 100,UK,31065.54,31171.71,30699.99,30987.58,21073266,-0.25
2020-01-21,Nikkei 225,Japan,4523.14,4814.6,4272.02,4794.13,40787171,5.99
2020-01-21,Hang Seng,Hong Kong,29042.79,29212.71,28697.1,28839.91,32873646,-0.7
2020-01-21,DAX,Germany,38209.39,38354.52,37763.42,37844.39,37905710,-0.96
2020-01-21,CAC 40,France,11228.3,11338.8,11079.39,11323.38,14283692,0.85
2020-01-21,SSE Composite,China,7032.21,7297.82,6928.9,7155.55,34458471,1.75
2020-01-21,KSE 100,Pakistan,29399.36,29605.88,29264.4,29394.85,29356738,-0.02
2020-01-22,S&P 500,USA,4032.85,4323.16,3533.61,3535.19,41131083,-12.34
2020-01-22,NASDAQ Composite,USA,15077.98,15353.18,14628.52,14669.56,14143608,-2.71
2020-01-22,Dow Jones,USA,18394.23,18556.8,17817.47,18079.36,42601684,-1.71
2020-01-22,FTSE 100,UK,30602.4,31017.67,30308.22,30826.5,22689432,0.73
2020-01-22,Nikkei 225,Japan,26219.93,26428.59,26018.96,26413.11,11523401,0.74
2020-01-22,Hang Seng,Hong Kong,23942.29,24608.38,23800.32,24441.64,2524102,2.09
2020-01-22,DAX,Germany,2323.89,2610.52,2046.57,2521.31,10913841,8.5
2020-01-22,CAC 40,France,17448.74,17967.6,17432.28,17744.09,9670178,1.69
2020-01-22,SSE Composite,China,13444.92,13784.94,13266.04,13773.83,49356322,2.45
2020-01-22,KSE 100,Pakistan,22866.41,23131.91,22688.39,22847.47,16170521,-0.08
2020-01-23,S&P 500,USA,29265.9,29360.49,28669.41,28831.26,41686940,-1.49
2020-01-23,NASDAQ Composite,USA,26804.55,27198.46,26676.51,27042.41,8152747,0.89
2020-01-23,Dow Jones,USA,10085.42,10346.45,9603.44,9609.82,39499601,-4.72
2020-01-23,FTSE 100,UK,37623.64,38221.8,37518.43,37922.42,7714301,0.79
2020-01-23,Nikkei 225,Japan,4453.19,4597.13,3816.56,3990.79,27035947,-10.38
2020-01-23,Hang Seng,Hong Kong,39379.26,39772.86,39252.85,39647.53,14775236,0.68
2020-01-23,DAX,Germany,29558.6,29698.79,28972.85,29061.95,39963185,-1.68
2020-01-23,CAC 40,France,12556.02,12568.64,12284.26,12289.62,15376941,-2.12
2020-01-23,SSE Composite,China,2758.93,2876.42,2331.06,2368.39,15133434,-14.16
2020-01-23,KSE 100,Pakistan,38048.49,38361.65,37923.21,38334.83,18687991,0.75
2020-01-24,S&P 500,USA,35483.76,35855.68,35187.0,35584.56,39559430,0.28
2020-01-24,NASDAQ Composite,USA,39655.58,39938.4,39192.35,39387.25,11812658,-0.68
2020-01-24,Dow Jones,USA,20994.85,21047.81,20659.38,20725.52,18803769,-1.28
2020-01-24,FTSE 100,UK,31403.79,31421.15,30963.19,31253.92,38735088,-0.48
2020-01-24,Nikkei 225,Japan,21212.15,21466.94,21134.08,21309.43,36383985,0.46
2020-01-24,Hang Seng,Hong Kong,20156.27,20921.83,20017.25,20652.6,22765239,2.46
2020-01-24,DAX,Germany,30166.99,30435.47,29443.82,29701.86,19498826,-1.54
2020-01-24,CAC 40,France,35220.97,35259.83,34719.95,34986.57,11851224,-0.67
2020-01-24,SSE Composite,China,34235.55,34334.26,33491.49,33770.97,4597706,-1.36
2020-01-24,KSE 100,Pakistan,4392.48,4504.29,4223.01,4300.94,21057988,-2.08
2020-01-25,S&P 500,USA,2902.56,3223.8,2869.72,2935.16,17556827,1.12
2020-01-25,NASDAQ Composite,USA,3969.1,4468.85,3824.93,4320.31,2132658,8.85
2020-01-25,Dow Jones,USA,33162.56,33365.96,32840.65,33010.37,7026988,-0.46
2020-01-25,FTSE 100,UK,29622.49,29904.2,29548.9,29643.75,5684346,0.07
2020-01-25,Nikkei 225,Japan,34824.47,35283.94,34615.23,35032.84,36501225,0.6
2020-01-25,Hang Seng,Hong Kong,5127.53,5383.29,4863.04,5326.52,36177004,3.88
2020-01-25,DAX,Germany,35001.9,35249.64,34492.48,34531.14,31038378,-1.34
2020-01-25,CAC 40,France,9916.38,10325.42,9749.53,10325.08,29500556,4.12
2020-01-25,SSE Composite,China,20791.24,20877.35,20112.55,20297.63,30263888,-2.37
2020-01-25,KSE 100,Pakistan,5517.91,5520.63,5149.0,5394.61,15812143,-2.23
2020-01-26,S&P 500,USA,5172.24,5595.65,4883.35,5433.27,7555035,5.05
2020-01-26,NASDAQ Composite,USA,25672.25,26135.03,25391.09,26104.28,2656671,1.68
2020-01-26,Dow Jones,USA,31063.31,31560.52,30832.01,31510.61,24394704,1.44
2020-01-26,FTSE 100,UK,23704.65,23890.92,23536.81,23550.53,25796429,-0.65
2020-01-26,Nikkei 225,Japan,38966.07,39659.84,38927.04,39434.95,36490172,1.2
2020-01-26,Hang Seng,Hong Kong,15960.88,16207.33,15414.95,15526.5,27996639,-2.72
2020-01-26,DAX,Germany,31045.89,31362.96,30963.8,31229.18,30221379,0.59
2020-01-26,CAC 40,France,17621.07,17670.16,17334.01,17572.46,27552476,-0.28
2020-01-26,SSE Composite,China,12636.6,13208.4,12567.59,12976.55,28209162,2.69
2020-01-26,KSE 100,Pakistan,11657.12,12153.3,11527.42,12107.99,27267668,3.87
2020-01-27,S&P 500,USA,36471.46,37118.17,36243.43,36828.82,21610500,0.98
2020-01-27,NASDAQ Composite,USA,39375.13,39643.36,39215.48,39284.46,43862524,-0.23
2020-01-27,Dow Jones,USA,8814.01,9396.61,8645.18,9182.13,12950571,4.18
2020-01-27,FTSE 100,UK,19455.19,19979.04,19194.6,19923.38,48123764,2.41
2020-01-27,Nikkei 225,Japan,6992.66,7151.77,6941.0,6946.36,27821567,-0.66
2020-01-27,Hang Seng,Hong Kong,12472.55,13174.64,12416.91,12884.39,39535694,3.3
2020-01-27,DAX,Germany,19779.37,19816.93,19191.01,19396.68,37210403,-1.93
2020-01-27,CAC 40,France,22778.09,22826.34,22308.18,22503.63,15467188,-1.2
2020-01-27,SSE Composite,China,24020.29,24315.6,23908.67,23953.54,43721553,-0.28
2020-01-27,KSE 100,Pakistan,27537.81,27830.22,27216.79,27433.35,4151882,-0.38
2020-01-28,S&P 500,USA,28104.29,28698.37,28092.41,28464.42,49018519,1.28
2020-01-28,NASDAQ Composite,USA,6690.96,6862.23,6288.24,6293.75,38712981,-5.94
2020-01-28,Dow Jones,USA,9203.63,9436.38,8767.28,9049.65,43590048,-1.67
2020-01-28,FTSE 100,UK,21190.75,21295.94,20768.66,20778.62,2947763,-1.94
2020-01-28,Nikkei 225,Japan,14954.25,15247.49,14716.09,14776.35,25455289,-1.19
2020-01-28,Hang Seng,Hong Kong,32222.88,32273.13,31891.66,31923.03,15391234,-0.93
2020-01-28,DAX,Germany,35952.63,36232.39,35768.75,36047.41,9421928,0.26
2020-01-28,CAC 40,France,28653.36,29238.56,28412.84,29024.33,49641341,1.29
2020-01-28,SSE Composite,China,24878.06,25076.31,24696.56,24862.46,17002437,-0.06
2020-01-28,KSE 100,Pakistan,32874.61,33067.69,32669.01,32826.93,5755469,-0.15
2020-01-29,S&P 500,USA,4183.57,4257.7,3696.06,3743.92,28346162,-10.51
2020-01-29,NASDAQ Composite,USA,9549.35,10126.28,9494.71,10025.21,37286070,4.98
2020-01-29,Dow Jones,USA,17912.56,17961.06,17449.96,17456.22,42681557,-2.55
2020-01-29,FTSE 100,UK,13960.27,14150.73,13935.81,14002.75,36876898,0.3
2020-01-29,Nikkei 225,Japan,9601.88,9662.96,9268.15,9520.28,10957168,-0.85
2020-01-29,Hang Seng,Hong Kong,34862.63,35312.61,34734.98,35089.8,10384451,0.65
2020-01-29,DAX,Germany,29678.66,30097.84,29515.67,29946.39,3363999,0.9
2020-01-29,CAC 40,France,23934.28,24052.93,23281.81,23463.67,18066318,-1.97
2020-01-29,SSE Composite,China,36127.37,36210.42,35871.39,36049.09,27256629,-0.22
2020-01-29,KSE 100,Pakistan,15006.89,15146.63,14639.94,14890.74,7086368,-0.77
2020-01-30,S&P 500,USA,6131.14,6619.67,6077.23,6346.96,14607851,3.52
2020-01-30,NASDAQ Composite,USA,15541.1,15677.62,15520.36,15553.71,16648245,0.08
2020-01-30,Dow Jones,USA,34959.25,35113.69,34796.78,34904.55,7491878,-0.16
2020-01-30,FTSE 100,UK,7377.43,7668.25,7191.07,7268.51,3090212,-1.48
2020-01-30,Nikkei 225,Japan,1352.19,1620.21,1233.19,1440.6,12393942,6.54
2020-01-30,Hang Seng,Hong Kong,18697.79,18719.84,18382.92,18433.84,18819593,-1.41
2020-01-30,DAX,Germany,18502.33,18715.44,18367.5,18671.72,42916167,0.92
2020-01-30,CAC 40,France,25068.65,25325.54,25018.37,25275.43,24284856,0.82
2020-01-30,SSE Composite,China,24615.99,24776.04,24238.18,24472.72,10709175,-0.58
2020-01-30,KSE 100,Pakistan,32421.14,32766.97,32359.38,32506.49,11929084,0.26
2020-01-31,S&P 500,USA,2333.32,2856.91,2263.98,2820.02,21709657,20.86
2020-01-31,NASDAQ Composite,USA,2534.4,2670.06,1876.35,2156.51,16702852,-14.91
