master_prt,derived_prt,trial,trial_year,country_code,state_province_code,state_province_name,city,site_type,syngenta_fieldscientist,trial_placement,latitude,longitude,cooperator,exp_design,quality,trial_status,assmt_num,last_assessment_flag,plant_date,assmt_date,emergence_date,first_appl_date_trt,first_appl_date_trial,most_recent_appl_date_trt,most_recent_appl_date_trial,dap,dae,daf_appl_trial,damr_appl_trial,daf_appl_trt,damr_appl_trt,crop_code,crop,variety,crop_attributes,crop_stg_min,crop_stg_max,pest_code,pest,pest_attributes,pest_stg_min,pest_stg_max,assmt_type,part_rated,part_rated_role,unit_reporting_basis,contrt,trt_num,product_names,product_rate_unit,app_schedule,application_description,method,placement,timing,spray_volume,trt_flag,factora,factora_level_desc,factorb,factorb_level_desc,factorc,factorc_level_desc,mitf_code,mitf_level,plot_id,range,row,rep_num,trt_label,se_name,assmt_label,rep_value,check_mean_value,trt_mean_value,check_pct,climate_zone_code,climate_zone_decode,trial_trialdesigntype,forced_single_factor,harmonized_rep_value,harmonized_unit_reporting_basis,artificial_population,company,generated_on,flight_time,site_name,flightblock_name,subplot_num,subplot_values,trt_chk_plottype,appl_date,crop_stage_majority_at_appl,crop_stage_majority_percent_at_appl,crop_stage_min_at_appl,crop_stage_min_percent_at_appl,crop_stage_max_at_appl,crop_stage_max_percent_at_appl,crop_density_at_appl,crop_height_at_appl,pest_stage_majority_at_appl,pest_stage_majority_percent_at_appl,pest_stage_min_at_appl,pest_stage_min_percent_at_appl,pest_stage_max_at_appl,pest_stage_max_percent_at_appl,pest_density_at_appl,pest_density_min_at_appl,pest_density_max_at_appl,pest_height_at_appl,pest_coverage_at_appl,componentindividualairateandunit,componentrateandunit,loc,year,species_cultivar,cultivar,plot_length,plot_lengthunit_symbol,plot_width,plot_widthunit_symbol,plot_area_sqft,rep_value_per_sqft
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,2,No,,2022-08-27 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-08-19 00:00:00,,,94,8,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,210,10,2,2,001 CHECK UNTREATED ,ZUSF014,002 Clarireedia jacksonii COUDIS PLOT number per 1 plot 94_DAA,4.0,9.25,9.25,0.0,,,Randomised complete block,,4.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.16666666666666666
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,1,No,,2022-08-10 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-07-27 00:00:00,,,77,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,408,8,4,4,001 CHECK UNTREATED ,ZUSF014,001 Clarireedia jacksonii COUDIS PLOT number per 1 plot 77_DAA,4.0,4.5,4.5,0.0,,,Randomised complete block,,4.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.16666666666666666
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,4,No,,2022-09-25 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-09-11 00:00:00,,,123,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,111,11,1,1,001 CHECK UNTREATED ,ZUSF014,004 Clarireedia jacksonii COUDIS PLOT number per 1 plot 123_DAA,12.0,29.5,29.5,0.0,,,Randomised complete block,,12.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.5
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,3,No,,2022-09-13 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-09-11 00:00:00,,,111,2,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,210,10,2,2,001 CHECK UNTREATED ,ZUSF014,003 Clarireedia jacksonii COUDIS PLOT number per 1 plot 111_DAA,5.0,13.0,13.0,0.0,,,Randomised complete block,,5.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.20833333333333334
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,3,No,,2022-09-13 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-09-11 00:00:00,,,111,2,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,111,11,1,1,001 CHECK UNTREATED ,ZUSF014,003 Clarireedia jacksonii COUDIS PLOT number per 1 plot 111_DAA,5.0,13.0,13.0,0.0,,,Randomised complete block,,5.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.20833333333333334
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,5,Yes,,2022-10-09 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-10-05 00:00:00,,,137,4,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,301,1,3,3,001 CHECK UNTREATED ,ZUSF014,005 Clarireedia jacksonii COUDIS PLOT number per 1 plot 137_DAA,98.0,60.75,60.75,0.0,,,Randomised complete block,,98.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,4.083333333333333
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,4,No,,2022-09-25 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-09-11 00:00:00,,,123,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,301,1,3,3,001 CHECK UNTREATED ,ZUSF014,004 Clarireedia jacksonii COUDIS PLOT number per 1 plot 123_DAA,56.0,29.5,29.5,0.0,,,Randomised complete block,,56.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,2.3333333333333335
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,5,Yes,,2022-10-09 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-10-05 00:00:00,,,137,4,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,210,10,2,2,001 CHECK UNTREATED ,ZUSF014,005 Clarireedia jacksonii COUDIS PLOT number per 1 plot 137_DAA,48.0,60.75,60.75,0.0,,,Randomised complete block,,48.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,2.0
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,2,No,,2022-08-27 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-08-19 00:00:00,,,94,8,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,301,1,3,3,001 CHECK UNTREATED ,ZUSF014,002 Clarireedia jacksonii COUDIS PLOT number per 1 plot 94_DAA,25.0,9.25,9.25,0.0,,,Randomised complete block,,25.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,1.0416666666666667
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,4,No,,2022-09-25 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-09-11 00:00:00,,,123,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,210,10,2,2,001 CHECK UNTREATED ,ZUSF014,004 Clarireedia jacksonii COUDIS PLOT number per 1 plot 123_DAA,18.0,29.5,29.5,0.0,,,Randomised complete block,,18.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.75
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,1,No,,2022-08-10 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-07-27 00:00:00,,,77,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,301,1,3,3,001 CHECK UNTREATED ,ZUSF014,001 Clarireedia jacksonii COUDIS PLOT number per 1 plot 77_DAA,11.0,4.5,4.5,0.0,,,Randomised complete block,,11.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.4583333333333333
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,1,No,,2022-08-10 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-07-27 00:00:00,,,77,14,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,111,11,1,1,001 CHECK UNTREATED ,ZUSF014,001 Clarireedia jacksonii COUDIS PLOT number per 1 plot 77_DAA,0.0,4.5,4.5,0.0,,,Randomised complete block,,0.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.0
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,2,No,,2022-08-27 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-08-19 00:00:00,,,94,8,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,408,8,4,4,001 CHECK UNTREATED ,ZUSF014,002 Clarireedia jacksonii COUDIS PLOT number per 1 plot 94_DAA,8.0,9.25,9.25,0.0,,,Randomised complete block,,8.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,0.3333333333333333
FMG801A2-2022US,FMG801A2-2022US,USWR0F1122022,2022,US,NY,New York,Hudson Falls,turf - golf course fairway,Lisa Beirn,C,43.315499,-73.55732,"Seaman, Marvin D.",RCBD,1.0,F,5,Yes,,2022-10-09 00:00:00+00:00,,,2022-05-25 00:00:00,,2022-10-05 00:00:00,,,137,4,,,AGSST,Creeping bentgrass,Penncross/Penneagle,,MAINT,MAINT,CLAEJA,Clarireedia jacksonii,,,,COUNT - DISEASE LOCI / HIT OR STRIKE,PLOT,,number per 1 plot,,1,CHECK UNTREATED,,,,,,,,Primary Check,,,,,,,,,111,11,1,1,001 CHECK UNTREATED ,ZUSF014,005 Clarireedia jacksonii COUDIS PLOT number per 1 plot 137_DAA,41.0,60.75,60.75,0.0,,,Randomised complete block,,41.0,number per 1 plot,N,,,,,,,,,2022-05-25 00:00:00; 2022-06-21 00:00:00; 2022-07-11 00:00:00; 2022-07-27 00:00:00; 2022-08-19 00:00:00; 2022-09-11 00:00:00,MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF; MAINT TURF,100; 100; 100; 100; 100; 100, TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; , TURF;  TURF;  TURF;  TURF;  TURF;  TURF,; ; ; ; ; ,,0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN; 0.6000 IN, BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; , BBCH;  BBCH;  BBCH;  BBCH;  BBCH;  BBCH,; ; ; ; ; ,,,,, ;  ;  ;  ;  ;  ,,,43.315499_-73.55732,2022,Creeping bentgrass_Penncross/Penneagle,Penncross/Penneagle,8.0,ft,3.0,ft,24.0,1.7083333333333333
