Building_block_id,tRESP_GSP_area,Pathway,Year,Value,Unit,DNO_licence_area
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2027,8.154134,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2028,10.845547,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2029,12.992724,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2030,15.779891,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2031,17.933364,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2032,21.983499,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2033,26.022204,GWh,SSEN South
Dem_BB005_1,IVER_132KV_in_H@IVER_1|IVER_6,tRESP - HT,2034,30.568704,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2025,2.393707,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2026,2.463183,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2027,4.068933,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2028,6.381734,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2029,8.500243,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2030,10.570723,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2031,12.921532,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2032,16.485686,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2033,20.060431,GWh,SSEN South
Dem_BB005_1,IVER_66KV_in_H@IVER_1|IVER_6,tRESP - HT,2034,23.628037,GWh,SSEN South
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2025,1.197063,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2026,1.216182,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2027,1.268952,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2028,1.355506,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2029,1.452985,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2030,1.567986,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2031,1.684661,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2032,1.800366,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2033,1.894687,GWh,UKPN London
Dem_BB005_1,LALEHAM_UKPN_LPN,tRESP - HT,2034,1.981714,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2025,4.404973,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2026,4.758153,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2027,5.195136,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2028,5.81807,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2029,5.478089,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2030,5.877927,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2031,6.286073,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2032,6.664664,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2033,7.016327,GWh,UKPN London
Dem_BB005_1,NEWX_132kV_AND_WIMBN_LPN,tRESP - HT,2034,7.34359,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2025,6.988981,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2026,7.521843,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2027,8.244929,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2028,9.205445,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2029,9.792777,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2030,10.810567,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2031,11.843356,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2032,12.793875,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2033,13.655018,GWh,UKPN London
Dem_BB005_1,New_Cross_66kV_in_C@NEWX_6,tRESP - HT,2034,14.446398,GWh,UKPN London
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2025,10.043055,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2026,10.301106,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2027,10.677531,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2028,11.283732,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2029,11.99783,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2030,12.734154,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2031,13.493148,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2032,14.244918,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2033,14.931889,GWh,UKPN Eastern
Dem_BB005_1,PELH_WYMOM_EPN,tRESP - HT,2034,15.58408,GWh,UKPN Eastern
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2025,1.936935,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2026,1.997634,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2027,2.063371,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2028,2.150017,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2029,2.243911,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2030,2.325393,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2031,2.394108,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2032,2.466269,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2033,2.518826,GWh,SP ENW
Dem_BB005_1,Risley_in_G@RAIN_1,tRESP - HT,2034,2.555503,GWh,SP ENW
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2025,9.715681,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2026,9.815627,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2027,9.990817,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2028,10.285026,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2029,10.648597,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2030,11.005306,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2031,11.367111,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2032,11.732397,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2033,12.069242,GWh,UKPN South East
Dem_BB005_1,SELL_RICH_SPN,tRESP - HT,2034,12.393894,GWh,UKPN South East
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2025,7.922003,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2026,12.8616,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2027,17.187369,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2028,22.968518,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2029,28.384164,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2030,34.760487,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2031,44.730381,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2032,54.097054,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2033,63.291594,GWh,NGED West Midlands
Dem_BB005_1,SHRW_IRONB_NGED,tRESP - HT,2034,71.519371,GWh,NGED West Midlands
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2025,5.202618,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2026,5.334182,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2027,5.888042,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2028,6.388738,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2029,7.340545,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2030,8.239897,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2031,9.138914,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2032,10.037549,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2033,11.199456,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BONNYBRIDGE,tRESP - HT,2034,12.54624,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2025,1.61797,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2026,1.74678,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2027,2.036242,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2028,2.261788,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2029,2.873092,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2030,3.452232,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2031,4.032086,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2032,4.579561,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2033,5.32023,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BORDERS,tRESP - HT,2034,6.093246,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2025,3.218004,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2026,3.354453,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2027,3.714704,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2028,4.021305,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2029,4.711102,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2030,5.397279,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2031,6.08343,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2032,6.758627,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2033,7.549943,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_BRAEHEAD,tRESP - HT,2034,8.473567,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2025,6.013405,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2026,6.310569,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2027,6.837891,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2028,7.280899,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2029,8.548818,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2030,9.814876,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2031,11.054847,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2032,12.243724,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2033,13.600507,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CLYDES_MILL,tRESP - HT,2034,15.148031,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2025,5.422431,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2026,5.489926,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2027,5.909362,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2028,6.301038,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2029,7.164829,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2030,8.005692,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2031,8.823388,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2032,9.581607,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2033,10.579777,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_CURRIE,tRESP - HT,2034,11.757329,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2025,0.662451,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2026,0.693039,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2027,0.784887,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2028,0.876735,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2029,1.091013,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2030,1.305291,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2031,1.519569,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2032,1.672632,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2033,1.91754,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_DEVOL_MOOR,tRESP - HT,2034,2.162448,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2025,2.463903,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2026,2.559036,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2027,2.97268,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2028,3.322989,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2029,4.154764,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2030,4.920558,GWh,SPEN SPD
Dem_BB005_1,SPEN_group_GALLOWAY,tRESP - HT,2031,5.686394,GWh,SPEN SPD
