price_int,request_count
300.0,6128
301.0,616
302.0,631
303.0,597
304.0,610
305.0,573
306.0,560
307.0,584
308.0,587
309.0,537
310.0,985
311.0,943
312.0,862
313.0,752
314.0,737
315.0,664
316.0,595
317.0,500
318.0,529
319.0,421
320.0,462
321.0,425
322.0,461
323.0,431
324.0,437
325.0,398
326.0,467
327.0,374
328.0,389
329.0,393
330.0,502
331.0,467
332.0,450
333.0,435
334.0,429
335.0,418
336.0,415
337.0,375
338.0,376
339.0,352
340.0,305
341.0,310
342.0,363
343.0,324
344.0,332
345.0,307
346.0,278
347.0,318
348.0,296
349.0,330
350.0,352
351.0,308
352.0,290
353.0,309
354.0,305
355.0,299
356.0,310
357.0,345
358.0,291
359.0,266
360.0,277
361.0,375
362.0,280
363.0,296
364.0,270
365.0,273
366.0,254
367.0,252
368.0,255
369.0,260
370.0,363
371.0,218
372.0,265
373.0,244
374.0,265
375.0,314
376.0,249
377.0,249
378.0,223
379.0,229
380.0,215
381.0,239
382.0,223
383.0,207
384.0,250
385.0,211
386.0,224
387.0,197
388.0,227
389.0,232
390.0,208
391.0,211
392.0,187
393.0,175
394.0,33319
395.0,210
396.0,257
397.0,203
398.0,206
399.0,241
400.0,279
401.0,297
402.0,252
403.0,268
404.0,246
405.0,253
406.0,262
407.0,262
408.0,264
409.0,268
410.0,358
411.0,222
412.0,240
413.0,240
414.0,225
415.0,197
416.0,261
417.0,287
418.0,260
419.0,189
420.0,1633
421.0,248
422.0,315
423.0,170
424.0,167
425.0,181
426.0,181
427.0,174
428.0,147
429.0,138
430.0,155
431.0,173
432.0,142
433.0,166
434.0,176
435.0,165
436.0,155
437.0,124
438.0,156
439.0,147
440.0,135
441.0,135
442.0,153
443.0,163
444.0,136
445.0,140
446.0,124
447.0,143
448.0,125
449.0,147
450.0,136
451.0,128
452.0,131
453.0,122
454.0,127
455.0,126
456.0,129
457.0,111
458.0,114
459.0,125
460.0,118
461.0,108
462.0,108
463.0,120
464.0,110
465.0,129
466.0,123
467.0,111
468.0,135
469.0,127
470.0,119
471.0,122
472.0,111
473.0,104
474.0,120
475.0,112
476.0,126
477.0,98
478.0,105
479.0,99
480.0,95
481.0,114
482.0,107
483.0,105
484.0,107
485.0,127
486.0,90
487.0,102
488.0,100
489.0,99
490.0,97
491.0,95
492.0,86
493.0,99
494.0,100
495.0,101
496.0,85
497.0,105
498.0,110
499.0,88
500.0,3778
501.0,176
502.0,156
503.0,146
504.0,148
505.0,156
506.0,149
507.0,143
508.0,130
509.0,144
510.0,118
511.0,127
512.0,127
513.0,124
514.0,97
515.0,110
516.0,116
517.0,92
518.0,117
519.0,73
520.0,106
521.0,98
522.0,92
523.0,79
524.0,80
525.0,65
526.0,87
527.0,84
528.0,92
529.0,74
530.0,87
531.0,68
532.0,92
533.0,92
534.0,88
535.0,87
536.0,80
537.0,81
538.0,83
539.0,71
540.0,92
541.0,72
542.0,79
543.0,62
544.0,67
545.0,70
546.0,63
547.0,75
548.0,70
549.0,74
550.0,67
551.0,64
552.0,60
553.0,83
554.0,57
555.0,71
556.0,71
557.0,64
558.0,67
559.0,65
560.0,92
561.0,61
562.0,57
563.0,69
564.0,63
565.0,61
566.0,89
567.0,61
568.0,65
569.0,63
570.0,44
571.0,59
572.0,66
573.0,59
574.0,53
575.0,66
576.0,54
577.0,53
578.0,64
579.0,63
580.0,48
581.0,61
582.0,62
583.0,72
584.0,65
585.0,51
586.0,55
587.0,60
588.0,63
589.0,49
590.0,56
591.0,51
592.0,54
593.0,60
594.0,48
595.0,43
596.0,41
597.0,50
598.0,55
599.0,46
600.0,57
601.0,50
602.0,44
603.0,45
604.0,50
605.0,42
606.0,61
607.0,54
608.0,54
609.0,48
610.0,49
611.0,52
612.0,51
613.0,36
614.0,34
615.0,44
616.0,58
617.0,56
618.0,27
619.0,41
620.0,48
621.0,44
622.0,41
623.0,45
624.0,47
625.0,43
626.0,48
627.0,51
628.0,53
629.0,43
630.0,29
631.0,11769
632.0,42
633.0,44
634.0,52
635.0,33
636.0,38
637.0,44
638.0,51
639.0,33
640.0,46
641.0,53
642.0,61
643.0,55
644.0,52
645.0,36
646.0,43
647.0,49
648.0,37
649.0,44
650.0,50
651.0,47
652.0,62
653.0,58
654.0,55
655.0,51
656.0,56
657.0,59
658.0,62
659.0,46
660.0,46
661.0,37
662.0,60
663.0,46
664.0,54
665.0,46
666.0,62
667.0,58
668.0,49
669.0,45
670.0,50
671.0,60
672.0,44
673.0,28
674.0,44
675.0,40
676.0,35
677.0,38
678.0,44
679.0,43
680.0,40
681.0,56
682.0,35
683.0,40
684.0,40
685.0,39
686.0,37
687.0,44
688.0,28
689.0,26
690.0,42
691.0,33
692.0,39
693.0,48
694.0,46
695.0,42
696.0,33
697.0,36
698.0,35
699.0,40
700.0,40
701.0,42
702.0,33
703.0,31
704.0,34
705.0,31
706.0,41
707.0,34
708.0,27
709.0,28
710.0,35
711.0,30
712.0,39
713.0,25
714.0,37
715.0,33
716.0,37
717.0,35
718.0,36
719.0,24
720.0,42
721.0,31
722.0,33
723.0,28
724.0,30
725.0,29
726.0,35
727.0,41
728.0,16
729.0,30
730.0,39
731.0,29
732.0,32
733.0,18
734.0,26
735.0,30
736.0,32
737.0,23
738.0,30
739.0,30
740.0,31
741.0,23
742.0,18
743.0,36
744.0,27
745.0,27
746.0,36
747.0,29
748.0,27
749.0,29
750.0,44
751.0,32
752.0,26
753.0,26
754.0,26
755.0,26
756.0,27
757.0,20
758.0,28
759.0,47
760.0,22
761.0,24
762.0,26
763.0,31
764.0,25
765.0,27
766.0,27
767.0,25
768.0,42
769.0,22
770.0,28
771.0,25
772.0,25
773.0,15
774.0,24
775.0,28
776.0,25
777.0,20
778.0,22
779.0,23
780.0,25
781.0,12
782.0,21
783.0,24
784.0,22
785.0,19
786.0,35
787.0,26
788.0,30
789.0,29
790.0,28
791.0,30
792.0,21
793.0,19
794.0,17
795.0,17
796.0,17
797.0,13
798.0,20
799.0,28
800.0,3868
801.0,80
802.0,93
803.0,76
804.0,91
805.0,86
806.0,73
807.0,82
808.0,81
809.0,63
810.0,90
811.0,71
812.0,73
813.0,65
814.0,82
815.0,71
816.0,70
817.0,72
818.0,75
819.0,82
820.0,74
821.0,80
822.0,81
823.0,60
824.0,68
825.0,59
826.0,53
827.0,63
828.0,44
829.0,82
830.0,60
831.0,65
832.0,48
833.0,61
834.0,52
835.0,44
836.0,52
837.0,46
838.0,56
839.0,52
840.0,44
841.0,34
842.0,25
843.0,44
844.0,30
845.0,25
846.0,26
847.0,28
848.0,32
849.0,23
850.0,22
851.0,27
852.0,26
853.0,28
854.0,20
855.0,20
856.0,25
857.0,22
858.0,23
859.0,24
860.0,17
861.0,27
862.0,30
863.0,21
864.0,17
865.0,23
866.0,29
867.0,23
868.0,43
869.0,20
870.0,19
871.0,21
872.0,27
873.0,22
874.0,15
875.0,18
876.0,29
877.0,27
878.0,18
879.0,23
880.0,21
881.0,21
882.0,30
883.0,20
884.0,25
885.0,26
886.0,27
887.0,14
888.0,30
889.0,21
890.0,19
891.0,28
892.0,18
893.0,20
894.0,30
895.0,16
896.0,27
897.0,11
898.0,34
899.0,17
900.0,27
901.0,17
902.0,17
903.0,19
904.0,26
905.0,25
906.0,16
907.0,27
908.0,20
909.0,26
910.0,15
911.0,17
912.0,23
913.0,24
914.0,20
915.0,16
916.0,21
917.0,21
918.0,20
919.0,11
920.0,18
921.0,17
922.0,19
923.0,25
924.0,19
925.0,24
926.0,20
927.0,8
928.0,21
929.0,16
930.0,18
931.0,19
932.0,15
933.0,20
934.0,23
935.0,19
936.0,19
937.0,17
938.0,20
939.0,19
940.0,17
941.0,18
942.0,19
943.0,15
944.0,11
945.0,15
946.0,21
947.0,21
948.0,11
949.0,18
950.0,15
951.0,22
952.0,16
953.0,24
954.0,20
955.0,21
956.0,10
957.0,12
958.0,11
959.0,16
960.0,11
961.0,29
962.0,13
963.0,21
964.0,13
965.0,13
966.0,14
967.0,17
968.0,19
969.0,14
970.0,12
971.0,21
972.0,17
973.0,23
974.0,19
975.0,19
976.0,14
977.0,18
978.0,15
979.0,11
980.0,15
981.0,16
982.0,12
983.0,20
984.0,9
985.0,11
986.0,20
987.0,17
988.0,22
989.0,11
990.0,10
991.0,21
992.0,6
993.0,14
994.0,10
995.0,15
996.0,13
997.0,18
998.0,12
999.0,18
1000.0,22
1001.0,18
1002.0,16
1003.0,22
1004.0,14
1005.0,22
1006.0,19
1007.0,8469
1008.0,25
1009.0,26
1010.0,19
1011.0,19
1012.0,19
1013.0,24
1014.0,23
1015.0,19
1016.0,19
1017.0,20
1018.0,22
1019.0,25
1020.0,24
1021.0,14
1022.0,22
1023.0,21
1024.0,36
1025.0,25
1026.0,27
1027.0,17
1028.0,19
1029.0,21
1030.0,30
1031.0,30
1032.0,20
1033.0,15
1034.0,29
1035.0,25
1036.0,20
1037.0,21
1038.0,26
1039.0,23
1040.0,16
1041.0,23
1042.0,22
1043.0,33
1044.0,19
1045.0,9
1046.0,17
1047.0,20
1048.0,15
1049.0,19
1050.0,19
1051.0,18
1052.0,18
1053.0,20
1054.0,17
1055.0,23
1056.0,24
1057.0,13
1058.0,15
1059.0,19
1060.0,13
1061.0,18
1062.0,24
1063.0,29
1064.0,22
1065.0,20
1066.0,18
1067.0,13
1068.0,26
1069.0,15
1070.0,15
1071.0,15
1072.0,16
1073.0,5
1074.0,14
1075.0,15
1076.0,23
1077.0,14
1078.0,21
1079.0,16
1080.0,14
1081.0,13
1082.0,16
1083.0,14
1084.0,13
1085.0,15
1086.0,13
1087.0,17
1088.0,20
1089.0,12
1090.0,13
1091.0,13
1092.0,21
1093.0,12
1094.0,16
1095.0,14
1096.0,17
1097.0,11
1098.0,15
1099.0,14
1100.0,17
1101.0,15
1102.0,17
1103.0,8
1104.0,8
1105.0,15
1106.0,17
1107.0,11
1108.0,18
1109.0,16
1110.0,13
1111.0,9
1112.0,14
1113.0,16
1114.0,9
1115.0,12
1116.0,7
1117.0,15
1118.0,14
1119.0,15
1120.0,15
1121.0,10
1122.0,11
1123.0,18
1124.0,11
1125.0,12
1126.0,7
1127.0,14
1128.0,16
1129.0,12
1130.0,17
1131.0,9
1132.0,11
1133.0,19
1134.0,13
1135.0,17
1136.0,14
1137.0,9
1138.0,12
1139.0,9
1140.0,14
1141.0,17
1142.0,11
1143.0,10
1144.0,13
1145.0,17
1146.0,14
1147.0,6
1148.0,11
1149.0,21
1150.0,17
1151.0,18
1152.0,16
1153.0,15
1154.0,12
1155.0,9
1156.0,14
1157.0,13
1158.0,9
1159.0,8
1160.0,19
1161.0,13
1162.0,23
1163.0,10
1164.0,16
1165.0,11
1166.0,8
1167.0,11
1168.0,10
1169.0,6
1170.0,10
1171.0,16
1172.0,14
1173.0,16
1174.0,9
1175.0,13
1176.0,10
1177.0,7
1178.0,14
1179.0,12
1180.0,9
1181.0,6
1182.0,13
1183.0,19
1184.0,8
1185.0,16
1186.0,7
1187.0,13
1188.0,8
1189.0,11
1190.0,13
1191.0,2
1192.0,13
1193.0,11
1194.0,12
1195.0,15
1196.0,9
1197.0,6
1198.0,10
1199.0,12
1200.0,13
1201.0,10
1202.0,18
1203.0,9
1204.0,10
1205.0,9
1206.0,13
1207.0,15
1208.0,7
1209.0,11
1210.0,14
1211.0,17
1212.0,17
1213.0,11
1214.0,10
1215.0,16
1216.0,9
1217.0,12
1218.0,14
1219.0,14
1220.0,8
1221.0,11
1222.0,12
1223.0,8
1224.0,16
1225.0,13
1226.0,19
1227.0,12
1228.0,13
1229.0,15
1230.0,14
1231.0,13
1232.0,14
1233.0,13
1234.0,12
1235.0,12
1236.0,12
1237.0,13
1238.0,4
1239.0,6
1240.0,10
1241.0,12
1242.0,15
1243.0,14
1244.0,7
1245.0,8
1246.0,16
1247.0,12
1248.0,8
1249.0,6
1250.0,9
1251.0,13
1252.0,6
1253.0,11
1254.0,10
1255.0,9
1256.0,8
1257.0,9
1258.0,9
1259.0,22
1260.0,8
1261.0,12
1262.0,9
1263.0,13
1264.0,7
1265.0,11
1266.0,6
1267.0,9
1268.0,7
1269.0,12
1270.0,15
1271.0,14
1272.0,11
1273.0,13
1274.0,9
1275.0,8
1276.0,12
1277.0,9
1278.0,10
1279.0,10
1280.0,7
1281.0,6
1282.0,9
1283.0,12
1284.0,10
1285.0,5
1286.0,7
1287.0,12
1288.0,8
1289.0,11
1290.0,9
1291.0,8
1292.0,5
1293.0,6
1294.0,6
1295.0,7
1296.0,12
1297.0,10
1298.0,7
1299.0,8
1300.0,12
1301.0,10
1302.0,8
1303.0,8
1304.0,14
1305.0,11
1306.0,17
1307.0,6
1308.0,9
1309.0,11
1310.0,5
1311.0,10
1312.0,8
1313.0,11
1314.0,12
1315.0,11
1316.0,9
1317.0,7
1318.0,5
1319.0,4
1320.0,7
1321.0,7
1322.0,8
1323.0,6
1324.0,9
1325.0,7
1326.0,4
1327.0,10
1328.0,8
1329.0,4
1330.0,6
1331.0,6
1332.0,12
1333.0,7
1334.0,14
1335.0,5
1336.0,7
1337.0,6
1338.0,6
1339.0,9
1340.0,4
1341.0,8
1342.0,8
1343.0,10
1344.0,19
1345.0,10
1346.0,7
1347.0,8
1348.0,6
1349.0,9
1350.0,7
1351.0,5
1352.0,5
1353.0,5
1354.0,4
1355.0,5
1356.0,4
1357.0,8
1358.0,7
1359.0,11
1360.0,7
1361.0,5
1362.0,7
1363.0,5
1364.0,6
1365.0,14
1366.0,8
1367.0,7
1368.0,5
1369.0,4
1370.0,12
1371.0,3
1372.0,7
1373.0,3
1374.0,6
1375.0,6
1376.0,6
1377.0,11
1378.0,8
1379.0,8
1380.0,6
1381.0,4
1382.0,8
1383.0,9
1384.0,5
1385.0,9
1386.0,8
1387.0,8
1388.0,4
1389.0,7
1390.0,6
1391.0,7
1392.0,12
1393.0,5
1394.0,5
1395.0,5
1396.0,9
1397.0,6
1398.0,8
1399.0,4
1400.0,5
1401.0,8
1402.0,5
1403.0,6
1404.0,10
1405.0,14
1406.0,6
1407.0,3
1408.0,7
1409.0,7
1410.0,6
1411.0,7
1412.0,8
1413.0,9
1414.0,10
1415.0,14
1416.0,6
1417.0,2
1418.0,3
1419.0,4
1420.0,2
1421.0,7
1422.0,9
1423.0,6
1424.0,5
1425.0,6
1426.0,4
1427.0,10
1428.0,4
1429.0,12
1430.0,7
1431.0,5
1432.0,7
1433.0,9
1434.0,7
1435.0,7
1436.0,4
1437.0,11
1438.0,8
1439.0,7
1440.0,6
1441.0,5
1442.0,6
1443.0,15
1444.0,5
1445.0,3
1446.0,14
1447.0,10
1448.0,3
1449.0,6
1450.0,6
1451.0,6
1452.0,6
1453.0,4
1454.0,7
1455.0,4
1456.0,7
1457.0,5
1458.0,7
1459.0,4
1460.0,8
1461.0,8
1462.0,13
1463.0,6
1464.0,6
1465.0,8
1466.0,4
1467.0,5
1468.0,2
1469.0,5
1470.0,7
1471.0,8
1472.0,10
1473.0,9
1474.0,7
1475.0,8
1476.0,6
1477.0,8
1478.0,1
1479.0,4
1480.0,6
1481.0,6
1482.0,5
1483.0,5
1484.0,2
1485.0,4
1486.0,7
1487.0,7
1488.0,6
1489.0,3
1490.0,5
1491.0,10
1492.0,7
1493.0,12
1494.0,7
1495.0,3
1496.0,8
1497.0,4
1498.0,4
1499.0,6
1500.0,3
1501.0,7
1502.0,8
1503.0,4
1504.0,12
1505.0,6
1506.0,1
1507.0,2
1508.0,3
1509.0,6
1510.0,12
1511.0,4
1512.0,7
1513.0,5
1514.0,2
1515.0,5
1516.0,6
1517.0,3
1518.0,4
1519.0,7
1520.0,6
1521.0,6
1522.0,5
1523.0,9
1524.0,5
1525.0,7
1526.0,9
1527.0,6
1528.0,5
1529.0,6
1530.0,1
1531.0,2
1532.0,8
1533.0,11
1534.0,6
1535.0,7
1536.0,12
1537.0,4
1538.0,3
1539.0,4
1540.0,4
1541.0,3
1542.0,7
1543.0,6
1544.0,9
1545.0,4
1546.0,5
1547.0,5
1548.0,6
1549.0,7
1550.0,4
1551.0,6
1552.0,4
1553.0,5
1554.0,4
1555.0,5
1556.0,6
1557.0,7
1558.0,6
1559.0,4
1560.0,9
1561.0,11
1562.0,8
1563.0,5
1564.0,5
1565.0,4
1566.0,7
1567.0,7
1568.0,6
1569.0,5
1570.0,4
1571.0,5
1572.0,2
1573.0,6
1574.0,2
1575.0,9
1576.0,5
1577.0,3
1578.0,3
1579.0,6
1580.0,2
1581.0,6
1582.0,6
1583.0,10
1584.0,4
1585.0,5
1586.0,2
1587.0,4
1588.0,6
1589.0,2
1590.0,3
1591.0,11
1592.0,5
1593.0,4
1594.0,2
1595.0,2
1596.0,8
1597.0,9
1598.0,6
1599.0,8
1600.0,4
1601.0,1
1602.0,2
1603.0,10
1604.0,7
1605.0,6
1606.0,3
1607.0,8
1608.0,3
1609.0,7
1610.0,6
1611.0,7
1612.0,5
1613.0,6
1614.0,4
1615.0,3
1616.0,4
1617.0,6
1618.0,7
1619.0,3
1620.0,12
1621.0,5
1622.0,6
1623.0,5
1624.0,2
1625.0,7
1626.0,3
1627.0,2
1628.0,4
1629.0,5
1630.0,7
1631.0,8
1632.0,8
1633.0,5
1634.0,3
1635.0,2
1636.0,5
1637.0,12
1638.0,6
1639.0,3
1640.0,7
1641.0,8
1642.0,3
1643.0,2
1644.0,4
1645.0,3
1646.0,7
1647.0,2
1648.0,2
1649.0,2
1650.0,2
1651.0,6
1652.0,2
1653.0,2
1654.0,7
1655.0,3
1656.0,2
1657.0,5
1658.0,8
1659.0,6
1660.0,5
1661.0,6
1662.0,1
1663.0,2
1664.0,5
1665.0,6
1666.0,3
1667.0,3
1668.0,5
1669.0,5
1670.0,3
1671.0,8
1672.0,4
1673.0,14
1674.0,5
1675.0,5
1676.0,3
1677.0,3
1678.0,2
1679.0,2
1680.0,4
1681.0,3
1682.0,1
1683.0,3
1685.0,6
1686.0,5
1687.0,3
1688.0,3
1689.0,3
1690.0,3
1691.0,1
1692.0,2
1693.0,5
1694.0,5
1695.0,3
1696.0,5
1697.0,5
1698.0,4
1699.0,4
1700.0,7
1701.0,7
1702.0,3
1703.0,6
1704.0,5
1705.0,5
1706.0,2
1708.0,5
1709.0,5
1710.0,2
1711.0,6
1712.0,8
1713.0,6
1714.0,7
1715.0,3
1716.0,2
1717.0,4
1718.0,2
1719.0,5
1720.0,2
1721.0,1
1722.0,4
1723.0,3
1724.0,2
1725.0,6
1726.0,4
1727.0,1
1728.0,4
1729.0,1
1730.0,4
1731.0,4
1732.0,2
1733.0,4
1734.0,6
1735.0,6
1736.0,4
1737.0,6
1738.0,2
1739.0,3
1740.0,5
1741.0,6
1742.0,1
1743.0,2
1744.0,2
1745.0,2
1746.0,1
1747.0,4
1748.0,3
1749.0,3
1750.0,3
1752.0,7
1753.0,7
1754.0,3
1755.0,3
1756.0,5
1757.0,3
1758.0,7
1759.0,1
1760.0,1
1761.0,6
1762.0,2
1763.0,5
1764.0,4
1765.0,5
1766.0,2
1767.0,3
1768.0,4
1769.0,3
1770.0,6
1771.0,1
1772.0,5
1773.0,5
1774.0,7
1775.0,4
1776.0,7
1777.0,4
1778.0,5
1779.0,1
1780.0,3
1782.0,5
1783.0,3
1784.0,3
1785.0,2
1786.0,3
1787.0,6
1788.0,2
1789.0,6
1790.0,9
1791.0,2
1792.0,1
1793.0,1
1794.0,6
1795.0,4
1796.0,4
1797.0,3
1798.0,2
1799.0,4
1800.0,6
1801.0,3
1802.0,4
1803.0,6
1804.0,4
1805.0,3
1806.0,5
1808.0,4
1809.0,3
1810.0,1
1811.0,7
1812.0,2
1813.0,2
1814.0,3
1815.0,2
1816.0,4
1817.0,6
1818.0,2
1819.0,5
1820.0,3
1821.0,2
1822.0,4
1823.0,2
1824.0,4
1825.0,6
1826.0,3
1827.0,6
1828.0,4
1829.0,6
1830.0,1
1831.0,4
1832.0,4
1833.0,1
1834.0,1
1835.0,3
1836.0,2
1837.0,3
1838.0,4
1839.0,4
1841.0,3
1842.0,6
1843.0,7
1844.0,5
1845.0,2
1846.0,2
1847.0,2
1848.0,5
1849.0,2
1850.0,4
1851.0,2
1852.0,1
1853.0,6
1854.0,1
1855.0,3
1856.0,2
1857.0,1
1858.0,2
1859.0,1
1860.0,4
1861.0,4
1862.0,3
1863.0,3
1865.0,5
1866.0,4
1867.0,4
1868.0,2
1869.0,4
1870.0,5
1871.0,3
1872.0,5
1873.0,1
1874.0,4
1875.0,4
1876.0,2
1877.0,2
1879.0,3
1880.0,5
1881.0,6
1882.0,1
1883.0,2
1884.0,2
1885.0,3
1887.0,2
1888.0,1
1889.0,3
1890.0,5
1891.0,6
1892.0,1
1893.0,2
1894.0,2
1895.0,5
1896.0,3
1897.0,3
1898.0,2
1899.0,4
1900.0,4
1901.0,1
1903.0,2
1904.0,5
1905.0,1
1906.0,2
1908.0,2
1909.0,2
1910.0,2
1911.0,2
1912.0,2
1913.0,2
1914.0,5
1916.0,1
1917.0,4
1918.0,4
1919.0,2
1920.0,3
1922.0,6
1923.0,2
1924.0,2
1925.0,2
1926.0,5
1927.0,6
1928.0,5
1929.0,5
1930.0,1
1931.0,3
1932.0,5
1933.0,4
1934.0,3
1936.0,1
1937.0,2
1938.0,2
1939.0,3
1940.0,3
1941.0,1
1942.0,1
1943.0,3
1944.0,2
1945.0,2
1946.0,2
1947.0,3
1948.0,4
1949.0,2
1950.0,4
1951.0,1
1952.0,3
1953.0,2
1954.0,3
1955.0,1
1956.0,6
1957.0,2
1958.0,7
1959.0,3
1960.0,5
1961.0,3
1962.0,4
1963.0,3
1964.0,2
1965.0,3
1966.0,7
1967.0,2
1968.0,1
1969.0,2
1970.0,1
1971.0,1
1972.0,1
1973.0,4
1974.0,2
1975.0,5
1976.0,2
1977.0,5
1978.0,3
1979.0,3
1980.0,1
1981.0,2
1982.0,5
1984.0,2
1985.0,4
1986.0,2
1988.0,1
1989.0,3
1990.0,2
1991.0,1
1992.0,1
1993.0,2
1994.0,1
1995.0,3
1996.0,3
1997.0,1
1998.0,5
1999.0,3
2000.0,82
2001.0,3
2002.0,1
2003.0,6
2004.0,1
2005.0,2
2006.0,2
2007.0,6
2008.0,5
2009.0,1
2010.0,3
2011.0,1
2012.0,1
2013.0,3
2014.0,2
2015.0,5
2016.0,2
2017.0,1
2018.0,2
2019.0,8
2020.0,1
2021.0,3
2022.0,3
2025.0,1
2026.0,5
2027.0,4
2028.0,4
2029.0,1
2030.0,2
2031.0,5
2032.0,2
2033.0,2
2034.0,3
2035.0,1
2036.0,3
2037.0,5
2038.0,5
2039.0,3
2040.0,5
2041.0,3
2042.0,1
2043.0,2
2044.0,3
2046.0,3
2047.0,4
2048.0,1
2049.0,3
2050.0,3
2051.0,4
2052.0,4
2053.0,3
2055.0,3
2056.0,2
2057.0,2
2058.0,5
2059.0,2
2060.0,1
2061.0,3
2062.0,2
2063.0,5
2065.0,3
2066.0,1
2068.0,7
2069.0,1
2070.0,1
2071.0,1
2072.0,4
2073.0,1
2074.0,3
2075.0,1
2076.0,4
2077.0,1
2079.0,3
2080.0,2
2081.0,2
2082.0,1
2083.0,3
2084.0,4
2085.0,3
2086.0,2
2087.0,2
2088.0,3
2089.0,3
2090.0,2
2091.0,2
2094.0,3
2095.0,6
2096.0,2
2097.0,2
2098.0,2
2099.0,3
2100.0,4
2101.0,3
2102.0,1
2103.0,4
2104.0,1
2105.0,3
2106.0,5
2107.0,4
2108.0,2
2109.0,2
2110.0,1
2111.0,3
2112.0,5
2115.0,2
2116.0,3
2117.0,2
2118.0,2
2119.0,2
2120.0,1
2121.0,1
2122.0,2
2123.0,3
2124.0,3
2125.0,1
2126.0,4
2127.0,1
2128.0,1
2129.0,1
2130.0,3
