"是否SAAS","平台","账号","销售类别","销售方式","收入年度","入账年度","入账期间","订单年度","订单期间","产品线","内部交易币别","内部税率","税额原币","税额本币","预计收入期数","收入数量","收款收入金额","收入期数","收入原币","收入汇率","收入本币","前期累计收入","截止本期收入","未确认收入金额","财务代码","财务名称","销售公司代码","销售公司名称","客户代码","客户名称","Cart订单","Cart主订单","Cart支付号"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857144150554579382",Q241113143738933436230,"241113143738933436230"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.08.02",万兴全球有限公司,"1863789753669783717",CO1705691867390554202,pay_yxuf37jstazuzb5v673ighz7bu
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1858593640528482610",Q241117054200162151969,"241117054200162151969"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,4.6892000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1856056928220745808",Q241110203409222104874,"241110203409222104874"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1854607445721092228",Q241106070832842597259,"241106070832842597259"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,8.2355000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1859318441727496602",Q241119013624947473781,"241119013624947473781"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,1.7319320000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1859680804389523768",Q241120190936945135182,"241120190936945135182"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1853399475368759765",Q241029224029709389828,"241029224029709389828"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1853399475368759764",Q241029224029709389828,"241029224029709389828"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857506506690269437",Q241111095129138519386,"241111095129138519386"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857868896216813758",Q241112224134215936484,"241112224134215936484"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857868896216813757",Q241112224134215936484,"241112224134215936484"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860043494656053490",Q241113143738933436230,"241113143738933436230"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860043485206286586",Q241115082501031949690,"241115082501031949690"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860043485206286585",Q241115082501031949690,"241115082501031949690"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860043474305290529",Q241117054200162151969,"241117054200162151969"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860405592804298934",Q241119013624947473781,"241119013624947473781"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1861492751963525601",Q241120190936945135182,"241120190936945135182"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.08.02",万兴全球有限公司,"1863789829578297528",CO1704198469735284813,pay_dob3oc4etxbela5syo4gmmwc7i
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1856419385330110720",Q241111095129138519386,"241111095129138519386"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.08.02",万兴全球有限公司,"1863789615945617545",CO1707025314558124062,pay_yrd2v75cidretov5376ugtipau
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1856781903705673798",Q241112224134215936484,"241112224134215936484"
1,OceanPayment,"213638",收入,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,4.6892000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857868932279439844",Q241115082501031949690,"241115082501031949690"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1856419350253146178",Q241106070832842597259,"241106070832842597259"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1856419350253146179",Q241106070832842597259,"241106070832842597259"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1857506506690269438",Q241111095129138519386,"241111095129138519386"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860043474305290530",Q241117054200162151969,"241117054200162151969"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1860405592804298935",Q241119013624947473781,"241119013624947473781"
1,OceanPayment,"213638",费用,经销,202512,2024,11,2024,11,FaceMod,"",0.0000000000,0.0000000000,0.0000000000,24,1.0000000000,0.0000000000,1.0000000000,0.0000000000,7.0288000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"001.000369",Wondershare AI产品线 软件,"100.15",杭州格像科技有限公司,"100.07.01",炜博科技有限公司,"1861492751963525602",Q241120190936945135182,"241120190936945135182"
1,OceanPayment,"213638",收入,经销,202512,2025,6,2025,6,NewBlue FX,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,68.7300000000,1.0000000000,5.7300000000,8.2355000000,40.2800000000,34.3800000000,40.1100000000,28.6200000000,"001.000351",Wondershare NewBlue FX 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1930346605009965452",Q250603201214799859995,"250603201214799859995"
1,OceanPayment,"213638",收入,经销,202512,2025,6,2025,6,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,74.9900000000,1.0000000000,6.2500000000,7.0288000000,43.9300000000,37.5000000000,43.7500000000,31.2400000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1932158352243036540",Q250608224546866859146,"250608224546866859146"
1,Adyen,Wondershare-HK,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,59.9900000000,1.0000000000,5.0000000000,7.0288000000,35.1400000000,5.0000000000,10.0000000000,49.9900000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1990558950465999219",ADXR8Q3MTJGMGBX7W4,XR8Q3MTJGMGBX7W4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.8900000000,1.0000000000,0.5700000000,7.0288000000,4.0100000000,0.5700000000,1.1400000000,5.7500000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995837948364329353",CO1833974293874475070,pay_vlsegfhuedre7mzugza6hdgvne
1,OceanPayment,"213638",收入,经销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,23.7200000000,1.0000000000,7.9100000000,0.0447970000,55.6000000000,7.9100000000,15.8200000000,7.9000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1985308563882381520",Q251101184812470114005,"251101184812470114005"
1,OceanPayment,"213638",收入,经销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,23.7200000000,1.0000000000,7.9100000000,0.0447970000,55.6000000000,7.9100000000,15.8200000000,7.9000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1985308563362287676",Q251101235320467223008,"251101235320467223008"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.0700000000,1.0000000000,0.5100000000,0.0447970000,3.5800000000,0.5100000000,1.0200000000,5.0500000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995837798220828800",CO1839402605950402583,pay_rmwqynj4mz7uvbbaoas6lpbfou
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,58.6600000000,1.0000000000,4.8900000000,0.0447970000,34.3700000000,4.8900000000,9.7800000000,48.8800000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995837939354964376",CO1834013049679904796,pay_zo3pdeusrqiuzownzubivswth4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,7.1900000000,1.0000000000,0.6000000000,7.0288000000,4.2200000000,0.6000000000,1.2000000000,5.9900000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838002630234255",CO1834021138344714322,pay_sdzv6gngpseuracb2aumzmhsje
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,50.3000000000,1.0000000000,4.1900000000,4.6892000000,29.4500000000,4.1900000000,8.3800000000,41.9200000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995837952093065247",CO1836226646581321787,pay_uysatfoiauuundper7tzfex7oa
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.8900000000,1.0000000000,0.5700000000,7.0288000000,4.0100000000,0.5700000000,1.1400000000,5.7500000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838069932036167",CO1839570205023797293,pay_u7jlnuac4trebihor6ang43hwm
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,12.6300000000,1.0000000000,4.2100000000,8.2355000000,29.5900000000,4.2100000000,8.4200000000,4.2100000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995837784396403133",CO1839640119298502735,pay_ghmhzopsexdu5g2ulh6oidwt5q
