组合代码,估值日期,市场代码,科目代码,科目名称,证券代码,证券名称, 数量 ,成本,市值,应收利息
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,603205,健尔康, 128 ,"1,875.20","4,899.84",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,603194,中力股份, 291 ,"5,913.12","10,414.89",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,603091,众鑫股份, 94 ,"2,491.00","4,398.26",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,603072,天和磁材," 2,255 ","27,736.50","27,736.50",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601988,中国银行," 240,000 ","802,717.53","1,322,400.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601985,中国核电," 263,100 ","1,828,028.53","2,744,133.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601939,建设银行," 160,600 ","902,572.00","1,411,674.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601918,新集能源," 308,300 ","1,904,286.00","2,213,594.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601899,紫金矿业," 103,200 ","1,267,340.00","1,560,384.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601825,沪农商行," 241,600 ","1,760,602.18","2,056,016.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601816,京沪高铁," 455,600 ","2,494,518.94","2,806,496.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601702,华峰铝业," 38,700 ","719,379.00","708,984.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601658,邮储银行," 265,600 ","1,317,697.05","1,508,608.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601601,中国太保," 49,700 ","1,392,366.95","1,693,776.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601600,中国铝业," 442,700 ","3,211,519.00","3,253,845.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601298,青岛港," 140,000 ","1,307,424.00","1,275,400.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601288,农业银行," 367,500 ","1,214,842.53","1,962,450.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,601225,陕西煤业," 118,800 ","2,343,753.00","2,763,288.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600036,招商银行," 74,900 ","3,127,827.36","2,943,570.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600188,兖矿能源," 47,710 ","731,305.00","676,050.70",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600406,国电南瑞," 13,904 ","352,039.44","350,658.88",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600426,华鲁恒升," 129,600 ","2,825,479.00","2,800,656.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600483,福能股份," 140,500 ","1,418,663.86","1,400,785.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600660,福耀玻璃," 31,500 ","1,345,118.33","1,965,600.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600795,国电电力," 510,900 ","2,037,757.11","2,339,922.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600803,新奥股份," 62,800 ","1,210,830.52","1,361,504.00",0.00
I47Q0297,2024-12-31,上海,11020101,上交所股票投资成本,600938,中国海油," 178,100 ","3,502,370.94","5,255,731.00",0.00
I47Q0297,2024-12-31,上海,11020301,上交所新股投资成本,688615,合合信息, 289 ,"15,947.02","58,505.16",0.00
I47Q0297,2024-12-31,上海,11020301,上交所新股投资成本,688710,益诺思, 332 ,"6,327.92","11,789.32",0.00
I47Q0297,2024-12-31,上海,11020301,上交所新股投资成本,688721,龙图光罩, 279 ,"5,161.50","16,472.16",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,001391,国货航," 42,165 ","96,979.50","388,339.65",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002039,黔源电力," 71,700 ","1,087,495.14","1,094,142.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002032,苏泊尔," 13,600 ","726,092.00","723,656.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002157,正邦科技," 419,700 ","1,358,860.00","1,225,524.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002352,顺丰控股," 36,000 ","2,135,337.03","1,450,800.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002415,海康威视," 28,300 ","1,173,484.34","868,810.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002966,苏州银行," 400,300 ","2,933,864.00","3,246,433.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002304,洋河股份," 17,600 ","1,482,702.00","1,470,128.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,003816,中国广核," 705,100 ","2,211,694.18","2,912,063.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000060,中金岭南," 178,300 ","896,949.07","836,227.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000333,美的集团," 33,800 ","2,293,545.21","2,542,436.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000338,潍柴动力," 46,200 ","723,632.63","632,940.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000408,藏格矿业," 170,800 ","4,200,434.00","4,736,284.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000543,皖能电力," 154,800 ","979,037.31","1,224,468.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000807,云铝股份," 618,200 ","7,902,814.99","8,364,246.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000933,神火股份," 322,900 ","5,544,020.00","5,457,010.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000951,中国重汽," 16,100 ","278,552.00","273,378.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000975,山金国际," 93,000 ","1,507,523.04","1,429,410.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,000001,平安银行," 237,600 ","3,055,028.00","2,779,920.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,001286,陕西能源," 139,100 ","1,561,989.91","1,290,848.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002142,宁波银行," 145,300 ","4,668,230.31","3,532,243.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002128,电投能源," 217,600 ","3,147,993.03","4,260,608.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,001965,招商公路," 303,000 ","2,948,019.05","4,226,850.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,002078,太阳纸业," 100,000 ","1,455,457.00","1,487,000.00",0.00
I47Q0297,2024-12-31,深圳,11023101,深交所股票投资成本,001872,招商港口," 41,400 ","849,857.00","847,458.00",0.00
I47Q0297,2024-12-31,深圳,11023301,深交所新股投资成本,001391,国货航," 4,686 ","10,777.80","43,158.06",0.00
I47Q0297,2024-12-31,深圳,11023301,深交所新股投资成本,001279,强邦新材, 265 ,"2,565.20","10,896.80",0.00
I47Q0297,2024-12-31,深圳,11024101,深交所创业板股票成本,300750,宁德时代," 3,660 ","1,048,846.86","973,560.00",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301607,富特科技, 257 ,"3,598.00","9,748.01",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301608,博实结, 184 ,"8,188.00","12,581.92",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301611,珂玛科技, 804 ,"6,432.00","47,403.84",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301617,博苑股份, 253 ,"7,023.28","12,958.66",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301622,英思特, 306 ,"6,842.16","19,057.68",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301631,壹连科技, 153 ,"11,167.47","20,165.40",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301522,上大股份, 816 ,"5,614.08","29,784.00",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301552,科力装备, 143 ,"4,290.00","8,385.52",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301556,托普云农, 267 ,"3,871.50","23,074.14",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301606,绿联科技, 396 ,"8,399.16","14,968.80",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301613,新铝时代, 276 ,"7,645.20","15,911.40",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301626,苏州天脉, 957 ,"20,317.11","89,517.78",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301603,乔锋智能, 233 ,"6,174.50","9,953.76",0.00
I47Q0297,2024-12-31,深圳,11024301,深交所创业板新股成本,301585,蓝宇股份, 210 ,"5,029.50","9,794.40",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600985,淮北矿业," 200,600 ","2,907,508.00","2,822,442.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601058,赛轮轮胎," 91,300 ","1,348,357.00","1,308,329.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601088,中国神华," 83,900 ","2,834,713.00","3,647,972.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601168,西部矿业," 231,700 ","3,073,280.99","3,723,419.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601225,陕西煤业," 118,800 ","2,343,753.00","2,763,288.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600188,兖矿能源," 47,710 ","731,305.00","676,050.70",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601288,农业银行," 367,500 ","1,214,842.53","1,962,450.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601298,青岛港," 140,000 ","1,307,424.00","1,275,400.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601600,中国铝业," 442,700 ","3,211,519.00","3,253,845.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603194,中力股份, 291 ,"5,913.12","10,414.89",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601601,中国太保," 49,700 ","1,392,366.95","1,693,776.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600036,招商银行," 74,900 ","3,127,827.36","2,943,570.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601658,邮储银行," 265,600 ","1,317,697.05","1,508,608.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600941,中国移动," 11,900 ","886,369.43","1,406,104.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600406,国电南瑞," 13,904 ","352,039.44","350,658.88",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601021,春秋航空," 48,500 ","2,777,463.00","2,796,995.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,688036,传音控股," 35,729 ","3,420,552.84","3,394,255.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,688012,中微公司," 16,282 ","3,520,466.04","3,079,903.12",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,605090,九丰能源," 16,600 ","373,880.11","473,598.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603993,洛阳钼业," 58,300 ","310,156.00","387,695.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603619,中曼石油," 50,700 ","948,714.00","981,552.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603565,中谷物流," 114,300 ","1,105,426.00","1,120,140.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603395,红四方, 154 ,"1,228.92","8,103.48",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601702,华峰铝业," 38,700 ","719,379.00","708,984.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603391,力聚热能, 100 ,"4,000.00","4,209.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603350,安乃达, 106 ,"2,179.36","3,869.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603091,众鑫股份, 94 ,"2,491.00","4,398.26",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603072,天和磁材," 2,255 ","27,736.50","27,736.50",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601988,中国银行," 240,000 ","802,717.53","1,322,400.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601985,中国核电," 263,100 ","1,828,028.53","2,744,133.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601939,建设银行," 160,600 ","902,572.00","1,411,674.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601918,新集能源," 308,300 ","1,904,286.00","2,213,594.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601899,紫金矿业," 103,200 ","1,267,340.00","1,560,384.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603338,浙江鼎力," 43,100 ","2,618,386.00","2,780,812.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601825,沪农商行," 241,600 ","1,760,602.18","2,056,016.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,601816,京沪高铁," 455,600 ","2,494,518.94","2,806,496.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603323,苏农银行," 216,900 ","959,095.28","1,147,401.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603310,巍华新材, 254 ,"4,417.06","4,686.30",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603285,键邦股份, 129 ,"2,405.85","2,941.20",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603259,药明康德," 25,900 ","1,445,719.00","1,425,536.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,603205,健尔康, 128 ,"1,875.20","4,899.84",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600483,福能股份," 140,500 ","1,418,663.86","1,400,785.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600660,福耀玻璃," 31,500 ","1,345,118.33","1,965,600.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600795,国电电力," 510,900 ","2,037,757.11","2,339,922.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600803,新奥股份," 62,800 ","1,210,830.52","1,361,504.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600900,长江电力," 135,000 ","3,643,230.56","3,989,250.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600426,华鲁恒升," 129,600 ","2,825,479.00","2,800,656.00",0.00
I47Q0297,2025-01-01,上海,11020101,上交所股票投资成本,600938,中国海油," 178,100 ","3,502,370.94","5,255,731.00",0.00
I47Q0297,2025-01-01,上海,11020301,上交所新股投资成本,688721,龙图光罩, 279 ,"5,161.50","16,472.16",0.00
I47Q0297,2025-01-01,上海,11020301,上交所新股投资成本,688710,益诺思, 332 ,"6,327.92","11,789.32",0.00
I47Q0297,2025-01-01,上海,11020301,上交所新股投资成本,688615,合合信息, 289 ,"15,947.02","58,505.16",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000001,平安银行," 237,600 ","3,055,028.00","2,779,920.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000060,中金岭南," 178,300 ","896,949.07","836,227.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000333,美的集团," 33,800 ","2,293,545.21","2,542,436.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000338,潍柴动力," 46,200 ","723,632.63","632,940.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000408,藏格矿业," 170,800 ","4,200,434.00","4,736,284.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000543,皖能电力," 154,800 ","979,037.31","1,224,468.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000807,云铝股份," 618,200 ","7,902,814.99","8,364,246.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000933,神火股份," 322,900 ","5,544,020.00","5,457,010.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000951,中国重汽," 16,100 ","278,552.00","273,378.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,000975,山金国际," 93,000 ","1,507,523.04","1,429,410.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,001286,陕西能源," 139,100 ","1,561,989.91","1,290,848.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,001391,国货航," 42,165 ","96,979.50","388,339.65",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,001872,招商港口," 41,400 ","849,857.00","847,458.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,001965,招商公路," 303,000 ","2,948,019.05","4,226,850.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002032,苏泊尔," 13,600 ","726,092.00","723,656.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002039,黔源电力," 71,700 ","1,087,495.14","1,094,142.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002078,太阳纸业," 100,000 ","1,455,457.00","1,487,000.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002128,电投能源," 217,600 ","3,147,993.03","4,260,608.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002142,宁波银行," 145,300 ","4,668,230.31","3,532,243.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002157,正邦科技," 419,700 ","1,358,860.00","1,225,524.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002304,洋河股份," 17,600 ","1,482,702.00","1,470,128.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002352,顺丰控股," 36,000 ","2,135,337.03","1,450,800.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002415,海康威视," 28,300 ","1,173,484.34","868,810.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,002966,苏州银行," 400,300 ","2,933,864.00","3,246,433.00",0.00
I47Q0297,2025-01-01,深圳,11023101,深交所股票投资成本,003816,中国广核," 705,100 ","2,211,694.18","2,912,063.00",0.00
I47Q0297,2025-01-01,深圳,11023301,深交所新股投资成本,001279,强邦新材, 265 ,"2,565.20","10,896.80",0.00
I47Q0297,2025-01-01,深圳,11023301,深交所新股投资成本,001391,国货航," 4,686 ","10,777.80","43,158.06",0.00
I47Q0297,2025-01-01,深圳,11024101,深交所创业板股票成本,300750,宁德时代," 3,660 ","1,048,846.86","973,560.00",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301556,托普云农, 267 ,"3,871.50","23,074.14",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301613,新铝时代, 276 ,"7,645.20","15,911.40",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301622,英思特, 306 ,"6,842.16","19,057.68",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301631,壹连科技, 153 ,"11,167.47","20,165.40",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301552,科力装备, 143 ,"4,290.00","8,385.52",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301522,上大股份, 816 ,"5,614.08","29,784.00",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301617,博苑股份, 253 ,"7,023.28","12,958.66",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301626,苏州天脉, 957 ,"20,317.11","89,517.78",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301611,珂玛科技, 804 ,"6,432.00","47,403.84",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301608,博实结, 184 ,"8,188.00","12,581.92",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301606,绿联科技, 396 ,"8,399.16","14,968.80",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301607,富特科技, 257 ,"3,598.00","9,748.01",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301603,乔锋智能, 233 ,"6,174.50","9,953.76",0.00
I47Q0297,2025-01-01,深圳,11024301,深交所创业板新股成本,301585,蓝宇股份, 210 ,"5,029.50","9,794.40",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603194,中力股份, 291 ,"5,913.12","10,266.48",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,600426,华鲁恒升," 129,600 ","2,825,479.00","2,734,560.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,600803,新奥股份," 62,800 ","1,210,830.52","1,322,568.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,600795,国电电力," 510,900 ","2,037,757.11","2,263,287.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,600660,福耀玻璃," 31,500 ","1,345,118.33","1,904,175.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,600483,福能股份," 140,500 ","1,418,663.86","1,347,395.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,688036,传音控股," 35,729 ","3,420,552.84","3,323,511.58",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,688012,中微公司," 16,282 ","3,520,466.04","2,945,413.80",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,605090,九丰能源," 16,600 ","373,880.11","459,322.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603993,洛阳钼业," 58,300 ","310,156.00","383,614.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603619,中曼石油," 50,700 ","948,714.00","964,821.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603565,中谷物流," 114,300 ","1,105,426.00","1,083,564.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603395,红四方, 154 ,"1,228.92","7,838.60",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603391,力聚热能, 100 ,"4,000.00","4,096.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603350,安乃达, 106 ,"2,179.36","3,544.64",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603338,浙江鼎力," 43,100 ","2,618,386.00","2,731,247.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603323,苏农银行," 216,900 ","959,095.28","1,110,528.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603310,巍华新材, 254 ,"4,417.06","4,503.42",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603285,键邦股份, 129 ,"2,405.85","2,828.97",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603259,药明康德," 25,900 ","1,445,719.00","1,374,254.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603205,健尔康, 128 ,"1,875.20","4,736.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603091,众鑫股份, 94 ,"2,491.00","4,298.62",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,603072,天和磁材," 2,255 ","27,736.50","27,736.50",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,601988,中国银行," 240,000 ","802,717.53","1,288,800.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,601985,中国核电," 263,100 ","1,828,028.53","2,670,465.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,601939,建设银行," 160,600 ","902,572.00","1,379,554.00",0.00
I47Q0297,2025-01-02,上海,11020101,上交所股票投资成本,601918,新集能源," 308,300 ","1,904,286.00","2,124,187.00",0.00
