@timestamp,@version,capacity_bytes,date,failure,model,serial_number,lifetime
2018-01-01T09:23:30.574Z,1,4000787030016.0,2017-04-09T21:00:00.000Z,1,ST4000DM000,Z3054HPN,416
2018-01-01T09:30:58.762Z,1,4000787030016.0,2017-04-13T21:00:00.000Z,1,ST4000DM000,Z300GZBV,468
2018-01-01T09:33:51.310Z,1,4000787030016.0,2017-04-15T21:00:00.000Z,1,ST4000DM000,Z3024W1C,470
2018-01-01T09:14:06.779Z,1,4000787030016.0,2017-04-05T21:00:00.000Z,1,ST4000DX000,Z1Z03J9E,460
2018-01-01T10:07:19.672Z,1,4000787030016.0,2017-05-05T21:00:00.000Z,1,ST4000DM000,Z304L9P8,490
2018-01-01T10:06:52.702Z,1,4000787030016.0,2017-05-04T21:00:00.000Z,1,ST4000DM000,Z3023X6K,489
2018-01-01T10:10:33.557Z,1,4000787030016.0,2017-05-07T21:00:00.000Z,1,ST4000DM000,Z302AKQS,492
2018-01-01T10:12:23.701Z,1,4000787030016.0,2017-05-08T21:00:00.000Z,1,Hitachi HDS5C4040ALE630,PL2311LAG1L4AC,493
2018-01-01T10:18:32.637Z,1,4000787030016.0,2017-05-12T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL2331LAHBAP3J,330
2018-01-01T10:17:49.741Z,1,4000787030016.0,2017-05-12T21:00:00.000Z,1,ST4000DM000,Z305D2KE,458
2018-01-01T10:13:10.020Z,1,4000787030016.0,2017-05-09T21:00:00.000Z,1,ST4000DM000,W300J8DX,494
2018-01-01T10:10:51.144Z,1,4000787030016.0,2017-05-07T21:00:00.000Z,1,ST4000DM000,Z300TXH6,492
2018-01-01T10:10:59.993Z,1,4000787030016.0,2017-05-07T21:00:00.000Z,1,ST4000DM000,Z3015SZN,492
2018-01-01T10:50:23.320Z,1,4000787030016.0,2017-06-02T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL1331LAHBS6NH,351
2018-01-01T10:50:28.521Z,1,6001175126016.0,2017-06-02T21:00:00.000Z,1,ST6000DX000,Z4D084X3,518
2018-01-01T10:51:10.343Z,1,4000787030016.0,2017-06-03T21:00:00.000Z,1,ST4000DM000,Z304KBXJ,519
2018-01-01T10:51:03.372Z,1,4000787030016.0,2017-06-03T21:00:00.000Z,1,ST4000DM000,Z304JW3S,519
2018-01-01T10:38:24.651Z,1,4000787030016.0,2017-05-25T21:00:00.000Z,1,ST4000DM000,Z300GZ1R,510
2018-01-01T10:38:24.556Z,1,4000787030016.0,2017-05-25T21:00:00.000Z,1,ST4000DM000,Z3027GDY,510
2018-01-01T10:31:01.169Z,1,4000787030016.0,2017-05-20T21:00:00.000Z,1,ST4000DM000,Z305NSS5,423
2018-01-01T10:39:31.556Z,1,4000787030016.0,2017-05-26T21:00:00.000Z,1,ST4000DX000,Z1Z059JQ,511
2018-01-01T10:23:21.197Z,1,4000787030016.0,2017-05-15T21:00:00.000Z,1,ST4000DM000,Z305D2BM,452
2018-01-01T10:26:59.567Z,1,4000787030016.0,2017-05-17T21:00:00.000Z,1,ST4000DM000,Z30260WC,502
2018-01-01T10:32:31.004Z,1,4000787030016.0,2017-05-21T21:00:00.000Z,1,ST4000DM000,Z30262K4,506
2018-01-01T10:32:13.941Z,1,4000787030016.0,2017-05-21T21:00:00.000Z,1,ST4000DM000,Z305GWPW,456
2018-01-01T10:53:31.445Z,1,4000787030016.0,2017-06-04T21:00:00.000Z,1,ST4000DM000,W30088ZB,520
2018-01-01T11:16:26.542Z,1,4000787030016.0,2017-06-18T21:00:00.000Z,1,ST4000DM000,Z30330GD,517
2018-01-01T11:16:11.425Z,1,4000787030016.0,2017-06-18T21:00:00.000Z,1,ST4000DX000,Z1Z05CDK,534
2018-01-01T11:16:43.019Z,1,4000787030016.0,2017-06-19T21:00:00.000Z,1,ST4000DM000,Z3001G79,535
2018-01-01T11:18:45.821Z,1,4000787030016.0,2017-06-20T21:00:00.000Z,1,ST4000DM000,Z303THHV,473
2018-01-01T11:07:16.595Z,1,500107862016.0,2017-06-13T21:00:00.000Z,1,ST500LM012 HN,S2ZYJ9GGB02833,418
2018-01-01T11:10:43.336Z,1,4000787030016.0,2017-06-15T21:00:00.000Z,1,ST4000DM000,Z300PC7X,531
2018-01-01T11:10:43.441Z,1,4000787030016.0,2017-06-15T21:00:00.000Z,1,ST4000DM000,Z304JKHX,531
2018-01-01T11:19:40.269Z,1,4000787030016.0,2017-06-20T21:00:00.000Z,1,ST4000DM000,Z3040Q7P,536
2018-01-01T10:56:13.631Z,1,4000787030016.0,2017-06-06T21:00:00.000Z,1,ST4000DM000,W300WRGX,229
2018-01-01T11:05:10.782Z,1,4000787030016.0,2017-06-11T21:00:00.000Z,1,ST4000DX000,Z1Z05CDD,527
2018-01-01T10:58:20.166Z,1,4000787030016.0,2017-06-07T21:00:00.000Z,1,ST4000DM000,Z300XQWQ,523
2018-01-01T11:05:21.218Z,1,4000787030016.0,2017-06-12T21:00:00.000Z,1,ST4000DM000,W300J8BR,528
2018-01-01T10:33:39.478Z,1,4000787030016.0,2017-05-22T21:00:00.000Z,1,ST4000DM000,Z3026Z5M,507
2018-01-01T10:24:13.774Z,1,4000787030016.0,2017-05-16T21:00:00.000Z,1,ST4000DM000,Z300ZSYS,501
2018-01-01T10:24:13.743Z,1,4000787030016.0,2017-05-16T21:00:00.000Z,1,ST4000DM000,Z304JMKD,501
2018-01-01T11:21:48.323Z,1,4000787030016.0,2017-06-22T21:00:00.000Z,1,ST4000DM000,Z3016PFJ,538
2018-01-01T11:24:53.887Z,1,4000787030016.0,2017-06-23T21:00:00.000Z,1,ST4000DM000,Z302BDTD,2
2018-01-01T11:20:52.230Z,1,4000787030016.0,2017-06-21T21:00:00.000Z,1,ST4000DM000,S300X985,537
2018-01-01T11:22:09.237Z,1,4000787030016.0,2017-06-22T21:00:00.000Z,1,ST4000DM000,Z300GPGX,538
2018-01-01T11:22:08.838Z,1,4000787030016.0,2017-06-22T21:00:00.000Z,1,ST4000DM000,Z300GYX3,538
2018-01-01T11:26:56.674Z,1,8001563222016.0,2017-06-25T21:00:00.000Z,1,ST8000DM002,ZA12FFSQ,144
2018-01-01T11:27:27.067Z,1,4000787030016.0,2017-06-25T21:00:00.000Z,1,ST4000DM000,Z300GQJK,541
2018-01-01T11:11:43.193Z,1,4000787030016.0,2017-06-15T21:00:00.000Z,1,ST4000DM000,Z300ZS2W,531
2018-01-01T11:13:35.998Z,1,4000787030016.0,2017-06-17T21:00:00.000Z,1,ST4000DM000,Z3041BYX,533
2018-01-10T07:03:29.057Z,1,4000787030016.0,2016-10-09T21:00:00.000Z,1,ST4000DM000,Z304YS93,234
2018-01-10T07:08:16.439Z,1,4000787030016.0,2016-10-12T21:00:00.000Z,1,ST4000DM000,Z3011WJC,285
2018-01-10T07:19:58.601Z,1,4000787030016.0,2016-10-21T21:00:00.000Z,1,ST4000DM000,Z30149E5,294
2018-01-10T07:15:00.966Z,1,4000787030016.0,2016-10-18T21:00:00.000Z,1,ST4000DM000,Z302510P,291
2018-01-10T07:17:56.446Z,1,4000787030016.0,2016-10-20T21:00:00.000Z,1,HGST HMS5C4040ALE640,PL1331LAGRZ3DH,293
2018-01-10T07:19:58.771Z,1,8001563222016.0,2016-10-21T21:00:00.000Z,1,ST8000DM002,ZA10MCVX,143
2018-01-10T07:13:49.530Z,1,4000787030016.0,2016-10-17T21:00:00.000Z,1,ST4000DM000,Z3024TSW,290
2018-01-10T07:15:13.606Z,1,4000787030016.0,2016-10-18T21:00:00.000Z,1,ST4000DM000,Z3029FAJ,291
2018-01-10T07:16:53.359Z,1,4000787030016.0,2016-10-19T21:00:00.000Z,1,ST4000DM000,Z304Z59F,236
2018-01-10T07:18:40.415Z,1,4000787030016.0,2016-10-20T21:00:00.000Z,1,Hitachi HDS5C4040ALE630,PL1321LAG320VH,293
2018-01-10T07:20:41.301Z,1,4000787030016.0,2016-10-22T21:00:00.000Z,1,ST4000DM000,Z300GZ1G,295
2018-01-10T07:20:44.333Z,1,4000787030016.0,2016-10-22T21:00:00.000Z,1,ST4000DM000,W3006NXV,295
2018-01-10T07:20:48.556Z,1,4000787030016.0,2016-10-22T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL1331LAHBN1MH,135
2018-01-01T13:58:10.571Z,1,4000787030016.0,2017-03-27T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL1331LAHG20PH,1
2018-01-01T13:59:00.849Z,1,4000787030016.0,2017-03-27T21:00:00.000Z,1,ST4000DM000,Z305B6WJ,429
2018-01-10T06:48:56.972Z,1,4000787030016.0,2016-09-30T21:00:00.000Z,1,ST4000DM000,Z300W5HA,273
2018-01-10T06:48:35.341Z,1,4000787030016.0,2016-09-30T21:00:00.000Z,1,ST4000DM000,Z3025KXS,273
2018-01-01T13:55:16.438Z,1,4000787030016.0,2017-03-24T22:00:00.000Z,1,ST4000DM000,Z302SVG2,449
2018-01-10T06:51:40.876Z,1,4000787030016.0,2016-10-01T21:00:00.000Z,1,ST4000DM000,Z3025LF2,274
2018-01-01T13:58:30.407Z,1,4000787030016.0,2017-03-27T21:00:00.000Z,1,ST4000DM000,Z300YMWV,451
2018-01-01T14:01:47.457Z,1,4000787030016.0,2017-03-29T21:00:00.000Z,1,ST4000DM000,Z305B1MN,451
2018-01-01T14:04:17.636Z,1,4000787030016.0,2017-03-30T21:00:00.000Z,1,ST4000DM000,Z305PEAL,398
2018-01-01T14:04:13.055Z,1,4000787030016.0,2017-03-30T21:00:00.000Z,1,ST4000DM000,Z305AQGZ,415
2018-01-01T13:59:31.681Z,1,500107862016.0,2017-03-27T21:00:00.000Z,1,TOSHIBA MQ01ABF050,96HCTBI8T,24
2018-01-01T13:59:40.250Z,1,4000787030016.0,2017-03-27T21:00:00.000Z,1,ST4000DM000,Z3023WL1,451
2018-01-01T13:57:52.803Z,1,4000787030016.0,2017-03-26T21:00:00.000Z,1,ST4000DM000,Z305ACJX,428
2018-01-10T06:53:13.286Z,1,4000787030016.0,2016-10-02T21:00:00.000Z,1,ST4000DM000,Z30111K5,275
2018-01-01T14:03:06.967Z,1,4000787030016.0,2017-03-30T21:00:00.000Z,1,ST4000DM000,Z302BPKE,454
2018-01-10T07:04:59.466Z,1,4000787030016.0,2016-10-10T21:00:00.000Z,1,ST4000DM000,Z3015332,283
2018-01-10T07:23:33.638Z,1,4000787030016.0,2016-10-24T21:00:00.000Z,1,ST4000DM000,S30115XM,297
2018-01-10T07:35:09.971Z,1,4000787030016.0,2016-11-03T22:00:00.000Z,1,ST4000DM000,W300J82G,308
2018-01-10T07:35:14.885Z,1,4000787030016.0,2016-11-03T22:00:00.000Z,1,ST4000DM000,Z3015CBJ,308
2018-01-10T07:37:41.737Z,1,4000787030016.0,2016-11-05T22:00:00.000Z,1,ST4000DM000,Z304GHJH,310
2018-01-10T07:25:47.835Z,1,4000787030016.0,2016-10-26T21:00:00.000Z,1,ST4000DM000,Z303YMJH,299
2018-01-10T07:25:47.919Z,1,4000787030016.0,2016-10-26T21:00:00.000Z,1,ST4000DM000,S300YC4L,299
2018-01-10T07:28:06.748Z,1,4000787030016.0,2016-10-28T21:00:00.000Z,1,ST4000DM000,Z3025LGC,301
2018-01-10T07:31:42.018Z,1,8001563222016.0,2016-10-31T22:00:00.000Z,1,ST8000DM002,ZA13EX9B,25
2018-01-10T07:37:16.987Z,1,4000787030016.0,2016-11-04T22:00:00.000Z,1,ST4000DM000,W3009F9G,309
2018-01-10T07:31:10.761Z,1,4000787030016.0,2016-10-30T22:00:00.000Z,1,ST4000DM000,Z3040ECY,304
2018-01-10T07:31:14.197Z,1,4000787030016.0,2016-10-31T22:00:00.000Z,1,ST4000DM000,Z3016SXX,305
2018-01-10T07:27:48.791Z,1,4000787030016.0,2016-10-28T21:00:00.000Z,1,ST4000DM000,Z303JAKC,301
2018-01-10T07:38:12.281Z,1,4000787030016.0,2016-11-05T22:00:00.000Z,1,ST4000DX000,Z1Z0449D,310
2018-01-10T07:08:44.280Z,1,8001563222016.0,2016-10-13T21:00:00.000Z,1,ST8000DM002,ZA11VKXY,107
2018-01-10T07:15:45.565Z,1,4000787030016.0,2016-10-18T21:00:00.000Z,1,ST4000DM000,Z300GPAX,291
2018-01-10T07:58:33.377Z,1,4000787030016.0,2016-11-21T22:00:00.000Z,1,ST4000DM000,Z3015BWW,326
2018-01-10T07:56:58.968Z,1,8001563222016.0,2016-11-20T22:00:00.000Z,1,ST8000DM002,ZA10RYAN,106
2018-01-10T07:53:34.469Z,1,4000787030016.0,2016-11-17T22:00:00.000Z,1,ST4000DM000,Z3053NY5,274
2018-01-10T07:42:34.540Z,1,4000787030016.0,2016-11-08T22:00:00.000Z,1,ST4000DM000,Z302F0C2,313
2018-01-10T07:42:30.762Z,1,4000787030016.0,2016-11-08T22:00:00.000Z,1,ST4000DM000,Z304KCJV,313
2018-01-10T07:51:06.818Z,1,4000787030016.0,2016-11-15T22:00:00.000Z,1,ST4000DM000,Z305Y09F,0
2018-01-10T07:53:51.286Z,1,3000592982016.0,2016-11-17T22:00:00.000Z,1,Hitachi HDS723030ALA640,MK0333YHGPJERC,322
2018-01-10T07:40:38.082Z,1,4000787030016.0,2016-11-07T22:00:00.000Z,1,ST4000DM000,Z304GM4F,312
2018-01-10T07:48:26.190Z,1,6001175126016.0,2016-11-13T22:00:00.000Z,1,WDC WD60EFRX,WD-WX21D947NCPV,318
2018-01-10T07:53:11.588Z,1,6001175126016.0,2016-11-17T22:00:00.000Z,1,WDC WD60EFRX,WD-WXL1H640V69F,322
2018-01-10T08:17:56.776Z,1,4000787030016.0,2016-12-03T22:00:00.000Z,1,ST4000DM000,Z300CWB9,338
2018-01-10T08:14:23.401Z,1,4000787030016.0,2016-12-01T22:00:00.000Z,1,ST4000DM000,Z300K09B,336
2018-01-10T08:18:57.903Z,1,500107862016.0,2016-12-04T22:00:00.000Z,1,ST500LM012 HN,S2ZYJ9GGB04754,223
2018-01-10T08:18:34.885Z,1,3000592982016.0,2016-12-04T22:00:00.000Z,1,Hitachi HDS723030ALA640,MK0301YHGNLU7D,339
2018-01-10T08:41:51.142Z,1,4000787030016.0,2016-12-20T22:00:00.000Z,1,ST4000DM000,Z30111HJ,355
2018-01-10T08:42:18.792Z,1,4000787030016.0,2016-12-20T22:00:00.000Z,1,ST4000DM000,Z302A1AJ,355
2018-01-10T08:42:19.870Z,1,4000787030016.0,2016-12-20T22:00:00.000Z,1,ST4000DM000,Z300GPS8,355
2018-01-10T08:43:52.319Z,1,4000787030016.0,2016-12-21T22:00:00.000Z,1,ST4000DM000,Z300GPXH,356
2018-01-10T08:46:59.648Z,1,4000787030016.0,2016-12-23T22:00:00.000Z,1,ST4000DM000,Z300NX58,358
2018-01-10T08:34:04.975Z,1,4000787030016.0,2016-12-14T22:00:00.000Z,1,ST4000DM000,Z3040DVG,349
2018-01-10T08:35:53.865Z,1,8001563222016.0,2016-12-16T22:00:00.000Z,1,ST8000DM002,ZA120N5Z,132
2018-01-10T08:36:29.412Z,1,4000787030016.0,2016-12-16T22:00:00.000Z,1,ST4000DM000,Z30250NN,351
2018-01-10T08:26:09.964Z,1,4000787030016.0,2016-12-08T22:00:00.000Z,1,ST4000DM000,Z3012WZ8,343
2018-01-10T08:32:11.649Z,1,4000787030016.0,2016-12-13T22:00:00.000Z,1,ST4000DM000,W300CSSV,348
2018-01-10T08:36:04.440Z,1,4000787030016.0,2016-12-16T22:00:00.000Z,1,ST4000DM000,W300AZX3,351
2018-01-10T08:24:57.198Z,1,4000787030016.0,2016-12-08T22:00:00.000Z,1,ST4000DM000,Z300WFDN,343
2018-01-10T08:49:16.199Z,1,4000787030016.0,2016-12-25T22:00:00.000Z,1,ST4000DM000,Z300GYMW,360
2018-01-10T08:51:56.605Z,1,4000787030016.0,2016-12-27T22:00:00.000Z,1,ST4000DM000,Z303PFVQ,0
2018-01-10T11:12:56.088Z,1,4000787030016.0,2016-07-14T21:00:00.000Z,1,ST4000DM000,Z304JLDJ,195
2018-01-10T11:17:40.716Z,1,4000787030016.0,2016-07-17T21:00:00.000Z,1,ST4000DX000,Z1Z03EM1,198
2018-01-10T11:31:32.190Z,1,4000787030016.0,2016-07-26T21:00:00.000Z,1,ST4000DM000,Z302G5Q4,207
2018-01-10T11:31:32.191Z,1,4000787030016.0,2016-07-26T21:00:00.000Z,1,ST4000DM000,Z3052GC6,159
2018-01-10T10:49:23.817Z,1,4000787030016.0,2016-06-30T21:00:00.000Z,1,ST4000DM000,Z305CE99,131
2018-01-10T11:10:17.292Z,1,4000787030016.0,2016-07-12T21:00:00.000Z,1,ST4000DM000,Z3014NPN,193
2018-01-10T11:27:54.941Z,1,4000787030016.0,2016-07-24T21:00:00.000Z,1,ST4000DM000,Z305DHNQ,166
2018-01-10T11:27:57.324Z,1,4000787030016.0,2016-07-24T21:00:00.000Z,1,ST4000DM000,Z305KVLL,149
2018-01-10T11:15:04.960Z,1,4000787030016.0,2016-07-15T21:00:00.000Z,1,ST4000DM000,W3004Y7M,196
2018-01-10T11:19:02.142Z,1,4000787030016.0,2016-07-18T21:00:00.000Z,1,ST4000DM000,S30111L2,199
2018-01-10T11:32:13.018Z,1,4000787030016.0,2016-07-26T21:00:00.000Z,1,ST4000DM000,Z300PM73,207
2018-01-10T11:35:16.053Z,1,4000787030016.0,2016-07-28T21:00:00.000Z,1,ST4000DM000,S300YBKS,209
2018-01-10T11:44:50.979Z,1,4000787030016.0,2016-08-04T21:00:00.000Z,1,ST4000DM000,Z3029ZR8,216
2018-01-10T11:50:37.753Z,1,4000787030016.0,2016-08-08T21:00:00.000Z,1,ST4000DX000,Z1Z03F55,220
2018-01-10T11:36:39.318Z,1,4000787030016.0,2016-07-29T21:00:00.000Z,1,ST4000DM000,Z30259G4,210
2018-01-10T11:33:41.982Z,1,4000787030016.0,2016-07-27T21:00:00.000Z,1,HGST HMS5C4040ALE640,PL2331LAGRWT0J,208
2018-01-10T11:33:42.055Z,1,4000787030016.0,2016-07-27T21:00:00.000Z,1,ST4000DM000,Z3042A2Q,208
2018-01-10T11:35:08.798Z,1,4000787030016.0,2016-07-28T21:00:00.000Z,1,ST4000DM000,Z3057FPB,209
2018-01-10T11:52:03.632Z,1,4000787030016.0,2016-08-08T21:00:00.000Z,1,ST4000DM000,Z300NK8E,220
2018-01-10T11:49:24.417Z,1,4000787030016.0,2016-08-07T21:00:00.000Z,1,ST4000DX000,Z1Z03JJ7,219
2018-01-10T11:39:47.362Z,1,4000787030016.0,2016-07-31T21:00:00.000Z,1,ST4000DM000,Z305KW22,156
2018-01-10T10:51:02.542Z,1,4000787030016.0,2016-07-01T21:00:00.000Z,1,ST4000DM000,Z30252GX,182
2018-01-10T11:01:52.547Z,1,4000787030016.0,2016-07-07T21:00:00.000Z,1,ST4000DM000,W300J5ZL,188
2018-01-10T11:05:44.988Z,1,4000787030016.0,2016-07-10T21:00:00.000Z,1,ST4000DM000,Z300W303,191
2018-01-10T11:09:15.681Z,1,4000787030016.0,2016-07-12T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL1331LAHD2GDH,33
2018-01-10T08:56:09.323Z,1,8001563222016.0,2016-12-30T22:00:00.000Z,1,ST8000DM002,ZA10Q2F7,213
2018-01-10T10:54:54.726Z,1,4000787030016.0,2016-07-03T21:00:00.000Z,1,ST4000DM000,Z305APJ4,184
2018-01-10T11:05:31.909Z,1,4000787030016.0,2016-07-10T21:00:00.000Z,1,ST4000DM000,Z3019HDN,191
2018-01-10T12:01:20.719Z,1,4000787030016.0,2016-08-14T21:00:00.000Z,1,ST4000DM000,Z304JGRB,226
2018-01-10T12:06:06.000Z,1,4000787030016.0,2016-08-17T21:00:00.000Z,1,ST4000DM000,S300WFAX,229
2018-01-10T12:14:37.556Z,1,4000787030016.0,2016-08-23T21:00:00.000Z,1,ST4000DM000,Z300KFN0,235
2018-01-10T11:55:16.089Z,1,4000787030016.0,2016-08-10T21:00:00.000Z,1,ST4000DM000,Z302CYFS,222
2018-01-10T12:00:28.073Z,1,8001563222016.0,2016-08-13T21:00:00.000Z,1,ST8000DM002,ZA10Z4F2,7
2018-01-10T12:00:30.346Z,1,4000787030016.0,2016-08-13T21:00:00.000Z,1,ST4000DM000,Z304E7CZ,225
2018-01-10T12:11:24.223Z,1,4000787030016.0,2016-08-20T21:00:00.000Z,1,ST4000DM000,W300BJ07,232
2018-01-10T12:14:06.967Z,1,4000787030016.0,2016-08-22T21:00:00.000Z,1,ST4000DM000,Z3040PZK,234
2018-01-10T11:58:59.435Z,1,4000787030016.0,2016-08-12T21:00:00.000Z,1,ST4000DM000,Z304JWNV,224
2018-01-10T12:07:21.766Z,1,4000787030016.0,2016-08-18T21:00:00.000Z,1,ST4000DM000,Z303R4WA,230
2018-01-10T12:29:30.380Z,1,4000787030016.0,2016-09-02T21:00:00.000Z,1,ST4000DM000,S301NK3V,245
2018-01-10T12:31:27.614Z,1,4000787030016.0,2016-09-03T21:00:00.000Z,1,ST4000DM000,S301PPYE,246
2018-01-10T12:16:11.322Z,1,4000787030016.0,2016-08-24T21:00:00.000Z,1,ST4000DM000,Z304KR1G,236
2018-01-10T12:33:31.519Z,1,6001175126016.0,2016-09-04T21:00:00.000Z,1,WDC WD60EFRX,WD-WXC1H3442013,247
2018-01-10T12:17:40.072Z,1,8001563222016.0,2016-08-25T21:00:00.000Z,1,ST8000DM002,ZA110RTA,58
2018-01-10T12:25:02.923Z,1,4000787030016.0,2016-08-30T21:00:00.000Z,1,ST4000DM000,Z3023XA8,242
2018-01-10T12:32:21.413Z,1,4000787030016.0,2016-09-04T21:00:00.000Z,1,ST4000DM000,W300960V,247
2018-01-10T12:18:34.094Z,1,4000787030016.0,2016-08-25T21:00:00.000Z,1,ST4000DM000,Z3041BT0,237
2018-01-10T12:20:38.445Z,1,4000787030016.0,2016-08-27T21:00:00.000Z,1,ST4000DM000,Z300GPL3,239
2018-01-10T12:20:51.840Z,1,4000787030016.0,2016-08-27T21:00:00.000Z,1,ST4000DM000,Z3025K82,239
2018-01-10T12:39:41.248Z,1,4000787030016.0,2016-09-08T21:00:00.000Z,1,ST4000DM000,Z3024CA7,251
2018-01-10T12:41:59.048Z,1,4000787030016.0,2016-09-10T21:00:00.000Z,1,ST4000DM000,Z3058MVP,231
2018-01-10T12:35:23.405Z,1,4000787030016.0,2016-09-06T21:00:00.000Z,1,ST4000DM000,Z304KBTA,249
2018-01-10T12:37:10.539Z,1,160041885696.0,2016-09-07T21:00:00.000Z,1,WDC WD1600AAJS,WD-WCAV3D509504,250
2018-01-10T12:43:39.674Z,1,4000787030016.0,2016-09-11T21:00:00.000Z,1,HGST HMS5C4040BLE640,PL1331LAHD0JSH,3
2018-01-10T12:36:14.669Z,1,4000787030016.0,2016-09-06T21:00:00.000Z,1,ST4000DM000,Z3025LA6,249
2018-01-10T12:32:49.814Z,1,4000787030016.0,2016-09-04T21:00:00.000Z,1,ST4000DM000,Z300GQ2V,247
2018-01-10T12:32:55.419Z,1,4000787030016.0,2016-09-04T21:00:00.000Z,1,ST4000DM000,Z3029ASC,247
2018-01-10T12:32:36.810Z,1,8001563222016.0,2016-09-04T21:00:00.000Z,1,ST8000DM002,ZA10ATDQ,68
2018-01-10T12:54:22.301Z,1,4000787030016.0,2016-09-19T21:00:00.000Z,1,ST4000DM000,Z300YTX5,262
2018-01-10T12:55:12.398Z,1,4000787030016.0,2016-09-20T21:00:00.000Z,1,ST4000DM000,Z3029Z3P,263
2018-01-10T12:55:37.892Z,1,4000787030016.0,2016-09-20T21:00:00.000Z,1,ST4000DM000,Z300K8FE,263
2018-01-10T12:56:46.027Z,1,4000787030016.0,2016-09-21T21:00:00.000Z,1,ST4000DM000,Z305D214,216
2018-01-10T12:46:30.529Z,1,4000787030016.0,2016-09-13T21:00:00.000Z,1,ST4000DM000,Z3029F0E,256
2018-01-10T12:48:58.004Z,1,4000787030016.0,2016-09-15T21:00:00.000Z,1,ST4000DM000,Z302T681,258
2018-01-10T12:49:24.977Z,1,6001175126016.0,2016-09-15T21:00:00.000Z,1,WDC WD60EFRX,WD-WXC1H3440683,258
2018-01-10T12:50:23.018Z,1,4000787030016.0,2016-09-16T21:00:00.000Z,1,ST4000DM000,Z3057DTN,259
2018-01-10T12:59:49.318Z,1,4000787030016.0,2016-09-23T21:00:00.000Z,1,HGST HMS5C4040ALE640,PL1331LAGRHGHH,266
2018-01-10T13:00:31.221Z,1,4000787030016.0,2016-09-23T21:00:00.000Z,1,ST4000DM000,Z303VKE9,1
2018-01-10T13:00:49.788Z,1,6001175126016.0,2016-09-23T21:00:00.000Z,1,WDC WD60EFRX,WD-WX41D94RNDP3,266
2018-01-10T13:03:25.484Z,1,4000787030016.0,2016-09-25T21:00:00.000Z,1,ST4000DM000,Z3016PP6,268
2018-01-01T12:07:24.815Z,1,4000787030016.0,2017-01-20T22:00:00.000Z,1,ST4000DM000,W300R8E5,386
2018-01-01T12:15:50.140Z,1,4000787030016.0,2017-01-26T22:00:00.000Z,1,ST4000DM000,Z300GZEG,392
2018-01-01T12:16:03.390Z,1,4000787030016.0,2017-01-26T22:00:00.000Z,1,ST4000DM000,Z304L9JQ,392
2018-01-01T12:04:41.337Z,1,4000787030016.0,2017-01-18T22:00:00.000Z,1,ST4000DM000,W300BFT0,384
2018-01-01T12:16:55.363Z,1,8001563222016.0,2017-01-31T22:00:00.000Z,1,ST8000DM002,ZA13R7ND,57
